Distance (mm),T (K),P (Pa),V (M^3/s),X_nh3 initial,X_o2 initial,X_he initial,(NH3/O2),T (K) final,Rtol,Atol,reactor type,energy on?,He,Ar,Ne,O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NOX,OX,NX,OHX,NH3X,X(1),NH2_X(8),NH_X(9),H2O_X(11),He ROP [kmol/m^3 s],Ar ROP [kmol/m^3 s],Ne ROP [kmol/m^3 s],O2(2) ROP [kmol/m^3 s],H2O(3) ROP [kmol/m^3 s],N2(4) ROP [kmol/m^3 s],NO(5) ROP [kmol/m^3 s],NH3(6) ROP [kmol/m^3 s],N2O(7) ROP [kmol/m^3 s],He surface ROP [kmol/m^2 s],Ar surface ROP [kmol/m^2 s],Ne surface ROP [kmol/m^2 s],O2(2) surface ROP [kmol/m^2 s],H2O(3) surface ROP [kmol/m^2 s],N2(4) surface ROP [kmol/m^2 s],NO(5) surface ROP [kmol/m^2 s],NH3(6) surface ROP [kmol/m^2 s],N2O(7) surface ROP [kmol/m^2 s],NOX ROP [kmol/m^2 s],OX ROP [kmol/m^2 s],NX ROP [kmol/m^2 s],OHX ROP [kmol/m^2 s],NH3X ROP [kmol/m^2 s],X(1) ROP [kmol/m^2 s],NH2_X(8) ROP [kmol/m^2 s],NH_X(9) ROP [kmol/m^2 s],H2O_X(11) ROP [kmol/m^2 s],NX + OX <=> NOX + X(1) ROP [kmol/m^2 s],O2(2) + 2 X(1) <=> 2 OX ROP [kmol/m^2 s],2 NX <=> N2(4) + 2 X(1) ROP [kmol/m^2 s],NOX <=> NO(5) + X(1) ROP [kmol/m^2 s],NH3(6) + X(1) <=> NH3X ROP [kmol/m^2 s],NOX + NX <=> N2O(7) + 2 X(1) ROP [kmol/m^2 s],N2O(7) + X(1) <=> N2(4) + OX ROP [kmol/m^2 s],NH3X + OX <=> NH2_X(8) + OHX ROP [kmol/m^2 s],NH2_X(8) + OX <=> NH_X(9) + OHX ROP [kmol/m^2 s],NH_X(9) + OX <=> NX + OHX ROP [kmol/m^2 s],NH_X(9) + OHX <=> H2O_X(11) + NX ROP [kmol/m^2 s],H2O_X(11) + OX <=> 2 OHX ROP [kmol/m^2 s],H2O_X(11) <=> H2O(3) + X(1) ROP [kmol/m^2 s]
0,598,101325.0,5.8333e-05,0.12,0.8800000000000001,0.0,0.13636363636363635,598.0,1e-11,1e-22,ConstPressureReactor,off,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.11999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06633032890763196,0.0,0.0,0.0,-0.42028854461281745,0.0,0.0,0.13266065781526393,0.0,0.0,0.42028854461281745,-0.5529492024280813,0.0,0.0,0.0,0.0,0.06633032890763196,0.0,0.0,0.42028854461281745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.009,598,101324.99999999999,5.8333e-05,0.12,0.8800000000000001,0.0,0.13636363636363635,598.0,1e-11,1e-22,ConstPressureReactor,off,0.0,0.0,0.0,0.8799999999999994,3.962398967852361e-16,3.547605337908541e-25,2.6415992505778865e-16,0.11999999999999968,2.711420317399979e-24,1.3507173846936622e-08,0.9999998073717347,8.633104543888584e-10,2.598527592394934e-12,1.989845354180996e-09,1.7626533657695728e-07,6.5412230150343886e-21,8.425915033494329e-16,3.251987042557354e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0315481060766275e-15,2.4378577399203426e-15,2.182656820115874e-24,1.6252384555509559e-15,-1.6252384589042192e-15,1.668195721980387e-23,4.50970748201168e-29,-4.7726084765871214e-29,-4.25109459267426e-31,3.820811117615846e-30,-3.437600963716215e-23,3.437601022880783e-23,9.860761315262648e-31,-7.15139087404972e-31,-1.9721522630525295e-30,1.6252384722329582e-15,2.0315481060766275e-15,2.1826568201158637e-24,1.6252384555509559e-15,1.6252384589042192e-15,1.6681957219803882e-23,1.0338965544093828e-38,1.6252384932802288e-15,1.6252384932802278e-15,1.6252384932280216e-15,5.220693820093505e-26,-2.4378577398681338e-15,2.4378577399203426e-15
0.018,598,101324.99999999999,5.8333e-05,0.12,0.8800000000000001,0.0,0.13636363636363635,598.0,1e-11,1e-22,ConstPressureReactor,off,0.0,0.0,0.0,0.8799999999999992,7.9247977878945e-16,7.095210543502412e-25,5.28319460043198e-16,0.11999999999999943,5.422840534010714e-24,1.350717384866584e-08,0.9999998073717347,8.63310454388853e-10,2.598527592388873e-12,1.9898453541616907e-09,1.762653365752476e-07,6.541223014970953e-21,8.425915033412662e-16,3.251987049916103e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0315481060366484e-15,2.4378577399047432e-15,2.1826568201158568e-24,1.6252361162595518e-15,-1.6252384589042192e-15,1.668195722193942e-23,2.3392914389270447e-21,-4.865023531633763e-26,-1.5745302052271336e-26,-1.5402632667220957e-26,-3.436024208260382e-23,-2.30485104608002e-21,-5.32481111024183e-30,-6.828810475080362e-30,-3.411823415080876e-28,1.625238472232948e-15,2.0315481060366484e-15,2.1826568201158362e-24,1.6252361162595518e-15,1.6252384589042192e-15,1.668195722193944e-23,2.0677930703665812e-38,1.6252384932644613e-15,1.6252384932644666e-15,1.6252384932122665e-15,5.220693820030726e-26,-2.4378577398521952e-15,2.4378577399047432e-15
0.026999999999999996,598,101324.99999999999,5.8333e-05,0.12,0.8800000000000001,0.0,0.13636363636363635,598.0,1e-11,1e-22,ConstPressureReactor,off,0.0,0.0,0.0,0.8799999999999988,1.1887196606514859e-15,1.06428157478797e-24,7.924786147531659e-16,0.11999999999999915,8.13426075038656e-24,1.3507173852171346e-08,0.9999998073717347,8.633104543888302e-10,2.598527592370276e-12,1.9898453541225634e-09,1.7626533657178128e-07,6.541223014842312e-21,8.425915033247058e-16,3.251987057242315e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0315481059555926e-15,2.4378577398647523e-15,2.1826568201157528e-24,1.6252337771852458e-15,-1.6252381677366436e-15,1.668195722626842e-23,4.678365702143318e-21,-1.5431263154435561e-25,-4.764920797090617e-26,-3.234973149268422e-26,-3.2549585956549247e-22,-4.352635697885995e-21,-1.1832913578315177e-30,-2.240881195346167e-29,1.8932661725304283e-28,1.6252384722329051e-15,2.0315481059555926e-15,2.182656820115722e-24,1.6252337771852458e-15,1.6252381677366436e-15,1.668195722626845e-23,3.101689586183246e-38,1.6252384932325031e-15,1.6252384932325043e-15,1.6252384931803198e-15,5.220693819890753e-26,-2.437857739812735e-15,2.4378577398647523e-15
0.036,598,101324.99999999999,5.8333e-05,0.12,0.8800000000000001,0.0,0.13636363636363635,598.0,1e-11,1e-22,ConstPressureReactor,off,0.0,0.0,0.0,0.8799999999999986,1.5849595423469193e-15,1.4190420950856861e-24,1.0566373892094113e-15,0.11999999999999887,1.0845680966744701e-23,1.3507173857457078e-08,0.9999998073717347,8.633104543887762e-10,2.598527592338728e-12,1.9898453540635614e-09,1.762653365665548e-07,6.541223014648342e-21,8.425915032997292e-16,3.251987064537536e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.031548105833379e-15,2.4378577398015287e-15,2.1826568201154894e-24,1.6252314383285125e-15,-1.6252380221528558e-15,1.668195723279548e-23,7.017222333424785e-21,-3.1783245314399827e-25,-9.57289061640666e-26,-4.9392282486897556e-26,-4.710314566509863e-22,-6.545727541568688e-21,2.1693674893577825e-30,-3.483336902928963e-29,-3.486765201076872e-28,1.6252384722328032e-15,2.031548105833379e-15,2.182656820115448e-24,1.6252314383285125e-15,1.6252380221528558e-15,1.6681957232795522e-23,4.135586101911199e-38,1.6252384931843124e-15,1.6252384931843102e-15,1.6252384931321381e-15,5.220693819672613e-26,-2.437857739748973e-15,2.4378577398015287e-15
0.045,598,101324.99999999999,5.8333e-05,0.12,0.8800000000000001,0.0,0.13636363636363635,598.0,1e-11,1e-22,ConstPressureReactor,off,0.0,0.0,0.0,0.879999999999998,1.9811994238627004e-15,1.7738026152352186e-24,1.320795783441319e-15,0.11999999999999858,1.3557101183381028e-23,1.3507173864527123e-08,0.9999998073717347,8.633104543886783e-10,2.5985275922941765e-12,1.9898453539846224e-09,1.7626533655956405e-07,6.541223014388882e-21,8.425915032663157e-16,3.2519870717990426e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.03154810566991e-15,2.437857739713031e-15,2.1826568201150045e-24,1.6252290996898431e-15,-1.6252386309577866e-15,1.6681957241525392e-23,9.355860818631346e-21,-5.393489340650371e-25,-1.6000214600678388e-25,-6.646954336015663e-26,1.3783794897311714e-22,-9.492932886107129e-21,-7.296963373294359e-30,-4.2721975116108617e-29,-1.1438483125704671e-29,1.625238472232619e-15,2.03154810566991e-15,2.1826568201149527e-24,1.6252290996898431e-15,1.6252386309577866e-15,1.6681957241525445e-23,5.169482617632174e-38,1.6252384931198376e-15,1.625238493119845e-15,1.6252384930676807e-15,5.220693819376074e-26,-2.437857739660813e-15,2.437857739713031e-15
0.05399999999999999,598,101324.99999999999,5.8333e-05,0.12,0.8800000000000001,0.0,0.13636363636363635,598.0,1e-11,1e-22,ConstPressureReactor,off,0.0,0.0,0.0,0.8799999999999977,2.3774393051840874e-15,2.128563135226887e-24,1.584953797477245e-15,0.11999999999999833,1.6268521400580787e-23,1.3507173873386009e-08,0.9999998073717346,8.633104543885254e-10,2.5985275922365877e-12,1.9898453538857317e-09,1.7626533655080477e-07,6.541223014063779e-21,8.425915032244517e-16,3.251987079028465e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0315481054650875e-15,2.4378577396004823e-15,2.1826568201142427e-24,1.6252267612697818e-15,-1.6252387765415744e-15,1.668195725246355e-23,1.169428059195251e-20,-8.19024185223495e-25,-2.4047267459364164e-25,-8.35294492927153e-26,2.8350250706724423e-22,-1.1976639926858851e-20,-2.3665827156630354e-30,-5.948526560112611e-29,-8.440811685864826e-29,1.625238472232331e-15,2.0315481054650875e-15,2.1826568201141806e-24,1.6252267612697818e-15,1.6252387765415744e-15,1.668195725246361e-23,6.203379133423739e-38,1.6252384930390673e-15,1.6252384930390697e-15,1.6252384929869223e-15,5.220693819000981e-26,-2.437857739548191e-15,2.4378577396004823e-15
0.06299999999999999,598,101324.99999999999,5.8333e-05,0.12,0.8800000000000001,0.0,0.13636363636363635,598.0,1e-11,1e-22,ConstPressureReactor,off,0.0,0.0,0.0,0.8799999999999975,2.7736791922746133e-15,2.4833236514608315e-24,1.8491137145949013e-15,0.11999999999999807,1.8979964987526078e-23,1.3507290100415031e-08,0.9999998073716225,8.633104330264363e-10,2.598527560620669e-12,1.9898453054962887e-09,1.762653322643498e-07,6.5412228549929934e-21,8.425914827319837e-16,3.2519870072689996e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0315480052330224e-15,2.437857680273862e-15,2.1826567120973912e-24,1.625238406699478e-15,-1.6252383265553212e-15,1.668210038519872e-23,8.632883092284967e-24,-1.018229612929312e-22,4.54259834032198e-25,6.83031966341383e-28,-1.2696081532326322e-22,2.196959500905525e-22,1.7749370367472766e-30,-3.187928063184376e-31,-3.944304526105059e-31,1.6252384320144615e-15,2.0315480052330224e-15,2.182656712097319e-24,1.625238406699478e-15,1.6252383265553212e-15,1.6682100385198794e-23,7.237284384634417e-38,1.6252384535161365e-15,1.6252384535161347e-15,1.6252384534639281e-15,5.220693628510657e-26,-2.4378576802216547e-15,2.437857680273862e-15
0.072,598,101324.99999999999,5.8333e-05,0.12,0.8800000000000001,0.0,0.13636363636363635,598.0,1e-11,1e-22,ConstPressureReactor,off,0.0,0.0,0.0,0.879999999999997,3.1699190636665306e-15,2.83808415364194e-24,2.113273241028744e-15,0.11999999999999778,2.1691408467405997e-23,1.3507290102162076e-08,0.9999998073716225,8.633104330267786e-10,2.598527560615049e-12,1.989845305477639e-09,1.762653322626988e-07,6.541222854931704e-21,8.425914827240973e-16,3.251987014628313e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.031548005194415e-15,2.4378576802586858e-15,2.1826567120991328e-24,1.6252360674103518e-15,-1.625238604488007e-15,1.6682100387363e-23,2.347922654038129e-21,-1.0187025902622553e-22,4.384013610867903e-25,-1.4766020000905344e-26,1.5098710300420345e-22,-2.3974631790911695e-21,-2.5637979419682884e-30,-1.4715503725033485e-29,6.310887241768094e-29,1.6252384320151062e-15,2.031548005194415e-15,2.18265671209905e-24,1.6252360674103518e-15,1.625238604488007e-15,1.6682100387363082e-23,8.271189745797105e-38,1.625238453500904e-15,1.6252384535009066e-15,1.6252384534487143e-15,5.220693628450501e-26,-2.437857680206542e-15,2.4378576802586858e-15
0.08099999999999999,598,101324.99999999999,5.8333e-05,0.12,0.8800000000000001,0.0,0.13636363636363635,598.0,1e-11,1e-22,ConstPressureReactor,off,0.0,0.0,0.0,0.8799999999999966,3.566158934881165e-15,3.1928446556701536e-24,2.3774323871642798e-15,0.11999999999999751,2.4402851946817197e-23,1.3507290105697398e-08,0.9999998073716225,8.633104330271004e-10,2.598527560596801e-12,1.989845305439045e-09,1.7626533225927976e-07,6.541222854804826e-21,8.425914827077604e-16,3.251987021956422e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.031548005114464e-15,2.4378576802201172e-15,2.1826567121007704e-24,1.625233728339767e-15,-1.6252383133204314e-15,1.6682100391735486e-23,4.686993844641133e-21,-1.0197501068253847e-22,4.0627933508088907e-25,-3.1715485409105116e-26,-1.4014895032433534e-22,-4.445244248679774e-21,-7.888609052210118e-31,-2.2604111398356588e-29,-1.7473269050645411e-28,1.625238432015712e-15,2.031548005114464e-15,2.1826567121006775e-24,1.625233728339767e-15,1.6252383133204314e-15,1.668210039173558e-23,9.305095106668359e-38,1.6252384534693817e-15,1.6252384534693825e-15,1.6252384534171982e-15,5.220693628312612e-26,-2.4378576801677357e-15,2.4378576802201172e-15
