Distance (mm),T (K),P (Pa),V (M^3/s),X_nh3 initial,X_o2 initial,X_he initial,(NH3/O2),T (K) final,Rtol,Atol,reactor type,energy on?,He,Ar,Ne,O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),ONOOJ(37),N2O2(48),X(1),HX(9),OX(10),HOX(13),H2OX(14),NH3_X(22),N_X(23),NO_X(24),N2X2(28),NN_ads(29),H2NX(30),O2_ads(49),NH_ads(60),NOX2(87),He ROP [kmol/m^3 s],Ar ROP [kmol/m^3 s],Ne ROP [kmol/m^3 s],O2(2) ROP [kmol/m^3 s],H2O(3) ROP [kmol/m^3 s],N2(4) ROP [kmol/m^3 s],NO(5) ROP [kmol/m^3 s],NH3(6) ROP [kmol/m^3 s],N2O(7) ROP [kmol/m^3 s],ONOOJ(37) ROP [kmol/m^3 s],N2O2(48) ROP [kmol/m^3 s],He surface ROP [kmol/m^2 s],Ar surface ROP [kmol/m^2 s],Ne surface ROP [kmol/m^2 s],O2(2) surface ROP [kmol/m^2 s],H2O(3) surface ROP [kmol/m^2 s],N2(4) surface ROP [kmol/m^2 s],NO(5) surface ROP [kmol/m^2 s],NH3(6) surface ROP [kmol/m^2 s],N2O(7) surface ROP [kmol/m^2 s],ONOOJ(37) surface ROP [kmol/m^2 s],N2O2(48) surface ROP [kmol/m^2 s],X(1) ROP [kmol/m^2 s],HX(9) ROP [kmol/m^2 s],OX(10) ROP [kmol/m^2 s],HOX(13) ROP [kmol/m^2 s],H2OX(14) ROP [kmol/m^2 s],NH3_X(22) ROP [kmol/m^2 s],N_X(23) ROP [kmol/m^2 s],NO_X(24) ROP [kmol/m^2 s],N2X2(28) ROP [kmol/m^2 s],NN_ads(29) ROP [kmol/m^2 s],H2NX(30) ROP [kmol/m^2 s],O2_ads(49) ROP [kmol/m^2 s],NH_ads(60) ROP [kmol/m^2 s],NOX2(87) ROP [kmol/m^2 s],2 NO(5) <=> N2O2(48) ROP [kmol/m^3 s],NO(5) + O2(2) <=> ONOOJ(37) ROP [kmol/m^3 s],O2(2) + 2 X(1) <=> 2 OX(10) ROP [kmol/m^2 s],NH3(6) + X(1) <=> NH3_X(22) ROP [kmol/m^2 s],O2_ads(49) <=> 2 OX(10) ROP [kmol/m^2 s],O2_ads(49) <=> 2 OX(10) ROP [kmol/m^2 s],NH3_X(22) + OX(10) <=> H2NX(30) + HOX(13) ROP [kmol/m^2 s],HX(9) + OX(10) <=> HOX(13) + X(1) ROP [kmol/m^2 s],H2O(3) + 2 X(1) <=> HOX(13) + HX(9) ROP [kmol/m^2 s],NH3(6) + 2 X(1) <=> H2NX(30) + HX(9) ROP [kmol/m^2 s],NH3_X(22) + X(1) <=> H2NX(30) + HX(9) ROP [kmol/m^2 s],H2O(3) + X(1) <=> H2OX(14) ROP [kmol/m^2 s],H2OX(14) + OX(10) <=> 2 HOX(13) ROP [kmol/m^2 s],HOX(13) + HX(9) <=> H2OX(14) + X(1) ROP [kmol/m^2 s],HOX(13) + NH3_X(22) <=> H2NX(30) + H2OX(14) ROP [kmol/m^2 s],H2NX(30) + X(1) <=> HX(9) + NH_ads(60) ROP [kmol/m^2 s],HOX(13) + NH_ads(60) <=> H2NX(30) + OX(10) ROP [kmol/m^2 s],NH3_X(22) + NH_ads(60) <=> 2 H2NX(30) ROP [kmol/m^2 s],H2OX(14) + NH_ads(60) <=> H2NX(30) + HOX(13) ROP [kmol/m^2 s],NH3_X(22) + NH_ads(60) <=> 2 H2NX(30) ROP [kmol/m^2 s],N2(4) + 2 X(1) <=> 2 N_X(23) ROP [kmol/m^2 s],NH_ads(60) + X(1) <=> HX(9) + N_X(23) ROP [kmol/m^2 s],HOX(13) + N_X(23) <=> NH_ads(60) + OX(10) ROP [kmol/m^2 s],NH3_X(22) + N_X(23) <=> H2NX(30) + NH_ads(60) ROP [kmol/m^2 s],H2OX(14) + N_X(23) <=> HOX(13) + NH_ads(60) ROP [kmol/m^2 s],H2NX(30) + N_X(23) <=> 2 NH_ads(60) ROP [kmol/m^2 s],NOX2(87) <=> N_X(23) + OX(10) ROP [kmol/m^2 s],N_X(23) + O2_ads(49) <=> NOX2(87) + OX(10) ROP [kmol/m^2 s],NOX2(87) <=> N_X(23) + OX(10) ROP [kmol/m^2 s],NO_X(24) + X(1) <=> N_X(23) + OX(10) ROP [kmol/m^2 s],NO(5) + X(1) <=> NO_X(24) ROP [kmol/m^2 s],NO_X(24) + X(1) <=> NOX2(87) ROP [kmol/m^2 s],N2(4) + X(1) <=> NN_ads(29) ROP [kmol/m^2 s],N2(4) + 2 X(1) <=> N2X2(28) ROP [kmol/m^2 s],N2X2(28) <=> 2 N_X(23) ROP [kmol/m^2 s],NOX2(87) + N_X(23) <=> N2X2(28) + OX(10) ROP [kmol/m^2 s],NN_ads(29) + X(1) <=> N2X2(28) ROP [kmol/m^2 s],N2O2(48) + 2 X(1) <=> 2 NO_X(24) ROP [kmol/m^2 s]
0,598,101325.0,2.771e-08,0.066,0.11545454545454543,0.8185454545454545,0.5716535433070867,598.0,1e-11,1e-22,IdealGasReactor,off,0.8185454545454545,0.0,0.0,0.11545454545454543,0.0,0.0,0.0,0.066,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011211325392283917,0.0,0.0,0.0,-0.01710568578036615,0.0,0.0,0.0,-0.05344482669133357,0.01391649012639958,0.022422650784567833,0.0,0.0,0.0031891956539665694,0.0,0.0,0.0,0.0,0.01391649012639958,0.0,0.0,0.0,0.0,0.0,0.011211325392283917,0.0031891956539665694,0.0,0.0,0.0,0.0,0.0,0.01391649012639958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.009,598,101324.99999958911,2.771e-08,0.066,0.11545454545454543,0.8185454545454545,0.5716535433070867,598.0,1e-11,1e-22,IdealGasReactor,off,0.8187473887109588,0.0,0.0,0.11516457550354307,6.817230145291588e-05,5.314948297037312e-05,2.9374180598212136e-16,0.06596671400107453,0.0,2.131522577536805e-27,8.633272896769794e-39,0.7080203939887297,2.035978226875816e-06,0.28621921926051747,4.3799456464531936e-07,4.424248845664072e-07,0.004188558320933662,1.196449733101139e-07,8.21920079145017e-07,3.417164196055262e-05,4.286384647435963e-05,0.0014620398138767124,2.4306288625672975e-16,2.883069599822228e-05,6.446878059537352e-08,0.0,0.0,0.0,-7.168208072431101e-21,0.0,0.0,-7.16820807254169e-21,0.0,0.0,7.168208072431101e-21,5.52943961518043e-32,0.0,0.0,0.0,-0.005605658426009777,0.0011890735005340477,0.0006947083657078813,4.951682578796644e-15,-0.0008581799187890385,0.0,0.0,1.4351039329443897e-38,-0.009661015114275244,-8.83564593749991e-08,0.010022507107869822,-4.500270085408973e-10,-3.2376025235027544e-07,3.625707768959287e-05,2.4510827186345174e-09,5.68749383063145e-08,-0.00013610737053844523,-0.00017015380682404668,4.33922897903886e-05,1.7022465092029808e-17,1.5732696405488687e-06,3.5789517526807522e-09,5.52943961518043e-32,7.168208072431101e-21,0.005605658426009777,0.0001054263164529945,-8.51123275411812e-18,-8.51123275411812e-18,4.63212444596722e-09,0.002032473425598997,-2.4046792843386606e-06,0.000752753602336044,8.472368054137681e-05,-0.001186668821249709,-0.0011863097325772191,1.8434070044109838e-13,3.3927479743984197e-08,0.00042034805964623486,-0.0003424223374549885,-7.794695239691574e-06,-1.4001074528008994e-09,-7.794695239691574e-06,-0.0003884471336091326,0.0007769644060846455,-1.5862765347628914e-07,-3.6109027819866616e-09,-6.486021212400082e-13,1.6936362099771368e-07,-3.022904883787786e-08,4.162064300137712e-25,-3.022904883787786e-08,-5.827057911701548e-16,-4.951682578796644e-15,-5.6874942675291286e-08,-0.0001268589251167222,-0.00017940230698202655,-5.053300906524266e-11,4.203247783679372e-12,4.3294881707324484e-05,-1.4351039329443897e-38
0.018,598,101324.99999999999,2.771e-08,0.066,0.11545454545454543,0.8185454545454545,0.5716535433070867,598.0,1e-11,1e-22,IdealGasReactor,off,0.8177912563298003,0.0,0.0,0.1115266894296722,0.007074886685288914,0.0023886854133579882,3.199596091962808e-13,0.06121848214156069,0.0,2.248751378762367e-24,1.0243167236968166e-32,0.0580695140463581,1.9926087739900945e-08,0.9415034888486632,1.0900386443699685e-07,4.58172302085925e-07,0.00031940367617364903,2.995219922367235e-08,8.253180422325336e-06,9.539139118154285e-07,1.4571854798235255e-05,6.129956248383742e-05,2.630145799183019e-15,2.1844770932350154e-05,5.309179997606161e-08,0.0,0.0,0.0,-4.683720361849738e-21,0.0,0.0,-4.6837204044975305e-21,0.0,0.0,4.683720361849738e-21,2.1323896344255475e-29,0.0,0.0,0.0,-3.651911472817446e-05,7.303822944755121e-05,2.434607648247239e-05,3.332173607749615e-15,-4.8692152968635596e-05,0.0,0.0,1.7016044139117998e-37,-5.611493325671964e-15,-1.456544786132698e-17,-9.893344823930228e-18,1.4921014761476534e-18,5.4938837018858716e-15,-4.764909764292864e-17,2.0103959970562618e-17,4.484637729747041e-19,1.225752236817501e-17,1.9767038483484156e-16,-1.3650511662709387e-17,9.56406293059831e-25,-8.131516293641283e-20,-2.0392602519604226e-17,2.1323896344255475e-29,4.683720361849738e-21,3.651911472817446e-05,7.716934035735778e-06,-4.782137916322191e-25,-4.782137916322191e-25,2.481381222488044e-09,9.84427047358949e-05,-5.844799867714613e-09,4.097521893289982e-05,7.74132997128289e-06,-7.30323846476835e-05,-7.303172605526817e-05,4.480294764210317e-16,6.438647658878535e-10,1.4455677884464728e-06,-4.722938140061637e-05,-1.3703231243643804e-08,-1.4610382246903095e-11,-1.3703231243643804e-08,-2.434607244888333e-05,4.828643284356691e-05,-3.9538799058098155e-07,-1.1471900055002956e-10,-1.2231304234031013e-13,-1.0217293235486729e-08,-4.349641306855556e-13,2.129020460729085e-29,-4.349641306855556e-13,-1.4337366461016775e-21,-3.332173607749615e-15,-3.3326206377859435e-15,-3.596834506939487e-12,-4.367545542011109e-13,-3.1671829557119563e-12,8.666160333358449e-13,-3.597032177324322e-12,-1.7016044139117998e-37
0.026999999999999996,598,101324.99999999996,2.771e-08,0.066,0.11545454545454543,0.8185454545454545,0.5716535433070867,598.0,1e-11,1e-22,IdealGasReactor,off,0.8172321186525284,0.0,0.0,0.10939928614371659,0.011172350679901757,0.0037544859667847964,4.3298890407528217e-13,0.058441758556635484,0.0,2.985099134115112e-24,1.875847298929182e-32,0.04487794259139425,1.153183844151239e-08,0.9548044373528883,8.37084411894099e-08,5.438778876325534e-07,0.0002378384166403007,2.2926166891972756e-08,8.289566524150262e-06,8.95509542148036e-07,1.770072656744171e-05,3.567423247182608e-05,2.7049848950350762e-15,1.6518347727880737e-05,4.1211906787938696e-08,0.0,0.0,0.0,-1.5393832335571549e-21,0.0,0.0,-1.5393832690065918e-21,0.0,0.0,1.5393832335571549e-21,1.772471846418461e-29,0.0,0.0,0.0,-2.1395649442279605e-05,4.279129891920764e-05,1.426376629472161e-05,1.1812958584532312e-15,-2.8527532588947892e-05,0.0,0.0,6.180101347489522e-38,3.6484463589387187e-14,5.877073361848686e-17,6.881295663493936e-17,-4.626811595258209e-17,-3.595298599338553e-14,7.154880690597114e-17,-2.924218599302842e-17,1.7724168189451276e-17,4.342372979109025e-17,-9.808438241297457e-16,5.2021189372932285e-17,3.2311729878435197e-23,3.1848438816761693e-18,8.298468500162778e-17,1.772471846418461e-29,1.5393832335571549e-21,2.1395649442279605e-05,4.568729023693695e-06,-1.6155871338926322e-23,-1.6155871338926322e-23,1.891472608397942e-09,5.740035757211959e-05,-2.591279707059133e-09,2.3958803565254196e-05,4.575801970567556e-06,-4.278870763950058e-05,-4.278833283010753e-05,1.9863241465672796e-16,3.681726198576679e-10,6.501604329367636e-07,-2.7874178519114308e-05,-4.641054205281293e-09,-6.529595260029655e-12,-4.641054205281293e-09,-1.426376392330786e-05,2.8218182883325532e-05,-3.0320414947361914e-07,-5.0483763102133926e-11,-7.102631753251507e-14,-6.0950012325713505e-09,-2.5809194191539486e-13,1.2799417446781607e-29,-2.5809194191539486e-13,-8.440909630834819e-22,-1.1812958584532312e-15,-1.1990191825517194e-15,-2.1655922159149153e-12,-2.058215336581343e-13,-1.8555744495154746e-12,5.149018799632364e-13,-2.1646113720907856e-12,-6.180101347489522e-38
0.036,598,101325.0,2.771e-08,0.066,0.11545454545454543,0.8185454545454545,0.5716535433070867,598.0,1e-11,1e-22,IdealGasReactor,off,0.8169087820835527,0.0,0.0,0.10816905733372964,0.013541820675173491,0.00454429728300015,5.667652428966411e-13,0.05683604262397721,0.0,3.863436317937638e-24,3.214033256821357e-32,0.03433926739677197,6.607280663526902e-09,0.9654233408566172,6.393442167952555e-08,4.995005202982994e-07,0.0001784140555172827,1.7443510987114644e-08,8.334500051704715e-06,6.34603922777113e-07,1.6393263651881797e-05,2.0541510472967094e-05,2.7654874586777945e-15,1.245462219286147e-05,3.17050648400082e-08,0.0,0.0,0.0,-1.8355855719084308e-21,0.0,0.0,-1.8355856278189474e-21,0.0,0.0,1.8355855719084308e-21,2.7955258328769606e-29,0.0,0.0,0.0,-1.2385981843829544e-05,2.4771963686250073e-05,8.257321228052104e-06,1.3977673278919762e-15,-1.651464245750273e-05,0.0,0.0,7.338338395942355e-38,-1.2159157957835481e-17,-5.9449816242144566e-21,7.860465750519907e-18,-5.029258124322408e-22,3.2159900020100306e-18,5.395567594578958e-19,-1.8042179167573655e-19,-1.2180627948758138e-19,1.5324635319939475e-19,-4.0657581468206416e-20,-1.435158362779503e-21,-7.598876966201363e-30,-6.776263578034403e-21,2.968878915469621e-19,2.7955258328769606e-29,1.8355855719084308e-21,1.2385981843829544e-05,2.6666509029971554e-06,0.0,0.0,1.4428222372150326e-09,3.3081297122971806e-05,-1.1307213838059922e-09,1.3847991554505574e-05,2.6680965716875606e-06,-2.4770832964866266e-05,-2.4770619106899442e-05,8.667435614468423e-17,2.1094534275558598e-10,2.864551249294004e-07,-1.6228688165220505e-05,-1.5387593214498198e-09,-2.8716381908216276e-12,-1.5387593214498198e-09,-8.25731985246383e-06,1.627988459331975e-05,-2.3115468272320485e-07,-2.1917628015982e-11,-4.09024171502968e-14,-3.581222928805577e-09,-1.5139538928066187e-13,7.598876966201363e-30,-1.5139538928066187e-13,-5.010614248797287e-22,-1.3977673278919762e-15,-1.3976450205510638e-15,-1.2808480811350373e-12,-9.47401934227115e-14,-1.0741955504936393e-12,3.0139283665288114e-13,-1.2808480404774558e-12,-7.338338395942355e-38
0.045,598,101325.0,2.771e-08,0.066,0.11545454545454543,0.8185454545454545,0.5716535433070867,598.0,1e-11,1e-22,IdealGasReactor,off,0.816722087487237,0.0,0.0,0.10745872298522237,0.014909953100313091,0.005000334486888506,7.413596954923423e-13,0.05590890193959764,0.0,5.0203980324606686e-24,5.499230092294639e-32,0.026187595988328562,3.786230725842994e-09,0.9736334265661363,4.882177405856843e-08,4.1727116483843526e-07,0.0001347176205096462,1.325891164938311e-08,8.377734668969497e-06,4.0611065740089416e-07,1.3756322506870461e-05,1.181893976726253e-05,2.8127242532452508e-15,9.393275192943953e-06,2.430414809487057e-08,0.0,0.0,0.0,-2.4170149088781768e-21,0.0,0.0,-2.4170150033442702e-21,0.0,0.0,2.4170149088781768e-21,4.723304670010808e-29,0.0,0.0,0.0,-7.1561343824436805e-06,1.4312268763062662e-05,4.770756253442571e-06,1.8236922952280035e-15,-9.541512508709178e-06,0.0,0.0,9.587983819553797e-38,-1.472143262327974e-18,9.33274606542163e-21,-2.524158182817815e-19,-8.84090638696676e-21,1.099012155735321e-18,3.490277285557563e-21,-1.727578483665543e-19,-1.1814902205152975e-19,1.6464039677370422e-19,6.776263578034403e-21,2.0795320599583116e-21,-4.4909075184464614e-30,0.0,2.8733820630891586e-19,4.723304670010808e-29,2.4170149088781768e-21,7.1561343824436805e-06,1.5504348562574453e-06,0.0,0.0,1.1023433627542749e-09,1.9030110806846296e-05,-4.930659056237833e-10,7.991077652451733e-06,1.5502391929392518e-06,-1.431177569715704e-05,-1.4311652777692429e-05,3.779544175578851e-17,1.2163417475255195e-10,1.2569197587474305e-07,-9.416888878428859e-06,-5.094016087771649e-10,-1.2616964602630744e-12,-5.094016087771649e-10,-4.770755457200849e-06,9.363595051523995e-06,-1.7581951211827224e-07,-9.511001762580643e-12,-2.355670167490974e-14,-2.088410508441855e-09,-8.87188543116646e-14,4.4909075184464614e-30,-8.87188543116646e-14,-3.0219395780748296e-22,-1.8236922952280035e-15,-1.823573844011994e-15,-7.528308963093526e-13,-4.341082564083979e-14,-6.206280459257418e-13,1.756138474411109e-13,-7.528309030856162e-13,-9.587983819553797e-38
0.054,598,101324.99999999999,2.771e-08,0.066,0.11545454545454543,0.8185454545454545,0.5716535433070867,598.0,1e-11,1e-22,IdealGasReactor,off,0.8166135046776775,0.0,0.0,0.10704558783926155,0.015705667949605946,0.00526556873484017,9.65361428128035e-13,0.05536967079764947,0.0,6.512177321703731e-24,9.324463052992559e-32,0.020013598396760368,2.1891142185793982e-09,0.9798498148326225,3.7450410217538184e-08,3.3486030170442865e-07,0.0001024834846716928,1.0113488938259786e-08,8.4150019226072e-06,2.497754683121746e-07,1.1070777574593747e-05,6.854867909681456e-06,2.848756354608818e-15,7.109592931495054e-06,1.8656820777680495e-08,0.0,0.0,0.0,-3.11591520194039e-21,0.0,0.0,-3.1159153608958624e-21,0.0,0.0,3.11591520194039e-21,7.947773620101694e-29,0.0,0.0,0.0,-4.163559942027389e-06,8.327119882794084e-06,2.775706626105245e-06,2.3393716518557074e-15,-5.551413254487176e-06,0.0,0.0,1.2297644363831746e-37,1.1017954703164499e-15,1.0068037709369316e-18,-1.068955579434927e-18,7.080666043453917e-20,-1.0816893878690742e-15,1.1247300725516191e-17,-3.4302773774548837e-18,-2.865900343316934e-19,5.448692467685061e-19,-3.8272336688738307e-17,9.798022598091148e-19,2.3264186846244967e-25,-3.7269449679189215e-20,4.2964357495570365e-18,7.947773620101694e-29,3.11591520194039e-21,4.163559942027389e-06,9.064100952300467e-07,-1.1632227364026952e-25,-1.1632227364026952e-25,8.455238793660758e-10,1.1022605283777661e-05,-2.1774638389788432e-10,4.645003159257129e-06,9.058404758418233e-07,-8.326902136410186e-06,-8.326830579694716e-06,1.669110262899442e-17,7.098060978976398e-11,5.5713162940395555e-08,-5.496575490825856e-06,-1.7135496948962152e-10,-5.613304721854384e-13,-1.7135496948962152e-10,-2.7757061621481483e-06,5.4162662321399074e-06,-1.3392416292429713e-07,-4.175173200523524e-12,-1.3676826409435698e-14,-1.218670560754694e-09,-5.2585431668805693e-14,2.6788180893657398e-30,-5.2585431668805693e-14,-1.8984683631015626e-22,-2.3393716518557074e-15,-2.3390848719745394e-15,-4.4384428857929814e-13,-2.011280813222344e-14,-3.6109188721419235e-13,1.0282748202988729e-13,-4.438060162426094e-13,-1.2297644363831746e-37
0.06299999999999999,598,101324.99999999999,2.771e-08,0.066,0.11545454545454543,0.8185454545454545,0.5716535433070867,598.0,1e-11,1e-22,IdealGasReactor,off,0.8165493635597075,0.0,0.0,0.10680154414348544,0.016175705888631584,0.005422245664167493,1.2456177342291978e-12,0.05505114074276233,0.0,8.383585903004197e-24,1.552435315137134e-31,0.015401194652809092,1.2874189355991112e-09,0.9844929435775217,2.8985083009386817e-08,2.6484521435666476e-07,7.87148037614374e-05,7.773822694440774e-09,8.44523444615239e-06,1.5231482886039268e-07,8.772861175862206e-06,4.0405945987176055e-06,2.8758189202593984e-15,5.418660629578402e-06,1.4408686883535504e-08,0.0,0.0,0.0,-3.908482718430433e-21,0.0,0.0,-3.908482976782379e-21,0.0,0.0,3.908482718430433e-21,1.2917597322994068e-28,0.0,0.0,0.0,-2.459983127692856e-06,4.919966252627669e-06,1.6399887493563033e-06,2.926602799663648e-15,-3.2799775016359692e-06,0.0,0.0,1.5359684687316818e-37,1.9019807193240094e-16,-2.3408142313729605e-19,6.128029263500687e-17,-3.824353756853166e-19,-1.6794306598729686e-16,-3.429534733322636e-18,6.44853837144861e-17,2.2644078322938478e-17,3.1515845064947043e-18,-4.47911022508074e-18,-5.134557182324643e-19,1.1166936635344408e-23,3.8794108984246956e-19,-8.41590044145417e-17,1.2917597322994068e-28,3.908482718430433e-21,2.459983127692856e-06,5.3750127023654e-07,-5.583469134732937e-24,-5.583469134732937e-24,6.531957692744359e-10,6.48127855483667e-06,-9.859296671366244e-11,2.7424762313994293e-06,5.369268267079459e-07,-4.919867659660955e-06,-4.9198251994515434e-06,7.557528285097977e-18,4.219588194726096e-11,2.52716339110944e-08,-3.2553041110092612e-06,-5.953620010712545e-11,-2.560842474656143e-13,-5.953620010712545e-11,-1.6399884749665888e-06,3.176702455792238e-06,-1.0255559029568113e-07,-1.875718983874417e-12,-8.067716135509845e-15,-7.175717649052986e-10,-3.1953606427492787e-14,1.6341214651571886e-30,-3.1953606427492787e-14,-1.2839151732401443e-22,-2.926602799663648e-15,-2.949246749595069e-15,-2.6483178307669733e-13,-9.557931317641431e-15,-2.1334626175881513e-13,6.104212510980505e-14,-2.6482730396647225e-13,-1.5359684687316818e-37
0.07199999999999998,598,101324.99999999996,2.771e-08,0.066,0.11545454545454543,0.8185454545454545,0.5716535433070867,598.0,1e-11,1e-22,IdealGasReactor,off,0.816510566917975,0.0,0.0,0.10665393094095146,0.01646001483269655,0.00551701387030099,1.586383973526041e-12,0.05485847343648991,0.0,1.0662343878073303e-23,2.518028118681373e-31,0.011987010736823877,7.762352558422414e-10,0.9879293875074334,2.273026823866247e-08,2.0945303338764916e-07,6.122744842491144e-05,6.046315340067064e-09,8.468854770419344e-06,9.388151022549207e-08,6.947405149628393e-06,2.440062860377062e-06,2.895930646385241e-15,4.173851280309562e-06,1.1245891520530097e-08,0.0,0.0,0.0,-4.758999426903483e-21,0.0,0.0,-4.7589998300114056e-21,0.0,0.0,4.758999426903483e-21,2.0155396128396852e-28,0.0,0.0,0.0,-1.4881423834562601e-06,2.976284763973608e-06,9.920949193612304e-07,3.5583078780609874e-15,-1.9841898422447686e-06,0.0,0.0,1.8622255478176223e-37,6.32724929511253e-16,3.182942715375168e-19,-1.173140631947206e-18,2.2883124465666958e-20,-6.204853466423895e-16,9.04504893747824e-18,-2.1852737231641402e-18,-7.422985846530469e-19,-1.0856947826918652e-18,-2.160950455035171e-17,2.921640697628507e-19,2.0679411004557124e-25,-1.2705494208814505e-21,2.982008637048267e-18,2.0155396128396852e-28,4.758999426903483e-21,1.4881423834562601e-06,3.2607035916593194e-07,-1.0339757656912846e-25,-1.0339757656912846e-25,5.101628621758832e-10,3.900017338420505e-06,-4.63245382908584e-11,1.6581194830788364e-06,3.2557875145721754e-07,-2.976238439435317e-06,-2.9762125733138504e-06,3.550952231520127e-18,2.5739349832855077e-11,1.1878062232038e-08,-1.9726982200944968e-06,-2.17110032820908e-11,-1.2127426902866686e-13,-2.17110032820908e-11,-9.920947532211054e-07,1.9044873661945735e-06,-7.927161528981856e-08,-8.725057752032989e-13,-4.873328570303348e-15,-4.299833719367262e-10,-2.030813668271736e-14,1.0430926856767413e-30,-2.030813668271736e-14,-9.595396079810989e-23,-3.5583078780609874e-15,-3.5575654835223736e-15,-1.6141681226248053e-13,-4.723312682510352e-15,-1.2906170387238255e-13,3.7055725873275297e-14,-1.6139520275793018e-13,-1.8622255478176223e-37
0.08099999999999999,598,101324.99999999999,2.771e-08,0.066,0.11545454545454543,0.8185454545454545,0.5716535433070867,598.0,1e-11,1e-22,IdealGasReactor,off,0.8164863424761339,0.0,0.0,0.10656176194684124,0.016637536009084467,0.005576186695361201,1.987551464611238e-12,0.05473817287059155,0.0,1.334711125652372e-23,3.952580409398501e-31,0.009476439581184383,4.836248609747307e-10,0.9904560786656984,1.8134673511643557e-08,1.6719937858035535e-07,4.840124809530134e-05,4.777903418585007e-09,8.486845027650889e-06,5.9303717741839454e-08,5.551241987279846e-06,1.5217279513590001e-06,2.9107627437528554e-15,3.2618813270539045e-06,8.909427460365827e-09,0.0,0.0,0.0,-5.6067635787971636e-21,0.0,0.0,-5.606764172020564e-21,0.0,0.0,5.6067635787971636e-21,2.9661170036310044e-28,0.0,0.0,0.0,-9.292608727579606e-07,1.8585217413180088e-06,6.195072450217553e-07,4.1889107462683735e-15,-1.2390144942257838e-06,0.0,0.0,2.1845499924288004e-37,-1.2877441897107128e-17,1.8252250155944645e-19,9.259552421147198e-18,-9.621764885216818e-20,8.539357278635428e-18,7.964586803870283e-18,8.724597474045916e-18,-2.751868263456778e-18,1.9529291238092611e-19,-7.57925081203148e-18,1.3268509522869895e-19,-3.1019280022681492e-24,9.317362419797304e-21,-5.949055852884265e-18,2.9661170036310044e-28,5.6067635787971636e-21,9.292608727579606e-07,2.040591897295846e-07,1.5509636485369269e-24,1.5509636485369269e-24,4.0446334849566354e-10,2.4210844806449284e-06,-2.285732336573965e-11,1.0349553044961992e-06,2.0365580525652402e-07,-1.8584988839946432e-06,-1.858482586865655e-06,1.7521007499693755e-18,1.623375661995362e-11,5.856200485378293e-09,-1.2334058541168535e-06,-8.443699475480695e-12,-6.034063562149475e-14,-8.443699475480695e-12,-6.195071412242377e-07,1.1766400277321273e-06,-6.210953008182929e-08,-4.2524106867212287e-13,-3.0385199481344354e-15,-2.645081241318075e-10,-1.3689299260127852e-14,7.051942954650769e-31,-1.3689299260127852e-14,-7.992975981059582e-23,-4.1889107462683735e-15,-4.186158798075157e-15,-1.0134093610396529e-13,-2.4565814707693933e-15,-8.05917448388016e-14,2.319838877803343e-14,-1.0133335685315326e-13,-2.1845499924288004e-37
