Distance (mm),T (K),P (Pa),V (M^3/s),X_nh3 initial,X_o2 initial,X_he initial,(NH3/O2),T (K) final,Rtol,Atol,reactor type,energy on?,He,Ar,Ne,O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),ONOOJ(37),N2O2(48),X(1),HX(9),OX(10),HOX(13),H2OX(14),NH3_X(22),N_X(23),NO_X(24),N2X2(28),NN_ads(29),H2NX(30),O2_ads(49),NH_ads(60),NOX2(87),He ROP [kmol/m^3 s],Ar ROP [kmol/m^3 s],Ne ROP [kmol/m^3 s],O2(2) ROP [kmol/m^3 s],H2O(3) ROP [kmol/m^3 s],N2(4) ROP [kmol/m^3 s],NO(5) ROP [kmol/m^3 s],NH3(6) ROP [kmol/m^3 s],N2O(7) ROP [kmol/m^3 s],ONOOJ(37) ROP [kmol/m^3 s],N2O2(48) ROP [kmol/m^3 s],He surface ROP [kmol/m^2 s],Ar surface ROP [kmol/m^2 s],Ne surface ROP [kmol/m^2 s],O2(2) surface ROP [kmol/m^2 s],H2O(3) surface ROP [kmol/m^2 s],N2(4) surface ROP [kmol/m^2 s],NO(5) surface ROP [kmol/m^2 s],NH3(6) surface ROP [kmol/m^2 s],N2O(7) surface ROP [kmol/m^2 s],ONOOJ(37) surface ROP [kmol/m^2 s],N2O2(48) surface ROP [kmol/m^2 s],X(1) ROP [kmol/m^2 s],HX(9) ROP [kmol/m^2 s],OX(10) ROP [kmol/m^2 s],HOX(13) ROP [kmol/m^2 s],H2OX(14) ROP [kmol/m^2 s],NH3_X(22) ROP [kmol/m^2 s],N_X(23) ROP [kmol/m^2 s],NO_X(24) ROP [kmol/m^2 s],N2X2(28) ROP [kmol/m^2 s],NN_ads(29) ROP [kmol/m^2 s],H2NX(30) ROP [kmol/m^2 s],O2_ads(49) ROP [kmol/m^2 s],NH_ads(60) ROP [kmol/m^2 s],NOX2(87) ROP [kmol/m^2 s],2 NO(5) <=> N2O2(48) ROP [kmol/m^3 s],NO(5) + O2(2) <=> ONOOJ(37) ROP [kmol/m^3 s],O2(2) + 2 X(1) <=> 2 OX(10) ROP [kmol/m^2 s],NH3(6) + X(1) <=> NH3_X(22) ROP [kmol/m^2 s],O2_ads(49) <=> 2 OX(10) ROP [kmol/m^2 s],O2_ads(49) <=> 2 OX(10) ROP [kmol/m^2 s],NH3_X(22) + OX(10) <=> H2NX(30) + HOX(13) ROP [kmol/m^2 s],HX(9) + OX(10) <=> HOX(13) + X(1) ROP [kmol/m^2 s],H2O(3) + 2 X(1) <=> HOX(13) + HX(9) ROP [kmol/m^2 s],NH3(6) + 2 X(1) <=> H2NX(30) + HX(9) ROP [kmol/m^2 s],NH3_X(22) + X(1) <=> H2NX(30) + HX(9) ROP [kmol/m^2 s],H2O(3) + X(1) <=> H2OX(14) ROP [kmol/m^2 s],H2OX(14) + OX(10) <=> 2 HOX(13) ROP [kmol/m^2 s],HOX(13) + HX(9) <=> H2OX(14) + X(1) ROP [kmol/m^2 s],HOX(13) + NH3_X(22) <=> H2NX(30) + H2OX(14) ROP [kmol/m^2 s],H2NX(30) + X(1) <=> HX(9) + NH_ads(60) ROP [kmol/m^2 s],HOX(13) + NH_ads(60) <=> H2NX(30) + OX(10) ROP [kmol/m^2 s],NH3_X(22) + NH_ads(60) <=> 2 H2NX(30) ROP [kmol/m^2 s],H2OX(14) + NH_ads(60) <=> H2NX(30) + HOX(13) ROP [kmol/m^2 s],NH3_X(22) + NH_ads(60) <=> 2 H2NX(30) ROP [kmol/m^2 s],N2(4) + 2 X(1) <=> 2 N_X(23) ROP [kmol/m^2 s],NH_ads(60) + X(1) <=> HX(9) + N_X(23) ROP [kmol/m^2 s],HOX(13) + N_X(23) <=> NH_ads(60) + OX(10) ROP [kmol/m^2 s],NH3_X(22) + N_X(23) <=> H2NX(30) + NH_ads(60) ROP [kmol/m^2 s],H2OX(14) + N_X(23) <=> HOX(13) + NH_ads(60) ROP [kmol/m^2 s],H2NX(30) + N_X(23) <=> 2 NH_ads(60) ROP [kmol/m^2 s],NOX2(87) <=> N_X(23) + OX(10) ROP [kmol/m^2 s],N_X(23) + O2_ads(49) <=> NOX2(87) + OX(10) ROP [kmol/m^2 s],NOX2(87) <=> N_X(23) + OX(10) ROP [kmol/m^2 s],NO_X(24) + X(1) <=> N_X(23) + OX(10) ROP [kmol/m^2 s],NO(5) + X(1) <=> NO_X(24) ROP [kmol/m^2 s],NO_X(24) + X(1) <=> NOX2(87) ROP [kmol/m^2 s],N2(4) + X(1) <=> NN_ads(29) ROP [kmol/m^2 s],N2(4) + 2 X(1) <=> N2X2(28) ROP [kmol/m^2 s],N2X2(28) <=> 2 N_X(23) ROP [kmol/m^2 s],NOX2(87) + N_X(23) <=> N2X2(28) + OX(10) ROP [kmol/m^2 s],NN_ads(29) + X(1) <=> N2X2(28) ROP [kmol/m^2 s],N2O2(48) + 2 X(1) <=> 2 NO_X(24) ROP [kmol/m^2 s]
0,598,101324.99999999999,2.771e-08,0.066,0.2824242424242424,0.6515757575757575,0.23369098712446354,598.0,1e-11,1e-22,IdealGasReactor,off,0.6515757575757575,0.0,0.0,0.2824242424242424,0.0,0.0,0.0,0.066,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027425079437292936,0.0,0.0,0.0,-0.017105685780366146,0.0,0.0,0.0,-0.08587233478135159,0.013916490126399578,0.05485015887458587,0.0,0.0,0.0031891956539665685,0.0,0.0,0.0,0.0,0.013916490126399578,0.0,0.0,0.0,0.0,0.0,0.027425079437292936,0.0031891956539665685,0.0,0.0,0.0,0.0,0.0,0.013916490126399578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.009,598,101324.99999949065,2.771e-08,0.066,0.2824242424242424,0.6515757575757575,0.23369098712446354,598.0,1e-11,1e-22,IdealGasReactor,off,0.6517553962929835,0.0,0.0,0.28213232942956384,9.334657232792433e-05,6.342078822782463e-05,1.500802699966095e-15,0.0659555069168956,0.0,2.66808703253347e-26,2.2536743017177197e-37,0.4071861670959652,6.754926452559703e-07,0.5892018102927975,4.293536467616e-07,4.1643217131940905e-07,0.002351968212599357,1.181216461364548e-07,2.904581307373299e-06,1.5603282307457924e-05,3.404157835323189e-05,0.0011568989851967273,1.0300481544351977e-15,4.883554516407815e-05,1.3102619829799093e-07,0.0,0.0,0.0,-6.339022211771721e-20,0.0,0.0,-6.339022211978609e-20,0.0,0.0,6.339022211771721e-20,1.0344387903055356e-30,0.0,0.0,0.0,-0.004542251126703327,0.0011415294370516413,0.0005638242242042137,1.7847468901131948e-14,-0.0007624878572999516,0.0,0.0,1.798531670813904e-37,-0.0077044658298395866,-1.1904509849094341e-08,0.00794371179982322,-2.202544195260017e-09,-8.529476563999474e-07,-2.519367410805107e-06,7.834825801047805e-10,1.1352971202149384e-07,-5.841242727314414e-05,-0.00012677903885061493,6.05804406089769e-06,2.777431039726969e-17,1.566714274036339e-06,2.63700246445411e-09,1.0344387903055356e-30,6.339022211771721e-20,0.004542251126703327,8.963448480455642e-05,-1.3887156061228972e-17,-1.3887156061228972e-17,7.441418383967127e-09,0.0017221868178774967,-7.821064622281868e-07,0.0006728533724953952,0.00010189410022750354,-0.0011407473305894132,-0.001139874620248725,5.99531924769404e-14,1.8675471579509087e-08,0.00019129719270032065,-0.0005578014998456907,-4.880762429411968e-06,-1.08607574053566e-09,-4.880762429411968e-06,-0.0003786327003899148,0.0007569123544666096,-5.531479581995997e-07,-4.840043281556062e-09,-1.0770150773125211e-12,8.787716928319734e-08,-5.808758270307163e-08,1.725188253422147e-24,-5.808758270307163e-08,-1.1558752411045783e-15,-1.7847468901131948e-14,-1.135297287130875e-07,-0.00010214172587130483,-8.3049797942994e-05,-4.925631115649284e-11,8.434228601642492e-12,2.46373129793101e-05,-1.798531670813904e-37
0.018,598,101324.99999999999,2.771e-08,0.066,0.2824242424242424,0.6515757575757575,0.23369098712446354,598.0,1e-11,1e-22,IdealGasReactor,off,0.6517553962871606,0.0,0.0,0.28213232939648963,9.334662593000426e-05,6.342080234270544e-05,7.505881906593312e-12,0.06595550688057107,0.0,1.3345106869048607e-22,5.636991791410388e-30,3.4072266685992757e-06,6.873945220492746e-17,0.9999849660522018,1.2158699694796117e-11,3.362348040352854e-13,2.1140480016994545e-08,2.3267728055295414e-12,1.16055190706125e-05,8.719430918489454e-17,2.2700760746631932e-11,4.545224201258548e-13,2.9670395494934202e-15,1.9218292408426074e-11,4.380508934210756e-12,0.0,0.0,0.0,-2.7774831824527174e-19,0.0,0.0,-2.7774834169652873e-19,0.0,0.0,2.7774831824527174e-19,1.172562849520512e-26,0.0,0.0,0.0,-3.180162299190692e-13,5.579234620876925e-13,1.4691998290730165e-13,7.810900438685673e-14,-3.719489740043261e-13,0.0,0.0,2.8937339928379434e-36,2.181757580323842e-21,2.569012288375706e-25,1.5053020165465514e-20,-4.714485205090437e-25,-6.646257513695933e-21,3.710089063871464e-21,1.4899765580919022e-20,-7.459699950678426e-22,-1.03537564869548e-26,9.443984010929041e-23,4.036404526397115e-26,-2.341955312326813e-23,-2.5123642109478784e-26,-1.4249892845866958e-20,1.172562849520512e-26,2.7774831824527174e-19,3.180162299190692e-13,2.104986596043751e-13,1.1709775546453798e-23,1.1709775546453798e-23,1.7846359620567382e-13,1.9597381015422403e-13,-1.6776009044103109e-21,1.6145031439995098e-13,3.20303054938906e-14,-5.579234604100915e-13,-5.579186995482604e-13,1.2858674516035618e-28,4.7541914867694945e-18,6.289124514240695e-19,-3.7194834967762706e-13,1.8349090338083367e-24,-1.208385835262104e-23,1.8349090338083367e-24,-1.4691995833432909e-13,2.4925630257889763e-15,-3.69456398951699e-13,-4.349771782387953e-25,-1.200289984910584e-23,-8.304295899487081e-21,-3.9054497076628295e-14,2.0303605333758696e-30,-3.9054497076628295e-14,-7.923075448149294e-22,-7.810900438685673e-14,-7.810900284857919e-14,-2.4443044929274185e-20,-1.2992763865322723e-22,-1.9112831807570685e-20,5.554570246709531e-21,-2.4537484769383476e-20,-2.8937339928379434e-36
0.026999999999999996,598,101324.99999999994,2.771e-08,0.066,0.2824242424242424,0.6515757575757575,0.23369098712446354,598.0,1e-11,1e-22,IdealGasReactor,off,0.6517553962813394,-5.36920938560759e-67,2.873403800216656e-67,0.28213232936342514,9.33466795199736e-05,6.342081645657687e-05,1.5004208181984697e-11,0.06595550684425477,0.0,2.66767813598017e-22,2.252527546158295e-29,3.406720249909224e-06,6.872129000383558e-17,0.9999849652516539,1.215751055311906e-11,3.361850078692376e-13,2.1137337889014723e-08,2.3266895989050215e-12,1.1606829188837686e-05,8.716841100209028e-17,2.2697391766484713e-11,4.544197276076475e-13,2.9670395447424806e-15,1.9213969456665806e-11,4.380352282301964e-12,0.0,0.0,0.0,-2.7752423550200726e-19,0.0,0.0,-2.775243058810218e-19,0.0,0.0,2.7752423550200726e-19,3.5189507260098895e-26,0.0,0.0,0.0,-3.1792169169955557e-13,5.577974004366738e-13,1.4690947532036194e-13,7.80459829724902e-14,-3.71864933490272e-13,0.0,0.0,2.894380025213136e-36,9.768833539597739e-23,-3.304857031226361e-28,7.087325291671431e-22,-3.07971297398283e-27,-8.979070044839154e-24,-1.281894407021212e-22,7.202395362746844e-22,-3.273886352637551e-23,1.2171073774628657e-29,-2.5681145888416577e-24,-7.703358124016574e-28,2.5847365420452516e-26,-1.534334460654868e-28,-6.771160901987276e-22,3.5189507260098895e-26,2.7752423550200726e-19,3.1792169169955557e-13,2.104626085785033e-13,-1.2924697071141057e-26,-1.2924697071141057e-26,1.7843707086290504e-13,1.9591536869417832e-13,-1.6769559721286927e-21,1.614023249117687e-13,3.2020784820585675e-14,-5.577973987597178e-13,-5.577926457066915e-13,1.285373113860571e-28,4.753019968172963e-18,6.286769034797389e-19,-3.718643132334909e-13,1.834282604728867e-24,-1.207994663116103e-23,1.834282604728867e-24,-1.46909450652156e-13,2.491631961876245e-15,-3.6937329334380893e-13,-4.346975873936998e-25,-1.1999026283514987e-23,-8.300343525085393e-21,-3.9022993512569963e-14,2.028721829598634e-30,-3.9022993512569963e-14,-7.916683092283615e-22,-7.80459829724902e-14,-7.804598214808304e-14,-2.4538287021991424e-20,-1.299189244026301e-22,-1.9111464862164908e-20,5.554172981811379e-21,-2.4535718907402582e-20,-2.894380025213136e-36
0.036,598,101324.99999999999,2.771e-08,0.066,0.2824242424242424,0.6515757575757575,0.23369098712446354,598.0,1e-11,1e-22,IdealGasReactor,off,0.6517553962755194,4.516781604450941e-114,2.8734038001909968e-67,0.2821323293303702,9.334673309784458e-05,6.342083056943948e-05,2.249648662746989e-11,0.06595550680794666,0.0,3.999770308785205e-22,5.063762678887467e-29,3.4062142941588234e-06,6.870314665843595e-17,0.9999849644515933,1.2156322468057285e-11,3.361352573059921e-13,2.113419863337968e-08,2.326606439285998e-12,1.1608138353474003e-05,8.714254034582837e-17,2.2694025868796626e-11,4.54317139396876e-13,2.967039539994771e-15,1.9209650889187043e-11,4.38019571888977e-12,0.0,0.0,0.0,-2.773004015591614e-19,0.0,0.0,-2.773005186892286e-19,0.0,0.0,2.773004015591614e-19,5.856503360360792e-26,0.0,0.0,0.0,-3.178272539346595e-13,5.576714735308962e-13,1.4689897394602195e-13,7.798303441745443e-14,-3.7178098123676503e-13,0.0,0.0,2.8950207841729338e-36,1.367109598211047e-21,1.491911036429334e-28,-1.4936914885372166e-21,-2.0194839173657902e-27,-7.941129957558817e-23,-1.0642232727421318e-21,-1.498616556647578e-21,2.160094524080218e-22,4.761652162060056e-28,-6.6471313140094985e-25,-1.3112905246708615e-27,1.3183170741708346e-24,-4.153352665988627e-28,1.275427181704955e-21,5.856503360360792e-26,2.773004015591614e-19,3.178272539346595e-13,2.1042659482042684e-13,-6.591595506281939e-25,-6.591595506281939e-25,1.7841056976801144e-13,1.9585698941701663e-13,-1.676311788492461e-21,1.6135438641633819e-13,3.201127426375914e-14,-5.576714718545844e-13,-5.576667199014551e-13,1.2848793499486276e-28,4.751849646642534e-18,6.284416274709368e-19,-3.717803621473495e-13,1.8336568679776713e-24,-1.2076039265926016e-23,1.8336568679776713e-24,-1.4689894928148303e-13,2.4907019716039054e-15,-3.6929027202056035e-13,-4.344183626810469e-25,-1.1995157026339499e-23,-8.296396114190874e-21,-3.8991520335818615e-14,2.027085553217233e-30,-3.8991520335818615e-14,-7.910297889414195e-22,-7.798303441745443e-14,-7.798303384243409e-14,-2.453462933272029e-20,-1.2990959760154005e-22,-1.9110098737822804e-20,5.5537759555328415e-21,-2.453396461958889e-20,-2.8950207841729338e-36
0.045,598,101324.99999999999,2.771e-08,0.066,0.2824242424242424,0.6515757575757575,0.23369098712446354,598.0,1e-11,1e-22,IdealGasReactor,off,0.6517553962697007,4.516781604410616e-114,2.8734038001653436e-67,0.282132329297325,9.334678666362948e-05,6.34208446812939e-05,2.99827242305566e-11,0.06595550677164676,0.0,5.330788447666757e-22,8.994688520668657e-29,3.405708800528318e-06,6.86850221331439e-17,0.9999849636520228,1.2155135437744582e-11,3.360855522625368e-13,2.1131062245004994e-08,2.326523326034183e-12,1.1609446563171576e-05,8.711669716374466e-17,2.269066304813926e-11,4.5421465529879597e-13,2.9670395352500195e-15,1.920533669781008e-11,4.380039242772399e-12,0.0,0.0,0.0,-2.7707682207128914e-19,0.0,0.0,-2.770769872650736e-19,0.0,0.0,2.7707682207128914e-19,8.259689222026082e-26,0.0,0.0,0.0,-3.1773291643290254e-13,5.575456743906095e-13,1.468884788035754e-13,7.792015859068877e-14,-3.716971161357921e-13,0.0,0.0,2.895656285012736e-36,7.055353619041268e-22,-1.1634241235219076e-27,1.487596383152019e-21,1.8831687529435994e-26,-1.1699701843953325e-22,-4.662284649817995e-23,1.470014439796374e-21,5.283822907348505e-22,7.190955494701046e-28,-3.885739492501451e-25,1.610420516862463e-27,-7.237850614350627e-25,-9.990923364624115e-28,-2.013046143075595e-21,8.259689222026082e-26,2.7707682207128914e-19,3.1773291643290254e-13,2.1039061731933098e-13,3.618915179919496e-25,3.618915179919496e-25,1.7838409287807142e-13,1.957986722043778e-13,-1.6756683519996482e-21,1.613064988164611e-13,3.200177380413055e-14,-5.575456727149411e-13,-5.575409218933606e-13,1.2843861587194009e-28,4.7506805199323264e-18,6.282066228549532e-19,-3.7169649625983806e-13,1.833031822210697e-24,-1.207213624836262e-23,1.833031822210697e-24,-1.4688845414107494e-13,2.4897730528306255e-15,-3.6920733482470466e-13,-4.3413950339942e-25,-1.1991292069125238e-23,-8.292453656703917e-21,-3.896008093450604e-14,2.025451163504265e-30,-3.896008093450604e-14,-7.903919987452452e-22,-7.792015859068877e-14,-7.792015832867905e-14,-2.4532600155280122e-20,-1.2990028835260515e-22,-1.9108733423976473e-20,5.553379164802553e-21,-2.453221158133087e-20,-2.895656285012736e-36
0.054,598,101324.99999999999,2.771e-08,0.066,0.2824242424242424,0.6515757575757575,0.23369098712446354,598.0,1e-11,1e-22,IdealGasReactor,off,0.6517553962638832,4.516781604370301e-114,2.873403800139696e-67,0.2821323292642894,9.334684021734058e-05,6.342085879214073e-05,3.7462927967727034e-11,0.06595550673535502,0.0,6.6607337930114e-22,1.40425953861664e-28,3.4052037684254394e-06,6.866691640058326e-17,0.9999849628529418,1.2153949460865853e-11,3.360358926804958e-13,2.1127928720221576e-08,2.326440259142377e-12,1.1610753818955991e-05,8.709088141504028e-17,2.2687303300570107e-11,4.541122751648809e-13,2.9670395305081624e-15,1.92010268763014e-11,4.3798828539362655e-12,0.0,0.0,0.0,-2.768534962305969e-19,0.0,0.0,-2.7685370746861465e-19,0.0,0.0,2.768534962305969e-19,1.0561900887823083e-25,0.0,0.0,0.0,-3.176386790453783e-13,5.574200027035532e-13,1.4687798989502717e-13,7.785735537737262e-14,-3.716133351504589e-13,0.0,0.0,2.8962865441620452e-36,8.622419476654042e-22,-4.8994201087014684e-27,7.411332805986536e-21,6.1089388500315154e-27,8.226348187391593e-24,9.268068840107938e-24,7.390067178945324e-21,8.6038157186502e-22,1.5158585121510163e-27,-5.281859211674356e-24,1.5058921617265527e-27,-1.990405372774276e-24,9.206401194381818e-27,-8.266135018736312e-21,1.0561900887823083e-25,2.768534962305969e-19,3.176386790453783e-13,2.1035467311390913e-13,9.952016744778614e-25,9.952016744778614e-25,1.7835764016211115e-13,1.9574041696396592e-13,-1.675025661443393e-21,1.6125866203654974e-13,3.199228342671263e-14,-5.574200010285275e-13,-5.574152515001117e-13,1.2838935392478917e-28,4.749512586331212e-18,6.279718891953576e-19,-3.716127154494128e-13,1.8324074663667753e-24,-1.2068237571698105e-23,1.8324074663667753e-24,-1.468779652293953e-13,2.488845203835247e-15,-3.6912448163640735e-13,-4.3386100889396805e-25,-1.1987431405181761e-23,-8.288516144018824e-21,-3.892867636742342e-14,2.0238185531958704e-30,-3.892867636742342e-14,-7.897549404147757e-22,-7.785735537737262e-14,-7.785735544799924e-14,-2.453574085666841e-20,-1.2989101667317087e-22,-1.9107368920426036e-20,5.5529826095623805e-21,-2.4530458997456735e-20,-2.8962865441620452e-36
0.06299999999999999,598,101324.99999999999,2.771e-08,0.066,0.2824242424242424,0.6515757575757575,0.23369098712446354,598.0,1e-11,1e-22,IdealGasReactor,off,0.6517553962580672,-1.3232614548952754e-80,2.8734038001140288e-67,0.28213232923126336,9.334689375899014e-05,6.342087290198054e-05,4.493710480444511e-11,0.06595550669907146,0.0,7.9896075832465e-22,2.02047799446887e-28,3.404699197247403e-06,6.8648829433014e-17,0.9999849620543505,1.2152764536081083e-11,3.3598627850059547e-13,2.1124798055287628e-08,2.326357238552315e-12,1.161206012163579e-05,8.706509305838752e-17,2.2683946622070826e-11,4.540099988444469e-13,2.9670395257691613e-15,1.91967214183388e-11,4.379726552271429e-12,0.0,0.0,0.0,-2.7663043211502034e-19,0.0,0.0,-2.766306898011682e-19,0.0,0.0,2.7663043211502034e-19,1.2884307392793742e-25,0.0,0.0,0.0,-3.1754454162131933e-13,5.572944585805692e-13,1.4686750719703873e-13,7.779462466146665e-14,-3.7152963905622877e-13,0.0,0.0,2.896911577891735e-36,3.282871675569038e-24,1.9982598751198712e-28,1.1531848915914285e-22,0.0,4.423726951276355e-25,2.2209239783870274e-24,1.1354418033348927e-22,4.5576596571325e-24,1.298670811534219e-29,1.2912075296657521e-26,6.966606954837571e-29,-2.5851416330332076e-26,9.190229545824788e-29,-1.1966402626188204e-22,1.2884307392793742e-25,2.7663043211502034e-19,3.1754454162131933e-13,2.1031876305615734e-13,1.2924697071141057e-26,1.2924697071141057e-26,1.7833121158854297e-13,1.9568222360231155e-13,-1.6743837156045977e-21,1.6121087600007143e-13,3.198280311631936e-14,-5.572944569061855e-13,-5.572897085367358e-13,1.283401490599538e-28,4.748345844102945e-18,6.277374260511359e-19,-3.715290195927646e-13,1.8317837993717495e-24,-1.2064343229081832e-23,1.8317837993717495e-24,-1.4686748253846014e-13,2.4879184228787612e-15,-3.690417123341283e-13,-4.335828785114494e-25,-1.1983575027742789e-23,-8.284583567481782e-21,-3.889731465491397e-14,2.0221880499610998e-30,-3.889731465491397e-14,-7.891186288397607e-22,-7.779462466146665e-14,-7.779462387690568e-14,-2.4528696896764637e-20,-1.2988169381638535e-22,-1.910600522613286e-20,5.552586289510168e-21,-2.4528709808839934e-20,-2.896911577891735e-36
0.07199999999999998,598,101324.99999999996,2.771e-08,0.066,0.2824242424242424,0.6515757575757575,0.23369098712446354,598.0,1e-11,1e-22,IdealGasReactor,off,0.6517553962522524,-6.478901244316149e-81,2.873403800088152e-67,0.282132329198247,9.334694728859038e-05,6.342088701081396e-05,5.240526169492068e-11,0.06595550666279608,0.0,9.317411054798841e-22,2.7478545203287805e-28,3.404195086563135e-06,6.863076120886898e-17,0.999984961256246,1.2151580662452848e-11,3.359367096803701e-13,2.1121670247528613e-08,2.326274264665944e-12,1.1613365473734229e-05,8.703933206130405e-17,2.26805930097786e-11,4.539078262217004e-13,2.9670395210331095e-15,1.9192420319065852e-11,4.3795703385349515e-12,0.0,0.0,0.0,-2.7640762003103667e-19,0.0,0.0,-2.7640792295362428e-19,0.0,0.0,2.7640762003103667e-19,1.5146129380243427e-25,0.0,0.0,0.0,-3.174505040420883e-13,5.571690417466203e-13,1.4685703078192543e-13,7.773196633870225e-14,-3.714460277250502e-13,0.0,0.0,2.897531403278125e-36,3.348645933458174e-22,-7.398433103717666e-27,2.3889676851450765e-21,4.064211383698653e-26,-7.468013880780861e-24,-1.0106552647997948e-22,2.315302997675261e-21,1.6290919277190366e-22,8.769225713694734e-28,-6.70074861201556e-24,6.338793828236051e-27,-2.171351128511034e-24,-3.286000100698125e-27,-2.541252776848322e-21,1.5146129380243427e-25,2.7640762003103667e-19,3.174505040420883e-13,2.1028288707824678e-13,1.0856745539758488e-24,1.0856745539758488e-24,1.7830480713478814e-13,1.9562409204584342e-13,-1.6737425134836757e-21,1.6116314064680347e-13,3.197333286100324e-14,-5.571690400728778e-13,-5.571642928610777e-13,1.2829100120082164e-28,4.747180291909393e-18,6.275032330614986e-19,-3.7144540859513415e-13,1.831160820364387e-24,-1.2060453214993948e-23,1.831160820364387e-24,-1.46857006118393e-13,2.486992708538881e-15,-3.6895902682450493e-13,-4.333051116359058e-25,-1.1979722931357988e-23,-8.280655919571858e-21,-3.8865984362032913e-14,2.0205593364164783e-30,-3.8865984362032913e-14,-7.884830446931079e-22,-7.773196633870225e-14,-7.77319657131284e-14,-2.4533659980439955e-20,-1.2987244540834777e-22,-1.9104642347617515e-20,5.552190206541343e-21,-2.452695923182794e-20,-2.897531403278125e-36
0.08099999999999999,598,101325.00000000003,2.771e-08,0.066,0.2824242424242424,0.6515757575757575,0.23369098712446354,598.0,1e-11,1e-22,IdealGasReactor,off,0.6517553962464387,-8.285432525433348e-68,8.749962670719854e-67,0.28213232916524006,9.33470008061534e-05,6.342090111864151e-05,5.986740558278139e-11,0.06595550662652881,-2.231015598591683e-75,1.0644145442213427e-21,3.586120049076649e-28,3.40369143542992e-06,6.861271168825187e-17,0.9999849604586322,1.2150397837841645e-11,3.3588718612688815e-13,2.1118545291096077e-08,2.3261913365159295e-12,1.1614669872685919e-05,8.701359836512569e-17,2.2677242457407947e-11,4.5380575707726946e-13,2.9670395162998955e-15,1.91881235692671e-11,4.3794142109054884e-12,0.0,0.0,0.0,-2.7618507613451723e-19,0.0,0.0,-2.761854283325124e-19,0.0,0.0,2.7618507613451723e-19,1.760989975942969e-25,0.0,0.0,0.0,-3.1735656609370986e-13,5.570437519190174e-13,1.4684656050411369e-13,7.766938027084125e-14,-3.713625006049366e-13,0.0,0.0,2.8981460348083128e-36,6.719478250526203e-22,6.290645587911778e-28,2.914688826191367e-22,7.068193710780266e-28,-2.0526252887901335e-24,-6.730394044734516e-22,2.970632966533129e-22,-2.015874089863499e-24,2.201570693123983e-28,-2.606749840535762e-24,-1.6168575705711817e-27,5.428352580555001e-25,2.540132114811658e-28,-2.9092566017720145e-22,1.760989975942969e-25,2.7618507613451723e-19,3.1735656609370986e-13,2.1024704473680865e-13,-2.714186384939622e-25,-2.714186384939622e-25,1.782784267514762e-13,1.955660221620073e-13,-1.6731020534315685e-21,1.6111545586812794e-13,3.196387263921656e-14,-5.570437502459153e-13,-5.57039004203903e-13,1.2824191022099345e-28,4.746015927230409e-18,6.272693096284805e-19,-3.7136188227700564e-13,1.8305385278524238e-24,-1.2056567519973491e-23,1.8305385278524238e-24,-1.4684653584643253e-13,2.486068058455969e-15,-3.688764249303792e-13,-4.330277075434955e-25,-1.197587510667508e-23,-8.276733189432057e-21,-3.883469237092294e-14,2.0189324243169494e-30,-3.883469237092294e-14,-7.87848197736971e-22,-7.766938027084125e-14,-7.766937948097718e-14,-2.45278180173638e-20,-1.298631372440966e-22,-1.9103280268909973e-20,5.5517943560144575e-21,-2.4525211267523264e-20,-2.8981460348083128e-36
