Distance (mm),T (C),P (atm),He,Ar,Ne,O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),X(1),HX(9),OX(10),HOX(13),H2OX(14),N2X2(25),N2X(26),NOX(27),H2NX(28),H3NX(29),HNX(49),NX(59),NOX2(76),gas_heat,surface_heat,alpha
0.0,485.0,1.0000000000000004,0.10799999999999998,0.0,0.0,0.8799999999999998,0.0009999999999999998,0.0,0.0,0.011,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-266245957047.88358,1.0000000000037559
0.008181818181818182,485.0,1.0000000000000002,0.10799999998870773,0.0,0.0,0.879999999385197,0.0010000006272455288,1.943686896915173e-17,4.1823336006443214e-10,0.010999999580616468,0.0,1.2985335631721407e-05,2.462070955292241e-15,0.9999812085392636,2.766000307249289e-10,6.051090488545697e-12,2.5570908799507161e-23,6.738165596031356e-20,5.749145609701334e-06,5.664937013107422e-08,1.1766149705209961e-12,9.104901190479095e-14,6.1530368213378925e-12,4.005934641499648e-11,1,-19.584555429685064,1.0538081206076473
0.016363636363636365,485.0,1.0000000000000007,0.10799999997741541,0.0,0.0,0.8799999987703938,0.0010000012544910187,3.887759514128316e-17,8.364666868118292e-10,0.01099999916123296,0.0,1.298533532093756e-05,2.4620714870869433e-15,0.9999812079689908,2.7660009853710683e-10,6.051094138739704e-12,2.5575998767362608e-23,6.740435918847756e-20,5.749716191258171e-06,5.664936815628641e-08,1.1766148975002234e-12,9.104900643483864e-14,6.153647328650043e-12,4.006332112218392e-11,1,-19.584554227563935,1.0538081240881654
0.024545454545454547,485.0,1.0000000000000007,0.10799999996612311,0.0,0.0,0.8799999981555908,0.001000001881736474,5.832218007167481e-17,1.2546999904323799e-09,0.010999998741849475,0.0,1.2985335078342011e-05,2.4620720383983637e-15,0.9999812073985226,2.766001670756913e-10,6.0510978207064034e-12,2.558109063639994e-23,6.742706926831242e-20,5.750286899337248e-06,5.664936635330741e-08,1.1766148306586068e-12,9.10490014447308e-14,6.154258003658393e-12,4.006729692115037e-11,1,-19.584553147044414,1.053808127216609
0.03272727272727273,485.0,1.0000000000000004,0.10799999995483084,0.0,0.0,0.879999997540788,0.0010000025089818947,7.777062413968204e-17,1.672933270899398e-09,0.010999998322466016,0.0,1.2985334839806344e-05,2.462072590872691e-15,0.9999812068280429,2.7660023565763156e-10,6.051101504571896e-12,2.558618309469544e-23,6.744978274491217e-20,5.750857614899568e-06,5.664936456053302e-08,1.1766147641839011e-12,9.104899648312514e-14,6.154868688578314e-12,4.007127278463978e-11,1,-19.584552053748272,1.0538081303820457
0.040909090909090916,485.0,1.0000000000000002,0.10799999994353855,0.0,0.0,0.8799999969259852,0.001000003136227281,9.722292772748681e-17,2.0911665282107723e-09,0.010999997903082582,0.0,1.2985334598523869e-05,2.4620731425601542e-15,0.9999812062575708,2.7660030421022746e-10,6.0511051871536736e-12,2.559127600335184e-23,6.747249925262824e-20,5.751428325353594e-06,5.66493627608524e-08,1.1766146974609217e-12,9.104899150223035e-14,6.155479366707948e-12,4.0075248603917394e-11,1,-19.58455097689594,1.0538081334998723
0.049090909090909095,485.0,1.0000000000000004,0.10799999993224624,0.0,0.0,0.879999996311182,0.001000003763472632,1.1667909121784334e-16,2.5093997623693296e-09,0.010999997483699167,0.0,1.2985334356066458e-05,2.4620736939116156e-15,0.9999812056871024,2.766003727503484e-10,6.051108869191889e-12,2.5596369393956647e-23,6.74952188747885e-20,5.751999033560559e-06,5.664936095819345e-08,1.1766146306307126e-12,9.104898651301755e-14,6.156090041852544e-12,4.007922440375655e-11,1,-19.584549872439805,1.0538081366976213
0.05727272727272728,485.0,1.0000000000000004,0.10799999992095394,0.0,0.0,0.8799999956963792,0.0010000043907179485,1.3613911499296099e-16,2.927632973373196e-09,0.010999997064315774,0.0,1.2985334121543955e-05,2.4620742475326145e-15,0.999981205116611,2.7660044137482805e-10,6.0511125549178144e-12,2.5601463453217428e-23,6.75179421035027e-20,5.7525697564469435e-06,5.6649359175553255e-08,1.1766145645205403e-12,9.104898157971347e-14,6.1567007364480284e-12,4.008320033022545e-11,1,-19.584548810935086,1.0538081397710126
0.06545454545454546,485.0,1.0000000000000002,0.10799999990966165,0.0,0.0,0.8799999950815766,0.0010000050179632305,1.5560299943434724e-16,3.3458661612144012e-09,0.010999996644932406,0.0,1.2985333883001516e-05,2.4620748000035094e-15,0.9999812045461322,2.766005099565369e-10,6.051116238775038e-12,2.5606557936270556e-23,6.754066829384934e-20,5.753140471808266e-06,5.664935738277297e-08,1.1766144980456642e-12,9.104897661809037e-14,6.157311421062377e-12,4.008717619170836e-11,1,-19.584547732079958,1.053808142894639
0.07363636363636364,485.0,1.0000000000000004,0.10799999989836934,0.0,0.0,0.8799999944667735,0.0010000056452084776,1.7507074492419386e-16,3.764099325891067e-09,0.010999996225549057,0.0,1.2985333641994192e-05,2.4620753517685197e-15,0.9999812039756604,2.7660057851196603e-10,6.051119921483284e-12,2.5611652876341346e-23,6.756339753354467e-20,5.753711182705983e-06,5.664935558378228e-08,1.1766144313474695e-12,9.104897163911975e-14,6.157922099704981e-12,4.0091152014307834e-11,1,-19.584546586970625,1.053808146210093
