Distance (mm),T (K),P (Pa),V (M^3/s),X_nh3 initial,X_o2 initial,X_he initial,(NH3/O2),T (K) final,Rtol,Atol,reactor type,energy on?,He,Ar,Ne,O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NOX,OX,NX,OHX,NH3X,X(1),NH2_X(8),NH_X(9),H2O_X(11),He ROP [kmol/m^3 s],Ar ROP [kmol/m^3 s],Ne ROP [kmol/m^3 s],O2(2) ROP [kmol/m^3 s],H2O(3) ROP [kmol/m^3 s],N2(4) ROP [kmol/m^3 s],NO(5) ROP [kmol/m^3 s],NH3(6) ROP [kmol/m^3 s],N2O(7) ROP [kmol/m^3 s],He surface ROP [kmol/m^2 s],Ar surface ROP [kmol/m^2 s],Ne surface ROP [kmol/m^2 s],O2(2) surface ROP [kmol/m^2 s],H2O(3) surface ROP [kmol/m^2 s],N2(4) surface ROP [kmol/m^2 s],NO(5) surface ROP [kmol/m^2 s],NH3(6) surface ROP [kmol/m^2 s],N2O(7) surface ROP [kmol/m^2 s],NOX ROP [kmol/m^2 s],OX ROP [kmol/m^2 s],NX ROP [kmol/m^2 s],OHX ROP [kmol/m^2 s],NH3X ROP [kmol/m^2 s],X(1) ROP [kmol/m^2 s],NH2_X(8) ROP [kmol/m^2 s],NH_X(9) ROP [kmol/m^2 s],H2O_X(11) ROP [kmol/m^2 s],NX + OX <=> NOX + X(1) ROP [kmol/m^2 s],O2(2) + 2 X(1) <=> 2 OX ROP [kmol/m^2 s],2 NX <=> N2(4) + 2 X(1) ROP [kmol/m^2 s],NOX <=> NO(5) + X(1) ROP [kmol/m^2 s],NH3(6) + X(1) <=> NH3X ROP [kmol/m^2 s],NOX + NX <=> N2O(7) + 2 X(1) ROP [kmol/m^2 s],N2O(7) + X(1) <=> N2(4) + OX ROP [kmol/m^2 s],NH3X + OX <=> NH2_X(8) + OHX ROP [kmol/m^2 s],NH2_X(8) + OX <=> NH_X(9) + OHX ROP [kmol/m^2 s],NH_X(9) + OX <=> NX + OHX ROP [kmol/m^2 s],NH_X(9) + OHX <=> H2O_X(11) + NX ROP [kmol/m^2 s],H2O_X(11) + OX <=> 2 OHX ROP [kmol/m^2 s],H2O_X(11) <=> H2O(3) + X(1) ROP [kmol/m^2 s]
0,598,101325.00000000003,5.8333e-05,0.10482758620689656,0.8800000000000001,0.015172413793103454,0.11912225705329152,598.0,1e-11,1e-22,IdealGasReactor,off,0.015172413793103452,0.0,0.0,0.88,0.0,0.0,0.0,0.10482758620689654,0.0,0.0,0.0,0.39999999999999997,0.39999999999999997,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6856671969823115e-07,0.0,7.446035943920958,0.0,0.0,57813930.13305445,-23.303195941080656,-115627836.9629139,-7.446035943920958,7.446036881054397,0.0,23.303195003947213,57813906.82985944,0.0,0.0,4.6856671969823115e-07,0.0,-7.446035943920958,0.0,0.0,0.0,0.0,-23.303195003947213,0.0,-57813906.82985944,0.0
0.009,598,101325.00000000003,5.8333e-05,0.10482758620689656,0.8800000000000001,0.015172413793103454,0.11912225705329152,598.0,1e-11,1e-22,IdealGasReactor,off,0.015172413793103386,0.0,0.0,0.8799999999999746,2.584686071840834e-14,1.7735928732859992e-23,1.7231260551753327e-14,0.10482758620687883,1.3556951534211912e-22,1.035333051610056e-08,0.9999998328106375,6.616617464196813e-10,2.274897546107992e-12,1.5250649267112283e-09,1.5464702966278078e-07,5.013348921511961e-21,6.457660538700694e-16,2.4924008922399258e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5570365129023404e-15,1.8684323494582114e-15,1.28210475357607e-24,1.2456230173398074e-15,-1.2456213934449892e-15,9.800125083838072e-24,-1.3980251126578328e-21,1.9047359656637904e-20,-7.521630025538917e-23,-1.280075372153646e-25,-1.7281779219018072e-22,-1.7401172371967907e-20,3.944304526105059e-31,-7.323105024178528e-29,7.888609052210118e-31,1.2456216291148198e-15,1.5570365129023404e-15,1.2821047535756165e-24,1.2456230173398074e-15,1.2456213934449892e-15,9.800125083838526e-24,4.5354141812085804e-37,1.2456215662627813e-15,1.245621566262781e-15,1.2456215662278257e-15,3.502844662149004e-26,-1.8684323494231836e-15,1.8684323494582114e-15
0.018,598,101325.00000000004,5.8333e-05,0.10482758620689656,0.8800000000000001,0.015172413793103454,0.11912225705329152,598.0,1e-11,1e-22,IdealGasReactor,off,0.015172413793103318,0.0,0.0,0.8799999999999493,5.169356774659551e-14,3.547164439368717e-23,3.4462398166794556e-14,0.10482758620686115,2.7115181945540074e-22,1.0354369380607091e-08,0.9999998328105314,6.616577719452213e-10,2.27489078277829e-12,1.525055858448514e-09,1.5464611010858475e-07,5.013319111386434e-21,6.457622137043731e-16,2.492386494295393e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.557017647773871e-15,1.8684212394173563e-15,1.2820893509110601e-24,1.2456141304250497e-15,-1.245614153960268e-15,9.801049565739163e-24,6.662050555257496e-24,-9.075836668186508e-23,3.583930892205035e-25,6.007686057163602e-28,-5.651504640718949e-24,8.938882210886726e-23,-9.860761315262648e-31,2.6148243325279624e-30,2.3665827156630354e-30,1.2456141468881498e-15,1.557017647773871e-15,1.282089350910153e-24,1.2456141304250497e-15,1.245614153960268e-15,9.80104956574007e-24,9.071202265687605e-37,1.2456141596117727e-15,1.2456141596117737e-15,1.245614159576743e-15,3.502813417859064e-26,-1.8684212393823305e-15,1.8684212394173563e-15
0.026999999999999996,598,101325.00000000003,5.8333e-05,0.10482758620689656,0.8800000000000001,0.015172413793103454,0.11912225705329152,598.0,1e-11,1e-22,IdealGasReactor,off,0.015172413793103252,0.0,0.0,0.8799999999999238,7.754027477478951e-14,5.320736005508195e-23,5.1693535781812704e-14,0.10482758620684346,4.067486938818323e-22,1.035548210975806e-08,0.9999998328094184,6.616577719556634e-10,2.2748907829375903e-12,1.5250558584504803e-09,1.5464611010881048e-07,5.013319111392899e-21,6.45762213705217e-16,2.492386916623563e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5570176477786681e-15,1.8684212394178647e-15,1.282089350952102e-24,1.2456141304233915e-15,-1.2456142333696069e-15,9.802102832699898e-24,6.661983167212607e-24,-9.074860571145432e-23,3.583529167956679e-25,5.94457715973504e-28,7.37574967291195e-23,9.970175533955897e-24,-1.5777218104420236e-30,-1.4619133683365927e-31,5.127595883936577e-30,1.2456141468874775e-15,1.5570176477786681e-15,1.2820893509507411e-24,1.2456141304233915e-15,1.2456142333696069e-15,9.802102832701259e-24,1.3607504758487507e-36,1.2456141596121102e-15,1.2456141596121117e-15,1.2456141595770838e-15,3.5028134181091726e-26,-1.8684212393828416e-15,1.8684212394178647e-15
0.036,598,101325.0,5.8333e-05,0.10482758620689656,0.8800000000000001,0.015172413793103454,0.11912225705329152,598.0,1e-11,1e-22,IdealGasReactor,off,0.01517241379310319,0.0,0.0,0.8799999999998988,1.0338698180013139e-13,7.094307571308078e-23,6.892467339452082e-14,0.10482758620682579,5.423601385882619e-22,1.0356594837534438e-08,0.999999832808306,6.616577718921721e-10,2.274890782971069e-12,1.5250558582837622e-09,1.5464611009193068e-07,5.013319110844832e-21,6.457622136346253e-16,2.4923873386760425e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5570176474325365e-15,1.8684212392117006e-15,1.2820893507066231e-24,1.2456141302564131e-15,-1.2456141870474926e-15,9.803156097264128e-24,6.6880515322151e-24,-9.109486200630479e-23,3.597167225364465e-25,6.14968102820448e-28,2.7572820928501175e-23,5.647366000308843e-23,1.9721522630525295e-30,-2.512770741299004e-30,-1.1832913578315177e-30,1.2456141467476207e-15,1.5570176474325365e-15,1.2820893507048086e-24,1.2456141302564131e-15,1.2456141870474926e-15,9.803156097265942e-24,1.8144294688239558e-36,1.2456141594746717e-15,1.2456141594746697e-15,1.245614159439644e-15,3.502813417778053e-26,-1.8684212391766713e-15,1.8684212392117006e-15
0.045,598,101324.99999999999,5.8333e-05,0.10482758620689656,0.8800000000000001,0.015172413793103454,0.11912225705329152,598.0,1e-11,1e-22,IdealGasReactor,off,0.015172413793103124,0.0,0.0,0.8799999999998734,1.2923368882656567e-13,8.867879137315218e-23,8.615581100807424e-14,0.10482758620680811,6.779861536204272e-22,1.035770756720714e-08,0.9999998328071932,6.616577719306877e-10,2.2748907831781468e-12,1.525055858349789e-09,1.5464611009865162e-07,5.013319111061893e-21,6.45762213662596e-16,2.4923877611089015e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.557017647570587e-15,1.8684212392906893e-15,1.2820893508564604e-24,1.2456141303175291e-15,-1.24561402161137e-15,9.804209365134647e-24,6.678059878642294e-24,-9.09499273532017e-23,3.591462372407021e-25,6.094460717757189e-28,-1.3791596120297148e-22,2.21828069540118e-22,-5.9164567891575885e-31,-7.378384127337665e-31,3.944304526105059e-30,1.2456141467997984e-15,1.557017647570587e-15,1.2820893508541923e-24,1.2456141303175291e-15,1.24561402161137e-15,9.804209365136915e-24,2.2681572060938573e-36,1.2456141595273313e-15,1.2456141595273319e-15,1.2456141594923045e-15,3.502813418248871e-26,-1.868421239255665e-15,1.8684212392906893e-15
0.05399999999999999,598,101325.0,5.8333e-05,0.10482758620689656,0.8800000000000001,0.015172413793103454,0.11912225705329152,598.0,1e-11,1e-22,IdealGasReactor,off,0.015172413793103053,0.0,0.0,0.879999999999848,1.5508039585275997e-13,1.0641450703344914e-22,1.0338694862140721e-13,0.10482758620679039,8.136267389628789e-22,1.035882029623932e-08,0.9999998328060804,6.616577719347497e-10,2.2748907833265893e-12,1.525055858337201e-09,1.5464611009740127e-07,5.013319111020501e-21,6.457622136572743e-16,2.49238818341328e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.557017647545101e-15,1.8684212392733623e-15,1.2820893508727768e-24,1.2456141303016064e-15,-1.2456140149939252e-15,9.805262631888418e-24,6.68024606919536e-24,-9.097088502087071e-23,3.5922459142329096e-25,6.039240434397294e-28,-1.4452185560202146e-22,2.2845266033705217e-22,2.1693674893577825e-30,-2.3155622226182125e-30,5.9164567891575885e-30,1.245614146787115e-15,1.557017647545101e-15,1.2820893508700548e-24,1.2456141303016064e-15,1.2456140149939252e-15,9.80526263189114e-24,2.721933687258808e-36,1.2456141595157808e-15,1.2456141595157786e-15,1.2456141594807528e-15,3.5028134184488153e-26,-1.86842123923834e-15,1.8684212392733623e-15
0.06299999999999999,598,101325.0,5.8333e-05,0.10482758620689656,0.8800000000000001,0.015172413793103454,0.11912225705329152,598.0,1e-11,1e-22,IdealGasReactor,off,0.015172413793102987,0.0,0.0,0.8799999999998227,1.8092710287875813e-13,1.241502226940322e-22,1.206180862345547e-13,0.10482758620677272,9.492818946161244e-22,1.035993302529246e-08,0.9999998328049676,6.616577719399407e-10,2.2748907834769504e-12,1.525055858327186e-09,1.5464611009641217e-07,5.013319110987582e-21,6.457622136530425e-16,2.492388605721873e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.557017647524976e-15,1.8684212392591944e-15,1.2820893508934688e-24,1.245614130288208e-15,-1.2456141473428232e-15,9.806315898678781e-24,6.68203368773947e-24,-9.098640428145912e-23,3.592800685942867e-25,6.007685977307128e-28,-1.2163509603690425e-23,9.610799456732425e-23,1.5777218104420236e-30,-9.350577266139946e-31,3.1554436208840472e-30,1.2456141467765575e-15,1.557017647524976e-15,1.2820893508902932e-24,1.245614130288208e-15,1.2456141473428232e-15,9.806315898681957e-24,3.175758912419393e-36,1.2456141595063328e-15,1.2456141595063312e-15,1.245614159471304e-15,3.5028134186576285e-26,-1.8684212392241694e-15,1.8684212392591944e-15
0.072,598,101324.99999999999,5.8333e-05,0.10482758620689656,0.8800000000000001,0.015172413793103454,0.11912225705329152,598.0,1e-11,1e-22,IdealGasReactor,off,0.015172413793102925,0.0,0.0,0.8799999999997975,2.0677380990491878e-13,1.4188593835539869e-22,1.3784922384780362e-13,0.10482758620675507,1.0849516205843238e-21,1.0361045754518092e-08,0.9999998328038548,6.616577719544079e-10,2.2748907836430986e-12,1.5250558583383357e-09,1.546461100975692e-07,5.013319111024244e-21,6.457622136577747e-16,2.4923890280650504e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5570176475488792e-15,1.868421239270953e-15,1.2820893509501099e-24,1.2456141302955505e-15,-1.2456142863091661e-15,9.807369165769927e-24,6.680542800060699e-24,-9.095725981531573e-23,3.591614043477732e-25,5.984020121976171e-28,1.267949955776944e-22,-4.2878043042944144e-23,-7.888609052210118e-31,-3.434148651309018e-31,4.338734978715565e-30,1.2456141467834624e-15,1.5570176475488792e-15,1.2820893509464801e-24,1.2456141302955505e-15,1.2456142863091661e-15,9.807369165773556e-24,3.62963288163607e-36,1.2456141595141705e-15,1.2456141595141713e-15,1.2456141594791435e-15,3.502813418939372e-26,-1.8684212392359293e-15,1.868421239270953e-15
0.08099999999999999,598,101325.00000000003,5.8333e-05,0.10482758620689656,0.8800000000000001,0.015172413793103454,0.11912225705329152,598.0,1e-11,1e-22,IdealGasReactor,off,0.015172413793102859,0.0,0.0,0.8799999999997721,2.326205169293424e-13,1.5962165401491513e-22,1.5508036145963437e-13,0.10482758620673736,1.2206359168454397e-21,1.0362158482829973e-08,0.9999998328027423,6.616577719197538e-10,2.2748907837256563e-12,1.5250558582374124e-09,1.5464611008736125e-07,5.013319110692477e-21,6.457622136150453e-16,2.49238945022506e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5570176473396252e-15,1.8684212391453996e-15,1.2820893508163862e-24,1.2456141301930443e-15,-1.2456142730742763e-15,9.808422431268021e-24,6.696427364273378e-24,-9.116465095286789e-23,3.5997576731068976e-25,5.999797350522e-28,1.1364380470775081e-22,-2.9536164770686007e-23,-3.944304526105059e-31,1.0370927631467616e-30,7.494178599599612e-30,1.2456141466978941e-15,1.5570176473396252e-15,1.2820893508123026e-24,1.2456141301930443e-15,1.2456142730742763e-15,9.808422431272104e-24,4.0835555944972396e-36,1.2456141594304716e-15,1.245614159430472e-15,1.2456141593954428e-15,3.502813418834958e-26,-1.868421239110379e-15,1.8684212391453996e-15
