Distance (mm),T (C),P (atm),He,Ar,Ne,O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),X(1),HX(9),OX(10),HOX(13),H2OX(14),N2X2(25),N2X(26),NOX(27),H2NX(28),H3NX(29),HNX(49),NX(59),NOX2(76),gas_heat,surface_heat,alpha
0.0,275.0,1.0000000000000004,0.10799999999999998,0.0,0.0,0.8799999999999998,0.0009999999999999998,0.0,0.0,0.011,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-437110659549.01,1.0000000000022877
0.008181818181818182,275.0,1.0000000000000007,0.10799999999996489,0.0,0.0,0.8799999999980878,0.0010000000019517066,8.271529029476118e-16,1.299700329091459e-12,0.01099999999869507,0.0,4.6607970678887497e-07,3.1271203776799554e-18,0.997801931506934,4.784463166173475e-12,7.172229480259265e-13,6.786764276307082e-20,1.1305123116950445e-17,0.00219758607148815,1.6130819292799417e-08,1.6391297140308051e-13,4.468971765428607e-15,5.1186739163142006e-11,1.5419180307830588e-10,1,-0.06097840902530171,-0.06493823955848184
0.016363636363636365,275.0,1.0000000000000004,0.10799999999992975,0.0,0.0,0.8799999999961757,0.0010000000039034134,1.6543126795099706e-15,2.599400614473747e-12,0.010999999997390137,0.0,4.660797003446252e-07,3.127120329498216e-18,0.9978019223676751,4.784463115499041e-12,7.172229395104139e-13,6.786820685885974e-20,1.1305281991806534e-17,0.0021975952107522716,1.6130819105362196e-08,1.6391296911740683e-13,4.468971702708276e-15,5.118695179832091e-11,1.5419244219520474e-10,1,-0.06097831676907879,-0.06493813493131362
0.024545454545454547,275.0,1.0000000000000004,0.10799999999989462,0.0,0.0,0.8799999999942637,0.00100000000585512,2.4814793295412904e-15,3.8991008560409835e-12,0.010999999996085206,0.0,4.660796940642265e-07,3.127120282992487e-18,0.9978019132257316,4.784463065656192e-12,7.172229312455789e-13,6.78687711709705e-20,1.1305440903231386e-17,0.002197604352701559,1.613081892081714e-08,1.6391296688924671e-13,4.468971641598603e-15,5.118716451417976e-11,1.541930815547175e-10,1,-0.06097829412517399,-0.06493810925101506
0.03272727272727273,275.0,1.0000000000000002,0.10799999999985949,0.0,0.0,0.8799999999923515,0.0010000000078068264,3.308652853242595e-15,5.198801053898503e-12,0.010999999994780272,0.0,4.6607968775508374e-07,3.1271202361925474e-18,0.9978019040842588,4.784463015667023e-12,7.172229229366128e-13,6.786933544795648e-20,1.130559980934297e-17,0.0021976134941800074,1.6130818735763916e-08,1.639129646509801e-13,4.468971580205928e-15,5.118737721589387e-11,1.5419372087168377e-10,1,-0.06097830962120402,-0.06493812682495728
0.040909090909090916,275.0,1.0000000000000004,0.10799999999982435,0.0,0.0,0.8799999999904393,0.0010000000097585306,4.1358243830023764e-15,6.498495807906567e-12,0.01099999999347534,0.0,4.6607912378282155e-07,3.127114475599315e-18,0.9978019040767324,4.784460120032215e-12,7.172220564720323e-13,6.786917188822218e-20,1.13056374836586e-17,0.0021976135022812038,1.6130808692196558e-08,1.6391276629120807e-13,4.468966028698595e-15,5.11873154665088e-11,1.5419353486045485e-10,1,-0.06097828514454323,-0.0649380990661431
0.049090909090909095,275.0,1.0000000000000007,0.10799999999978917,0.0,0.0,0.8799999999885268,0.0010000000117102365,4.963011654177196e-15,7.798195918392248e-12,0.010999999992170406,0.0,4.6607967494621265e-07,3.1271201406393632e-18,0.997801885804478,4.7844629147156615e-12,7.172229060251956e-13,6.787046375757772e-20,1.1305917581783245e-17,0.002197631773974014,1.6130818362291704e-08,1.6391296010748118e-13,4.468971455545979e-15,5.1187802524547135e-11,1.5419499922057591e-10,1,-0.06097831188293821,-0.06493812938997469
0.05727272727272728,275.0,1.0000000000000007,0.10799999999975406,0.0,0.0,0.8799999999866148,0.0010000000136619407,5.790196931323183e-15,9.097890585131188e-12,0.010999999990865478,0.0,4.6607911103623295e-07,3.127114380685713e-18,0.9978018857950587,4.784460019396518e-12,7.172220396565125e-13,6.787030033039594e-20,1.1305955279098213e-17,0.0021976317839674385,1.6130808319787915e-08,1.6391276176958986e-13,4.468965904635069e-15,5.118774082565741e-11,1.5419481336116587e-10,1,-0.060978280754590594,-0.06493809408752789
0.06545454545454546,275.0,1.0000000000000007,0.1079999999997189,0.0,0.0,0.8799999999847026,0.0010000000156136471,6.6173979499637836e-15,1.0397590608171936e-11,0.010999999989560543,0.0,4.660796622316514e-07,3.1271200460525903e-18,0.9978018675231541,4.784462814245732e-12,7.172228892589718e-13,6.787159219953855e-20,1.1306235378417543e-17,0.0021976500553108347,1.613081799048522e-08,1.639129555971197e-13,4.468971331813697e-15,5.1188227879564943e-11,1.5419627770884822e-10,1,-0.060978311705187624,-0.06493812918838895
0.07363636363636364,275.0,1.0000000000000007,0.10799999999968377,0.0,0.0,0.8799999999827905,0.0010000000175653533,7.444605842415453e-15,1.169729058750339e-11,0.010999999988255613,0.0,4.660796558777589e-07,3.1271199987939503e-18,0.9978018583824178,4.78446276402798e-12,7.172228808810694e-13,6.787215642958492e-20,1.1306394279399136e-17,0.0021976591960530156,1.6130817804641958e-08,1.6391295334313493e-13,4.468971269981055e-15,5.118844055916534e-11,1.5419691695925494e-10,1,-0.0609783086930611,-0.06493812577235669
