Distance (mm),T (C),P (atm),He,Ar,Ne,O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),X(1),HX(9),OX(10),HOX(13),H2OX(14),N2X2(25),N2X(26),NOX(27),H2NX(28),H3NX(29),HNX(49),NX(59),NOX2(76),gas_heat,surface_heat,alpha
0.0,135.0,1.0000000000000004,0.10799999999999998,0.0,0.0,0.8799999999999998,0.0009999999999999998,0.0,0.0,0.011,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-684078678697.1936,1.0000000000014617
0.008181818181818182,135.0,0.9999999999602357,0.10800068501598087,0.0,0.0,0.879999077952314,0.0010001199573830347,2.259857485493748e-12,1.2805811327306973e-23,0.011000117072062044,0.0,0.07850909311343694,5.687000242546706e-09,0.9173139736991207,4.611232971778429e-09,5.936534557998927e-07,1.5353768966595132e-07,1.280776363864245e-09,0.0005968194838710849,0.0033944305727727814,1.871418850087244e-07,0.00018183728939355988,1.4329271960369214e-06,1.4670021300998885e-06,1,-4191911553.5933957,1.0000000002385547
0.016363636363636365,135.0,1.0000000000000004,0.10800068501598084,0.0,0.0,0.8799990779523126,0.0010001199573854889,2.2606154848917e-12,4.306046527161229e-17,0.011000117072060403,0.0,1.035436174575959e-08,1.8489013148318942e-21,0.8213682541810652,3.9640649417758034e-14,7.600871483650404e-14,1.2169210178856012e-17,6.174451578211563e-17,0.1786317317171894,3.6265027763940395e-09,2.261872515024167e-14,2.072834622066466e-16,6.295070030867174e-11,5.7750480627127944e-11,1,-0.00010655150507445836,-0.00010656285950752392
0.024545454545454547,135.0,1.0000000000000004,0.10800068501598085,0.0,0.0,0.8799990779523112,0.0010001199573879435,2.2613734576655054e-12,8.611940065264533e-17,0.011000117072058767,0.0,1.0354361744957176e-08,1.8489676422122997e-21,0.8213682541810008,3.964226793664239e-14,7.600871493541884e-14,1.2169210176970556e-17,6.174452484307174e-17,0.17863173171725422,3.6265027763879978e-09,2.2618725148485277e-14,2.0728346292125942e-16,6.295070030382096e-11,5.775048062267335e-11,1,-0.00010666557162509368,-0.0001066769503829855
0.03272727272727273,135.0,1.0000000000000004,0.1080006850159808,0.0,0.0,0.8799990779523095,0.001000119957390398,2.262131432673593e-12,1.2917845831099323e-16,0.011000117072057126,0.0,1.0354361744952956e-08,1.8489676422128816e-21,0.8213682541809328,3.964226793667541e-14,7.600871493555652e-14,1.2169210177115089e-17,6.174453392717004e-17,0.17863173171732225,3.626502776381691e-09,2.26187251484722e-14,2.0728346292056034e-16,6.295070030382528e-11,5.775048062267062e-11,1,-0.00010665584851270238,-0.00010666722519611416
0.040909090909090916,135.0,1.0000000000000004,0.10800068501598073,0.0,0.0,0.8799990779523078,0.001000119957392852,2.262889407671051e-12,1.722375107172829e-16,0.011000117072055487,0.0,1.035436174494469e-08,1.8489676422122372e-21,0.8213682541808649,3.964226793669729e-14,7.60087149356515e-14,1.2169210177250503e-17,6.174454300926955e-17,0.1786317317173903,3.626502776375392e-09,2.2618725148438718e-14,2.072834629198505e-16,6.295070030380287e-11,5.775048062264789e-11,1,-0.00010666865411579063,-0.00010668003353138846
0.049090909090909095,135.0,1.0000000000000004,0.10800068501598072,0.0,0.0,0.8799990779523063,0.0010001199573953065,2.263647382657863e-12,2.1529655787052008e-16,0.01100011707205385,0.0,1.0354361744932389e-08,1.8489676422109583e-21,0.821368254180797,3.964226793672061e-14,7.600871493575914e-14,1.216921017737679e-17,6.174455209134896e-17,0.1786317317174583,3.6265027763691004e-09,2.2618725148417062e-14,2.0728346291914678e-16,6.295070030375979e-11,5.775048062260214e-11,1,-0.00010666440322357041,-0.00010667578173216728
0.05727272727272728,135.0,1.0000000000000004,0.10800068501598069,0.0,0.0,0.8799990779523048,0.0010001199573977605,2.264405357633985e-12,2.583555997684833e-16,0.01100011707205221,0.0,1.0354361744916062e-08,1.8489676422088544e-21,0.821368254180729,3.9642267936747205e-14,7.600871493586919e-14,1.2169210177491898e-17,6.174456117338123e-17,0.17863173171752633,3.6265027763628168e-09,2.2618725148377752e-14,2.0728346291845613e-16,6.295070030368648e-11,5.775048062253226e-11,1,-0.00010667156052536688,-0.00010668294056111797
0.06545454545454546,135.0,1.0000000000000004,0.1080006850159806,0.0,0.0,0.879999077952303,0.0010001199574002147,2.2651633325994205e-12,3.014146364112922e-16,0.011000117072050564,0.0,1.0354361744895698e-08,1.8489676422050116e-21,0.8213682541806608,3.96422679367501e-14,7.600871493589736e-14,1.2169210177599363e-17,6.174457025533457e-17,0.1786317317175944,3.6265027763565347e-09,2.2618725148333702e-14,2.0728346291774342e-16,6.29507003035947e-11,5.775048062244053e-11,1,-0.0001066602971119277,-0.00010667167474444937
0.07363636363636364,135.0,1.0000000000000007,0.10800068501598062,0.0,0.0,0.8799990779523015,0.0010001199574026691,2.2659213075541353e-12,3.444736677969304e-16,0.01100011707204893,0.0,1.0354361744871308e-08,1.8489676422001704e-21,0.821368254180593,3.9642267936748146e-14,7.60087149359054e-14,1.2169210177695921e-17,6.174457933725241e-17,0.1786317317176624,3.6265027763502535e-09,2.2618725148276986e-14,2.072834629170506e-16,6.29507003034741e-11,5.775048062232712e-11,1,-0.0001066693943865798,-0.00010668077396013081
