,Distance (mm),T (K),P (Pa),V (M^3/s),X_nh3 initial,X_o2 initial,X_he initial,(NH3/O2),T (C) final,Rtol,Atol,reactor type,energy on?,He,Ar,Ne,O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),X(1),HX(9),OX(10),HOX(13),H2OX(14),N2X2(25),NN_ads(26),NO_ads(27),H2NX(28),H3NX(29),NH_ads(51),N_ads(64),HNOX(67),NO2JX(74),NOX2(82),He ROP [kmol/m^3 s],Ar ROP [kmol/m^3 s],Ne ROP [kmol/m^3 s],O2(2) ROP [kmol/m^3 s],H2O(3) ROP [kmol/m^3 s],N2(4) ROP [kmol/m^3 s],NO(5) ROP [kmol/m^3 s],NH3(6) ROP [kmol/m^3 s],N2O(7) ROP [kmol/m^3 s],He surface ROP [kmol/m^2 s],Ar surface ROP [kmol/m^2 s],Ne surface ROP [kmol/m^2 s],O2(2) surface ROP [kmol/m^2 s],H2O(3) surface ROP [kmol/m^2 s],N2(4) surface ROP [kmol/m^2 s],NO(5) surface ROP [kmol/m^2 s],NH3(6) surface ROP [kmol/m^2 s],N2O(7) surface ROP [kmol/m^2 s],X(1) ROP [kmol/m^2 s],HX(9) ROP [kmol/m^2 s],OX(10) ROP [kmol/m^2 s],HOX(13) ROP [kmol/m^2 s],H2OX(14) ROP [kmol/m^2 s],N2X2(25) ROP [kmol/m^2 s],NN_ads(26) ROP [kmol/m^2 s],NO_ads(27) ROP [kmol/m^2 s],H2NX(28) ROP [kmol/m^2 s],H3NX(29) ROP [kmol/m^2 s],NH_ads(51) ROP [kmol/m^2 s],N_ads(64) ROP [kmol/m^2 s],HNOX(67) ROP [kmol/m^2 s],NO2JX(74) ROP [kmol/m^2 s],NOX2(82) ROP [kmol/m^2 s],NH3(6) + X(1) <=> H3NX(29) ROP [kmol/m^2 s],O2(2) + 2 X(1) <=> 2 OX(10) ROP [kmol/m^2 s],H3NX(29) + OX(10) <=> H2NX(28) + HOX(13) ROP [kmol/m^2 s],H2O(3) + X(1) <=> H2OX(14) ROP [kmol/m^2 s],H2OX(14) + OX(10) <=> 2 HOX(13) ROP [kmol/m^2 s],H3NX(29) + HOX(13) <=> H2NX(28) + H2OX(14) ROP [kmol/m^2 s],H2NX(28) + OX(10) <=> HOX(13) + NH_ads(51) ROP [kmol/m^2 s],2 H2NX(28) <=> H3NX(29) + NH_ads(51) ROP [kmol/m^2 s],H2NX(28) + HOX(13) <=> H2OX(14) + NH_ads(51) ROP [kmol/m^2 s],2 H2NX(28) <=> H3NX(29) + NH_ads(51) ROP [kmol/m^2 s].1,NH_ads(51) + OX(10) <=> HNOX(67) + X(1) ROP [kmol/m^2 s],NH_ads(51) + OX(10) <=> HNOX(67) + X(1) ROP [kmol/m^2 s].1,NO(5) + X(1) <=> NO_ads(27) ROP [kmol/m^2 s],HNOX(67) + OX(10) <=> HOX(13) + NO_ads(27) ROP [kmol/m^2 s],H2NX(28) + HNOX(67) <=> H3NX(29) + NO_ads(27) ROP [kmol/m^2 s],HNOX(67) + HOX(13) <=> H2OX(14) + NO_ads(27) ROP [kmol/m^2 s],HNOX(67) + NH_ads(51) <=> H2NX(28) + NO_ads(27) ROP [kmol/m^2 s],NO_ads(27) + X(1) <=> NOX2(82) ROP [kmol/m^2 s],NH_ads(51) + OX(10) <=> HOX(13) + N_ads(64) ROP [kmol/m^2 s],H2NX(28) + NH_ads(51) <=> H3NX(29) + N_ads(64) ROP [kmol/m^2 s],HOX(13) + NH_ads(51) <=> H2OX(14) + N_ads(64) ROP [kmol/m^2 s],H2NX(28) + N_ads(64) <=> 2 NH_ads(51) ROP [kmol/m^2 s],HNOX(67) + N_ads(64) <=> NH_ads(51) + NO_ads(27) ROP [kmol/m^2 s],NOX2(82) <=> N_ads(64) + OX(10) ROP [kmol/m^2 s],H2NX(28) + NH_ads(51) <=> H3NX(29) + N_ads(64) ROP [kmol/m^2 s].1,HOX(13) + NH_ads(51) <=> H2OX(14) + N_ads(64) ROP [kmol/m^2 s].1,N2(4) + 2 X(1) <=> N2X2(25) ROP [kmol/m^2 s],NOX2(82) + N_ads(64) <=> N2X2(25) + OX(10) ROP [kmol/m^2 s],N2X2(25) <=> 2 N_ads(64) ROP [kmol/m^2 s],N2(4) + X(1) <=> NN_ads(26) ROP [kmol/m^2 s],NN_ads(26) + X(1) <=> N2X2(25) ROP [kmol/m^2 s],NO_ads(27) + OX(10) <=> NO2JX(74) + X(1) ROP [kmol/m^2 s],HX(9) + OX(10) <=> HOX(13) + X(1) ROP [kmol/m^2 s],HOX(13) + HX(9) <=> H2OX(14) + X(1) ROP [kmol/m^2 s],H2O(3) + 2 X(1) <=> HOX(13) + HX(9) ROP [kmol/m^2 s],NH3(6) + 2 X(1) <=> H2NX(28) + HX(9) ROP [kmol/m^2 s],H3NX(29) + X(1) <=> H2NX(28) + HX(9) ROP [kmol/m^2 s],H2NX(28) + X(1) <=> HX(9) + NH_ads(51) ROP [kmol/m^2 s],NH_ads(51) + X(1) <=> HX(9) + N_ads(64) ROP [kmol/m^2 s],HNOX(67) + X(1) <=> HX(9) + NO_ads(27) ROP [kmol/m^2 s],HNOX(67) + OX(10) <=> HX(9) + NO2JX(74) ROP [kmol/m^2 s]
1000,8.98201798201798,548,101325.0,2.7710000000000005e-08,0.066,0.4,0.534,0.165,548.0,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.5303289034888513,0.0,0.0,0.3759413324972254,0.042195800960866385,0.014063030672456428,1.4768411383302324e-11,0.037470932365832,0.0,0.002018077027874363,2.100440005470549e-11,0.5939418874949861,4.5081672937233785e-09,1.3050962863827455e-07,7.653453884262076e-08,9.532903393049964e-06,0.4035604937672104,3.411915717511932e-05,2.3459267528336784e-05,0.0003466794846827783,4.02256397562082e-06,1.6341435190764774e-13,2.692428616329513e-09,6.151406724305944e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6946066981437898e-07,3.389213394039424e-07,1.1297377976500644e-07,1.3547755230299974e-16,-2.2594755965928412e-07,0.0,5.361017367522168e-16,-1.3669017417666915e-22,3.277628440781843e-18,4.376394323215579e-21,8.935594082557951e-17,1.3166068373884028e-19,-1.2665706821350704e-19,6.193595834016375e-16,1.9995681708695126e-21,-2.9177576841363716e-18,8.93369500867279e-22,-1.4026139755543696e-21,2.2112583317972838e-22,6.005400365648382e-23,-6.226598385079823e-16,2.243382853454857e-07,1.6946066981437898e-07,3.054260780380001e-07,-3.389205779324154e-07,-2.9244105243834124e-07,7.723295239147855e-11,9.84704891891049e-08,4.0580207630450275e-08,4.6324537703960196e-08,4.0580207630450275e-08,1.1292778883115034e-07,1.1292778883115034e-07,-1.3547755230299974e-16,2.2585557865272516e-07,-1.0368107752136755e-16,1.7240939666775885e-19,-1.0090455565543817e-15,2.2585557690746327e-07,7.673139273608917e-14,2.7386097656975164e-12,3.8877463450394985e-11,-8.16333243320199e-12,-6.812149000365e-20,2.257416957749669e-07,2.7386097656975164e-12,3.8877463450394985e-11,-1.0733555833186717e-07,1.1388175515624136e-10,-1.128598980098552e-07,-5.638221433139265e-09,-5.638221433012608e-09,-1.2219632139802498e-16,1.6101693204210665e-09,5.163259961508279e-21,-7.614715269741391e-13,1.6092743137984594e-09,8.667347628531668e-13,2.798316219671239e-13,5.097895721171502e-13,1.2886137618116775e-21,1.2219638145202864e-16
1000,8.98201798201798,548,101325.00000000004,2.7710000000000005e-08,0.066,0.5,0.4340000000000001,0.132,548.0,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.4314791585376976,0.0,0.0,0.47911695867842496,0.03560431627656163,0.011866270491933768,1.531048015025411e-11,0.04193329600007141,0.0,0.0016911086809099324,1.722747676212533e-11,0.5666486506088886,4.209273929689821e-09,9.230958789433554e-08,5.665033846947656e-08,8.41955944791967e-06,0.4312133263410845,3.2252362003794835e-05,2.200013417105852e-05,0.0003252002946676501,3.8054777558887283e-06,1.5989271425215778e-13,3.27539627488612e-09,5.508007908656782e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.516573807938694e-07,3.0331476144293115e-07,1.0110492040925182e-07,1.4479241048309318e-16,-2.022098409619998e-07,0.0,1.5353112199983154e-16,1.4134893093451056e-23,1.324173970174138e-18,1.4039625878142805e-22,2.001115337888285e-20,-2.4749243927586588e-21,2.4889864631720603e-21,1.5224751511939066e-16,1.0904243801494932e-22,3.207356898555475e-20,7.574361703667641e-22,-4.9514514479541385e-23,3.0444342798344195e-23,5.498927034779917e-24,-1.5357664037892247e-16,2.009445728196513e-07,1.516573807938694e-07,2.73404157019888e-07,-3.033141618690458e-07,-2.6229119356174753e-07,6.76913746230257e-11,8.880651721341592e-08,3.6261550170179215e-08,4.088717436638368e-08,3.6261550170179215e-08,1.0106461926648316e-07,1.0106461926648316e-07,-1.4479241048309318e-16,2.0212923954759774e-07,-1.047180052524969e-16,1.587161496505475e-19,-1.0192087852492296e-15,2.0212923823592632e-07,6.867068487597999e-14,2.4284086834412204e-12,3.4051283074389146e-11,-7.173643564642861e-12,-6.828040092496369e-20,2.0203276976254324e-07,2.4284086834412204e-12,3.4051283074389146e-11,-9.514154155452908e-08,9.646862695972365e-11,-1.0100845178229212e-07,-5.963378854722742e-09,-5.963378854725231e-09,-1.0920386830854847e-16,1.2659725531122076e-09,4.0655198880180814e-21,-5.995738853785362e-13,1.265268142348494e-09,6.814781155934002e-13,2.2166616551385155e-13,4.0073116717897083e-13,1.0115010548289528e-21,1.0920387380747552e-16
1000,8.98201798201798,548,101325.0,2.7710000000000005e-08,0.066,0.6,0.33399999999999996,0.11,548.0,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.3322856570826978,0.0,0.0,0.5815220523804929,0.03079657935275549,0.010265526443059218,1.5711675056236007e-11,0.045130184725283184,0.0,0.0014535167147751995,1.4388860256012436e-11,0.5477250297181389,3.954922569548374e-09,6.864828190457737e-08,4.469339590815269e-08,7.727403288936296e-06,0.450408162343548,3.037086272281381e-05,2.0351198969616352e-05,0.00030166781094603416,3.6035518888782182e-06,1.5394353694153928e-13,3.847495726770942e-09,4.9449237082666244e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3598472283361227e-07,2.719694455042586e-07,9.065648176258094e-08,1.512601869580008e-16,-1.8131296367941762e-07,0.0,3.5731085025357236e-16,-4.337930611681549e-23,-8.743282761968769e-19,1.9499708737711275e-21,1.1701521938301744e-17,-5.022640679421983e-20,5.4180330122223307e-20,3.7195868985852413e-16,9.863668362361696e-22,2.1100029133946174e-18,-5.798334145604987e-22,3.787970217610021e-22,-7.795477368060522e-22,-7.835126267314348e-24,-3.710811744785167e-16,1.803065813537979e-07,1.3598472283361227e-07,2.445605281330709e-07,-2.719689667913638e-07,-2.356749184952805e-07,5.886930486058127e-11,8.083400078881929e-08,3.215455782854973e-08,3.617582128222164e-08,3.215455782854973e-08,9.062141391251331e-08,9.062141391251331e-08,-1.512601869580008e-16,1.812428288313846e-07,-1.0176965300508301e-16,1.44316095919037e-19,-1.0024847104914787e-15,1.8124282730180846e-07,6.157480567923698e-14,2.1212913554805624e-12,2.967886027750061e-11,-6.154464054400994e-12,-6.615963248539872e-20,1.81160815629847e-07,2.1212913554805624e-12,2.967886027750061e-11,-8.449530358713537e-08,8.201204304268234e-11,-9.05744697195422e-08,-6.161178175445576e-09,-6.161178175499756e-09,-9.781819701534397e-17,1.0069446831620546e-09,3.246015842769e-21,-4.787128947604495e-13,1.0063823256196984e-09,5.420517972047299e-13,1.794107358297874e-13,3.195100882901818e-13,8.056523850466752e-22,9.781818918021772e-17
1000,8.98201798201798,548,101325.0,2.7710000000000005e-08,0.066,0.7,0.23400000000000004,0.09428571428571428,548.0,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.232961944357496,0.0,0.0,0.6831869129123852,0.027148539734719385,0.00904816945849585,1.600112775629188e-11,0.04765443352090242,0.0,0.0012760418385478545,1.22803702540859e-11,0.5331509181059271,3.743982741975522e-09,5.31437655726671e-08,3.6950706140398e-08,7.276466414827458e-06,0.465189216128894,2.8703891273348852e-05,1.8865876749510594e-05,0.0002806140918779028,3.429032481628903e-06,1.4803328416944686e-13,4.405997254983793e-09,4.483631095363573e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2312812078090186e-07,2.4625624142245033e-07,8.208541372306678e-08,1.5624115997327442e-16,-1.6417082760711256e-07,0.0,1.9248445156806887e-15,8.653705907478549e-23,-1.326634571002738e-18,-9.74826139710247e-22,-1.6892483946210915e-17,5.357483391383449e-20,-5.4157169065071834e-20,1.912747997008714e-15,-2.017257915974325e-21,3.408985978229308e-18,-1.2989173639041774e-21,7.853562928308152e-22,1.3458286672499444e-21,-2.095570441977844e-22,-1.91141654549758e-15,1.6335154967068609e-07,1.2312812078090186e-07,2.2074705465529107e-07,-2.462558500327262e-07,-2.1378493569977887e-07,5.168346950527153e-11,7.436512493180324e-08,2.8721949962649346e-08,3.2366960234291525e-08,2.8721949962649346e-08,8.205460153764041e-08,8.205460153764041e-08,-1.5624115997327442e-16,1.6410920406314904e-07,-9.787321140015921e-17,1.318713604649663e-19,-9.785630625396524e-16,1.6410920100629056e-07,5.575388588661128e-14,1.8649555589116986e-12,2.613530606174785e-11,-5.307327265670864e-12,-6.35625027423375e-20,1.640384421167514e-07,1.8649555589116986e-12,2.613530606174785e-11,-7.579090621357745e-08,7.076080095572038e-11,-8.201465292211049e-08,-6.294507509489341e-09,-6.294507509435184e-09,-8.8497956007015e-17,8.197377012065066e-10,2.6539123103133948e-21,-3.9138972406281644e-13,8.192779364264853e-10,4.412810240307474e-13,1.4886101474633246e-13,2.6092396964382154e-13,6.573816846296927e-22,8.84977464499708e-17
1000,8.98201798201798,548,101325.0,2.7710000000000005e-08,0.066,0.88,0.053999999999999986,0.075,548.0,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.0537984452164553,0.0,0.0,0.8655179155445213,0.02239497594938631,0.00746499197492111,1.641710958948326e-11,0.05082367129829882,0.0,0.0010448439848594364,9.539449057102648e-12,0.5146447500332358,3.4315721035088925e-09,3.591534340389923e-08,2.8099818571182942e-08,6.756634348630995e-06,0.4839727579328491,2.6059335479574082e-05,1.6475287647569186e-05,0.0002469281853011227,3.160389167116603e-06,1.3731839919908255e-13,5.403888168370786e-09,3.8195356812672856e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0458577420768015e-07,2.0917154826584657e-07,6.97238493360473e-08,1.6257208219641782e-16,-1.3944769883639126e-07,0.0,-5.976378912192579e-15,1.3896063010914208e-22,-5.340070016936367e-19,-2.722205409923496e-21,-1.3051798335343504e-17,-1.7455496158339011e-19,1.73539183791175e-19,-5.987883599266294e-15,-1.1782753889211133e-21,1.1970680922320343e-18,5.062049999301615e-22,5.750197726950655e-23,-2.455848581362939e-21,1.5077188471479398e-23,5.988416220520212e-15,1.3886158030729302e-07,1.0458577420768015e-07,1.8617012647236106e-07,-2.0917126572295522e-07,-1.8215442058440762e-07,4.1388391776387284e-11,6.517109813373231e-08,2.3673635271420303e-08,2.6933298360763617e-08,2.3673635271420303e-08,6.969912275279967e-08,6.969912275279967e-08,-1.6257208219641782e-16,1.3939824644420785e-07,-8.94626011607982e-17,1.1264761108177967e-19,-9.242904239388133e-16,1.3939825133091333e-07,4.735866932087087e-14,1.489903054015564e-12,2.1079186420636966e-11,-4.079787752386373e-12,-5.819145706993687e-20,1.3934268714076958e-07,1.489903054015564e-12,2.1079186420636966e-11,-6.330413817392713e-08,5.5558201727526114e-11,-6.966829113431876e-08,-6.419711162120182e-09,-6.419711162293721e-09,-7.509207804738448e-17,5.864504282291273e-10,1.9158594090491478e-21,-2.8254289135227354e-13,5.861185290982805e-10,3.157014445193689e-13,1.1066132083996556e-13,1.8800416632825613e-13,4.73160787043485e-22,7.509209312457295e-17
1000,8.98201798201798,548,101325.0,2.7710000000000005e-08,0.066,0.8,0.13399999999999995,0.0825,548.0,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.13345771837642964,0.0,0.0,0.7846218643980849,0.024281266727034945,0.008093755567550702,1.6253811748573718e-11,0.049545394914646164,0.0,0.0011360168662350974,1.0609536613825856e-11,0.5220999339053412,3.5597006445864237e-09,4.2328108387519646e-08,3.1431815988224754e-08,6.951846182897945e-06,0.4764074056974516,2.7157959075559108e-05,1.7462279628574537e-05,0.00026083854655296234,3.271600056017904e-06,1.4183767037407025e-13,4.9633705466965394e-09,4.0879005729312674e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1207823705392141e-07,2.241564739471179e-07,7.471882457018863e-08,1.6002221598524347e-16,-1.4943764929804756e-07,0.0,2.7704133098237876e-15,-2.1675195801619266e-23,1.8492005418109972e-18,1.5735167661127523e-21,7.084901208190187e-19,4.736767059723657e-20,-4.3642049118297734e-20,2.7688088133207533e-15,-1.6241133949917504e-21,-5.031683457864195e-19,2.096561787231831e-21,-1.9920835595749712e-22,-1.1195391985951123e-21,-2.3214052679186103e-25,-2.770664228264215e-15,1.4876234621539686e-07,1.1207823705392141e-07,2.001430890484509e-07,-2.2415614970505365e-07,-1.9494781039344734e-07,4.5497273810390255e-11,6.890212036989447e-08,2.5711661791586204e-08,2.911664618844177e-08,2.5711661791586204e-08,7.469166962040555e-08,7.469166962040555e-08,-1.6002221598524347e-16,1.493833402015535e-07,-9.311289998198118e-17,1.2047542588776442e-19,-9.48194630058348e-16,1.493833363119812e-07,5.07509709616398e-14,1.6401764677270013e-12,2.309792496998884e-11,-4.5671804973504115e-12,-6.050838921121532e-20,1.4932178522982768e-07,1.6401764677270013e-12,2.309792496998884e-11,-6.834379589368321e-08,6.155385281779828e-11,-7.465727071737457e-08,-6.375028676505434e-09,-6.375028676461792e-09,-8.050573031108273e-17,6.756839704055132e-10,2.19860777288805e-21,-3.242420642239876e-13,6.753030826507097e-10,3.637366336340871e-13,1.2538934640753414e-13,2.1592333488912217e-13,5.436614879096553e-22,8.050573007894222e-17
1000,8.98201798201798,548,101325.0,2.7710000000000005e-08,0.066,0.9,0.033999999999999975,0.07333333333333332,548.0,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.03387550905573434,0.0,0.0,0.8857201563848266,0.02196899016453344,0.0073229967132830516,1.645460123376307e-11,0.05111234766516806,0.0,0.0010243045191140065,9.300114369333627e-12,0.5129518980817231,3.4016595066467257e-09,3.454167549336804e-08,2.7374624431048722e-08,6.714106524474906e-06,0.4856906011932957,2.579977524249751e-05,1.6243178988418356e-05,0.00024365663516997749,3.134222453834832e-06,1.362311855677676e-13,5.5136169135679e-09,3.75774464751698e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0286056441936557e-07,2.057211286851139e-07,6.857370950007738e-08,1.631510818386449e-16,-1.3714741911145616e-07,0.0,1.7719106950109172e-15,-1.7884078501862918e-22,4.607955334565573e-17,-2.1268899016722228e-21,-9.425147362335412e-18,-5.910701785058915e-20,5.703493041614381e-20,1.710466437600914e-15,5.5301064557835315e-21,-5.676927329609877e-18,9.900966589484759e-21,2.234285920339619e-21,3.258298791017501e-21,1.329313383092598e-22,-1.7566560639296725e-15,1.3658089020889995e-07,1.0286056441936557e-07,1.8295188018134406e-07,-2.0572085531307896e-07,-1.792065367826142e-07,4.045127417072833e-11,6.430981449249018e-08,2.32044177181157e-08,2.6432629999483985e-08,2.32044177181157e-08,6.854953662350099e-08,6.854953662350099e-08,-1.631510818386449e-16,1.3709907417999684e-07,-8.856470413586294e-17,1.1082772899127506e-19,-9.183333604170474e-16,1.3709907137338107e-07,4.657755640910697e-14,1.4555217882078916e-12,2.061862363611666e-11,-3.969134934565096e-12,-5.762436193707246e-20,1.3704486621846251e-07,1.4555217882078916e-12,2.061862363611666e-11,-6.214526940029177e-08,5.420691157461557e-11,-6.851950258850068e-08,-6.4284400997855876e-09,-6.4284400998426225e-09,-7.384615875642242e-17,5.668500269132935e-10,1.853674730285372e-21,-2.7337203489965994e-13,5.665289025562112e-10,3.051503052104493e-13,1.0740552322329654e-13,1.8186671847351073e-13,4.576692926916483e-22,7.384629168776073e-17
1000,8.98201798201798,573,101324.9637873527,2.7710000000000005e-08,0.066,0.1,0.8340000000000001,0.66,573.0,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.8213166961729015,0.0,0.0,0.051433353762673065,0.09341417793081802,0.031131608138517456,1.9638867082916612e-11,0.0027041639754511733,0.0,0.0024842815986572805,1.615976392238716e-11,0.9620094786978494,5.187041338516416e-09,2.9256098821703954e-07,5.490943872230471e-08,1.0745496984939186e-05,0.035463088229141834,3.694260061416504e-06,1.1153144988660808e-06,1.7399154424915472e-05,1.716911500935775e-06,1.7580776840969754e-14,1.1209371801598168e-09,8.126542297498883e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.286283241030823e-08,6.480195932262447e-08,2.1890004565406603e-08,7.630055110120257e-17,-4.546465311903534e-08,0.0,-2.590566960012878e-09,1.645318534083173e-14,1.0865588580468315e-12,4.894922264606111e-12,9.177947878845464e-10,1.3386337984309661e-12,1.72744031363852e-11,5.238230394664464e-13,-4.428240073472606e-12,1.6532436183564107e-09,-1.3346205690732937e-12,8.2248162149385e-15,6.2848358633916744e-18,2.9716240943600463e-16,-5.952709648402927e-13,4.5256875308452735e-08,3.286283241030823e-08,4.508362256680385e-08,-6.480179249885447e-08,-5.988190934692488e-08,5.719966466375565e-12,3.650456398292913e-08,7.428806952712555e-10,5.825399390724366e-09,7.428806952712555e-10,2.1905210636994062e-08,2.1905210636994062e-08,-7.630055110120257e-17,4.3810421276828835e-08,-2.048526940645083e-18,2.1774395192162437e-20,-4.7201952470257406e-17,4.380989707120087e-08,2.7358584139899886e-14,3.6808045448396025e-14,3.2792912997114196e-12,5.9755694112580536e-15,-2.3412013716611904e-21,4.379919621367587e-08,3.6808045448396025e-14,3.2792912997114196e-12,-2.1001888467019297e-08,1.1296128489835332e-11,-2.1897321473851586e-08,-8.881160983873022e-10,-9.053905015236873e-10,2.5705732722216355e-16,2.0792319455253218e-10,2.209426174654897e-21,-1.6682376997505797e-13,2.077778105826156e-10,1.2416141097030647e-13,1.0695378501544084e-13,9.750562595608467e-14,4.17862774788468e-22,4.0105082213841006e-17
1000,8.98201798201798,573,101325.0,2.7710000000000005e-08,0.066,0.2,0.7339999999999999,0.33,573.0,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.7239008889344634,0.0,0.0,0.15470234064232655,0.08442693704951804,0.02813767553851119,3.3701826217140324e-11,0.00883215780147885,0.0,0.0024150328888585143,1.886543923002038e-11,0.9093812637873234,5.869565838863181e-09,2.570937746918002e-07,5.3047899435145896e-08,1.0678418848514516e-05,0.0881041455237429,1.0180913191423317e-05,3.5419581970727614e-06,5.231695053962823e-05,2.8943242230564898e-06,5.26440691550829e-14,2.7079802843903153e-09,1.962649693753145e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.340963070889232e-08,1.868192612266481e-07,6.227308697973998e-08,1.8975900518352655e-16,-1.2454617421010928e-07,0.0,-2.4777588197718004e-15,4.130432051307907e-21,-2.9015877179831167e-18,-3.75924384924189e-20,1.3655494598719406e-18,1.1932708993342963e-18,-1.2930239181245163e-18,-2.414216959093792e-15,-7.676573843177276e-22,5.810980001288181e-17,2.7491460749299247e-21,6.70645728915317e-21,3.523357953540878e-21,-1.790348506149005e-22,2.4171649595560014e-15,1.2390574146774698e-07,9.340963070889232e-08,1.351691011556458e-07,-1.8681877713832163e-07,-1.6860965936170465e-07,2.0720992867465864e-11,9.509618450929717e-08,5.641926764408312e-09,1.8166081596280994e-08,5.641926764408312e-09,6.22613269254332e-08,6.22613269254332e-08,-1.8975900518352655e-16,1.2452265407628712e-07,-1.6095327088490933e-17,8.465598862915869e-20,-3.231684971565312e-16,1.2452265607532098e-07,7.776148918942544e-14,3.0500474212888274e-13,1.115759437147782e-11,-2.323339542456601e-13,-1.7488915271152763e-20,1.244766644537065e-07,3.0500474212888274e-13,1.115759437147782e-11,-5.967711466000406e-08,4.5989204449511245e-11,-6.222709777519071e-08,-2.595972319735891e-09,-2.595972318442867e-09,-1.1377137436260906e-16,6.409030869614097e-10,6.411364470221015e-21,-4.840883264499954e-13,6.404327423622746e-10,3.827833295146683e-13,2.865283912264186e-13,2.850074429711684e-13,1.2190518428293352e-21,1.1377119532775847e-16
1000,8.98201798201798,573,101325.00000000004,2.7710000000000005e-08,0.066,0.29999999999999993,0.6339999999999998,0.22000000000000006,573.0,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.6261612153580451,0.0,0.0,0.2581810530606348,0.07566352985862554,0.02521770635377668,4.1713874857171e-11,0.014776495327203985,0.0,0.0022351483218054973,1.9290893261508766e-11,0.8677503512609043,6.1736260722730005e-09,2.1328895359529554e-07,4.649947880439957e-08,1.0112996074157508e-05,0.1298756134936676,1.4406908066529333e-05,5.484974044728485e-06,7.837505905072984e-05,3.460362422081646e-06,8.137656282883139e-14,4.115686293821769e-09,2.677652684732035e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3353020941634911e-07,2.670604185883705e-07,8.90201393778766e-08,2.798594299037177e-16,-1.7804027903360678e-07,0.0,-5.398421192691869e-16,-2.561437591773913e-22,3.7813272204704824e-19,2.5605936346731995e-21,-3.5531549829660204e-17,-3.0135844076531904e-20,2.747893994901158e-20,-5.774084899787452e-16,9.952955804800187e-23,-1.6204368719126299e-18,2.866241911884741e-22,6.0826209356204035e-22,7.9221299894797e-22,1.656132021609126e-22,5.770264499953928e-16,1.7712279949929691e-07,1.3353020941634911e-07,1.996849948359405e-07,-2.670597494479864e-07,-2.3995275161932026e-07,3.390578666418212e-11,1.2840730450369035e-07,1.1297678217203252e-08,2.703793076773604e-08,1.1297678217203252e-08,8.900131486355293e-08,8.900131486355293e-08,-2.798594299037177e-16,1.7800263027566358e-07,-3.6886365851123307e-17,1.4557569161732063e-19,-6.741214163670204e-16,1.78002630024654e-07,1.1115848567470721e-13,6.465765654736809e-13,1.758061928997365e-11,-6.88601725714646e-13,-3.8620990151776726e-20,1.7792761661703347e-07,6.465765654736809e-13,1.758061928997365e-11,-8.50240375338734e-08,7.50128305940738e-11,-8.894512654727989e-08,-3.996101844003187e-09,-3.996101844030666e-09,-1.6234048178618706e-16,9.181293983816709e-10,8.86233764733223e-21,-6.691403841372513e-13,9.174795343099004e-10,5.484289636730474e-13,3.7525699846349686e-13,3.951561600430428e-13,1.6871419733564929e-21,1.6234064739938922e-16
