Distance (mm),T (K),P (Pa),V (M^3/s),X_nh3 initial,X_o2 initial,X_he initial,(NH3/O2),T (K) final,Rtol,Atol,reactor type,energy on?,He,Ar,Ne,O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),X(1),HX(9),OX(10),HOX(13),H2OX(14),N2X2(25),NN_ads(26),NO_ads(27),H2NX(28),H3NX(29),NH_ads(51),N_ads(64),HNOX(67),NO2JX(74),NOX2(82),He ROP [kmol/m^3 s],Ar ROP [kmol/m^3 s],Ne ROP [kmol/m^3 s],O2(2) ROP [kmol/m^3 s],H2O(3) ROP [kmol/m^3 s],N2(4) ROP [kmol/m^3 s],NO(5) ROP [kmol/m^3 s],NH3(6) ROP [kmol/m^3 s],N2O(7) ROP [kmol/m^3 s],He surface ROP [kmol/m^2 s],Ar surface ROP [kmol/m^2 s],Ne surface ROP [kmol/m^2 s],O2(2) surface ROP [kmol/m^2 s],H2O(3) surface ROP [kmol/m^2 s],N2(4) surface ROP [kmol/m^2 s],NO(5) surface ROP [kmol/m^2 s],NH3(6) surface ROP [kmol/m^2 s],N2O(7) surface ROP [kmol/m^2 s],X(1) ROP [kmol/m^2 s],HX(9) ROP [kmol/m^2 s],OX(10) ROP [kmol/m^2 s],HOX(13) ROP [kmol/m^2 s],H2OX(14) ROP [kmol/m^2 s],N2X2(25) ROP [kmol/m^2 s],NN_ads(26) ROP [kmol/m^2 s],NO_ads(27) ROP [kmol/m^2 s],H2NX(28) ROP [kmol/m^2 s],H3NX(29) ROP [kmol/m^2 s],NH_ads(51) ROP [kmol/m^2 s],N_ads(64) ROP [kmol/m^2 s],HNOX(67) ROP [kmol/m^2 s],NO2JX(74) ROP [kmol/m^2 s],NOX2(82) ROP [kmol/m^2 s],NH3(6) + X(1) <=> H3NX(29) ROP [kmol/m^2 s],O2(2) + 2 X(1) <=> 2 OX(10) ROP [kmol/m^2 s],H3NX(29) + OX(10) <=> H2NX(28) + HOX(13) ROP [kmol/m^2 s],H2O(3) + X(1) <=> H2OX(14) ROP [kmol/m^2 s],H2OX(14) + OX(10) <=> 2 HOX(13) ROP [kmol/m^2 s],H3NX(29) + HOX(13) <=> H2NX(28) + H2OX(14) ROP [kmol/m^2 s],H2NX(28) + OX(10) <=> HOX(13) + NH_ads(51) ROP [kmol/m^2 s],2 H2NX(28) <=> H3NX(29) + NH_ads(51) ROP [kmol/m^2 s],H2NX(28) + HOX(13) <=> H2OX(14) + NH_ads(51) ROP [kmol/m^2 s],2 H2NX(28) <=> H3NX(29) + NH_ads(51) ROP [kmol/m^2 s],NH_ads(51) + OX(10) <=> HNOX(67) + X(1) ROP [kmol/m^2 s],NH_ads(51) + OX(10) <=> HNOX(67) + X(1) ROP [kmol/m^2 s],NO(5) + X(1) <=> NO_ads(27) ROP [kmol/m^2 s],HNOX(67) + OX(10) <=> HOX(13) + NO_ads(27) ROP [kmol/m^2 s],H2NX(28) + HNOX(67) <=> H3NX(29) + NO_ads(27) ROP [kmol/m^2 s],HNOX(67) + HOX(13) <=> H2OX(14) + NO_ads(27) ROP [kmol/m^2 s],HNOX(67) + NH_ads(51) <=> H2NX(28) + NO_ads(27) ROP [kmol/m^2 s],NO_ads(27) + X(1) <=> NOX2(82) ROP [kmol/m^2 s],NH_ads(51) + OX(10) <=> HOX(13) + N_ads(64) ROP [kmol/m^2 s],H2NX(28) + NH_ads(51) <=> H3NX(29) + N_ads(64) ROP [kmol/m^2 s],HOX(13) + NH_ads(51) <=> H2OX(14) + N_ads(64) ROP [kmol/m^2 s],H2NX(28) + N_ads(64) <=> 2 NH_ads(51) ROP [kmol/m^2 s],HNOX(67) + N_ads(64) <=> NH_ads(51) + NO_ads(27) ROP [kmol/m^2 s],NOX2(82) <=> N_ads(64) + OX(10) ROP [kmol/m^2 s],H2NX(28) + NH_ads(51) <=> H3NX(29) + N_ads(64) ROP [kmol/m^2 s],HOX(13) + NH_ads(51) <=> H2OX(14) + N_ads(64) ROP [kmol/m^2 s],N2(4) + 2 X(1) <=> N2X2(25) ROP [kmol/m^2 s],NOX2(82) + N_ads(64) <=> N2X2(25) + OX(10) ROP [kmol/m^2 s],N2X2(25) <=> 2 N_ads(64) ROP [kmol/m^2 s],N2(4) + X(1) <=> NN_ads(26) ROP [kmol/m^2 s],NN_ads(26) + X(1) <=> N2X2(25) ROP [kmol/m^2 s],NO_ads(27) + OX(10) <=> NO2JX(74) + X(1) ROP [kmol/m^2 s],HX(9) + OX(10) <=> HOX(13) + X(1) ROP [kmol/m^2 s],HOX(13) + HX(9) <=> H2OX(14) + X(1) ROP [kmol/m^2 s],H2O(3) + 2 X(1) <=> HOX(13) + HX(9) ROP [kmol/m^2 s],NH3(6) + 2 X(1) <=> H2NX(28) + HX(9) ROP [kmol/m^2 s],H3NX(29) + X(1) <=> H2NX(28) + HX(9) ROP [kmol/m^2 s],H2NX(28) + X(1) <=> HX(9) + NH_ads(51) ROP [kmol/m^2 s],NH_ads(51) + X(1) <=> HX(9) + N_ads(64) ROP [kmol/m^2 s],HNOX(67) + X(1) <=> HX(9) + NO_ads(27) ROP [kmol/m^2 s],HNOX(67) + OX(10) <=> HX(9) + NO2JX(74) ROP [kmol/m^2 s]
0,598,101324.99999999996,2.771e-08,0.066,0.13151515151515153,0.8024848484848484,0.5018433179723502,598.0,1e-11,1e-22,IdealGasReactor,off,0.8024848484848485,0.0,0.0,0.13151515151515156,0.0,0.0,0.0,0.06600000000000002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012770906089898216,0.0,0.0,0.0,-0.290909575776303,0.0,-0.3174340860990779,0.000982698142978471,0.025541812179796432,0.0,0.0,0.0,0.0,0.0,0.000982698142978471,0.28992687763332453,0.0,0.0,0.0,0.0,0.0,0.28992687763332453,0.012770906089898216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000982698142978471,0.0,0.0,0.0,0.0,0.0
0.009,598,101324.99999960278,2.771e-08,0.066,0.13151515151515153,0.8024848484848484,0.5018433179723502,598.0,1e-11,1e-22,IdealGasReactor,off,0.8027743188719589,0.0,0.0,0.13119345892767695,2.0217263063475164e-05,1.59867511627091e-08,2.554259394628491e-19,0.06601198895054933,0.0,0.5780624027487956,3.4250146144056805e-07,0.40875440462288826,1.6922238263241652e-07,8.827134418443432e-08,1.0194705622460659e-08,1.5653250305282604e-08,0.00025405342181851313,0.0009996325476978457,0.003592192379508065,0.008316275116407113,4.1447693678174334e-06,1.0445669457979105e-11,4.733494846177085e-14,1.6268539879770322e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00425689964727517,0.00023066384459958914,1.4598693577965343e-07,3.0040289831805056e-18,-0.0001656030214096385,0.0,-0.008429864957788403,-1.4755281934648034e-08,0.008263881853168764,-1.0322149454143512e-09,-2.705436856360313e-07,-4.260280566278315e-09,-6.295133284950954e-09,1.8573079285084804e-05,-7.21662246739063e-06,-5.119046923997636e-05,0.00020404290229612666,1.711750995592014e-07,2.564731269174397e-13,5.1073772624346254e-15,9.520931307945327e-07,-0.00011230430069547603,0.00425689964727517,0.00010172609859276436,-0.00023017695372667385,-0.00017707090110388022,8.283491424322991e-07,8.332727003500209e-06,8.191515319645489e-05,5.186244853743579e-05,8.191515319645489e-05,9.868529029718798e-06,9.868529029718798e-06,-3.0040289831805056e-18,1.9737057730984236e-05,4.2337302381023306e-14,8.029339126224366e-16,-3.893992115439421e-16,1.1639785127692814e-06,2.1534113632061474e-11,1.0914612418075757e-08,7.235562225308547e-08,-3.304888545210452e-08,-5.251852315004609e-20,2.1179379134470115e-07,1.0914612418075757e-08,7.235562225308547e-08,-1.4596060758172036e-07,9.159063004758559e-11,-1.3533993129837657e-07,-2.6328197933066498e-11,6.268805087017887e-09,-2.391165214845118e-14,0.00027766726494152553,1.1980427621891924e-14,-4.868908729153084e-07,0.00027790732210511453,1.8385646938690272e-07,1.7680068222479727e-08,3.0541872533189435e-08,2.1041858930567595e-16,2.9019029410885804e-14
0.018,598,101325.0,2.771e-08,0.066,0.13151515151515153,0.8024848484848484,0.5018433179723502,598.0,1e-11,1e-22,IdealGasReactor,off,0.802685178080466,0.0,0.0,0.1308457683541712,0.0006864604826116338,0.0002220978063766079,1.9295536001705416e-13,0.06556049527618163,0.0,0.01652983851386513,7.248251453417118e-10,0.8119330743801085,3.098301928455926e-08,1.4278628771905026e-08,1.5780901603012265e-07,8.470622730664766e-06,0.17001090379177833,0.00010640899750123985,0.00010185514146429687,0.000980909177190977,1.711300544395238e-05,1.6058780302295244e-12,2.20003270898109e-09,0.00031122037278898183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4695440646644073e-06,6.939088127229146e-06,2.3130293747858405e-06,2.0096684284435893e-15,-4.626058751421322e-06,0.0,-6.334659562851584e-15,-2.2840023375457884e-20,3.3201988182491556e-17,1.375676681914378e-19,9.064861898220797e-17,-1.4653669987499396e-19,-2.863434582862565e-19,-6.404357668916404e-15,3.8062282909275685e-20,-1.252765000229939e-16,7.788569796616212e-20,-1.1806348882969364e-20,-6.131313783940665e-20,-1.949479708016603e-21,6.3704335833070215e-15,4.3708779611899284e-06,3.4695440646644073e-06,6.222053019666572e-06,-6.938899889717295e-06,-5.921294706667046e-06,4.297550953553421e-09,1.760876948822006e-06,9.276836105445433e-07,1.0101843452456912e-06,9.276836105445433e-07,2.311064988292676e-06,2.311064988292676e-06,-2.0096684284435893e-15,4.622130001212452e-06,-3.3124310782443994e-15,2.2576476924956984e-17,-2.8016714074985118e-14,4.622129980980105e-06,5.042297248986306e-12,1.3695865168496292e-10,1.5616434572231804e-09,-4.235768172169312e-10,-4.143043121328843e-18,4.614899944105776e-06,1.3695865168496292e-10,1.5616434572231804e-09,-2.2985358984529997e-06,7.230030503895653e-09,-2.305799344281512e-06,-1.4493476332840878e-08,-1.4493476332554534e-08,-6.682977298454445e-15,2.553178219886993e-07,4.630963954234869e-18,-1.882375118507286e-10,2.551807902313935e-07,1.6852577510519164e-10,5.378519027986914e-11,1.0295162470659554e-10,6.976010623677801e-19,6.682975348974737e-15
0.026999999999999996,598,101324.99999999996,2.771e-08,0.066,0.13151515151515153,0.8024848484848484,0.5018433179723502,598.0,1e-11,1e-22,IdealGasReactor,off,0.8025967316464006,0.0,0.0,0.13050078609778953,0.0013475140362385423,0.0004424497315465708,3.849613882427761e-13,0.06511251848764002,0.0,0.016488869704374905,7.199360724776576e-10,0.8127838237948386,3.089317325866313e-08,2.574840357102209e-08,1.6372340769671346e-07,8.80993209059749e-06,0.16921300918045795,0.00010585052048329718,0.00010090825767261186,0.0009724644547306966,1.7048162727435497e-05,1.5920494942735633e-12,2.1974482369401002e-09,0.0003089927086630282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.44327994839838e-06,6.886559894796316e-06,2.295519963927268e-06,2.000225439334636e-15,-4.591039929862737e-06,0.0,3.2350612887453245e-16,-1.6845640400460802e-21,-9.277219592539668e-18,8.655607207173042e-21,1.9481757786848908e-20,2.922263668027336e-20,-2.856089219023094e-20,3.3172867474022397e-16,3.076271773387639e-22,-1.4844583272876635e-18,-1.1784260575674784e-20,3.104408838911513e-21,-5.865234709518049e-23,1.1770751654528123e-22,-3.222586346316841e-16,4.338854028637304e-06,3.44327994839838e-06,6.170663905793798e-06,-6.886373767366478e-06,-5.877068415436182e-06,4.244981565480082e-09,1.7534783349338657e-06,9.179756372464258e-07,1.0019729374083727e-06,9.179756372464258e-07,2.2935797648340397e-06,2.2935797648340397e-06,-2.000225439334636e-15,4.587159554021186e-06,-3.2661590712299465e-15,2.2308472684469918e-17,-2.7738997056810807e-14,4.5871595273361265e-06,5.004147824499558e-12,1.3506753847719568e-10,1.5437164647878567e-09,-4.160152456121896e-10,-4.088116783516198e-18,4.580008415900142e-06,1.3506753847719568e-10,1.5437164647878567e-09,-2.281100722880247e-06,7.151111758243342e-09,-2.2883688521690255e-06,-1.4419241047021147e-08,-1.4419241046992586e-08,-6.633138806280288e-15,2.5232151133585185e-07,4.579050611002285e-18,-1.8612742983787186e-10,2.521859012254334e-07,1.665475831569869e-10,5.337053574725437e-11,1.0181279210047538e-10,6.899598578573539e-19,6.6331389239878044e-15
0.036,598,101325.0,2.771e-08,0.066,0.13151515151515153,0.8024848484848484,0.5018433179723502,598.0,1e-11,1e-22,IdealGasReactor,off,0.8025089748656873,0.0,0.0,0.13015849381045516,0.0020034130824515433,0.0006610834818044313,5.760240861799173e-13,0.06466803475902531,0.0,0.01644781015084929,7.150758532012178e-10,0.8136302193353799,3.080351312482441e-08,3.7071287128904634e-08,1.6951946272728566e-07,9.144596868021901e-06,0.16841947078951025,0.00010529387859623324,9.996967576763254e-05,0.0009640892708947513,1.698348309927072e-05,1.5783388842693606e-12,2.194886280130651e-09,0.0003067785132314986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4171814035632973e-06,6.834362805356467e-06,2.278120934012026e-06,1.9908340309458258e-15,-4.556241870210522e-06,0.0,4.293186059054036e-14,-2.1735812199568018e-21,-7.071301811378247e-17,2.6970042020121585e-19,-2.223021029409966e-16,-1.3548291991332534e-18,2.7138819824742025e-18,4.2904102606174785e-14,8.497630956401228e-20,1.20995535717922e-16,-1.5880398222961143e-19,-4.1708928026761314e-20,-3.3015792599683876e-20,2.575328095464345e-21,-4.283203631096755e-14,4.307019884072089e-06,3.4171814035632973e-06,6.119629309724883e-06,-6.834178766809132e-06,-5.833118272195454e-06,4.193023602297982e-09,1.7460813295918251e-06,9.083503205149758e-07,9.938154977188238e-07,9.083503205149758e-07,2.276204630356902e-06,2.276204630356902e-06,-1.9908340309458258e-15,4.552409284795922e-06,-3.2205355178447824e-15,2.204356835399556e-17,-2.7463846044358124e-14,4.552409215818898e-06,4.9662385937109976e-12,1.3320071062410578e-10,1.5259865218412933e-09,-4.0858362122504197e-10,-4.033919937724426e-18,4.545336295897856e-06,1.3320071062410578e-10,1.5259865218412933e-09,-2.2637755213173496e-06,7.072962753077939e-09,-2.271047971260307e-06,-1.4345412694676295e-08,-1.4345412697390177e-08,-6.5836017254864554e-15,2.493561869786642e-07,4.52765886016287e-18,-1.84038547335039e-10,2.492219861384334e-07,1.645898545750077e-10,5.2957906218447456e-11,1.0068504701110823e-10,6.823915344253158e-19,6.583604300814551e-15
0.045,598,101324.99999999996,2.771e-08,0.066,0.13151515151515153,0.8024848484848484,0.5018433179723502,598.0,1e-11,1e-22,IdealGasReactor,off,0.8024219030420765,0.0,0.0,0.12981887317460405,0.002654192721290467,0.0008780107572024885,7.661491777580254e-13,0.06422702030406036,0.0,0.016406662929813257,7.102444726079318e-10,0.8144722678266632,3.071404153286357e-08,4.8248378715290655e-08,1.7519841907508067e-07,9.474652976498211e-06,0.16763027906949313,0.00010473908638345517,9.903934852766628e-05,0.0009557832618234883,1.6918968392229832e-05,1.5647454899502556e-12,2.1923467915131885e-09,0.00030457779093173297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3912484132062606e-06,6.782496825179335e-06,2.2608322736820272e-06,1.981494090307675e-15,-4.521664549675133e-06,0.0,4.278606366806567e-14,1.3812546250398665e-20,-2.570212444581324e-16,6.699198783143281e-20,-7.538186654748591e-16,1.7283707288723998e-18,2.868975038605445e-18,4.236445405089125e-14,-4.189375765722717e-20,5.819772591376012e-17,-2.558858151020473e-19,2.4803010667402535e-20,3.255033941101046e-20,2.86327904498804e-23,-4.2102019905758064e-14,4.275375689986698e-06,3.3912484132062606e-06,6.068948897961926e-06,-6.78231485444253e-06,-5.789444275006334e-06,4.141671603846768e-09,1.738686432543433e-06,8.988074097158987e-07,9.857120030779702e-07,8.988074097158987e-07,2.258939576473444e-06,2.258939576473444e-06,-1.981494090307675e-15,4.517879176760805e-06,-3.175552284576296e-15,2.1781735043232402e-17,-2.719124528823513e-14,4.5178791086009085e-06,4.9285695383115e-12,1.3135792395167576e-10,1.5084519871511367e-09,-4.0127994409221405e-10,-3.980444023832959e-18,4.51088357135694e-06,1.3135792395167576e-10,1.5084519871511367e-09,-2.246560283327464e-06,6.995579345988589e-09,-2.253836694340636e-06,-1.42719903545631e-08,-1.4271990357432075e-08,-6.534371694136003e-15,2.464216635962157e-07,4.476785563177478e-18,-1.8197073680519423e-10,2.4628885968843567e-07,1.62652466875741e-10,5.254731662421269e-11,9.956833052928917e-11,6.74895740377195e-19,6.534371722768793e-15
0.054,598,101324.99999999999,2.771e-08,0.066,0.13151515151515153,0.8024848484848484,0.5018433179723502,598.0,1e-11,1e-22,IdealGasReactor,off,0.8023355114876873,0.0,0.0,0.12948190590531525,0.0032998879902444837,0.0010932432369407483,9.553423645107567e-13,0.06378945137885673,0.0,0.016365431100000227,7.054419122884344e-10,0.8153099764166941,3.062476108218129e-08,5.9280781682603166e-08,1.8076151742695356e-07,9.800136450084517e-06,0.16684542417162984,0.0001041861580312723,9.811722837380803e-05,0.0009475460603641615,1.68546204020372e-05,1.5512685976519492e-12,2.189829722843349e-09,0.0003023905441716011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3654809358247333e-06,6.730961869995885e-06,2.2436539555074686e-06,1.9722055009038675e-15,-4.4873079132010285e-06,0.0,1.2358028376598345e-14,1.3083889566275329e-20,-1.2263724464197357e-16,-4.666543402996124e-20,-3.213710764518596e-16,1.5479527111072339e-18,3.556314151161483e-19,1.2252940042857159e-14,8.1782830175235e-21,8.474672323270332e-17,-1.7268374979082445e-19,6.381367553601587e-20,9.069253401473663e-21,-5.0003557911452665e-22,-1.2127515366222876e-14,4.243921579016353e-06,3.3654809358247333e-06,6.018622287239721e-06,-6.730781946126649e-06,-5.746046380570949e-06,4.090920111135928e-09,1.7312941380125466e-06,8.89346644488402e-07,9.776624226613003e-07,8.89346644488402e-07,2.241784578423322e-06,2.241784578423322e-06,-1.9722055009038675e-15,4.483569180395311e-06,-3.1312013049875524e-15,2.1522943919903706e-17,-2.6921178934195526e-14,4.483569142621491e-06,4.8911406042702444e-12,1.2953893481612453e-10,1.4911112179712712e-09,-3.941022369039318e-10,-3.927680542127162e-18,4.476650197421677e-06,1.2953893481612453e-10,1.4911112179712712e-09,-2.2294549824296e-06,6.918957327329058e-09,-2.2367349981820433e-06,-1.4198973077868908e-08,-1.419897307822454e-08,-6.485441883025792e-15,2.4351775345723326e-07,4.426427545230326e-18,-1.7992386923630044e-10,2.4338633418467505e-07,1.607352959857511e-10,5.213878134810255e-11,9.846258279129935e-11,6.674721168211401e-19,6.485441382990213e-15
0.06299999999999999,598,101325.0,2.771e-08,0.066,0.13151515151515153,0.8024848484848484,0.5018433179723502,598.0,1e-11,1e-22,IdealGasReactor,off,0.8022497955235416,0.0,0.0,0.12914757375240435,0.003940533860239718,0.0013067925780372775,1.1436093253402003e-12,0.06335530428463355,0.0,0.016324117703281973,7.006681504484759e-10,0.8161433526363403,3.053567432447081e-08,7.016960315896021e-08,1.8621000071294898e-07,1.0121083429926872e-05,0.1660648958869187,0.00010363510737924846,9.720326739441448e-05,0.0009393772962843517,1.6790440884651853e-05,1.5379074904709509e-12,2.1873350238031392e-09,0.0003002167732667291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3398789063646573e-06,6.679757813153207e-06,2.226585935463802e-06,1.962968141951719e-15,-4.453171872932465e-06,0.0,-7.498851609348404e-14,7.251189744121803e-20,-8.909686481166267e-16,-2.790741533241325e-20,-2.4066747130336436e-15,2.119191730735534e-17,-6.206253417924111e-18,-7.732722919740407e-14,7.631335686866953e-20,-8.98286671966708e-16,-1.0158166309298168e-18,3.4068839735037785e-19,1.645019704108181e-20,3.251792018445655e-21,7.823801904251714e-14,4.212657653262543e-06,3.3398789063646573e-06,5.968649046441449e-06,-6.67957991533897e-06,-5.702924505880213e-06,4.040763668442888e-09,1.7239049349388787e-06,8.79967755126255e-07,9.696667182164995e-07,8.79967755126255e-07,2.2247395957230724e-06,2.2247395957230724e-06,-1.962968141951719e-15,4.449479214732369e-06,-3.0874745789913984e-15,2.1267166216979916e-17,-2.665363102016679e-14,4.4494792668103855e-06,4.853951703251602e-12,1.2774350018108896e-10,1.4739625707474861e-09,-3.870485450818263e-10,-3.87562105282761e-18,4.4426360961529124e-06,1.2774350018108896e-10,1.4739625707474861e-09,-2.212459575581254e-06,6.843092419454057e-09,-2.2197428430593336e-06,-1.4126359882548244e-08,-1.412635987634199e-08,-6.436810174573456e-15,2.406442665623165e-07,4.376581597571198e-18,-1.7789781423657933e-10,2.4051421966992225e-07,1.5883821633575894e-10,5.173231423967312e-11,9.736774303095879e-11,6.60120298030108e-19,6.436813426365475e-15
0.07199999999999998,598,101324.99999999996,2.771e-08,0.066,0.13151515151515153,0.8024848484848484,0.5018433179723502,598.0,1e-11,1e-22,IdealGasReactor,off,0.802164750480095,0.0,0.0,0.1288158585024669,0.004576165231726271,0.0015186704140110663,1.330955716274006e-12,0.06292455537036994,0.0,0.01628272576069274,6.959231618076127e-10,0.8169724042344065,3.0446783757603865e-08,8.091595371948712e-08,1.9154511377762286e-07,1.0437530162296124e-05,0.16528868381487247,0.00010308594790026371,9.629741733981291e-05,0.000931276596197747,1.6726431563229352e-05,1.5246614485537829e-12,2.1848626442039834e-09,0.00029805647670298453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.314442235197036e-06,6.628884468726918e-06,2.2096281551153457e-06,1.9537818903965e-15,-4.419256312567996e-06,0.0,-3.819760678345032e-14,1.221137156312156e-19,-1.010081463097205e-16,-5.40258190905828e-19,-2.888585638044505e-16,3.801907383750927e-18,-2.0001591171001733e-18,-3.80985045374265e-14,-6.385944188834478e-20,2.761738740669211e-16,-2.1464031501346883e-20,5.11040454241386e-20,-8.455135199218373e-20,-1.22086462446463e-21,3.820236887712604e-14,4.181583988652378e-06,3.314442235197036e-06,5.919028695042709e-06,-6.628708576286897e-06,-5.660078526553726e-06,3.991196822966128e-09,1.7165193062376842e-06,8.706704624397298e-07,9.617248437941383e-07,8.706704624397298e-07,2.2078045715210612e-06,2.2078045715210612e-06,-1.9537818903965e-15,4.415609166068826e-06,-3.0443641762833494e-15,2.1014373235329454e-17,-2.6388585502351182e-14,4.41560917918693e-06,4.817002711207758e-12,1.259713776164816e-10,1.4570044009330804e-09,-3.8011693657810616e-10,-3.824257179786313e-18,4.408841160697244e-06,1.259713776164816e-10,1.4570044009330804e-09,-2.1955740053463147e-06,6.7679802873172914e-09,-2.20286017482983e-06,-1.4054149769030857e-08,-1.4054149767030698e-08,-6.388489168394085e-15,2.3780101063931478e-07,4.327244477177217e-18,-1.7589244002062372e-10,2.3767232391561767e-07,1.569611008572711e-10,5.132792859697356e-11,9.628374957201582e-11,6.528399113816682e-19,6.3884879475294606e-15
0.08099999999999999,598,101324.99999999999,2.771e-08,0.066,0.13151515151515153,0.8024848484848484,0.5018433179723502,598.0,1e-11,1e-22,IdealGasReactor,off,0.802080371697747,0.0,0.0,0.1284867419808899,0.0052068169308214,0.0017288883536063049,1.517387170245668e-12,0.062497181035418,0.0,0.016241258276796608,6.912069178742058e-10,0.8177971393921826,3.0358091834487846e-08,9.152094710713004e-08,1.9676810280197628e-07,1.07495129777084e-05,0.16451677714442722,0.00010253869273211088,9.539962966707252e-05,0.0009232435839744237,1.6662594118767964e-05,1.5115297491627573e-12,2.1824125309927483e-09,0.00029590965085078507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.28917081051684e-06,6.578341616551546e-06,2.1927805392375045e-06,1.9446466183221887e-15,-4.385561073516218e-06,0.0,5.553941552956762e-13,-2.1178171509121024e-18,9.508751884660302e-16,6.306540931907654e-18,2.560078309012028e-15,-1.1365064569784575e-17,-5.02780724952799e-18,5.510306146694353e-13,8.035348792613751e-22,-5.893625236520907e-15,1.6711025852223044e-18,1.113202297581001e-18,4.223302544144355e-19,3.8461774688720924e-20,-5.520108865420121e-13,4.150700620853508e-06,3.28917081051684e-06,5.869760707434098e-06,-6.578167708937968e-06,-5.617508280777854e-06,3.942214128531267e-09,1.709137729723042e-06,8.614544784938239e-07,9.538367464380477e-07,8.614544784938239e-07,2.190979434144731e-06,2.190979434144731e-06,-1.9446466183221887e-15,4.381958891058826e-06,-3.001862232679316e-15,2.0764536353740787e-17,-2.612602623212679e-14,4.381958315313739e-06,4.780293471754509e-12,1.2422232542597313e-10,1.4402350642853211e-09,-3.733055021221465e-10,-3.7735806070658614e-18,4.375265250794779e-06,1.2422232542597313e-10,1.4402350642853211e-09,-2.1787981975376566e-06,6.693616529846383e-09,-2.186086922691265e-06,-1.3982341699847655e-08,-1.3982341694819848e-08,-6.340426533733406e-15,2.349877913863467e-07,4.278412910900611e-18,-1.7390761357818026e-10,2.3486045266271064e-07,1.5510382114222612e-10,5.0925637201419824e-11,9.521053992061941e-11,6.456305780069886e-19,6.340464995508095e-15
