Distance (mm),T (K),P (Pa),V (M^3/s),X_nh3 initial,X_o2 initial,X_he initial,(NH3/O2),T (K) final,Rtol,Atol,reactor type,energy on?,He,Ar,Ne,O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NOX,OX,NX,OHX,NH3X,X(N),NH2_X(8),NH_X(9),H2O_X(11),X(H),He ROP [kmol/m^3 s],Ar ROP [kmol/m^3 s],Ne ROP [kmol/m^3 s],O2(2) ROP [kmol/m^3 s],H2O(3) ROP [kmol/m^3 s],N2(4) ROP [kmol/m^3 s],NO(5) ROP [kmol/m^3 s],NH3(6) ROP [kmol/m^3 s],N2O(7) ROP [kmol/m^3 s],He surface ROP [kmol/m^2 s],Ar surface ROP [kmol/m^2 s],Ne surface ROP [kmol/m^2 s],O2(2) surface ROP [kmol/m^2 s],H2O(3) surface ROP [kmol/m^2 s],N2(4) surface ROP [kmol/m^2 s],NO(5) surface ROP [kmol/m^2 s],NH3(6) surface ROP [kmol/m^2 s],N2O(7) surface ROP [kmol/m^2 s],NOX ROP [kmol/m^2 s],OX ROP [kmol/m^2 s],NX ROP [kmol/m^2 s],OHX ROP [kmol/m^2 s],NH3X ROP [kmol/m^2 s],X(N) ROP [kmol/m^2 s],NH2_X(8) ROP [kmol/m^2 s],NH_X(9) ROP [kmol/m^2 s],H2O_X(11) ROP [kmol/m^2 s],X(H) ROP [kmol/m^2 s],NX + OX <=> NOX + X(N) ROP [kmol/m^2 s],O2(2) + 2 X(H) <=> 2 OX ROP [kmol/m^2 s],2 NX <=> N2(4) + 2 X(N) ROP [kmol/m^2 s],NOX <=> NO(5) + X(N) ROP [kmol/m^2 s],NH3(6) + X(N) <=> NH3X ROP [kmol/m^2 s],NOX + NX <=> N2O(7) + 2 X(N) ROP [kmol/m^2 s],N2O(7) + X(H) <=> N2(4) + OX ROP [kmol/m^2 s],NH3X + OX <=> NH2_X(8) + OHX ROP [kmol/m^2 s],NH2_X(8) + OX <=> NH_X(9) + OHX ROP [kmol/m^2 s],NH_X(9) + OX <=> NX + OHX ROP [kmol/m^2 s],NH_X(9) + OHX <=> H2O_X(11) + NX ROP [kmol/m^2 s],H2O_X(11) + OX <=> 2 OHX ROP [kmol/m^2 s],H2O_X(11) <=> H2O(3) + X(H) ROP [kmol/m^2 s]
0,750,101325.00000000004,5.8333e-08,0.07,0.88,0.04999999999999999,0.07954545454545456,750.0,1e-10,1e-22,IdealGasReactor,off,0.04999999999999999,0.0,0.0,0.88,0.0,0.0,0.0,0.06999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014807171952387333,0.0,0.0,0.0,-0.1094597146466933,0.0,0.0,0.029614343904774666,0.0,0.0,0.1094597146466933,-0.1094597146466933,0.0,0.0,0.0,-0.029614343904774666,0.0,0.014807171952387333,0.0,0.0,0.1094597146466933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0045,750,101325.00000000044,5.8333e-08,0.07,0.88,0.04999999999999999,0.07954545454545456,750.0,1e-10,1e-22,IdealGasReactor,off,0.04999859079157504,0.0,0.0,0.8798906742906102,0.00016904681459242382,5.624441374755118e-05,9.507911520178998e-09,0.0698853291717427,1.0500982079588483e-07,0.0013322803106169336,0.03547096644062888,0.002975555088604529,1.4288531292229977e-08,0.00046718497957480836,0.9594328524849031,9.365627901799577e-13,3.070477952367304e-08,5.738832702953692e-11,0.0003211156440359936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.106620090461674e-09,1.2213138580563331e-08,4.063517239100005e-09,8.660688720286888e-14,-5.814176390339654e-09,7.582054004239084e-12,1.603076110393319e-13,-7.795192352443957e-12,-3.078972161835927e-13,-1.5039668514531927e-18,-2.32796121344038e-09,2.3359377836157046e-09,2.9778502051908996e-23,2.894566695128275e-19,6.782571394342297e-14,-1.0161271720142314e-13,7.828980859666858e-12,6.106620090461674e-09,4.0635172267428195e-09,8.660688720286888e-14,5.814176390339654e-09,7.582066361424657e-12,1.2357185573981514e-17,8.142137603780034e-09,8.142137603780004e-09,8.142069394438655e-09,6.820905189256719e-14,-1.2213138197225382e-08,1.2213138580563331e-08
0.009,750,101325.00000000004,5.8333e-08,0.07,0.88,0.04999999999999999,0.07954545454545456,750.0,1e-10,1e-22,IdealGasReactor,off,0.049997196769474714,0.0,0.0,0.8797824980305244,0.00033632975529298106,0.00011200493031006693,9.375590131243766e-09,0.06977185558011695,1.055586904938791e-07,0.0013142253199143012,0.03514710001433065,0.0029628213815036187,1.4214517197605721e-08,0.0004665999027672,0.9597897431024847,9.35448195035138e-13,3.0684938941599835e-08,8.239757084438606e-11,0.0003194652962105433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.043269382064673e-09,1.208653846779835e-08,4.028812506872952e-09,-1.1172152604289171e-14,-8.051335098624435e-09,3.985465770133237e-14,2.1484712412527992e-17,-2.8591853218106026e-14,-1.1377304414558274e-15,-5.411279277401034e-21,-6.3573360395329565e-12,6.387168632010381e-12,-9.926167350636332e-24,1.0043335535602488e-21,1.841998147338645e-16,-3.08688930243015e-16,2.871634774337638e-14,6.043269382064673e-09,4.028812494515018e-09,-1.1172152604289171e-14,8.051335098624435e-09,3.9867015635253025e-14,1.2357933920653595e-17,8.057692434663968e-09,8.057692434663978e-09,8.05762462446747e-09,6.781019550394524e-14,-1.208647084180266e-08,1.208653846779835e-08
0.013499999999999998,750,101325.0,5.8333e-08,0.07,0.88,0.04999999999999999,0.07954545454545456,750.0,1e-10,1e-22,IdealGasReactor,off,0.04999580430091907,0.0,0.0,0.879674442468703,0.0005034259860637578,0.00016770370148654426,9.37649050205313e-09,0.06965850863697329,1.0552936385442774e-07,0.00131432695039262,0.03516762375377761,0.002961263064786129,1.4207258483006118e-08,0.00046583308461793394,0.9597715927225037,9.338971429460724e-13,3.063498617839838e-08,1.077690364130859e-10,0.000319315472974552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.036860802629873e-09,1.207372162989002e-08,4.024575656893824e-09,1.2704398359938995e-16,-8.049313854341378e-09,-1.9061574033426812e-15,5.3282017715556224e-17,1.7060610390945791e-15,6.822108486672112e-17,4.445825181627597e-22,1.6610432148104154e-13,-1.679393072460963e-13,-4.963083675318166e-23,1.7757322085397393e-23,-4.8603561150452055e-18,1.2281567453603529e-17,-1.713482695456307e-15,6.036860802629873e-09,4.024575644545118e-09,1.2704398359938995e-16,8.049313854341378e-09,-1.893808696771253e-15,1.2348706571427961e-17,8.049147750019897e-09,8.049147750019946e-09,8.049080086501354e-09,6.76635185743723e-14,-1.207365396151109e-08,1.207372162989002e-08
0.018,750,101325.0,5.8333e-08,0.07,0.88,0.04999999999999999,0.07954545454545456,750.0,1e-10,1e-22,IdealGasReactor,off,0.049994413315664336,0.0,0.0,0.8795665020118312,0.0006703442191377046,0.00022334314282745424,9.378130003130743e-09,0.06954528243558342,1.0549682565331415e-07,0.0013145290534517491,0.03519005783582218,0.0029597678785863012,1.4200365029980859e-08,0.00046506609373604506,0.9597513603983413,9.323454080035715e-13,3.0584934886400614e-08,1.3309379318308858e-10,0.0003191738207363196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.030765838841073e-09,1.2061531702858422e-08,4.020512545520703e-09,1.7897988155218128e-16,-8.041173948925007e-09,-2.1385493209761126e-15,6.426477677701165e-17,1.8748183844088137e-15,7.492488659591526e-17,-2.724170208556099e-24,1.5281681275273874e-13,-1.5483896760156088e-13,-3.474158572722716e-23,-1.9267782459616653e-23,-4.689994959167459e-18,1.2836853798810376e-17,-1.882965239939734e-15,6.030765838841073e-09,4.02051253318128e-09,1.7897988155218128e-16,8.041173948925007e-09,-2.126209898268927e-15,1.2339422707185436e-17,8.041021132112254e-09,8.041021132112289e-09,8.040953613633759e-09,6.751847854925704e-14,-1.2061464179689877e-08,1.2061531702858422e-08
0.0225,750,101325.0,5.8333e-08,0.07,0.88,0.04999999999999999,0.07954545454545456,750.0,1e-10,1e-22,IdealGasReactor,off,0.049993023812685215,0.0,0.0,0.879458676579544,0.0008370845791429652,0.0002789232931978455,9.379772787994015e-09,0.06943217689142517,1.0546423197179399e-07,0.0013147315615589135,0.03521252387010185,0.002958272715139588,1.4193472115807129e-08,0.0004642999255744507,0.9597310948983254,9.30795375616908e-13,3.0534936459913156e-08,1.5836897574376956e-10,0.0003190321415914861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.024674336357995e-09,1.2049348703273135e-08,4.016451547975475e-09,2.2712154835730617e-16,-8.033233245274829e-09,-2.1425311780234115e-15,1.6158472201567342e-17,1.8787661386238087e-15,7.4632010323645e-17,3.6550670974839646e-22,3.341164743166448e-13,-3.360941857090296e-13,-4.963083675318166e-24,-1.0764060063193537e-22,-1.0072488983552062e-17,1.822701082438967e-17,-1.8869210227697547e-15,6.024674336357995e-09,4.01645153564534e-09,2.2712154835730617e-16,8.033233245274829e-09,-2.130201043328628e-15,1.2330134694783242e-17,8.032899128800512e-09,8.032899128800517e-09,8.032831755130538e-09,6.737367008679933e-14,-1.204928131953056e-08,1.2049348703273135e-08
0.026999999999999996,750,101325.00000000001,5.8333e-08,0.07,0.88,0.04999999999999999,0.07954545454545456,750.0,1e-10,1e-22,IdealGasReactor,off,0.049991635791375645,0.0,0.0,0.8793509661248118,0.0010036471388076014,0.00033444417683208845,9.381414371386485e-09,0.06931919195516477,1.0543159366317528e-07,0.0013149338637291857,0.03523501048596793,0.0029567771849855155,1.4186577531285687e-08,0.0004635345858271446,0.9597108086374966,9.292470594169153e-13,3.0484991745623375e-08,1.8359459133702006e-10,0.00031889038590070576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.018584419874954e-09,1.2037168878603107e-08,4.012391607157004e-09,3.012499808434011e-16,-8.025414749424087e-09,-2.145525059200641e-15,-5.848264139981517e-17,1.8822780861156353e-15,7.412173134085626e-17,2.5105211794377924e-22,6.355092711618209e-13,-6.37415347093539e-13,-2.150669592637872e-23,-1.3645678073189612e-23,-1.8373817185144357e-17,2.6532357469397747e-17,-1.890436877862795e-15,6.018584419874954e-09,4.012391594836162e-09,3.012499808434011e-16,8.025414749424087e-09,-2.133204217306381e-15,1.232084189426029e-17,8.024779240152925e-09,8.024779240152947e-09,8.024712011068563e-09,6.722908439692746e-14,-1.2037101631144893e-08,1.2037168878603107e-08
0.03149999999999999,750,101324.99999999997,5.8333e-08,0.07,0.88,0.04999999999999999,0.07954545454545456,750.0,1e-10,1e-22,IdealGasReactor,off,0.04999024925111397,0.0,0.0,0.8792433705993887,0.0011700319727387999,0.00038990581859657227,9.383054919880455e-09,0.06920632757619366,1.053989134516368e-07,0.0013151359793039947,0.035257518055934876,0.0029552813024103703,1.4179681344209758e-08,0.00046277007395859976,0.9596905012087067,9.277004581446978e-13,3.0435100709844453e-08,2.0877067022985866e-10,0.00031874855520488667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.012496149135219e-09,1.2024992332539657e-08,4.008332763328918e-09,2.6050904603922893e-16,-8.017123742654064e-09,-2.149213813445149e-15,-1.738318180614173e-17,1.8856107389009686e-15,7.44756669323191e-17,7.050612841102148e-23,4.621968223311809e-13,-4.641476912114169e-13,-1.6543612251060553e-23,7.640401856991379e-24,-1.3792080315825387e-17,2.195767479634263e-17,-1.8937764045190185e-15,6.012496149135219e-09,4.008332751017374e-09,2.6050904603922893e-16,8.017123742654064e-09,-2.1369022687521057e-15,1.2311544693043189e-17,8.016661545831733e-09,8.01666154583175e-09,8.016594461110156e-09,6.708472158582552e-14,-1.2024925234025991e-08,1.2024992332539657e-08
0.036,750,101324.99999999997,5.8333e-08,0.07,0.88,0.04999999999999999,0.07954545454545456,750.0,1e-10,1e-22,IdealGasReactor,off,0.049988864191318455,0.0,0.0,0.8791358899581335,0.0013362391507430423,0.00044530824176646226,9.384693987392328e-09,0.06909358370715984,1.0536618491249414e-07,0.0013153378491665584,0.03528004556763552,0.0029537850261453376,1.4172783355387069e-08,0.0004620063901878976,0.9596701737289505,9.261555723114884e-13,3.038526336893097e-08,2.3389723754073444e-10,0.0003186066450442801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.006409357523347e-09,1.2012818740502545e-08,4.004274906051827e-09,1.818190631994838e-16,-8.008720076002618e-09,-2.1536604781409435e-15,6.19459385224084e-17,1.8894196740112038e-15,7.51338560449924e-17,3.407529361183832e-22,1.7425232108050415e-13,-1.7628699409028741e-13,-2.3161057151484775e-23,4.917607421853985e-24,-4.9803882937327754e-18,1.3153607725136532e-17,-1.89759323424102e-15,6.006409357523347e-09,4.004274893749585e-09,1.818190631994838e-16,8.008720076002618e-09,-2.141358235962912e-15,1.2302242178031394e-17,8.008545823681537e-09,8.00854582368156e-09,8.008478883100948e-09,6.69405806072137e-14,-1.2012751794941549e-08,1.2012818740502545e-08
0.040499999999999994,750,101325.00000000004,5.8333e-08,0.07,0.88,0.04999999999999999,0.07954545454545456,750.0,1e-10,1e-22,IdealGasReactor,off,0.04998748061133109,0.0,0.0,0.8790285241499888,0.0015022687517732098,0.0005006514726475313,9.386332406198634e-09,0.06898096029450682,1.0533342007221894e-07,0.0013155395913987374,0.0353025951426391,0.002952288439987441,1.4165883969374522e-08,0.0004612435330309854,0.9596498238671519,9.246123984322365e-13,3.033547962258225e-08,2.589743307727879e-10,0.00031846466452920566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.000324390123381e-09,1.2000648813820292e-08,4.000218264029833e-09,2.5462669338812343e-16,-8.00091845554185e-09,-2.1560639730351556e-15,-1.135809815806323e-17,1.8923279748704912e-15,7.460897965083757e-17,5.286415041174188e-22,4.859217325933696e-13,-4.878854858787091e-13,1.1580528575742387e-23,-5.038492466970053e-23,-1.3106660262290472e-17,2.1280594377743475e-17,-1.9005024416902587e-15,6.000324390123381e-09,4.000218251736897e-09,2.5462669338812343e-16,8.00091845554185e-09,-2.143771036920319e-15,1.2292936114836602e-17,8.000432533809257e-09,8.000432533809245e-09,8.000365737146285e-09,6.679666301002085e-14,-1.2000582004050623e-08,1.2000648813820292e-08
