Distance (mm),T (K),P (Pa),V (M^3/s),X_nh3 initial,X_o2 initial,X_he initial,(NH3/O2),T (K) final,Rtol,Atol,reactor type,energy on?,He,Ar,Ne,O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NOX,OX,NX,OHX,NH3X,X(N),NH2_X(8),NH_X(9),H2O_X(11),X(H),He ROP [kmol/m^3 s],Ar ROP [kmol/m^3 s],Ne ROP [kmol/m^3 s],O2(2) ROP [kmol/m^3 s],H2O(3) ROP [kmol/m^3 s],N2(4) ROP [kmol/m^3 s],NO(5) ROP [kmol/m^3 s],NH3(6) ROP [kmol/m^3 s],N2O(7) ROP [kmol/m^3 s],He surface ROP [kmol/m^2 s],Ar surface ROP [kmol/m^2 s],Ne surface ROP [kmol/m^2 s],O2(2) surface ROP [kmol/m^2 s],H2O(3) surface ROP [kmol/m^2 s],N2(4) surface ROP [kmol/m^2 s],NO(5) surface ROP [kmol/m^2 s],NH3(6) surface ROP [kmol/m^2 s],N2O(7) surface ROP [kmol/m^2 s],NOX ROP [kmol/m^2 s],OX ROP [kmol/m^2 s],NX ROP [kmol/m^2 s],OHX ROP [kmol/m^2 s],NH3X ROP [kmol/m^2 s],X(N) ROP [kmol/m^2 s],NH2_X(8) ROP [kmol/m^2 s],NH_X(9) ROP [kmol/m^2 s],H2O_X(11) ROP [kmol/m^2 s],X(H) ROP [kmol/m^2 s],NX + OX <=> NOX + X(N) ROP [kmol/m^2 s],O2(2) + 2 X(H) <=> 2 OX ROP [kmol/m^2 s],2 NX <=> N2(4) + 2 X(N) ROP [kmol/m^2 s],NOX <=> NO(5) + X(N) ROP [kmol/m^2 s],NH3(6) + X(N) <=> NH3X ROP [kmol/m^2 s],NOX + NX <=> N2O(7) + 2 X(N) ROP [kmol/m^2 s],N2O(7) + X(H) <=> N2(4) + OX ROP [kmol/m^2 s],NH3X + OX <=> NH2_X(8) + OHX ROP [kmol/m^2 s],NH2_X(8) + OX <=> NH_X(9) + OHX ROP [kmol/m^2 s],NH_X(9) + OX <=> NX + OHX ROP [kmol/m^2 s],NH_X(9) + OHX <=> H2O_X(11) + NX ROP [kmol/m^2 s],H2O_X(11) + OX <=> 2 OHX ROP [kmol/m^2 s],H2O_X(11) <=> H2O(3) + X(H) ROP [kmol/m^2 s]
0,750,101325.00000000001,5.8333e-08,0.05,0.88,0.06999999999999999,0.05681818181818182,750.0,1e-10,1e-22,IdealGasReactor,off,0.06999999999999999,0.0,0.0,0.88,0.0,0.0,0.0,0.05000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014807171952387333,0.0,0.0,0.0,-0.07818551046192379,0.0,0.0,0.029614343904774666,0.0,0.0,0.07818551046192379,-0.07818551046192379,0.0,0.0,0.0,-0.029614343904774666,0.0,0.014807171952387333,0.0,0.0,0.07818551046192379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0045,750,101325.00000000061,5.8333e-08,0.05,0.88,0.06999999999999999,0.05681818181818182,750.0,1e-10,1e-22,IdealGasReactor,off,0.06999818360441856,0.0,0.0,0.8798993541107636,0.00015562198053036376,5.174329841305397e-05,1.2167801814813432e-08,0.04989495453478937,1.3030328326329007e-07,0.0016856854268862945,0.04626116328215734,0.0028540122921422374,1.370963073036471e-08,0.00032976933332821957,0.9485612341271396,6.587155362087212e-13,2.1668976899176612e-08,5.186569906654466e-11,0.0003081001072145363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.621675915007089e-09,1.1243300403783314e-08,3.738331371789573e-09,6.081728885518982e-13,-6.761933318832902e-09,9.412091579479355e-12,-2.67020347478621e-13,-9.722661718498849e-12,-2.8058058691434233e-13,-1.3616558214899517e-18,-7.336141801139259e-10,7.439150396264339e-10,1.9852334701272664e-23,2.545425988753572e-19,2.0845190463409184e-14,-5.144094298839927e-14,9.753258832677278e-12,5.621675915007089e-09,3.738331357077449e-09,6.081728885518982e-13,6.761933318832902e-09,9.412106291604001e-12,1.4712124645506844e-17,7.495547498946828e-09,7.495547498946808e-09,7.495501313188802e-09,4.6185503463461946e-14,-1.1243275063470315e-08,1.1243300403783314e-08
0.009,750,101325.00000000001,5.8333e-08,0.05,0.88,0.06999999999999999,0.05681818181818182,750.0,1e-10,1e-22,IdealGasReactor,off,0.06999638764641136,0.0,0.0,0.8797998065318876,0.0003095616211848779,0.00010305588274700788,1.1996910275604074e-08,0.04979104528032892,1.3104053009336016e-07,0.0016628038619863883,0.045836772648909764,0.002842186439351295,1.3636027815780212e-08,0.00032924259467188215,0.949022503575587,6.576940971528773e-13,2.165217116557925e-08,7.39146142212226e-11,0.00030645551672261177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.561191620848172e-09,1.1122382881589597e-08,3.707415342055402e-09,-1.5598984723488984e-14,-7.406001173437815e-09,5.3482935485540976e-14,1.1489012419349708e-15,-3.8924553474257326e-14,-1.1109653145348766e-15,-5.3090729186641125e-21,-8.920915496116925e-12,8.959925127629331e-12,-9.016268676828002e-23,1.042847005130587e-21,2.5181352326236327e-16,-3.748231369104565e-16,3.904756839344187e-14,5.561191620848172e-09,3.7074153273390126e-09,-1.5598984723488984e-14,7.406001173437815e-09,5.349765187499588e-14,1.471638945490289e-17,7.414922088933932e-09,7.414922088934022e-09,7.41487618844373e-09,4.590048924917828e-14,-1.112233723291387e-08,1.1122382881589597e-08
0.013499999999999998,750,101325.00000000001,5.8333e-08,0.05,0.88,0.06999999999999999,0.05681818181818182,750.0,1e-10,1e-22,IdealGasReactor,off,0.06999459424647007,0.0,0.0,0.8797004009325692,0.0004632816216414001,0.0001542959289487746,1.199844279484816e-08,0.04968728428008383,1.3099184395267288e-07,0.0016629616636858408,0.04587082706358777,0.0028402496652992367,1.3626982398961726e-08,0.0003285456108599378,0.9489911186939881,6.562926613961604e-13,2.1606769579654552e-08,9.628325560472667e-11,0.00030626197188752624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.553541835486949e-09,1.1107083704457759e-08,3.7023643156907387e-09,2.5615897598970646e-16,-7.405057123044401e-09,-3.2741471606958044e-15,3.8963319118302334e-17,2.9549963827712518e-15,8.512539961534186e-17,3.659014620562563e-22,3.3465970961722704e-13,-3.377481215035661e-13,2.150669592637872e-23,-8.82206942353559e-23,-9.45574477319375e-18,1.878222934078629e-17,-2.9643232346070363e-15,5.553541835486949e-09,3.7023643009891076e-09,2.5615897598970646e-16,7.405057123044401e-09,-3.259445529715045e-15,1.470163098075945e-17,7.4047224633347834e-09,7.404722463334762e-09,7.404676690929904e-09,4.5772404946476885e-14,-1.1107037922597068e-08,1.1107083704457759e-08
0.018,750,101325.00000000004,5.8333e-08,0.05,0.88,0.06999999999999999,0.05681818181818182,750.0,1e-10,1e-22,IdealGasReactor,off,0.06999280330568121,0.0,0.0,0.8796011316417064,0.0006167908353154431,0.00020546571702114358,1.200102125954818e-08,0.04958366556089919,1.309383554635371e-07,0.001663258775069117,0.04590766951635387,0.002838374458773789,1.3618321688736052e-08,0.00032784857764306836,0.9489567363457088,6.548909383071355e-13,2.1561272828257533e-08,1.1859696365255384e-10,0.00030607702760507207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.546210616443665e-09,1.1092421273134598e-08,3.697477135575518e-09,4.1012116372702564e-16,-7.3955080948096e-09,-3.621049664451292e-15,-2.5939651127640226e-17,3.212059367908805e-15,9.189746980126093e-17,4.661676016195684e-22,5.605896790251654e-13,-5.638778181272545e-13,7.527343574232552e-23,-1.9061380474753558e-22,-1.5438948938942937e-17,2.556051454823777e-17,-3.2221813983936043e-15,5.546210616443665e-09,3.6974771208887645e-09,4.1012116372702564e-16,7.3955080948096e-09,-3.60636291099299e-15,1.4686753458302472e-17,7.3949475051305745e-09,7.394947505130499e-09,7.394901859588827e-09,4.564554186296427e-14,-1.1092375612153786e-08,1.1092421273134598e-08
0.0225,750,101325.00000000001,5.8333e-08,0.05,0.88,0.06999999999999999,0.05681818181818182,750.0,1e-10,1e-22,IdealGasReactor,off,0.06999101482219816,0.0,0.0,0.8795019985557909,0.0007700894227829924,0.0002565652964665748,1.2003603715673945e-08,0.049480189014403965,1.3088475372937038e-07,0.0016635563005827267,0.045944571438535274,0.0028364990901730575,1.3609660844975213e-08,0.0003271525131833448,0.9489222933562284,6.534911963866898e-13,2.1515838348686893e-08,1.4085291138047593e-10,0.00030589203429152447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.53888404230078e-09,1.1077768115214137e-08,3.6925927611851793e-09,2.84757111159837e-16,-7.385383943292467e-09,-3.630685710148077e-15,1.0094393527503685e-16,3.2201775086919415e-15,9.290573405347828e-17,4.464123725402848e-22,2.0520368683504461e-13,-2.086278492136094e-13,-2.481541837659083e-24,-8.463758071875895e-23,-5.805866568585169e-18,1.5940708426711478e-17,-3.2303127955732373e-15,5.53888404230078e-09,3.6925927465133113e-09,2.84757111159837e-16,7.385383943292467e-09,-3.616013842008111e-15,1.467186813996569e-17,7.385178739605632e-09,7.385178739605635e-09,7.385133220667466e-09,4.551893825368229e-14,-1.1077722590470017e-08,1.1077768115214137e-08
0.026999999999999996,750,101325.00000000006,5.8333e-08,0.05,0.88,0.06999999999999999,0.05681818181818182,750.0,1e-10,1e-22,IdealGasReactor,off,0.06998922879481231,0.0,0.0,0.8794030016078259,0.0009231774876516221,0.0003075947018058837,1.2006183251625062e-08,0.049376854570663195,1.3083105773557367e-07,0.0016638533250350478,0.045981515048186684,0.002834623147470607,1.3600997357638492e-08,0.00032645742363694746,0.9488878088849385,6.520934493122953e-13,2.1470467089544144e-08,1.6305112356420987e-10,0.00030570693556458884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.531560071578625e-09,1.1063120171521693e-08,3.6877101213032185e-09,2.5528051017917515e-16,-7.375531602127339e-09,-3.638231871803587e-15,1.3069412376175877e-16,3.227456130636508e-15,9.318800695597017e-17,7.11941167256588e-22,1.1815682201372305e-13,-1.2161830439924606e-13,-1.4889251025954498e-23,5.528924136302335e-24,-3.564049944250079e-18,1.3707469665328563e-17,-3.2376002633872744e-15,5.531560071578625e-09,3.687710106646244e-09,2.5528051017917515e-16,7.375531602127339e-09,-3.623574897328208e-15,1.465697447537878e-17,7.375413445305325e-09,7.37541344530534e-09,7.375368052717845e-09,4.539258748961861e-14,-1.1063074775370153e-08,1.1063120171521693e-08
0.03149999999999999,750,101325.00000000004,5.8333e-08,0.05,0.88,0.06999999999999999,0.05681818181818182,750.0,1e-10,1e-22,IdealGasReactor,off,0.06998744522232725,0.0,0.0,0.8793041407314914,0.001076055132478287,0.0003585539672264329,1.2008759707668012e-08,0.04927366216045095,1.3077726578423023e-07,0.0016641498261626823,0.046018500018433564,0.0028327466204222376,1.35923311752647e-08,0.00032576330865744023,0.9488532832926915,6.506976962876155e-13,2.142515903105471e-08,1.851916470019178e-10,0.0003055217303000916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.524238666944173e-09,1.1048477364951323e-08,3.682829192258482e-09,2.906847006642818e-16,-7.365870080544568e-09,-3.645418094104526e-15,9.508748030474189e-17,3.234851772167971e-15,9.300191727093746e-17,4.475176045338229e-22,2.1850808973474207e-13,-2.2194118293174486e-13,9.098986738083304e-24,-5.0445124223099756e-23,-6.269281271878202e-18,1.6420903315910762e-17,-3.2450038408895343e-15,5.524238666944173e-09,3.68282917761641e-09,2.906847006642818e-16,7.365870080544568e-09,-3.630776021858558e-15,1.4642072245967953e-17,7.365651572454833e-09,7.365651572454824e-09,7.365606305965726e-09,4.5266489148547425e-14,-1.1048432092192894e-08,1.1048477364951323e-08
0.036,750,101325.00000000001,5.8333e-08,0.05,0.88,0.06999999999999999,0.05681818181818182,750.0,1e-10,1e-22,IdealGasReactor,off,0.06998566410354427,0.0,0.0,0.8792054158603473,0.0012287224600059292,0.00040944312697584044,1.2011333082840177e-08,0.04917061171441574,1.30723377913691e-07,0.001664445803153995,0.04605552641658642,0.0028308695098126055,1.3583662301782928e-08,0.0003250701677497653,0.9488187165125784,6.493039361892206e-13,2.1379914141171827e-08,2.0727452918232529e-10,0.000305336418618698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.516919836167816e-09,1.1033839709259402e-08,3.6779499791093234e-09,3.680188881579382e-16,-7.356328768359788e-09,-3.652290452546187e-15,1.724673862259505e-17,3.2422385165447654e-15,9.251119118346824e-17,4.551569714053066e-22,4.356369453428348e-13,-4.389991008225612e-13,1.9852334701272664e-23,-1.346228053450021e-22,-1.2137914305343895e-17,2.2296607089252558e-17,-3.252397664278011e-15,5.516919836167816e-09,3.677949964482162e-09,3.680188881579382e-16,7.356328768359788e-09,-3.637663291058544e-15,1.4627161487643235e-17,7.355893131414445e-09,7.355893131414425e-09,7.355847990771592e-09,4.5140642967775204e-14,-1.103379455647852e-08,1.1033839709259402e-08
0.040499999999999994,750,101325.0,5.8333e-08,0.05,0.88,0.06999999999999999,0.05681818181818182,750.0,1e-10,1e-22,IdealGasReactor,off,0.06998388543719035,0.0,0.0,0.8791068269238326,0.001381179579347123,0.00046026221741349185,1.201390418849448e-08,0.04906770315890652,1.3066940568768652e-07,0.0016647413604607545,0.046092596223934135,0.0028289918716824522,1.3574991007616318e-08,0.00032437799968033394,0.9487841063979413,6.479121662771454e-13,2.133473233811606e-08,2.292998236125514e-10,0.00030515100663012124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.509603803253263e-09,1.1019207639402167e-08,3.6730726303952483e-09,3.1508719047908614e-16,-7.346424191201351e-09,-3.659295407016327e-15,7.06279003452155e-17,3.248802035886696e-15,9.294168135834588e-17,5.865647204885389e-22,2.8577034504906807e-13,-2.891928825496063e-13,3.143286327701505e-23,-1.8436761041088285e-22,-8.117947222872963e-18,1.8283398072386185e-17,-3.258968072380083e-15,5.509603803253263e-09,3.6730726157830044e-09,3.1508719047908614e-16,7.346424191201351e-09,-3.644683163204385e-15,1.4612243811942444e-17,7.3461384208563015e-09,7.34613842085627e-09,7.346093405806992e-09,4.501504946286469e-14,-1.1019162616234758e-08,1.1019207639402167e-08
