Distance (mm),T (K),P (Pa),V (M^3/s),X_nh3 initial,X_o2 initial,X_he initial,(NH3/O2),T (K) final,Rtol,Atol,reactor type,energy on?,He,Ar,Ne,O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NOX,OX,NX,OHX,NH3X,X(N),NH2_X(8),NH_X(9),H2O_X(11),X(H),He ROP [kmol/m^3 s],Ar ROP [kmol/m^3 s],Ne ROP [kmol/m^3 s],O2(2) ROP [kmol/m^3 s],H2O(3) ROP [kmol/m^3 s],N2(4) ROP [kmol/m^3 s],NO(5) ROP [kmol/m^3 s],NH3(6) ROP [kmol/m^3 s],N2O(7) ROP [kmol/m^3 s],He surface ROP [kmol/m^2 s],Ar surface ROP [kmol/m^2 s],Ne surface ROP [kmol/m^2 s],O2(2) surface ROP [kmol/m^2 s],H2O(3) surface ROP [kmol/m^2 s],N2(4) surface ROP [kmol/m^2 s],NO(5) surface ROP [kmol/m^2 s],NH3(6) surface ROP [kmol/m^2 s],N2O(7) surface ROP [kmol/m^2 s],NOX ROP [kmol/m^2 s],OX ROP [kmol/m^2 s],NX ROP [kmol/m^2 s],OHX ROP [kmol/m^2 s],NH3X ROP [kmol/m^2 s],X(N) ROP [kmol/m^2 s],NH2_X(8) ROP [kmol/m^2 s],NH_X(9) ROP [kmol/m^2 s],H2O_X(11) ROP [kmol/m^2 s],X(H) ROP [kmol/m^2 s],NX + OX <=> NOX + X(N) ROP [kmol/m^2 s],O2(2) + 2 X(H) <=> 2 OX ROP [kmol/m^2 s],2 NX <=> N2(4) + 2 X(N) ROP [kmol/m^2 s],NOX <=> NO(5) + X(N) ROP [kmol/m^2 s],NH3(6) + X(N) <=> NH3X ROP [kmol/m^2 s],NOX + NX <=> N2O(7) + 2 X(N) ROP [kmol/m^2 s],N2O(7) + X(H) <=> N2(4) + OX ROP [kmol/m^2 s],NH3X + OX <=> NH2_X(8) + OHX ROP [kmol/m^2 s],NH2_X(8) + OX <=> NH_X(9) + OHX ROP [kmol/m^2 s],NH_X(9) + OX <=> NX + OHX ROP [kmol/m^2 s],NH_X(9) + OHX <=> H2O_X(11) + NX ROP [kmol/m^2 s],H2O_X(11) + OX <=> 2 OHX ROP [kmol/m^2 s],H2O_X(11) <=> H2O(3) + X(H) ROP [kmol/m^2 s]
0,750,101325.00000000001,5.8333e-08,0.06,0.88,0.06,0.06818181818181818,750.0,1e-10,1e-22,IdealGasReactor,off,0.05999999999999999,0.0,0.0,0.8799999999999999,0.0,0.0,0.0,0.05999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014807171952387333,0.0,0.0,0.0,-0.09382261255430853,0.0,0.0,0.029614343904774666,0.0,0.0,0.09382261255430853,-0.09382261255430853,0.0,0.0,0.0,-0.029614343904774666,0.0,0.014807171952387333,0.0,0.0,0.09382261255430853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0045,750,101325.00000000048,5.8333e-08,0.06,0.88,0.06,0.06818181818181818,750.0,1e-10,1e-22,IdealGasReactor,off,0.05999836878462326,0.0,0.0,0.879894545996947,0.0001630585739619557,5.423676981913195e-05,1.0664197804355485e-08,0.05988966301192674,1.1619852434490851e-07,0.0014870169538766416,0.04012034323855918,0.0029219630361193923,1.4033239169251778e-08,0.00039841246894863443,0.9547568482290784,7.972678468786143e-13,2.618258486094893e-08,5.490928579130949e-11,0.0003153758018871325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.890288442110755e-09,1.1780468032212042e-08,3.918461209424564e-09,-3.595081810218463e-14,-5.199299657476786e-09,8.388912426797001e-12,3.250977988799145e-13,-8.645720051804178e-12,-2.930271419259716e-13,-1.4400487207242584e-18,-2.6543967063381896e-09,2.663042708244826e-09,-4.963083675318166e-24,2.734062873425853e-19,7.651409374769272e-14,-1.0886543888685706e-13,8.678072836991997e-12,5.890288442110755e-09,3.918461195995147e-09,-3.595081810218463e-14,5.199299657476786e-09,8.388925856214267e-12,1.342941726679439e-17,7.853696363814975e-09,7.85369636381498e-09,7.853639239901351e-09,5.712364022309803e-14,-1.1780487422665566e-08,1.1780468032212042e-08
0.009,750,101325.00000000004,5.8333e-08,0.06,0.88,0.06,0.06818181818181818,750.0,1e-10,1e-22,IdealGasReactor,off,0.05999675547779026,0.0,0.0,0.8797902186562729,0.00032438958669184275,0.00010801324032968826,1.0515225265513352e-08,0.0597804956963929,1.1682729715817685e-07,0.0014668613476054955,0.039753548906264764,0.002909628721593019,1.3959440156865199e-08,0.0003978534674324459,0.9551583386421212,7.961926130974251e-13,2.6164107249506127e-08,7.858294104244508e-11,0.0003137287120566233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.828232459543035e-09,1.1656464646468778e-08,3.885449482246591e-09,-1.245259281566082e-14,-7.765306397899963e-09,4.564140014138735e-14,-1.246590615754571e-16,-3.295369825809444e-14,-1.1309497936137513e-15,-5.0531158844927225e-21,-5.670141192703707e-12,5.704474380520997e-12,-5.459392042849983e-23,9.257455830405615e-22,1.621723391287122e-16,-2.860488628741794e-16,3.307757983425909e-14,5.828232459543035e-09,3.885449468815021e-09,-1.245259281566082e-14,7.765306397899963e-09,4.565483171149537e-14,1.343157010801503e-17,7.770976539092666e-09,7.770976539092721e-09,7.770919757530092e-09,5.6781561703036684e-14,-1.1656408027079415e-08,1.1656464646468778e-08
0.013499999999999998,750,101324.99999999993,5.8333e-08,0.06,0.88,0.06,0.06818181818181818,750.0,1e-10,1e-22,IdealGasReactor,off,0.05999514418324315,0.0,0.0,0.8796860216067219,0.00048551904605749295,0.00016172309509983188,1.0516389159706197e-08,0.059671464762284625,1.167902038456796e-07,0.0014669879304743912,0.039779547905971775,0.0029079041815353985,1.395139822521975e-08,0.000397118071305249,0.9551348420659096,7.94709511279504e-13,2.6116202158762957e-08,1.0259938795946851e-10,0.00031355967380912415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.821264077982639e-09,1.164252818666227e-08,3.880845027054401e-09,1.9967143399828084e-16,-7.76200495544721e-09,-2.452635745573776e-15,2.7590868084141602e-17,2.203679190878092e-15,7.567335673388323e-17,2.0915762746632556e-22,3.1950367427269226e-13,-3.218188918373996e-13,-4.963083675318166e-24,-2.5761666498734297e-23,-9.002951068965898e-18,1.727692275333984e-17,-2.2119533726663413e-15,5.821264077982639e-09,3.88084501363433e-09,1.9967143399828084e-16,7.76200495544721e-09,-2.4392156747487638e-15,1.3420070825011988e-17,7.761685451772938e-09,7.761685451772943e-09,7.761628808422854e-09,5.66433501147098e-14,-1.1642471534309204e-08,1.164252818666227e-08
0.018,750,101325.00000000001,5.8333e-08,0.06,0.88,0.06,0.06818181818181818,750.0,1e-10,1e-22,IdealGasReactor,off,0.05999353481644593,0.0,0.0,0.8795819492192755,0.0006464557285546244,0.00021536869420516307,1.0518419641903359e-08,0.059562564273839894,1.1674925938138322e-07,0.0014672313028061543,0.03980781726281407,0.0029062422335850427,1.3943730108345462e-08,0.00039638255890088665,0.9551088875072945,7.932259188202522e-13,2.6068200177705517e-08,1.265652865508447e-10,0.00031339899531048187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.814611589834654e-09,1.1629223207532462e-08,3.876410273417492e-09,2.244744248133487e-16,-7.753003183896823e-09,-2.731587181737692e-15,7.702095813222157e-17,2.4076537226476307e-15,8.291541409004994e-17,3.523939797918869e-22,1.8771582531039018e-13,-1.902924450842924e-13,2.6469779601696886e-23,6.949821029875146e-23,-5.4254313156210055e-18,1.4454661912647713e-17,-2.4166833072779596e-15,5.814611589834654e-09,3.876410260009e-09,2.244744248133487e-16,7.753003183896823e-09,-2.71817869022353e-15,1.340849151416217e-17,7.752815468071512e-09,7.752815468071486e-09,7.752758961503005e-09,5.650656841108564e-14,-1.162916669553862e-08,1.1629223207532462e-08
0.0225,750,101325.00000000006,5.8333e-08,0.06,0.88,0.06,0.06818181818181818,750.0,1e-10,1e-22,IdealGasReactor,off,0.05999192737608459,0.0,0.0,0.8794780014080124,0.0008071997674705795,0.0002689500788658757,1.0520453135616805e-08,0.05945379414088513,1.1670822861848803e-07,0.001467475016448333,0.0398361277424115,0.0029045801797384714,1.3936061998737117e-08,0.0003956479358780706,0.9550828907432672,7.917441563040753e-13,2.602025535899984e-08,1.504777820269713e-10,0.000313238274669444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.8079628293242785e-09,1.1615925694533303e-08,3.871977772758195e-09,3.099137382303835e-16,-7.74440400697074e-09,-2.737590607178526e-15,-8.576360947278866e-18,2.4138150187992625e-15,8.238514406471096e-17,6.017973532002053e-22,4.5355291310163767e-13,-4.560495781517415e-13,4.1359030627651384e-23,-9.965180624476218e-23,-1.3447139382945874e-17,2.2487841320707467e-17,-2.4228563245788713e-15,5.8079628293242785e-09,3.871977759361289e-09,3.099137382303835e-16,7.74440400697074e-09,-2.724193701861976e-15,1.3396905316550019e-17,7.743950454057638e-09,7.743950454057597e-09,7.743894084027309e-09,5.637003038796459e-14,-1.1615869311055776e-08,1.1615925694533303e-08
0.026999999999999996,750,101325.00000000004,5.8333e-08,0.06,0.88,0.06,0.06818181818181818,750.0,1e-10,1e-22,IdealGasReactor,off,0.05999032186129083,0.0,0.0,0.8793741781167814,0.0009677512496379735,0.0003224672780039913,1.0522484999396357e-08,0.05934515430466368,1.16667136952578e-07,0.001467718441655916,0.03986446729173095,0.0029029176844975278,1.392839187258385e-08,0.00039491420727178904,0.9550568648325362,7.902642353531911e-13,2.597236853239207e-08,1.7433689221799947e-10,0.0003130774664199764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.801316110455329e-09,1.1602632261536527e-08,3.867546631594912e-09,3.605330359632313e-16,-7.735708434930544e-09,-2.7420226273671825e-15,-5.95116502561208e-17,2.4185694329301744e-15,8.206230839632858e-17,2.8067780186112883e-22,6.202727023573994e-13,-6.227228688688105e-13,-1.3234889800848443e-23,-6.342933296093069e-23,-1.8194343807638726e-17,2.7240556422641147e-17,-2.4276159284409463e-15,5.801316110455329e-09,3.867546618209598e-09,3.605330359632313e-16,7.735708434930544e-09,-2.728637314148057e-15,1.3385313219125669e-17,7.735088162228186e-09,7.7350881622282e-09,7.735031928498804e-09,5.6233729459390814e-14,-1.1602576009612724e-08,1.1602632261536527e-08
0.03149999999999999,750,101324.99999999997,5.8333e-08,0.06,0.88,0.06,0.06818181818181818,750.0,1e-10,1e-22,IdealGasReactor,off,0.059988718271171776,0.0,0.0,0.8792704792878404,0.0011281102643502052,0.0003759203213796854,1.0524515489924053e-08,0.059236644704753705,1.1662598874784614e-07,0.0014679616107872446,0.039892836534812966,0.0029012547688739435,1.3920719828366764e-08,0.0003941813723957792,0.9550308090961405,7.887861543971322e-13,2.592453965619517e-08,1.9814265621889276e-10,0.00031291657279876794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.794671518223343e-09,1.1589343069335773e-08,3.863116907903915e-09,2.784508449884103e-16,-7.726586065404106e-09,-2.747150292890146e-15,2.3241678361586044e-17,2.4230314138991304e-15,8.271553261586898e-17,3.644783128070269e-22,3.5735948887560026e-13,-3.59897530072353e-13,3.970466940254533e-23,-1.0866899757330493e-22,-1.0463093594966953e-17,1.9515371098220613e-17,-2.4320840537074924e-15,5.794671518223343e-09,3.863116894530199e-09,2.784508449884103e-16,7.726586065404106e-09,-2.7337765770574887e-15,1.3373715832657475e-17,7.72622870591523e-09,7.726228705915191e-09,7.726172608249538e-09,5.6097665761652076e-14,-1.1589286961206918e-08,1.1589343069335773e-08
0.036,750,101325.00000000001,5.8333e-08,0.06,0.88,0.06,0.06818181818181818,750.0,1e-10,1e-22,IdealGasReactor,off,0.05998711660491652,0.0,0.0,0.8791669048687495,0.0012882768926998584,0.00042930923603643064,1.0526543712452755e-08,0.059128265286282566,1.1658477126266812e-07,0.0014682044058774797,0.03992123341215945,0.002899591360860264,1.3913045518325184e-08,0.00039344943181033703,0.9550047257907825,7.87309914686863e-13,2.5876768770310502e-08,2.2189510458899646e-10,0.00031275558601342963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.788028766244387e-09,1.1576057558167507e-08,3.85868841195977e-09,2.0163702689194365e-16,-7.717495892345383e-09,-2.7531573685162884e-15,1.0067326285685299e-16,2.4284235329971227e-15,8.33597456332138e-17,2.498263984910213e-22,1.241890706146543e-13,-1.2681058851805242e-13,-1.3234889800848443e-23,-5.788478937870498e-23,-3.2554371295126698e-18,1.2316621713602301e-17,-2.4374849673897573e-15,5.788028766244387e-09,3.858688398597659e-09,2.0163702689194365e-16,7.717495892345383e-09,-2.739795257138554e-15,1.3362111377734366e-17,7.717371703274768e-09,7.717371703274781e-09,7.717315741437029e-09,5.5961837810316994e-14,-1.157600159307426e-08,1.1576057558167507e-08
0.040499999999999994,750,101325.0,5.8333e-08,0.06,0.88,0.06,0.06818181818181818,750.0,1e-10,1e-22,IdealGasReactor,off,0.05998551686163408,0.0,0.0,0.879063454801894,0.0014482512237815838,0.00048263405166060105,1.0528570516200936e-08,0.059020015988962886,1.1654349646622373e-07,0.0014684469478780263,0.03994966014119553,0.0028979275355937527,1.3905369306329228e-08,0.0003927183841087318,0.9549786124961538,7.858355130141146e-13,2.5829055778993213e-08,2.455942808491992e-10,0.00031259451426506556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.7813881604252164e-09,1.1562776363665315e-08,3.854261345883614e-09,3.84903140002693e-16,-7.709222094032242e-09,-2.7563213234554277e-15,-8.389288189107407e-17,2.4328953441804782e-15,8.204257150502155e-17,3.965730619379586e-22,7.045318549995946e-13,-7.06971965082561e-13,-1.1580528575742387e-23,-1.5763794847256995e-22,-2.0399560998590795e-17,2.9464380214291984e-17,-2.441960563751596e-15,5.7813881604252164e-09,3.854261332533113e-09,3.84903140002693e-16,7.709222094032242e-09,-2.742970821863215e-15,1.3350501592212617e-17,7.708517562177242e-09,7.708517562177254e-09,7.708461735930718e-09,5.582624669401667e-14,-1.156272051701906e-08,1.1562776363665315e-08
0.045,750,101325.0,5.8333e-08,0.06,0.88,0.06,0.06818181818181818,750.0,1e-10,1e-22,IdealGasReactor,off,0.059983919040482454,0.0,0.0,0.8789601290328233,0.0016080333417971097,0.0005358947963267886,1.0530595362718029e-08,0.05891189675581813,1.1650215694432121e-07,0.0014686891485897015,0.03997811519151565,0.002896263239619941,1.3897690933088932e-08,0.0003919882296018197,0.9549524708898068,7.843629500656619e-13,2.5781400706419707e-08,2.6924021668863827e-10,0.000312433351749644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.774749488210586e-09,1.1549499000746253e-08,3.849835569479649e-09,1.8715323994992794e-16,-7.699729631660546e-09,-2.7629184939024872e-15,1.153749779758713e-16,2.4379759420966994e-15,8.357306475984326e-17,4.650669323975061e-22,6.363243708577759e-14,-6.627843638705787e-14,-3.474158572722716e-23,-9.741588413855271e-23,-1.911210731471121e-18,1.0986195996900587e-17,-2.447051390583272e-15,5.774749488210586e-09,3.849835556140763e-09,1.8715323994992794e-16,7.699729631660546e-09,-2.749579608509071e-15,1.3338885393416178e-17,7.69966599922346e-09,7.699665999223495e-09,7.699610308332339e-09,5.569089125355121e-14,-1.1549443307943788e-08,1.1549499000746253e-08
0.04949999999999999,750,101325.00000000001,5.8333e-08,0.06,0.88,0.06,0.06818181818181818,750.0,1e-10,1e-22,IdealGasReactor,off,0.05998232314059717,0.0,0.0,0.878856927505636,0.0017676233331918333,0.00058909149884699,1.0532618481544462e-08,0.058803907528353586,1.1646075586640607e-07,0.001468931057013959,0.04000659949333761,0.002894598503735232,1.3890010548019837e-08,0.00039125896747296216,0.9549262999591615,7.828922239723973e-13,2.5733803497581293e-08,2.928329522154087e-10,0.0003122721018487279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.7681128769223255e-09,1.1536225794937854e-08,3.8454111667297116e-09,3.671808284659689e-16,-7.691472819759682e-09,-2.7664151673541473e-15,-6.593305547102028e-17,2.442761360611331e-15,8.229008203887332e-17,1.901234488088502e-22,6.55635592606222e-13,-6.581037898947464e-13,-8.106370003019671e-23,2.1328450596033497e-22,-1.8687363305055032e-17,2.77659401887042e-17,-2.4518401310552435e-15,5.7681128769223255e-09,3.845411153402448e-09,3.671808284659689e-16,7.691472819759682e-09,-2.753087904050192e-15,1.3327263303955238e-17,7.690817184167075e-09,7.690817184167156e-09,7.690761628395143e-09,5.555577180042728e-14,-1.153617022047869e-08,1.1536225794937854e-08
0.05399999999999999,750,101324.99999999997,5.8333e-08,0.06,0.88,0.06,0.06818181818181818,750.0,1e-10,1e-22,IdealGasReactor,off,0.059980729161166375,0.0,0.0,0.8787538501678295,0.0019270212791570856,0.0006422241862931423,1.0534639290690582e-08,0.05869604825162988,1.1641928499358588e-07,0.0014691725813711773,0.04003511145145643,0.002892933272314915,1.3882327882429005e-08,0.00039053059807066606,0.9549001014524944,7.814233355017393e-13,2.568626417782477e-08,3.163725170705776e-10,0.00031211075854659136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.7614781066469e-09,1.1522956255666773e-08,3.840987991942813e-09,3.809816950942608e-16,-7.682671332442936e-09,-2.7717705724671554e-15,-7.979049934035566e-17,2.4481764554780175e-15,8.226203922024049e-17,5.246978180582635e-22,7.005086453310722e-13,-7.029683805040275e-13,1.1580528575742387e-23,-1.2215742095820417e-22,-1.9970578515475894e-17,2.9057339524105665e-17,-2.457263742573517e-15,5.7614781066469e-09,3.840987978627179e-09,3.809816950942608e-16,7.682671332442936e-09,-2.758454938327422e-15,1.3315634139733305e-17,7.681970823797605e-09,7.681970823797594e-09,7.681915402910569e-09,5.542088714677039e-14,-1.1522900814809047e-08,1.1522956255666773e-08
0.05849999999999999,750,101325.00000000004,5.8333e-08,0.06,0.88,0.06,0.06818181818181818,750.0,1e-10,1e-22,IdealGasReactor,off,0.059979137101327434,0.0,0.0,0.8786508969636226,0.0020862272659496724,0.0006952928874100505,1.0536658325252966e-08,0.05858831886727978,1.1637775186909799e-07,0.0014694137971264097,0.0400636524706252,0.0028912675924356343,1.387464316434893e-08,0.00038980312037147915,0.9548738738383846,7.799562823143736e-13,2.5638782678018894e-08,3.398589532367853e-10,0.0003119493269917166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.754845369929783e-09,1.1509690780190972e-08,3.836566172328112e-09,3.593161937251617e-16,-7.673757962400884e-09,-2.7768504030003095e-15,-5.791105902785436e-17,2.4530472224882523e-15,8.247779465226786e-17,2.554174596231061e-22,6.307875625810417e-13,-6.332742705437836e-13,-1.4889251025954498e-23,-2.747830987002936e-23,-1.7933616478562012e-17,2.7027406868037258e-17,-2.4621412693037174e-15,5.754845369929783e-09,3.8365661590241126e-09,3.593161937251617e-16,7.673757962400884e-09,-2.7635464040010248e-15,1.3303998999284506e-17,7.673127174838303e-09,7.673127174838318e-09,7.673071888600459e-09,5.5286237887222015e-14,-1.1509635476019468e-08,1.1509690780190972e-08
0.06299999999999999,750,101324.99999999997,5.8333e-08,0.06,0.88,0.06,0.06818181818181818,750.0,1e-10,1e-22,IdealGasReactor,off,0.059977546960261016,0.0,0.0,0.8785480678400291,0.002245241375510502,0.000748297629517967,1.0538675104018276e-08,0.058480719319856725,1.1633614981857697e-07,0.0014696546396097666,0.040092221439029005,0.002889601425288364,1.3866956205607014e-08,0.00038907653449753485,0.9548476183362113,7.784910646659345e-13,2.5591359008857797e-08,3.632922918227957e-10,0.000311787802978134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.7482145139296365e-09,1.1496429065025641e-08,3.832145607005746e-09,3.2531858085830964e-16,-7.664811951801909e-09,-2.7825056874971565e-15,-2.361647027821864e-17,2.4584085406889555e-15,8.280054879166111e-17,4.653937353824338e-22,5.259182992209345e-13,-5.284449944328654e-13,-3.308722450212111e-24,-8.385419135277655e-23,-1.4771796342055644e-17,2.387401073888913e-17,-2.4675112199612933e-15,5.7482145139296365e-09,3.8321455937133886e-09,3.2531858085830964e-16,7.664811951801909e-09,-2.7692133305413843e-15,1.329235695577223e-17,7.664286033502688e-09,7.664286033502691e-09,7.664230881679648e-09,5.5151823127267975e-14,-1.1496373898430717e-08,1.1496429065025641e-08
