Distance (mm),T (K),P (Pa),V (M^3/s),X_nh3 initial,X_o2 initial,X_he initial,(NH3/O2),T (K) final,Rtol,Atol,reactor type,energy on?,He,Ar,Ne,O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NOX,OX,NX,OHX,NH3X,X(N),NH2_X(8),NH_X(9),H2O_X(11),X(H),He ROP [kmol/m^3 s],Ar ROP [kmol/m^3 s],Ne ROP [kmol/m^3 s],O2(2) ROP [kmol/m^3 s],H2O(3) ROP [kmol/m^3 s],N2(4) ROP [kmol/m^3 s],NO(5) ROP [kmol/m^3 s],NH3(6) ROP [kmol/m^3 s],N2O(7) ROP [kmol/m^3 s],He surface ROP [kmol/m^2 s],Ar surface ROP [kmol/m^2 s],Ne surface ROP [kmol/m^2 s],O2(2) surface ROP [kmol/m^2 s],H2O(3) surface ROP [kmol/m^2 s],N2(4) surface ROP [kmol/m^2 s],NO(5) surface ROP [kmol/m^2 s],NH3(6) surface ROP [kmol/m^2 s],N2O(7) surface ROP [kmol/m^2 s],NOX ROP [kmol/m^2 s],OX ROP [kmol/m^2 s],NX ROP [kmol/m^2 s],OHX ROP [kmol/m^2 s],NH3X ROP [kmol/m^2 s],X(N) ROP [kmol/m^2 s],NH2_X(8) ROP [kmol/m^2 s],NH_X(9) ROP [kmol/m^2 s],H2O_X(11) ROP [kmol/m^2 s],X(H) ROP [kmol/m^2 s],NX + OX <=> NOX + X(N) ROP [kmol/m^2 s],O2(2) + 2 X(H) <=> 2 OX ROP [kmol/m^2 s],2 NX <=> N2(4) + 2 X(N) ROP [kmol/m^2 s],NOX <=> NO(5) + X(N) ROP [kmol/m^2 s],NH3(6) + X(N) <=> NH3X ROP [kmol/m^2 s],NOX + NX <=> N2O(7) + 2 X(N) ROP [kmol/m^2 s],N2O(7) + X(H) <=> N2(4) + OX ROP [kmol/m^2 s],NH3X + OX <=> NH2_X(8) + OHX ROP [kmol/m^2 s],NH2_X(8) + OX <=> NH_X(9) + OHX ROP [kmol/m^2 s],NH_X(9) + OX <=> NX + OHX ROP [kmol/m^2 s],NH_X(9) + OHX <=> H2O_X(11) + NX ROP [kmol/m^2 s],H2O_X(11) + OX <=> 2 OHX ROP [kmol/m^2 s],H2O_X(11) <=> H2O(3) + X(H) ROP [kmol/m^2 s]
0,750,101325.00000000001,5.8333e-08,0.030000000000000002,0.88,0.09,0.03409090909090909,750.0,1e-10,1e-22,IdealGasReactor,off,0.09,0.0,0.0,0.8799999999999999,0.0,0.0,0.0,0.029999999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014807171952387333,0.0,0.0,0.0,-0.04691130627715426,0.0,0.0,0.029614343904774666,0.0,0.0,0.04691130627715426,-0.04691130627715426,0.0,0.0,0.0,-0.029614343904774666,0.0,0.014807171952387333,0.0,0.0,0.04691130627715426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0045,750,101325.00000000074,5.8333e-08,0.030000000000000002,0.88,0.09,0.03409090909090909,750.0,1e-10,1e-22,IdealGasReactor,off,0.08999800054152389,0.0,0.0,0.8799138453730813,0.00013320838115129515,4.422642803716595e-05,1.7212056112954e-08,0.029910527884432433,1.7417971793372954e-07,0.0023301772110314377,0.06759451069719116,0.0026385664394313877,1.2684251889817229e-08,0.00019318465328045165,0.926958488159024,3.8446904085114204e-13,1.2688329312358287e-08,4.293194473885952e-11,0.0002850474241439002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.811971042213338e-09,9.623871120165731e-09,3.195230447899671e-09,1.5563150356733703e-13,-4.7297717270522455e-09,1.2576529011046532e-11,4.014696274641687e-13,-1.3108249379047539e-11,-2.2658560170533828e-13,-1.1304484171821466e-18,-1.6861727425012436e-09,1.6991315066094508e-09,4.1359030627651384e-24,2.0272353915324343e-19,4.558462836004858e-14,-7.098245555989082e-14,1.3133648336693913e-11,4.811971042213338e-09,3.195230429705055e-09,1.5563150356733703e-13,4.7297717270522455e-09,1.2576547205662407e-11,1.8194615875670586e-17,6.415944469553489e-09,6.415944469553485e-09,6.4159194487477786e-09,2.5020602982837677e-14,-9.623891684191109e-09,9.623871120165731e-09
0.009,750,101324.99999999996,5.8333e-08,0.030000000000000002,0.88,0.09,0.03409090909090909,750.0,1e-10,1e-22,IdealGasReactor,off,0.08999602557294917,0.0,0.0,0.8798287019992255,0.00026487351977980513,8.811381953284401e-05,1.6965042479124117e-08,0.029822092802292855,1.7532117756666175e-07,0.0022984024338656584,0.06696426974850511,0.0026285005426146335,1.2611297690644718e-08,0.00019275355130833288,0.9276326363344412,3.836230425925938e-13,1.2676397497037644e-08,6.032555171836602e-11,0.00028341204086090627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.756454410618946e-09,9.512908550924854e-09,3.1708979087716094e-09,-2.184726426342627e-14,-6.335654278988301e-09,8.271781958172589e-14,8.151345834346801e-16,-6.158402579219682e-14,-1.074669069471232e-15,-5.072715528113391e-21,-6.284867396181516e-12,6.346830828501027e-12,-4.1359030627651384e-23,8.912566883939384e-22,1.6865400067722462e-16,-2.885218185770802e-16,6.170389868236819e-14,4.756454410618946e-09,3.1708978905628288e-09,-2.184726426342627e-14,6.335654278988301e-09,8.273602836235978e-14,1.8208780633886655e-17,6.341939146384482e-09,6.341939146384524e-09,6.341914294127607e-09,2.485225602519939e-14,-9.51288386732283e-09,9.512908550924854e-09
0.013499999999999998,750,101325.0,5.8333e-08,0.030000000000000002,0.88,0.09,0.03409090909090909,750.0,1e-10,1e-22,IdealGasReactor,off,0.08999405465389158,0.0,0.0,0.8797437334842315,0.0003962681330718176,0.00013191211940433503,1.6967897095589776e-08,0.029733839420433464,1.7522107022365116e-07,0.002298628220277442,0.06703268101761381,0.0026258888546963786,1.2599032313706966e-08,0.0001921696284677839,0.9275674663454632,3.824561072328656e-13,1.263836783751061e-08,7.797217232614277e-11,0.00028314061772672457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.746889773234036e-09,9.493779587461657e-09,3.164599807325182e-09,4.837842707226125e-16,-6.32957250501498e-09,-6.953685655995708e-15,8.179237428854021e-17,6.357577119537429e-15,1.1181080752174573e-16,8.794272742025988e-22,3.8612034869583604e-13,-3.9268387971342105e-13,2.2333876538931747e-23,-2.4222963641930677e-22,-1.0462572471181044e-17,2.2812630479503963e-17,-6.369928056011563e-15,4.746889773234036e-09,3.1645997891442268e-09,4.837842707226125e-16,6.32957250501498e-09,-6.9355047010227155e-15,1.8180954972992192e-17,6.329186384666284e-09,6.329186384666262e-09,6.329161632129669e-09,2.4752536835036386e-14,-9.49375482446225e-09,9.493779587461657e-09
0.018,750,101324.99999999997,5.8333e-08,0.030000000000000002,0.88,0.09,0.03409090909090909,750.0,1e-10,1e-22,IdealGasReactor,off,0.0899920876556219,0.0,0.0,0.8796589340007532,0.000527401356531025,0.0001756232972203398,1.6972535941867858e-08,0.029645761605393433,1.7511194430403702e-07,0.0022990818972574577,0.06710612423532052,0.00262333328512216,1.258719089872381e-08,0.00019158582034139315,0.9274969708104067,3.81289319688242e-13,1.2600244808269778e-08,9.555363903548919e-11,0.00028287866818124484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.7376538497964404e-09,9.475307736937152e-09,3.158443096185447e-09,5.038853154730227e-16,-6.317090059382302e-09,-7.606904099996318e-15,2.1709537673176856e-16,6.854482067924993e-15,1.211460197753789e-16,4.673006677812863e-22,2.1823869302510457e-13,-2.2544470487765727e-13,-1.3234889800848443e-23,-1.158616640685982e-22,-5.9033994346112964e-18,1.9191448824706072e-17,-6.867770585499314e-15,4.7376538497964404e-09,3.1584430780326247e-09,5.038853154730227e-16,6.317090059382302e-09,-7.588751277704105e-15,1.8152822292213107e-17,6.316871820689277e-09,6.31687182068929e-09,6.3168471670730075e-09,2.465361639853878e-14,-9.475283077417354e-09,9.475307736937152e-09
0.0225,750,101324.99999999997,5.8333e-08,0.030000000000000002,0.88,0.09,0.03409090909090909,750.0,1e-10,1e-22,IdealGasReactor,off,0.0899901245744434,0.0,0.0,0.8795743033874099,0.0006582734406137254,0.00021924742889276242,1.697717704238754e-08,0.02955785918896814,1.7500249516354773e-07,0.0022995354302186824,0.06717970877801678,0.002620777164669658,1.257534804194403e-08,0.00019100320297867892,0.9274263335411221,3.801249369476138e-13,1.2562198337960717e-08,1.1306720502396524e-10,0.0002826166320003287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.728425751929752e-09,9.456851537925014e-09,3.1522910546003497e-09,4.2560362898363377e-16,-6.30467043849503e-09,-7.631680879581852e-15,2.9693158767543634e-16,6.877715849141572e-15,1.2181859433438632e-16,6.17668710809611e-22,1.0274830239013027e-13,-1.1005807345268974e-13,1.406207041340147e-23,-1.2513947926300788e-22,-2.636313947712655e-18,1.5940837466887037e-17,-6.8910209913918444e-15,4.728425751929752e-09,3.152291036475678e-09,4.2560362898363377e-16,6.30467043849503e-09,-7.613556208050915e-15,1.8124671530937012e-17,6.30456769019264e-09,6.304567690192626e-09,6.304543135203454e-09,2.4554989296818165e-14,-9.456826980299403e-09,9.456851537925014e-09
0.026999999999999996,750,101324.99999999997,5.8333e-08,0.030000000000000002,0.88,0.09,0.03409090909090909,750.0,1e-10,1e-22,IdealGasReactor,off,0.08998816540748904,0.0,0.0,0.8794898415205902,0.0007888845764770361,0.00026278457807849036,1.698180843182465e-08,0.029470132042763806,1.74892792895101e-07,0.002299987292496885,0.06725340195163386,0.002618220125953187,1.256350089957969e-08,0.00019042178266486114,0.9273555891832802,3.789629721513019e-13,1.2524229538045468e-08,1.3051294265396364e-10,0.0002823544453488004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.719203346626065e-09,9.438406734098056e-09,3.1461428035211033e-09,5.897068657423959e-16,-6.292625850945477e-09,-7.64972199079234e-15,1.3167913834510152e-16,6.896925892986448e-15,1.207904446085444e-16,7.147592687108505e-22,3.547011709425575e-13,-3.6186387986688197e-13,7.444625512977249e-24,-1.4633574895685126e-22,-9.436545911176394e-18,2.2749418991453886e-17,-6.910239480750775e-15,4.719203346626065e-09,3.146142785424597e-09,5.897068657423959e-16,6.292625850945477e-09,-7.631625484838272e-15,1.809650595406836e-17,6.292271149774534e-09,6.292271149774527e-09,6.2922466931229216e-09,2.4456651751663262e-14,-9.438382268009759e-09,9.438406734098056e-09
0.03149999999999999,750,101325.0,5.8333e-08,0.030000000000000002,0.88,0.09,0.03409090909090909,750.0,1e-10,1e-22,IdealGasReactor,off,0.08998621015196705,0.0,0.0,0.8794055482799311,0.0009192349502515881,0.0003062348068357011,1.698642885168652e-08,0.029382580041762762,1.7478282298987597e-07,0.002300437312734363,0.06732720073355,0.0026156621161932928,1.2551649206790727e-08,0.0001898415591966007,0.9272847409897192,3.778034248108542e-13,1.248633840376225e-08,1.4789094307986274e-10,0.000282092102350276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.709986445080076e-09,9.419972932442322e-09,3.139998222694289e-09,6.249144916441803e-16,-6.280388903379119e-09,-7.669697082374504e-15,9.61488674400659e-17,6.917241094797448e-15,1.20643948543917e-16,5.395603487876363e-22,4.0695567747475924e-13,-4.14103035613536e-13,-7.444625512977249e-24,-6.841740143883901e-23,-1.0890084227166825e-17,2.4213846313027966e-17,-6.930565399513791e-15,4.709986445080076e-09,3.139998204625965e-09,6.249144916441803e-16,6.280388903379119e-09,-7.651628758598037e-15,1.8068323776466447e-17,6.279981947701645e-09,6.279981947701652e-09,6.27995758909885e-09,2.435860287035532e-14,-9.419948562949367e-09,9.419972932442322e-09
0.036,750,101325.00000000001,5.8333e-08,0.030000000000000002,0.88,0.09,0.03409090909090909,750.0,1e-10,1e-22,IdealGasReactor,off,0.0899842588051113,0.0,0.0,0.8793214235461828,0.0010493247463443196,0.0003495981766404214,1.6991037768675814e-08,0.029295203062105014,1.7467257843792164e-07,0.002300885431703399,0.0674011042709556,0.0026131031193562583,1.2539792887499488e-08,0.00018926253189277043,0.9272137898908263,3.76646293443002e-13,1.2448524890950836e-08,1.6520129872761655e-10,0.0002818296013698959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.700775000801374e-09,9.401550057739453e-09,3.1338572805018766e-09,9.628456048453433e-16,-6.268626673300304e-09,-7.6881043509572e-15,-2.441385910213117e-16,6.938023185470314e-15,1.184823704035535e-16,4.488861330539748e-22,9.266513158583249e-13,-9.334770168609144e-13,-2.3988237764037803e-23,3.3641465552354906e-23,-2.476300159553457e-17,3.809658066090549e-17,-6.951357212867577e-15,4.700775000801374e-09,3.1338572624617523e-09,9.628456048453433e-16,6.268626673300304e-09,-7.670064226691609e-15,1.8040124265590063e-17,6.2677000219844454e-09,6.2677000219844694e-09,6.267675761142381e-09,2.4260842054543416e-14,-9.401525772134396e-09,9.401550057739453e-09
0.040499999999999994,750,101325.00000000001,5.8333e-08,0.030000000000000002,0.88,0.09,0.03409090909090909,750.0,1e-10,1e-22,IdealGasReactor,off,0.08998231136412452,0.0,0.0,0.8792374671987516,0.0011791541512402625,0.00039287474964957097,1.699563551729405e-08,0.029208000978534772,1.745620640208164e-07,0.0023013316677926083,0.06747511318715887,0.0026105431458631574,1.2527931992719473e-08,0.00018868469974337956,0.927142735234273,3.754915758819425e-13,1.241078893379502e-08,1.824441038626303e-10,0.0002815669436282789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.691569062685472e-09,9.383138165088385e-09,3.127720008870648e-09,5.629770734956715e-16,-6.255748030703501e-09,-7.711221805341034e-15,1.583019217514975e-16,6.958584450352492e-15,1.212426983706274e-16,5.98203605838606e-22,3.2259288419145344e-13,-3.2984435964409495e-13,-1.2407709188295415e-23,-5.692343930339196e-23,-8.359680830724235e-18,2.1705533602024216e-17,-6.971930902002555e-15,4.691569062685472e-09,3.12771999085874e-09,5.629770734956715e-16,6.255748030703501e-09,-7.693209897249724e-15,1.8011908091309505e-17,6.255425437819309e-09,6.255425437819322e-09,6.255401274450468e-09,2.4163368910532553e-14,-9.383113993359795e-09,9.383138165088385e-09
