Distance (mm),T (C),P (atm),He,Ar,Ne,O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),X(1),HX(9),OX(10),HOX(13),H2OX(14),N2X2(25),N2X(26),NOX(27),H2NX(28),H3NX(29),HNX(49),NX(59),NOX2(76),gas_heat,surface_heat,alpha
0.0,135.0,1.0000000000000004,0.10799999999999998,0.0,0.0,0.8799999999999998,0.0009999999999999998,0.0,0.0,0.011,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-684078678697.1936,1.0000000000014617
0.008181818181818182,135.0,0.9999999999620032,0.10800067078691782,0.0,0.0,0.879999090809546,0.0010001202444707563,2.4877266310827635e-12,1.3566664501539033e-23,0.011000118156577778,0.0,0.07680474103252712,5.466537435626578e-09,0.9190250103615899,4.564329168930049e-09,5.807889628815467e-07,1.6253257362718258e-07,1.3858644791770195e-09,0.0006166460193956123,0.003370041752829707,1.8319468049241712e-07,0.00017969456403496537,1.4455885955502032e-06,1.4827480463837754e-06,1,-4011848918.357985,1.0000000002492617
0.016363636363636365,135.0,1.0000000000000004,0.10800067078691783,0.0,0.0,0.8799990908095446,0.00100012024447341,2.488215537307879e-12,3.4736427950751474e-17,0.01100011815657601,0.0,1.0741876941327464e-08,1.9135582464953748e-21,0.8558996463686889,4.1221227943941335e-14,7.885338902050525e-14,7.849109799447181e-18,3.983839512470568e-17,0.14410033901989566,3.77048130604918e-09,2.3465239498659393e-14,2.1502747482397523e-16,5.055671713727632e-11,4.833022714396177e-11,1,-0.00011117773824151459,-0.00011119010010535915
0.024545454545454547,135.0,1.0000000000000004,0.10800067078691783,0.0,0.0,0.8799990908095432,0.0010001202444760637,2.4887044448618297e-12,6.947293284017079e-17,0.01100011815657424,0.0,1.0741876943257038e-08,1.913396380060181e-21,0.8558996463668451,4.121726050853724e-14,7.885338876826311e-14,7.849109802835497e-18,3.98384012218044e-17,0.14410033902173952,3.770481306056337e-09,2.3465239502871115e-14,2.150274740951079e-16,5.0556717147114094e-11,4.833022715326214e-11,1,-0.000110886709828086,-0.00011089900705410143
0.03272727272727273,135.0,1.0000000000000004,0.10800067078691776,0.0,0.0,0.8799990908095418,0.0010001202444787165,2.489193370703352e-12,1.0421073315556921e-16,0.011000118156572477,0.0,1.0741876943230039e-08,1.913396380054079e-21,0.8558996463658457,4.1217260508460815e-14,7.885338876805701e-14,7.849109803023952e-18,3.9838407295807965e-17,0.1441003390227384,3.7704813060601795e-09,2.3465239502806914e-14,2.1502747409581365e-16,5.055671714739935e-11,4.833022715347158e-11,1,-0.0001108523283602135,-0.00011086461796124727
0.040909090909090916,135.0,1.0000000000000007,0.10800067078691776,0.0,0.0,0.8799990908095402,0.0010001202444813707,2.4896822965516105e-12,1.3894853005882436e-16,0.011000118156570711,0.0,1.074187694319797e-08,1.9133963800515594e-21,0.8558996463648462,4.121726050850778e-14,7.88533887683374e-14,7.849109803203e-18,3.983841337382599e-17,0.14410033902373726,3.7704813060639994e-09,2.3465239502737548e-14,2.1502747409648852e-16,5.055671714765997e-11,4.833022715366444e-11,1,-0.00011085658027381207,-0.00011086887081768974
0.049090909090909095,135.0,0.9999999908695796,0.10800067078691777,0.0,0.0,0.8799990908095391,0.0010001202444840246,2.490171198895365e-12,1.7368465309630792e-16,0.011000118156568943,0.0,1.0741876943172766e-08,1.9133963696708696e-21,0.8558996463641024,4.121726030948427e-14,7.885338800042106e-14,7.849109803359757e-18,3.983841945551469e-17,0.14410033902448174,3.770481306065771e-09,2.346523927418467e-14,2.1502747409684528e-16,5.055671714784195e-11,4.833022715380311e-11,1,-0.00011090964655624789,-0.00011092194887039243
0.05727272727272728,135.0,1.0000000000000007,0.10800067078691775,0.0,0.0,0.8799990908095373,0.0010001202444866778,2.4906601065541824e-12,2.0842114987456886e-16,0.011000118156567169,0.0,1.0741876943113957e-08,1.9133963800350212e-21,0.8558996463627339,4.121726050839908e-14,7.885338876812089e-14,7.849109803547433e-18,3.9838425533253484e-17,0.14410033902584982,3.770481306070831e-09,2.3465239502541213e-14,2.150274740977998e-16,5.055671714812586e-11,4.8330227153997247e-11,1,-0.00011088738645533535,-0.00011089968383143414
0.06545454545454546,135.0,0.9998988473259328,0.10800067078691775,0.0,0.0,0.8799990908095362,0.0010001202444884884,2.4911490274773532e-12,2.431575371154406e-16,0.01100011815656612,0.0,1.0742057284082232e-08,1.9119165688246856e-21,0.8558996463620964,4.118059377857892e-14,7.884970294050353e-14,7.849373382261891e-18,3.983972578538448e-17,0.14410033902645134,3.770337177357728e-09,2.3464081678080868e-14,2.1501102508864253e-16,5.0557565917578045e-11,4.8331038545096935e-11,1,0.0012360723397346978,0.0012345463511379358
0.07363636363636364,135.0,0.9999009935580544,0.10800067078691775,0.0,0.0,0.8799990908095362,0.0010001202444884884,2.4911490285267962e-12,2.4315761167517485e-16,0.01100011815656612,0.0,1.0742057287621925e-08,1.9119151103590836e-21,0.8558996463620964,4.1180634817042046e-14,7.884688429144492e-14,7.849373382103013e-18,3.983972584445528e-17,0.14410033902645134,3.770337177357728e-09,2.346330590030131e-14,2.1501102509451178e-16,5.0557565941072114e-11,4.8331038566527336e-11,1,-0.0001164225609829784,-0.00011643611677388414
0.08181818181818183,135.0,1.0000000000000004,0.1080006707869177,0.0,0.0,0.8799990908095348,0.001000120244490923,2.49193859718567e-12,2.870836780554276e-16,0.011000118156564492,0.0,1.0314234124421833e-08,1.8423174812935912e-21,0.8177772403680046,3.9478802273136854e-14,7.571416994854821e-14,1.267603103485298e-17,6.431758686732216e-17,0.18222274558313456,3.6115595452095846e-09,2.2531070123888005e-14,2.0648164084099885e-16,6.424821835511645e-11,5.868312489665172e-11,1,-0.000106429792520137,-0.00010644112102656347
0.09000000000000002,135.0,1.0000000000000004,0.10800067078691765,0.0,0.0,0.8799990908095331,0.001000120244493357,2.492728089897449e-12,3.310055145492194e-16,0.011000118156562865,0.0,1.0314234125658215e-08,1.8423174816295035e-21,0.8177772404791283,3.947880228139726e-14,7.571416995780042e-14,1.267603101917067e-17,6.431759621017866e-17,0.18222274547200504,3.6115595456719343e-09,2.2531070126585865e-14,2.064816408657894e-16,6.424821831490863e-11,5.86831248678765e-11,1,-0.00010629508127367678,-0.00010630638111909774
0.09818181818181819,135.0,1.0000000000000004,0.10800067078691764,0.0,0.0,0.8799990908095314,0.0010001202444957914,2.4935175829908514e-12,3.7492736755129947e-16,0.011000118156561243,0.0,1.0314234125649646e-08,1.842317481629017e-21,0.8177772404791283,3.947880228142808e-14,7.571416995792314e-14,1.2676031019297651e-17,6.431760563321934e-17,0.18222274547200504,3.6115595456719323e-09,2.2531070126563824e-14,2.064816408657891e-16,6.424821831485525e-11,5.868312486782774e-11,1,-0.00010629513717663104,-0.00010630643703393832
0.10636363636363637,135.0,1.0000000000000004,0.10800067078691761,0.0,0.0,0.87999909080953,0.0010001202444982257,2.4943070764587363e-12,4.18849236664592e-16,0.011000118156559621,0.0,1.0314234125636667e-08,1.84231748162729e-21,0.8177772404791283,3.947880228145016e-14,7.571416995801215e-14,1.2676031019413774e-17,6.43176150562099e-17,0.18222274547200504,3.6115595456719257e-09,2.2531070126532146e-14,2.0648164086578836e-16,6.42482183147744e-11,5.868312486775388e-11,1,-0.00010629504970319424,-0.00010630634954190255
0.11454545454545456,135.0,1.0000000000000004,0.10800067078691752,0.0,0.0,0.8799990908095282,0.0010001202445006597,2.495096570293461e-12,4.627711214637981e-16,0.01100011815655799,0.0,1.031423412561928e-08,1.8423174816243373e-21,0.8177772404791283,3.94788022814639e-14,7.571416995806877e-14,1.2676031019519072e-17,6.431762447914931e-17,0.18222274547200504,3.6115595456719124e-09,2.2531070126490832e-14,2.0648164086578683e-16,6.42482183146661e-11,5.868312486765497e-11,1,-0.00010629516216917873,-0.00010630646203180003
0.12272727272727275,135.0,1.0000000000000004,0.10800067078691745,0.0,0.0,0.8799990908095267,0.001000120244503094,2.4958860644889775e-12,5.066930216121591e-16,0.01100011815655637,0.0,1.0314234125597494e-08,1.842317481620147e-21,0.8177772404791283,3.947880228146894e-14,7.57141699580918e-14,1.2676031019613553e-17,6.431763390203847e-17,0.18222274547200504,3.611559545671896e-09,2.253107012643992e-14,2.0648164086578483e-16,6.424821831453038e-11,5.868312486753102e-11,1,-0.00010629520316401358,-0.00010630650303535136
0.13090909090909092,135.0,1.0000000000000004,0.10800067078691741,0.0,0.0,0.8799990908095251,0.0010001202445055284,2.496675559040248e-12,5.506149368297114e-16,0.011000118156554752,0.0,1.0314234125571315e-08,1.8423174816147487e-21,0.8177772404791283,3.9478802281466e-14,7.571416995808393e-14,1.2676031019697232e-17,6.431764332487709e-17,0.18222274547200504,3.6115595456718727e-09,2.2531070126379413e-14,2.0648164086578227e-16,6.424821831436731e-11,5.868312486738206e-11,1,-0.00010629513145415039,-0.00010630643131024094
0.1390909090909091,135.0,1.0000000000000004,0.10800067078691736,0.0,0.0,0.8799990908095234,0.0010001202445079622,2.4974650539415526e-12,5.945368667982615e-16,0.011000118156553117,0.0,1.0314234125540737e-08,1.8423174816081415e-21,0.8177772404791283,3.947880228145503e-14,7.571416995804509e-14,1.2676031019770108e-17,6.431765274766487e-17,0.18222274547200504,3.611559545671838e-09,2.253107012630927e-14,2.0648164086577832e-16,6.424821831417681e-11,5.868312486720808e-11,1,-0.00010629518735508782,-0.00010630648722306426
0.14727272727272728,135.0,1.0000000000000004,0.1080006707869173,0.0,0.0,0.879999090809522,0.0010001202445103963,2.4982545491873572e-12,6.384588112100433e-16,0.011000118156551492,0.0,1.0314234125505766e-08,1.8423174816002843e-21,0.8177772404791283,3.947880228143506e-14,7.571416995797128e-14,1.2676031019832182e-17,6.431766217040217e-17,0.18222274547200504,3.611559545671793e-09,2.2531070126229555e-14,2.0648164086577312e-16,6.4248218313959e-11,5.868312486700913e-11,1,-0.00010629520375403403,-0.00010630650362549728
