T (C),P (atm),V (M^3/s),X_nh3 initial,X_o2 initial,X_he initial,(NH3/O2),T (C) final,Rtol,Atol,reactor type,He,Ar,Ne,O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),ONOOJ(35),N2O2(46),X(1),HX(9),OX(10),HOX(13),H2OX(14),N2X2(25),N2X(26),NOX(27),H2NX(28),H3NX(29),O2X2(47),HNX(49),NX(59),NOX2(76),He ROP [kmol/m^3 s],Ar ROP [kmol/m^3 s],Ne ROP [kmol/m^3 s],O2(2) ROP [kmol/m^3 s],H2O(3) ROP [kmol/m^3 s],N2(4) ROP [kmol/m^3 s],NO(5) ROP [kmol/m^3 s],NH3(6) ROP [kmol/m^3 s],N2O(7) ROP [kmol/m^3 s],ONOOJ(35) ROP [kmol/m^3 s],N2O2(46) ROP [kmol/m^3 s],He surface ROP [kmol/m^2 s],Ar surface ROP [kmol/m^2 s],Ne surface ROP [kmol/m^2 s],O2(2) surface ROP [kmol/m^2 s],H2O(3) surface ROP [kmol/m^2 s],N2(4) surface ROP [kmol/m^2 s],NO(5) surface ROP [kmol/m^2 s],NH3(6) surface ROP [kmol/m^2 s],N2O(7) surface ROP [kmol/m^2 s],ONOOJ(35) surface ROP [kmol/m^2 s],N2O2(46) surface ROP [kmol/m^2 s],X(1) ROP [kmol/m^2 s],HX(9) ROP [kmol/m^2 s],OX(10) ROP [kmol/m^2 s],HOX(13) ROP [kmol/m^2 s],H2OX(14) ROP [kmol/m^2 s],N2X2(25) ROP [kmol/m^2 s],N2X(26) ROP [kmol/m^2 s],NOX(27) ROP [kmol/m^2 s],H2NX(28) ROP [kmol/m^2 s],H3NX(29) ROP [kmol/m^2 s],O2X2(47) ROP [kmol/m^2 s],HNX(49) ROP [kmol/m^2 s],NX(59) ROP [kmol/m^2 s],NOX2(76) ROP [kmol/m^2 s],2 NO(5) <=> N2O2(46) ROP [kmol/m^3 s],NO(5) + O2(2) <=> ONOOJ(35) ROP [kmol/m^3 s],O2(2) + 2 X(1) <=> 2 OX(10) ROP [kmol/m^2 s],NH3(6) + 2 X(1) <=> H2NX(28) + HX(9) ROP [kmol/m^2 s],NH3(6) + X(1) <=> H3NX(29) ROP [kmol/m^2 s],H3NX(29) + X(1) <=> H2NX(28) + HX(9) ROP [kmol/m^2 s],H2NX(28) + X(1) <=> HNX(49) + HX(9) ROP [kmol/m^2 s],H3NX(29) + HNX(49) <=> 2 H2NX(28) ROP [kmol/m^2 s],HX(9) + OX(10) <=> HOX(13) + X(1) ROP [kmol/m^2 s],H2O(3) + 2 X(1) <=> HOX(13) + HX(9) ROP [kmol/m^2 s],H2NX(28) + OX(10) <=> HNX(49) + HOX(13) ROP [kmol/m^2 s],H3NX(29) + OX(10) <=> H2NX(28) + HOX(13) ROP [kmol/m^2 s],H2O(3) + X(1) <=> H2OX(14) ROP [kmol/m^2 s],H2OX(14) + OX(10) <=> 2 HOX(13) ROP [kmol/m^2 s],HOX(13) + HX(9) <=> H2OX(14) + X(1) ROP [kmol/m^2 s],H2OX(14) + HNX(49) <=> H2NX(28) + HOX(13) ROP [kmol/m^2 s],HNX(49) + X(1) <=> HX(9) + NX(59) ROP [kmol/m^2 s],HNX(49) + OX(10) <=> HOX(13) + NX(59) ROP [kmol/m^2 s],H3NX(29) + NX(59) <=> H2NX(28) + HNX(49) ROP [kmol/m^2 s],H2NX(28) + NX(59) <=> 2 HNX(49) ROP [kmol/m^2 s],H2OX(14) + NX(59) <=> HNX(49) + HOX(13) ROP [kmol/m^2 s],NOX2(76) <=> NX(59) + OX(10) ROP [kmol/m^2 s],NO(5) + X(1) <=> NOX(27) ROP [kmol/m^2 s],NOX(27) + X(1) <=> NOX2(76) ROP [kmol/m^2 s],N2(4) + 2 X(1) <=> N2X2(25) ROP [kmol/m^2 s],N2X2(25) <=> 2 NX(59) ROP [kmol/m^2 s],NOX2(76) + NX(59) <=> N2X2(25) + OX(10) ROP [kmol/m^2 s],N2(4) + X(1) <=> N2X(26) ROP [kmol/m^2 s],N2X(26) + X(1) <=> N2X2(25) ROP [kmol/m^2 s],N2O2(46) + 2 X(1) <=> 2 NOX(27) ROP [kmol/m^2 s],O2X2(47) <=> 2 OX(10) ROP [kmol/m^2 s],NX(59) + O2X2(47) <=> NOX2(76) + OX(10) ROP [kmol/m^2 s]
550,101325.0,2.7155e-08,0.06,0.6,0,0.1,550.0,1e-11,1e-22,IdealGasReactor,-3.4553891894133085e-25,-8.497533862421483e-32,-4.532857838076341e-30,0.8692117467504995,0.061209876765575585,0.020403292049908473,4.105001231357353e-10,0.04917508402351607,2.825841672944028e-28,9.308099957663191e-21,1.791148573129125e-26,0.010411309699505973,8.871034095765291e-10,0.9174058417290073,3.68971090683497e-08,9.71387745193918e-07,1.632927784788526e-06,4.172233002008019e-05,0.07189752048553848,4.67941953168281e-06,0.00013434813243439343,1.341851309552087e-16,3.792649610826263e-06,4.0925957409579797e-05,5.7217497199400627e-05,0.0,0.0,0.0,-2.5286084145133503e-20,0.0,0.0,-2.634942482257042e-20,0.0,0.0,2.5286084145133503e-20,5.316703387184585e-22,0.0,0.0,0.0,-5.8198436178e-06,1.1639687143585624e-05,3.879895680212065e-06,7.806081737196919e-14,-7.759791438358537e-06,0.0,0.0,4.8111457019873837e-32,-1.3896335500018721e-14,-2.643403007879041e-19,-3.56075032740405e-15,-1.6800460094846228e-19,1.3957976385230643e-14,-3.961573094308363e-18,-5.731363734301498e-17,-1.2138740820687958e-17,-1.263837163313477e-19,-3.6266112683386894e-18,1.0889036952199477e-26,-3.049318610115481e-20,-3.55657301981574e-15,3.5686355630780125e-15,5.316703387184585e-22,2.5286084145133503e-20,5.8198436178e-06,1.1647992032567044e-06,6.594992235101833e-06,2.4458575107576845e-11,1.2105892693792875e-13,-7.759791239827491e-06,1.1647376869682376e-06,-8.61205344983249e-11,1.3663371604050032e-14,1.4450773096502521e-05,-1.1639601023051126e-05,-1.1639600972394702e-05,1.171936103770887e-18,-6.381189047396036e-14,2.4612904689366133e-14,7.663777332804007e-06,-9.601408014467938e-08,6.088209031917441e-19,-8.013378633884465e-16,-2.1713173481430204e-09,-7.806081737196919e-14,-7.80486786311485e-14,-3.1881788686084816e-07,-3.877724444419961e-06,2.171235730828826e-09,-3.561077793351217e-06,-3.5610777932939034e-06,-4.8111457019873837e-32,-1.0905213153775267e-26,1.6176201575789895e-29
