Distance (mm),T (C),P (atm),He,Ar,Ne,O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),X(1),HX(9),OX(10),HOX(13),H2OX(14),N2X2(25),N2X(26),NOX(27),H2NX(28),H3NX(29),HNX(49),NX(59),NOX2(76),gas_heat,surface_heat,alpha
0.0,345.0,1.0000000000000002,0.10799999999999998,0.0,0.0,0.8799999999999998,0.0009999999999999998,0.0,0.0,0.011,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-363905109679.1228,1.000000000002748
0.008181818181818182,345.0,1.0000000000000002,0.10799999999973077,0.0,0.0,0.87999999998534,0.00100000001495682,5.253983390859562e-17,9.972770298613213e-12,0.0109999999899997,0.0,1.4132693779062097e-06,3.1639123859282274e-17,0.9998618765522154,2.1674994529005194e-11,1.3216798762695443e-12,7.790148407513952e-22,4.064137389030649e-19,0.0001366860679200418,2.4026501881781786e-08,2.8031280171051166e-13,1.1075554748639487e-14,1.1769174837560954e-11,4.8919464699544826e-11,1,-0.46685684538286737,-0.8756688355459284
0.016363636363636365,345.0,1.0000000000000002,0.1079999999994615,0.0,0.0,0.8799999999706798,0.00100000002991364,1.0508092526279162e-16,1.994554054395517e-11,0.010999999979999403,0.0,1.4132693737205125e-06,3.1639123949821967e-17,0.9998618749165936,2.1674994624941566e-11,1.3216798921226653e-12,7.790334960435908e-22,4.0643016231800246e-19,0.00013668770354469245,2.4026501814876705e-08,2.803128006254801e-13,1.1075554705643649e-14,1.1769315655198114e-11,4.8920049938741415e-11,1,-0.4668568450004348,-0.8756688342004795
0.024545454545454547,345.0,1.0000000000000002,0.10799999999919221,0.0,0.0,0.8799999999560197,0.0010000000448704594,1.5762327405479992e-16,2.9918310734345504e-11,0.010999999969999098,0.0,1.4132693700470562e-06,3.16391240577449e-17,0.9998618732808002,2.1674994724812842e-11,1.3216799084548542e-12,7.790521540804998e-22,4.0644658732490303e-19,0.00013668933934093364,2.4026501752497073e-08,2.8031279964205945e-13,1.1075554666758981e-14,1.1769456491878789e-11,4.892063525708114e-11,1,-0.46685684166475,-0.8756688224650949
0.03272727272727273,345.0,1.0000000000000002,0.10799999999892296,0.0,0.0,0.8799999999413596,0.001000000059827279,2.101668803066384e-16,3.989108087029876e-11,0.0109999999599988,0.0,1.413269366311139e-06,3.163912416354736e-17,0.9998618716450285,2.167499482420423e-11,1.3216799247285933e-12,7.790708120331736e-22,4.0646301244794166e-19,0.00013669097511624127,2.4026501689565857e-08,2.8031279864624516e-13,1.1075554627372808e-14,1.176959732623568e-11,4.892122056576201e-11,1,-0.4668568393123202,-0.8756688141889328
0.040909090909090916,345.0,1.0000000000000002,0.1079999999986537,0.0,0.0,0.8799999999266997,0.0010000000747840986,2.6271174409488857e-16,4.986385095634722e-11,0.010999999949998503,0.0,1.4132693627606177e-06,3.163912427564098e-17,0.9998618700091938,2.167499492501997e-11,1.3216799411757296e-12,7.79089471121755e-22,4.0647943832363573e-19,0.00013669261095365144,2.4026501628272703e-08,2.8031279768720305e-13,1.1075554589474381e-14,1.1769738167484255e-11,4.892180590308371e-11,1,-0.46685683699837655,-0.8756688060481701
0.049090909090909095,345.0,1.0000000000000002,0.1079999999983844,0.0,0.0,0.8799999999120395,0.0010000000897409178,3.152578653146463e-16,5.983662098365944e-11,0.010999999939998197,0.0,1.4132693586813075e-06,3.163912436979127e-17,0.9998618683735377,2.1674995021773432e-11,1.3216799571283423e-12,7.791081278302771e-22,4.0649586311790424e-19,0.0001366942466138691,2.4026501562307183e-08,2.803127966232713e-13,1.107555454733232e-14,1.1769878989069732e-11,4.8922391158681186e-11,1,-0.46685683530436123,-0.8756688000883981
0.05727272727272728,345.0,1.0000000000000002,0.10799999999811515,0.0,0.0,0.8799999998973793,0.0010000001046977373,3.678052440301354e-16,6.980939095585781e-11,0.010999999929997898,0.0,1.4132693554187043e-06,3.1639124491655024e-17,0.9998618667376066,2.1674995124800955e-11,1.3216799738447476e-12,7.791267887827587e-22,4.065122902861192e-19,0.0001366958825477178,2.4026501503558252e-08,2.8031279572134557e-13,1.107555451174469e-14,1.1770019841020481e-11,4.892297654047843e-11,1,-0.4668568311779266,-0.8756687855710507
0.06545454545454546,345.0,1.0000000000000002,0.1079999999978459,0.0,0.0,0.8799999998827196,0.0010000001196545567,4.2035388027000304e-16,7.978216087394499e-11,0.0109999999199976,0.0,1.4132693513700382e-06,3.1639124586844915e-17,0.9998618651019407,2.1674995221789953e-11,1.3216799898260114e-12,7.791454460883497e-22,4.065287157120848e-19,0.00013669751821815705,2.402650143786373e-08,2.803127946634971e-13,1.1075554469848685e-14,1.1770160663740775e-11,4.892356180078863e-11,1,-0.4668568299869668,-0.8756687813810953
0.07363636363636364,345.0,1.0000000000000004,0.10799999999757662,0.0,0.0,0.8799999998680592,0.0010000001346113757,4.729037740371606e-16,8.97549307370285e-11,0.010999999909997298,0.0,1.4132693477765265e-06,3.163912469748042e-17,0.9998618634661209,2.1674995322275133e-11,1.3216800062329284e-12,7.79164105857693e-22,4.065451425834483e-19,0.00013669915404107251,2.402650137619221e-08,2.8031279369596456e-13,1.1075554431606549e-14,1.1770301503381855e-11,4.892414713142078e-11,1,-0.46685681972322707,-0.8756687452718904
