Distance (mm),T (C),P (atm),He,Ar,Ne,O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),X(1),HX(9),OX(10),HOX(13),H2OX(14),N2X2(25),N2X(26),NOX(27),H2NX(28),H3NX(29),HNX(49),NX(59),NOX2(76),gas_heat,surface_heat,alpha
0.0,310.0,1.0000000000000004,0.10799999999999998,0.0,0.0,0.8799999999999998,0.0009999999999999998,0.0,0.0,0.011,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-397757927161.43524,1.000000000002514
0.008181818181818182,310.0,1.0000000000000004,0.10799999999989794,0.0,0.0,0.8799999999944432,0.0010000000056693606,1.8215015735474767e-16,3.7798395385400765e-12,0.010999999996209401,0.0,8.323652794506711e-07,1.048480016377285e-17,0.9995028464803805,1.0586722857897516e-11,9.823378048870985e-13,6.018378658401847e-21,1.8386793929866314e-18,0.000496301191215382,1.984646886952863e-08,2.1553775805011788e-13,7.132068471787062e-15,2.2898944684308353e-11,8.193000681445943e-11,1,-0.17699735319905813,-0.21506292098458846
0.016363636363636365,310.0,1.0000000000000007,0.10799999999979587,0.0,0.0,0.8799999999888864,0.0010000000113387212,3.6430295559446145e-16,7.55967903923588e-12,0.0109999999924188,0.0,8.323652756512819e-07,1.0484800136741006e-17,0.9995028428821485,1.0586722842092026e-11,9.823378059720449e-13,6.018465962924143e-21,1.838724380124645e-18,0.0004963047894505433,1.9846468784755764e-08,2.155377569920124e-13,7.132068436755714e-15,2.289911068192618e-11,8.193060044147754e-11,1,-0.1769973504983032,-0.21506291699725358
0.024545454545454547,310.0,1.0000000000000004,0.1079999999996938,0.0,0.0,0.8799999999833298,0.0010000000170080816,5.464583948468208e-16,1.1339518502961293e-11,0.0109999999886282,0.0,8.323652719209876e-07,1.048480011103343e-17,0.9995028392837739,1.0586722826728035e-11,9.823378071389085e-13,6.0185532725371504e-21,1.8387693690830443e-18,0.0004963083878282091,1.9846468700833775e-08,2.1553775595182494e-13,7.132068402332947e-15,2.2899276688023287e-11,8.19311940988172e-11,1,-0.1769973472282328,-0.21506291216939394
0.03272727272727273,310.0,1.0000000000000007,0.10799999999959176,0.0,0.0,0.8799999999777731,0.0010000000226774424,7.286164750320227e-16,1.5119357928920463e-11,0.010999999984837604,0.0,8.323652680131707e-07,1.0484800081926162e-17,0.9995028356857663,1.058672281023276e-11,9.823378080959038e-13,6.018640571320591e-21,1.8388143549986123e-18,0.0004963119858393135,1.984646861472818e-08,2.1553775486565153e-13,7.13206836634837e-15,2.2899442672314977e-11,8.193178767816505e-11,1,-0.17699734361285835,-0.2150629068317351
0.040909090909090916,310.0,1.0000000000000007,0.10799999999948966,0.0,0.0,0.8799999999722161,0.0010000000283468026,9.107771961524217e-16,1.8899197316978692e-11,0.010999999981047002,0.0,8.323652645647901e-07,1.048480006161426e-17,0.9995028320868106,1.0586722796662345e-11,9.823378095954637e-13,6.018727900382566e-21,1.838859350429223e-18,0.0004963155847988542,1.984646853427226e-08,2.155377538984545e-13,7.132068334404548e-15,2.2899608713019716e-11,8.193238145927237e-11,1,-0.1769972890827608,-0.2150628263247113
0.049090909090909095,310.0,1.0000000000000002,0.10799999999938767,0.0,0.0,0.8799999999666599,0.0010000000340161636,1.0929405582546264e-15,2.267903666735753e-11,0.010999999977256408,0.0,8.323652605549504e-07,1.0484800030555498e-17,0.9995028284890134,1.0586722779518846e-11,9.823378104322258e-13,6.018815193859614e-21,1.8389043352546036e-18,0.0004963191825992828,1.9846468446912332e-08,2.1553775278587107e-13,7.132068297522969e-15,2.2899774684786868e-11,8.193297499381706e-11,1,-0.17699734305293366,-0.2150629060050747
0.05727272727272728,310.0,1.0000000000000004,0.10799999999928558,0.0,0.0,0.879999999961103,0.001000000039685524,1.275106561491367e-15,2.6458875981132342e-11,0.010999999973465806,0.0,8.323652568261856e-07,1.048480000487627e-17,0.9995028248906365,1.0586722764163578e-11,9.82337811600702e-13,6.018902506099845e-21,1.8389493260772855e-18,0.000496322780979922,1.9846468363007786e-08,2.1553775174604948e-13,7.132068263112672e-15,2.289994069106206e-11,8.193356865177704e-11,1,-0.17699734290235516,-0.21506290578276394
0.06545454545454546,310.0,1.0000000000000004,0.1079999999991835,0.0,0.0,0.8799999999555462,0.0010000000453548844,1.4572752057909137e-15,3.023871525757229e-11,0.010999999969675206,0.0,8.323652530543894e-07,1.048479997837353e-17,0.999502821292348,1.0586722748534645e-11,9.823378127184037e-13,6.018989816190646e-21,1.8389943165086173e-18,0.0004963263792715593,1.9846468278575622e-08,2.1553775069512037e-13,7.132068228325004e-15,2.2900106692044642e-11,8.193416229080321e-11,1,-0.17699734051407695,-0.21506290225676286
0.07363636363636364,310.0,1.0000000000000004,0.10799999999908143,0.0,0.0,0.8799999999499895,0.0010000000510242447,1.6394464912126424e-15,3.401855449700155e-11,0.010999999965884608,0.0,8.323652489547533e-07,1.048479994559195e-17,0.9995028176947379,1.0586722730816207e-11,9.823378134484252e-13,6.019077105740529e-21,1.8390393009303127e-18,0.0004963299768861763,1.9846468190112857e-08,2.1553774955930678e-13,7.132068190654444e-15,2.290027265275361e-11,8.193475578578652e-11,1,-0.17699733582840083,-0.2150628953389344
