Distance (mm),T (K),P (Pa),V (M^3/s),X_nh3 initial,X_o2 initial,X_he initial,(NH3/O2),T (K) final,Rtol,Atol,reactor type,energy on?,He,Ar,Ne,O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NOX,OX,NX,OHX,NH3X,X(1),NH2_X(8),NH_X(9),H2O_X(11),He ROP [kmol/m^3 s],Ar ROP [kmol/m^3 s],Ne ROP [kmol/m^3 s],O2(2) ROP [kmol/m^3 s],H2O(3) ROP [kmol/m^3 s],N2(4) ROP [kmol/m^3 s],NO(5) ROP [kmol/m^3 s],NH3(6) ROP [kmol/m^3 s],N2O(7) ROP [kmol/m^3 s],He surface ROP [kmol/m^2 s],Ar surface ROP [kmol/m^2 s],Ne surface ROP [kmol/m^2 s],O2(2) surface ROP [kmol/m^2 s],H2O(3) surface ROP [kmol/m^2 s],N2(4) surface ROP [kmol/m^2 s],NO(5) surface ROP [kmol/m^2 s],NH3(6) surface ROP [kmol/m^2 s],N2O(7) surface ROP [kmol/m^2 s],NOX ROP [kmol/m^2 s],OX ROP [kmol/m^2 s],NX ROP [kmol/m^2 s],OHX ROP [kmol/m^2 s],NH3X ROP [kmol/m^2 s],X(1) ROP [kmol/m^2 s],NH2_X(8) ROP [kmol/m^2 s],NH_X(9) ROP [kmol/m^2 s],H2O_X(11) ROP [kmol/m^2 s],NX + OX <=> NOX + X(1) ROP [kmol/m^2 s],O2(2) + 2 X(1) <=> 2 OX ROP [kmol/m^2 s],2 NX <=> N2(4) + 2 X(1) ROP [kmol/m^2 s],NOX <=> NO(5) + X(1) ROP [kmol/m^2 s],NH3(6) + X(1) <=> NH3X ROP [kmol/m^2 s],NOX + NX <=> N2O(7) + 2 X(1) ROP [kmol/m^2 s],N2O(7) + X(1) <=> N2(4) + OX ROP [kmol/m^2 s],NH3X + OX <=> NH2_X(8) + OHX ROP [kmol/m^2 s],NH2_X(8) + OX <=> NH_X(9) + OHX ROP [kmol/m^2 s],NH_X(9) + OX <=> NX + OHX ROP [kmol/m^2 s],NH_X(9) + OHX <=> H2O_X(11) + NX ROP [kmol/m^2 s],H2O_X(11) + OX <=> 2 OHX ROP [kmol/m^2 s],H2O_X(11) <=> H2O(3) + X(1) ROP [kmol/m^2 s]
0,598,101325.00000000003,5.8333e-05,0.07,0.88,0.04999999999999999,0.07954545454545456,598.0,1e-11,1e-22,Reactor,off,0.04999999999999999,0.0,0.0,0.88,0.0,0.0,0.0,0.06999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06633032890763196,0.0,0.0,0.0,-0.24516831769081024,0.0,0.0,0.13266065781526393,0.0,0.0,0.24516831769081024,-0.37782897550607414,0.0,0.0,0.0,0.0,0.06633032890763196,0.0,0.0,0.24516831769081024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.009,598,101324.99999999999,5.8333e-05,0.07,0.88,0.04999999999999999,0.07954545454545456,598.0,1e-11,1e-22,Reactor,off,0.04999999999999999,0.0,0.0,0.8799999999999998,1.384043335626191e-16,4.3283089336503784e-26,9.226969101411614e-17,0.06999999999999991,3.308112110080046e-25,4.717983326183617e-09,0.9999998887379328,3.015494151226421e-10,1.5357590765908422e-12,6.950416113531377e-10,1.0554595681322745e-07,2.2848112649015494e-21,2.942882033098743e-16,1.1359005821289518e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.096164927656485e-16,8.515298468922383e-16,2.662983266991089e-25,5.676873970601659e-16,-5.676848230595068e-16,2.035309246523897e-24,-7.922329876877708e-22,1.6531890000763567e-20,-4.487334922582332e-23,-1.1342628745070896e-25,-1.74149749266678e-21,-1.3953172697638826e-20,-8.874685183736383e-31,-4.3802581358686906e-29,-3.1554436208840472e-30,5.676866068624875e-16,7.096164927656485e-16,2.662983266991082e-25,5.676873970601659e-16,5.676848230595068e-16,2.0353092465238977e-24,7.553272408362739e-40,5.676865645569995e-16,5.676865645570004e-16,5.676865645462676e-16,1.077655101973001e-26,-8.515298468814586e-16,8.515298468922383e-16
0.018,598,101325.0,5.8333e-05,0.07,0.88,0.04999999999999999,0.07954545454545456,598.0,1e-11,1e-22,Reactor,off,0.049999999999999996,0.0,0.0,0.8799999999999997,2.768086962361696e-16,8.6566187774322e-26,1.8453932190664167e-16,0.06999999999999983,6.616224915868608e-25,4.717983326054432e-09,0.9999998887379327,3.0154941510485945e-10,1.5357590765459008e-12,6.950416113112779e-10,1.0554595680686493e-07,2.2848112647639387e-21,2.9428820329214126e-16,1.135900583604672e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.096164926765621e-16,8.515298468414537e-16,2.6629832666770214e-25,5.676869077278184e-16,-5.676833506780165e-16,2.035309246348143e-24,-3.029341170931839e-22,1.6531797098488304e-20,-4.4874077738630716e-23,-1.1442814079937491e-25,-3.213844793483714e-21,-1.2970029643254898e-20,3.944304526105059e-31,-2.920865364737491e-29,-1.0551014607331033e-29,5.676866068290106e-16,7.096164926765621e-16,2.6629832666770063e-25,5.676869077278184e-16,5.676833506780165e-16,2.0353092463481444e-24,1.5106546404296645e-39,5.676865645228099e-16,5.676865645228095e-16,5.676865645120622e-16,1.0776551018765287e-26,-8.515298468306666e-16,8.515298468414537e-16
0.026999999999999996,598,101325.0,5.8333e-05,0.07,0.88,0.04999999999999999,0.07954545454545456,598.0,1e-11,1e-22,Reactor,off,0.049999999999999996,0.0,0.0,0.8799999999999996,4.152130364431568e-16,1.2984927918289146e-25,2.768088582988637e-16,0.06999999999999974,9.924337184728963e-25,4.717983326143339e-09,0.9999998887379327,3.015494150812482e-10,1.5357590764849505e-12,6.95041611253857e-10,1.0554595679815885e-07,2.284811264575186e-21,2.942882032678365e-16,1.1359005850566068e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.096164925546613e-16,8.515298467728384e-16,2.662983266260007e-25,5.67686418422214e-16,-5.676866560917442e-16,2.0353092462271316e-24,1.8632703776564678e-22,1.6531669880172018e-20,-4.4876509993812327e-23,-1.1801627462545496e-25,9.161583373532941e-23,-1.676461823839615e-20,-1.2818989709841442e-30,-4.518308566038587e-29,5.946039073103376e-29,5.67686606784561e-16,7.096164925546613e-16,2.6629832662599845e-25,5.67686418422214e-16,5.676866560917442e-16,2.035309246227134e-24,2.26598191728713e-39,5.676865644759105e-16,5.676865644759118e-16,5.676865644651804e-16,1.0776551017447573e-26,-8.515298467621213e-16,8.515298467728384e-16
0.036,598,101324.99999999999,5.8333e-05,0.07,0.88,0.04999999999999999,0.07954545454545456,598.0,1e-11,1e-22,Reactor,off,0.04999999999999998,0.0,0.0,0.8799999999999994,5.536173987731496e-16,1.731323775075675e-25,3.6907832991884443e-16,0.06999999999999962,1.323244998255443e-24,4.717983326401499e-09,0.9999998887379327,3.015494150634928e-10,1.5357590764379893e-12,6.950416112094427e-10,1.0554595679142241e-07,2.28481126442918e-21,2.94288203249033e-16,1.1359005865294076e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.096164924603389e-16,8.515298467198654e-16,2.662983265946418e-25,5.676859291373185e-16,-5.676885983118225e-16,2.03530924621866e-24,6.755785074832087e-22,1.6531570452537955e-20,-4.4879354823380586e-23,-1.2077571007089997e-25,2.0338721879757802e-21,-1.919602096616284e-20,-4.930380657631324e-31,-5.129675665775035e-29,4.930380657631324e-31,5.676866067511352e-16,7.096164924603389e-16,2.662983265946388e-25,5.676859291373185e-16,5.676885983118225e-16,2.035309246218663e-24,3.021309314852735e-39,5.676865644396345e-16,5.67686564439635e-16,5.676865644289098e-16,1.0776551016429474e-26,-8.515298467090893e-16,8.515298467198654e-16
0.045,598,101324.99999999999,5.8333e-05,0.07,0.88,0.04999999999999999,0.07954545454545456,598.0,1e-11,1e-22,Reactor,off,0.049999999999999996,0.0,0.0,0.8799999999999993,6.92021778099873e-16,2.164154811422768e-25,4.613477333724382e-16,0.06999999999999955,1.6540563187403846e-24,4.71798332745356e-09,0.9999998887379327,3.0154941502260037e-10,1.5357590763252633e-12,6.950416111043523e-10,1.0554595677545519e-07,2.2848112640837134e-21,2.94288203204533e-16,1.1359005879048271e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.096164922367688e-16,8.5152984659389e-16,2.662983265224184e-25,5.676854399483101e-16,-5.676864443335074e-16,2.0353092463965083e-24,1.1646905332165966e-21,1.653133184045514e-20,-4.4888209491252254e-23,-1.2636025363176527e-25,-1.2002029273492857e-22,-1.753098747734503e-20,9.860761315262648e-32,-4.893017152153036e-29,1.4593926746588718e-29,5.676866066741525e-16,7.096164922367688e-16,2.6629832652241462e-25,5.676854399483101e-16,5.676864443335074e-16,2.035309246396512e-24,3.7766368049256843e-39,5.676865643538001e-16,5.676865643538e-16,5.676865643430724e-16,1.0776551014008917e-26,-8.515298465831281e-16,8.5152984659389e-16
0.05399999999999999,598,101325.0,5.8333e-05,0.07,0.88,0.04999999999999999,0.07954545454545456,598.0,1e-11,1e-22,Reactor,off,0.04999999999999998,0.0,0.0,0.8799999999999991,8.304261206085362e-16,2.5969857325922e-25,5.536170327803227e-16,0.06999999999999944,1.9848675513021614e-24,4.7179833285257685e-09,0.9999998887379329,3.0154941499324983e-10,1.5357590762418812e-12,6.950416110268163e-10,1.0554595676368162e-07,2.2848112638288305e-21,2.9428820317170217e-16,1.1359005893237112e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.096164920719174e-16,8.515298465004981e-16,2.662983264705802e-25,5.676849507622777e-16,-5.676865832998503e-16,2.0353092466609493e-24,1.653821311258299e-21,1.6531153957152787e-20,-4.489628358138557e-23,-1.2950445598296257e-25,1.900937913859032e-23,-1.8158958796379374e-20,-3.944304526105059e-31,-4.893016973419493e-29,-1.429810390713084e-29,5.676866066188982e-16,7.096164920719174e-16,2.6629832647057564e-25,5.676849507622777e-16,5.676865832998503e-16,2.0353092466609537e-24,4.531964094198924e-39,5.676865642904712e-16,5.676865642904716e-16,5.6768656427974395e-16,1.0776551012221582e-26,-8.515298464897073e-16,8.515298465004981e-16
0.06299999999999999,598,101324.99999999996,5.8333e-05,0.07,0.88,0.04999999999999999,0.07954545454545456,598.0,1e-11,1e-22,Reactor,off,0.049999999999999996,0.0,0.0,0.8799999999999991,9.688305187650439e-16,3.0298168277378683e-25,6.458862898090595e-16,0.06999999999999935,2.3156789170192442e-24,4.717983330526561e-09,0.9999998887379329,3.0154941495113424e-10,1.535759076118428e-12,6.950416109125725e-10,1.0554595674633264e-07,2.2848112634532757e-21,2.9428820312332966e-16,1.1359005906832595e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.096164918290005e-16,8.515298463626248e-16,2.6629832639619633e-25,5.676844616882016e-16,-5.676864509509523e-16,2.035309247239819e-24,2.142816101906971e-21,1.6530889480588867e-20,-4.4910305781621196e-23,-1.337191425816945e-25,-1.1324620845772004e-22,-1.8515415299392623e-20,0.0,-5.208561071744012e-29,1.9721522630525295e-30,5.676866065396127e-16,7.096164918290005e-16,2.6629832639619105e-25,5.676844616882016e-16,5.676864509509523e-16,2.035309247239824e-24,5.2872916870522286e-39,5.676865641971608e-16,5.676865641971608e-16,5.676865641864363e-16,1.0776551009583943e-26,-8.515298463518502e-16,8.515298463626248e-16
0.072,598,101325.00000000003,5.8333e-05,0.07,0.88,0.04999999999999999,0.07954545454545456,598.0,1e-11,1e-22,Reactor,off,0.049999999999999996,0.0,0.0,0.8799999999999989,1.1072349633757842e-15,3.4626480681322656e-25,7.381554983096117e-16,0.06999999999999931,2.6464903938699885e-24,4.717983331888695e-09,0.9999998887379329,3.0154941492773387e-10,1.5357590760484476e-12,6.950416108474383e-10,1.0554595673644652e-07,2.2848112632391736e-21,2.942882030957923e-16,1.1359005921218345e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.09616491690577e-16,8.515298462839936e-16,2.6629832635486737e-25,5.676839725375366e-16,-5.676876354735895e-16,2.035309247669493e-24,2.631922714082145e-21,1.653073764103626e-20,-4.4919371075668174e-23,-1.3611530757980388e-25,1.0713296282157647e-21,-2.0188934438552935e-20,-3.6484816866471796e-30,-1.2988701599541117e-28,7.444874793023299e-29,5.6768660649556e-16,7.09616491690577e-16,2.662983263548613e-25,5.676839725375366e-16,5.676876354735895e-16,2.035309247669499e-24,6.042619533831268e-39,5.676865641439613e-16,5.676865641439649e-16,5.6768656413331825e-16,1.0776551008084492e-26,-8.515298462732915e-16,8.515298462839936e-16
0.08099999999999999,598,101324.99999999996,5.8333e-05,0.07,0.88,0.04999999999999999,0.07954545454545456,598.0,1e-11,1e-22,Reactor,off,0.049999999999999996,0.0,0.0,0.8799999999999989,1.2456391854269854e-15,3.8954786124919736e-25,8.304244789477755e-16,0.06999999999999923,2.977301338878983e-24,4.7179833334687674e-09,0.9999998887379329,3.015494149048586e-10,1.5357590759786092e-12,6.950416107822124e-10,1.055459567265375e-07,2.2848112630247412e-21,2.9428820306813637e-16,1.1359005935608147e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.096164915518326e-16,8.51529846205668e-16,2.662983263144658e-25,5.676834834143033e-16,-5.676865799911279e-16,2.0353092481967286e-24,3.121002883245248e-21,1.653058471433472e-20,-4.4929653779406546e-23,-1.3921158663129355e-25,1.5900440840221313e-23,-1.962241911120587e-20,2.9582283945787943e-31,-6.125611573838709e-29,-1.2818989709841442e-30,5.676866064524958e-16,7.096164915518326e-16,2.66298326314459e-25,5.676834834143033e-16,5.676865799911279e-16,2.0353092481967356e-24,6.797946166135565e-39,5.67686564090687e-16,5.676865640906867e-16,5.676865640799714e-16,1.0776551006581696e-26,-8.515298461948902e-16,8.51529846205668e-16
