Time (s),Volume (m^3),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),OX(10),H2NX(28),HX(9),H3NX(29),HNX(49),HOX(13),H2OX(14),NX(59),NOX2(76),NOX(27),N2X2(25),N2X(26),N2O2(46),O2X2(47),ONOOJ(35)
2.457164323528567e-08,0.05595639656,0.054,0.0,0.0,0.026912584173607076,0.8785948036029372,9.316413393082614e-05,5.233159072443666e-06,7.15555294691511e-14,0.06586639122734583,0.0,0.002697977804780408,2.1241788793614494e-06,7.614269513436057e-07,6.1003130662595305e-05,2.6374692987761073e-05,5.378202370794208e-08,2.519919581253429e-08,1.074701991853066e-05,3.683839725652961e-06,1.5488034397328517e-05,4.5938964626929213e-07,1.4013892869941479e-06,4.822745731167598e-34,4.6243811088981975e-17,1.2339122706406805e-23
2.4710147302458606e-08,0.05595639656,0.054,0.0,0.0,0.02689886678664033,0.8785876295991334,9.394783203641579e-05,5.346338426459978e-06,7.285064038935227e-14,0.06586583747360905,0.0,0.0027113527064276085,2.1254761991529385e-06,7.582546013436166e-07,6.102772849698841e-05,2.6395162647233356e-05,5.383749254775788e-08,2.526123482272476e-08,1.0795019552053821e-05,3.718646478499897e-06,1.5642517990343984e-05,4.645981448755496e-07,1.4180509055818112e-06,4.998903009472315e-34,4.670345853064193e-17,1.2562363259095665e-23
2.4834800962914247e-08,0.05595639656,0.054,0.0,0.0,0.026886537203315203,0.8785811792946185,9.465443761691656e-05,5.449289585374107e-06,7.402722272816977e-14,0.06586533922504403,0.0,0.002723376339413332,2.126635078001797e-06,7.554212179875519e-07,6.10491961673742e-05,2.6412649520998794e-05,5.388689577572746e-08,2.5316670619456905e-08,1.0837747944223932e-05,3.7499300234006996e-06,1.578150006846437e-05,4.692666416053396e-07,1.4330018127684777e-06,5.161677575376781e-34,4.711860791646012e-17,1.2765170781499266e-23
2.4946989257324326e-08,0.05595639656,0.054,0.0,0.0,0.02687545354700084,0.8785753791139767,9.529140771458061e-05,5.542824827778616e-06,7.509503918208151e-14,0.06586489090210267,0.0,0.0027341864808524932,2.1276710838446077e-06,7.528885740179571e-07,6.106798124517953e-05,2.6427640359823452e-05,5.393094251468247e-08,2.5366241698637716e-08,1.0875824363512156e-05,3.778049769647604e-06,1.590653645034476e-05,4.7345233400460864e-07,1.4464201131836518e-06,5.311662277442983e-34,4.749342636980388e-17,1.29492286508865e-23
2.5059177551734405e-08,0.05595639656,0.054,0.0,0.0,0.02686438213825776,0.8785695837510475,9.5929340605944e-05,5.637189837966851e-06,7.617127661456586e-14,0.0658644426708446,0.0,0.002744986107980405,2.1287005315611983e-06,7.50372240567012e-07,6.108626493746444e-05,2.6441932518678958e-05,5.3974598484135984e-08,2.5415510564345445e-08,1.0913543921143845e-05,3.806135089793883e-06,1.6031524043470686e-05,4.776225344668397e-07,1.4598016461346368e-06,5.465003243432034e-34,4.7869362992608617e-17,1.3134736430814433e-23
2.5171365846144484e-08,0.05595639656,0.054,0.0,0.0,0.026853322940059248,0.8785637931984931,9.65682283143999e-05,5.732381497191803e-06,7.72559315426915e-14,0.06586399452768651,0.0,0.0027557752478047765,2.1297234770158053e-06,7.478720517691393e-07,6.110405318045318e-05,2.645553493919955e-05,5.4017867022110414e-08,2.546447915896747e-08,1.0950908872141735e-05,3.834185191764032e-06,1.615645927903908e-05,4.817768902797779e-07,1.4731452608437676e-06,5.621751185191072e-34,4.8246414402194426e-17,1.3321693495188446e-23
2.5283554140554563e-08,0.05595639656,0.054,0.0,0.0,0.026842275915517428,0.8785580074489986,9.720806291766834e-05,5.828396617240494e-06,7.834900024603922e-14,0.06586354646910429,0.0,0.0027665539271226757,2.1307399747742065e-06,7.45387844222135e-07,6.112135183419177e-05,2.646845650520103e-05,5.406075143772044e-08,2.5513149417254084e-08,1.0987921494002298e-05,3.862199303547437e-06,1.628133867910272e-05,4.85915059164456e-07,1.486449836870177e-06,5.7819571517030285e-34,4.8624577227122977e-17,1.351009917700617e-23
2.5395742434964642e-08,0.05595639656,0.054,0.0,0.0,0.026831241027884627,0.8785522264952719,9.784883654756957e-05,5.9252319425046695e-06,7.945047877280306e-14,0.06586309849163227,0.0,0.0027773221725201492,2.131750078138762e-06,7.429194569369333e-07,6.113816668381097e-05,2.648070604186355e-05,5.410325501144582e-08,2.5561523266490258e-08,1.1024584082735043e-05,3.890176675382972e-06,1.6406158855178162e-05,4.900367091846485e-07,1.4997142838965067e-06,5.945672526996826e-34,4.9003848107390614e-17,1.3699952769411153e-23
2.550793072937472e-08,0.05595639656,0.054,0.0,0.0,0.026820218240551377,0.8785464503300424,9.849054138979623e-05,6.02288415202514e-06,8.056036294564776e-14,0.06586265059186244,0.0,0.0027880800103737445,2.132753839182385e-06,7.404667312883974e-07,6.11545034407453e-05,2.6492292314970498e-05,5.414538099490504e-08,2.560960262632458e-08,1.1060898950919906e-05,3.918116583232746e-06,1.653091650367067e-05,4.941415186486733e-07,1.51293754146857e-06,6.112949027593912e-34,4.9384223694766996e-17,1.3891253526704796e-23
2.56201190237848e-08,0.05595639656,0.054,0.0,0.0,0.02680920751705183,0.8785406789460632,9.913316968368408e-05,6.1213498615241775e-06,8.167864836761153e-14,0.0658622027664436,0.0,0.0027988274668555445,2.13375130878321e-06,7.380295109694819e-07,6.117036774393834e-05,2.6503224030165353e-05,5.4187132611545714e-08,2.565738940835489e-08,1.109686842924132e-05,3.946018321442148e-06,1.66556084085949e-05,4.982291760062874e-07,1.5261185787664108e-06,6.283838700711416e-34,4.976570065189061e-17,1.408400066536496e-23
2.573230731819488e-08,0.05595639656,0.054,0.0,0.0,0.026798208821067947,0.8785349123361091,9.977671372198085e-05,6.2206256254122114e-06,8.280533042785585e-14,0.06586175501208048,0.0,0.00280956456793307,2.1347425366584358e-06,7.35607641944609e-07,6.118576516101363e-05,2.6513509832254368e-05,5.422851305737242e-08,2.5704885516579438e-08,1.1132494862963822e-05,3.973881201661079e-06,1.6780231443176465e-05,5.022993797356813e-07,1.539256394353755e-06,6.458393922761546e-34,5.0148275652099875e-17,1.42781933650382e-23
2.5844495612604958e-08,0.05595639656,0.054,0.0,0.0,0.026787222116419814,0.8785291504929772,0.00010042116585061409,6.320707938778418e-06,8.394040430736386e-14,0.0658613073255332,0.0,0.002820291339370578,2.135727571395773e-06,7.332009724051166e-07,6.120070118942656e-05,2.6523158304534408e-05,5.426952550024554e-08,2.5752092847568885e-08,1.1167780609877976e-05,4.001704564178399e-06,1.6904782557638488e-05,5.063518382410637e-07,1.5523500158902871e-06,6.6366673961939564e-34,5.053194538067818e-17,1.447383076952544e-23
2.5945465077574028e-08,0.05595639656,0.054,0.0,0.0,0.026777344305042267,0.8785239689038559,0.00010100194290020128,6.411468677554933e-06,8.496914165814083e-14,0.0658609044629893,0.0,0.0028299366229573458,2.136608846798674e-06,7.310478416706297e-07,6.121375361568225e-05,2.6531304056626465e-05,5.43061246521975e-08,2.579433410142406e-08,1.1199248455889047e-05,4.026711273004945e-06,1.701681461346291e-05,5.099836456441194e-07,1.5640957089507586e-06,6.80033644678553e-34,5.087818139823812e-17,1.4651138920409007e-23
2.6046434542543098e-08,0.05595639656,0.054,0.0,0.0,0.026767476151294878,0.8785187911648243,0.00010158344384066551,6.502877201346706e-06,8.600466852008559e-14,0.06586050165051029,0.0,0.0028395735787488095,2.137485178119184e-06,7.289067937039339e-07,6.122644062520841e-05,2.65389466430174e-05,5.434243053662335e-08,2.583634434585194e-08,1.123044400530895e-05,4.051684993635148e-06,1.7128783906649194e-05,5.136006523614446e-07,1.5758041721778084e-06,6.9670991085604445e-34,5.1225299067663395e-17,1.4829615887716e-23
2.614740400751217e-08,0.05595639656,0.054,0.0,0.0,0.026757617629109325,0.8785136172706777,0.00010216566320174281,6.594930839597616e-06,8.704698096960692e-14,0.06586009888584612,0.0,0.0028492022251154396,2.1383565985541485e-06,7.267777222917592e-07,6.123876608425956e-05,2.654609219071323e-05,5.437844540679673e-08,2.5878124947533425e-08,1.1261369000390401e-05,4.076625285769912e-06,1.7240688383820962e-05,5.172026659819941e-07,1.5874747560894314e-06,7.136994472367784e-34,5.157329599498494e-17,1.500926097659747e-23
2.623827652598433e-08,0.05595639656,0.054,0.0,0.0,0.026748753172657857,0.8785089640490316,0.00010269027038281071,6.678328452178965e-06,8.799086050955959e-14,0.06585973643669801,0.0,0.0028578609173707525,2.1391367050397708e-06,7.248717112834056e-07,6.124955303228357e-05,2.6552103245833265e-05,5.441061182037747e-08,2.591553226864034e-08,1.1288971619896648e-05,4.099042613891371e-06,1.734134533685329e-05,5.204315051439778e-07,1.5979453727870624e-06,7.292611235943285e-34,5.188724302211324e-17,1.5171939709177828e-23
2.6329149044456493e-08,0.05595639656,0.054,0.0,0.0,0.026739896477868275,0.8785043139337634,0.00010321545114186156,6.762244422550401e-06,8.894023006615547e-14,0.06585937402289299,0.0,0.0028665129069879135,2.1399128833336347e-06,7.229752408171437e-07,6.126005297884059e-05,2.6557721036109413e-05,5.444254594079648e-08,2.595275566849572e-08,1.1316357790300594e-05,4.1214322114359e-06,1.7441946741256126e-05,5.236479175641806e-07,1.6083843482966463e-06,7.450826110671522e-34,5.220189857886943e-17,1.5335563504231726e-23
2.6420021562928655e-08,0.05595639656,0.054,0.0,0.0,0.026731047525942683,0.878499666921108,0.00010374120156207554,6.846676735135158e-06,8.989508652941554e-14,0.06585901164286137,0.0,0.0028751582070975948,2.140685156285993e-06,7.210882362364084e-07,6.12702686535459e-05,2.6562949940706873e-05,5.4474249374853715e-08,2.5989796132457303e-08,1.1343528793913052e-05,4.143793781202252e-06,1.7542491207370984e-05,5.268517757684013e-07,1.618791246960399e-06,7.611668026380692e-34,5.251726093428656e-17,1.5500131812236528e-23
2.6510894081400817e-08,0.05595639656,0.054,0.0,0.0,0.026722206298139865,0.8784950230073101,0.00010426751774887995,6.931623354004465e-06,9.085542671430033e-14,0.06585864929505533,0.0,0.002883796830749985,2.1414535463408363e-06,7.192106237325708e-07,6.128020275868207e-05,2.6567794310833845e-05,5.450572371710577e-08,2.6026654642118334e-08,1.1370485916698224e-05,4.166127041806457e-06,1.7642977369354338e-05,5.300429562318408e-07,1.6291656448207443e-06,7.775166046014483e-34,5.283332836275145e-17,1.5665644070752963e-23
2.65818434910164e-08,0.05595639656,0.054,0.0,0.0,0.026715308799868862,0.8784913993881276,0.00010467883392075597,6.998302278856319e-06,9.160902963602654e-14,0.06585836641066918,0.0,0.0028905368689286083,2.142050787664316e-06,7.177511455356766e-07,6.128776487287653e-05,2.6571312059459043e-05,5.453013931220944e-08,2.605530634311326e-08,1.1391385045437056e-05,4.183544039687348e-06,1.772139131765882e-05,5.325256042589562e-07,1.6372426750992626e-06,7.904683620453488e-34,5.3080589445734726e-17,1.57955248608053e-23
2.665279290063198e-08,0.05595639656,0.054,0.0,0.0,0.02670841598985173,0.8784877776538916,0.00010509049077935591,7.065292476602623e-06,9.236597177207652e-14,0.06585808354427904,0.0,0.0028972728513034325,2.1426456858183398e-06,7.162973137008948e-07,6.12951582404998e-05,2.657460008402777e-05,5.455441697241663e-08,2.6083848187533543e-08,1.1412155196480384e-05,4.200943475793117e-06,1.7799768300072393e-05,5.350003958854652e-07,1.6452994504704227e-06,8.035852059235007e-34,5.332827846112033e-17,1.5925980437273735e-23
2.6723742310247564e-08,0.05595639656,0.054,0.0,0.0,0.026701527859253556,0.8784841578028263,0.00010550248649919888,7.13259295385153e-06,9.312625151511961e-14,0.06585780069517537,0.0,0.0029040047839855197,2.14323825099028e-06,7.148490941469344e-07,6.1302384113691e-05,2.6577660419563464e-05,5.457855744256597e-08,2.6112280637991584e-08,1.1432796986373956e-05,4.2183252234144e-06,1.787810770773906e-05,5.37467277237678e-07,1.6533357837750225e-06,8.16868536420652e-34,5.3576394593003014e-17,1.6057010516735297e-23
2.6794691719863146e-08,0.05595639656,0.054,0.0,0.0,0.026694644399264923,0.8784805398331592,0.00010591481926295887,7.200202710475047e-06,9.388986723218829e-14,0.06585751786265656,0.0,0.002910732673056509,2.143828493228702e-06,7.134064530907809e-07,6.130944373487101e-05,2.6580495090517343e-05,5.4602561463642064e-08,2.614060415501126e-08,1.1453311032109736e-05,4.235689158022054e-06,1.7956408944066336e-05,5.399261958630359e-07,1.661351492037784e-06,8.30319758715374e-34,5.382493702705343e-17,1.618861481135577e-23
2.686564112947873e-08,0.05595639656,0.054,0.0,0.0,0.026687765601102652,0.8784769237431219,0.00010632748726143862,7.268120739786793e-06,9.46568172651667e-14,0.06585723504602858,0.0,0.0029174565245678585,2.144416422446019e-06,7.119693570438839e-07,6.13163383368352e-05,2.6583106110732207e-05,5.462642977271754e-08,2.616881919852431e-08,1.1473697950061817e-05,4.253035157493376e-06,1.8034671425305464e-05,5.423771006981787e-07,1.6693463964531023e-06,8.439402828894973e-34,5.407390495053088e-17,1.6320793028974064e-23
2.693659053909431e-08,0.05595639656,0.054,0.0,0.0,0.02668089145600764,0.8784733095309489,0.00010674048869354566,7.336346028716575e-06,9.542709993127871e-14,0.06585695224460525,0.0,0.0029241763445426914,2.14500204842095e-06,7.105377728084779e-07,6.132306914284454e-05,2.6585495483409568e-05,5.465016310276941e-08,2.6196926227076142e-08,1.1493958357550712e-05,4.270363102733846e-06,1.8112894578123613e-05,5.448199420586134e-07,1.6773203223433468e-06,8.577315239085564e-34,5.432329755235319e-17,1.6453544873186766e-23
2.7007539948709894e-08,0.05595639656,0.054,0.0,0.0,0.02667402195524518,0.8784696971948781,0.00010715382176626737,7.404877557983158e-06,9.620071352355297e-14,0.06585666945770788,0.0,0.002930892138976007,2.145585380800911e-06,7.091116674741242e-07,6.132963736671489e-05,2.658766520107869e-05,5.467376218279188e-08,2.6224925697639967e-08,1.1514092872762639e-05,4.287672877348037e-06,1.819107783976947e-05,5.472546716326308e-07,1.685273099115283e-06,8.716949016016708e-34,5.4573114023057206e-17,1.6586870043428364e-23
2.7078489358325476e-08,0.05595639656,0.054,0.0,0.0,0.026667157090105895,0.8784660867331507,0.00010756748469464555,7.473714302266098e-06,9.697765631128167e-14,0.06585638668466531,0.0,0.002937603913834194,2.146166429104465e-06,7.076910084144833e-07,6.13360442129058e-05,2.658961724556645e-05,5.469722773781493e-08,2.6252818065964595e-08,1.153410211397426e-05,4.304964367483803e-06,1.8269220658759467e-05,5.496812424633526e-07,1.6932045602293432e-06,8.858318406416808e-34,5.4823353554771455e-17,1.6720768235050333e-23
2.7149438767941058e-08,0.05595639656,0.054,0.0,0.0,0.026660296851905452,0.878462478144012,0.00010798147570175131,7.542855230376134e-06,9.775792654048453e-14,0.06585610392481397,0.0,0.00294431167505543,2.1467452027237244e-06,7.062757632840308e-07,6.134229087660851e-05,2.6591353587968668e-05,5.4720560488912476e-08,2.6280603786463634e-08,1.1553986699663355e-05,4.322237461947604e-06,1.8347322494410692e-05,5.520996089337713e-07,1.7011145431649415e-06,9.001437705256587e-34,5.507401534122774e-17,1.6855239139401308e-23
2.722038817755664e-08,0.05595639656,0.054,0.0,0.0,0.02665344123198439,0.8784588714257096,0.00010839579301866007,7.612299305423687e-06,9.85415224343685e-14,0.06585582117749766,0.0,0.0029510154285500986,2.1473217109266663e-06,7.04865900014657e-07,6.134837854383233e-05,2.6592876188623282e-05,5.4743761153228694e-08,2.6308283312137055e-08,1.1573747248648967e-05,4.339492052176948e-06,1.842538281649023e-05,5.545097267560111e-07,1.7090028893813733e-06,9.14632125555324e-34,5.532509857775585e-17,1.6990282443906404e-23
2.7362286996787805e-08,0.05595639656,0.054,0.0,0.0,0.02663974381246852,0.878451663594623,0.00010922539954605673,7.752092721264502e-06,1.0011868399761363e-13,0.06585525571788198,0.0,0.0029644109358628757,2.148467967548544e-06,7.020621921542537e-07,6.136008158747744e-05,2.6595287952109225e-05,5.478976907057064e-08,2.6363325584262198e-08,1.1612898712367275e-05,4.373945298314006e-06,1.8581376851503817e-05,5.593050458641049e-07,1.7247140571762e-06,9.441438721644237e-34,5.582852619024866e-17,1.7262084983922746e-23
2.7489995934095852e-08,0.05595639656,0.054,0.0,0.0,0.02662743184306392,0.8784451829273987,0.0001099731438173724,7.878933045113394e-06,1.0154948490164351e-13,0.06585474684066445,0.0,0.0029764532447479827,2.1494919412999892e-06,6.995569449031205e-07,6.137008227183751e-05,2.659674698747578e-05,5.483073157403679e-08,2.6412504959513e-08,1.1647717033783828e-05,4.404888897927743e-06,1.8721624400604025e-05,5.635922051027118e-07,1.7387786003329914e-06,9.71322304710097e-34,5.628304436060246e-17,1.750866166510306e-23
2.76177048714039e-08,0.05595639656,0.054,0.0,0.0,0.026615134703365892,0.8784387082945911,0.00011072191818528632,8.006739196230885e-06,1.0299103233083644e-13,0.06585423799418808,0.0,0.0029884826592623355,2.1505087138046404e-06,6.970686484993511e-07,6.137958584164375e-05,2.6597543492601106e-05,5.4871277091912764e-08,2.646134724617328e-08,1.1682143101586788e-05,4.4357709701344575e-06,1.8861729672388362e-05,5.678520092198675e-07,1.75277075294056e-06,9.990948785361421e-34,5.673891558692937e-17,1.7757087890396068e-23
2.7745413808711946e-08,0.05595639656,0.054,0.0,0.0,0.02660285234378759,0.8784322396861025,0.00011147171261949643,8.135504942927544e-06,1.0444331515610141e-13,0.06585372917488655,0.0,0.003000499212892123,2.1515183349203575e-06,6.945971255359986e-07,6.138859889266841e-05,2.6597688508276467e-05,5.491140966720702e-08,2.6509855036477815e-08,1.1716180522452768e-05,4.46659097107127e-06,1.9001689942569534e-05,5.720842461512512e-07,1.7666897294521105e-06,1.0274701296727727e-33,5.719613523300275e-17,1.8007361705014926e-23
2.7873122746019993e-08,0.05595639656,0.054,0.0,0.0,0.0265905847150099,0.8784257770918705,0.00011222251717168784,8.265224006511055e-06,1.0590632204336188e-13,0.0658532203792668,0.0,0.0030125029388464427,2.1525208533760296e-06,6.92142201271488e-07,6.139712793079903e-05,2.6597192960794664e-05,5.495113330328607e-08,2.6558030907918064e-08,1.1749832899649876e-05,4.497348381737221e-06,1.9141502588317377e-05,5.762887166830113e-07,1.7805347831340864e-06,1.0564566430594025e-33,5.765469867877423e-17,1.825948111893895e-23
2.800083168332804e-08,0.05595639656,0.054,0.0,0.0,0.0265783317679829,0.8784193205018666,0.00011297432197504446,8.39589006417719e-06,1.0738004146128973e-13,0.06585271160390792,0.0,0.0030244938700606677,2.1535163168100025e-06,6.897037035751936e-07,6.140517937348843e-05,2.6596067661709766e-05,5.4990451964251825e-08,2.66058774232803e-08,1.1783103831521665e-05,4.5280427072051265e-06,1.9281165086534856e-05,5.804652341861994e-07,1.7943052053567227e-06,1.08606305219031e-33,5.811460132022183e-17,1.8513444108248337e-23
2.8128540620636087e-08,0.05595639656,0.054,0.0,0.0,0.02656609345392672,0.878412869906096,0.00011372711724375808,8.527496751840532e-06,1.0886446168886547e-13,0.06585220284546034,0.0,0.0030364720392002747,2.154504771807298e-06,6.872814628744805e-07,6.141275955117012e-05,2.6594323307646503e-05,5.502936957532143e-08,2.665339713063084e-08,1.1815996910512131e-05,4.558673475907412e-06,1.9420675011614316e-05,5.846136243579749e-07,1.8080003248735495e-06,1.1162980387656907e-33,5.857583856921165e-17,1.8769248616428975e-23
2.8256249557944134e-08,0.05595639656,0.054,0.0,0.0,0.02655386972433193,0.8784064252945987,0.0001144808932725362,8.66003766690673e-06,1.1035957082277393e-13,0.06585169410064458,0.0,0.0030484374786644776,2.155486263935476e-06,6.848753121027625e-07,6.141987470864208e-05,2.659197048015662e-05,5.5067890023164517e-08,2.670059256306145e-08,1.184851572208443e-05,4.589240239476839e-06,1.9560030032834573e-05,5.887337249643459e-07,1.8216195070972332e-06,1.1471703323465559e-33,5.903840585342493e-17,1.9026892555648807e-23
2.838395849525218e-08,0.05595639656,0.054,0.0,0.0,0.026541660530960662,0.8783999866574469,0.00011523564043610708,8.793506370985038e-06,1.1186535678462713e-13,0.06585118536625036,0.0,0.003060390220589589,2.156460837779519e-06,6.824850866489009e-07,6.142653100641824e-05,2.6589019645622015e-05,5.510601715625143e-08,2.6747466238696638e-08,1.1880663843457318e-05,4.61974257200934e-06,1.9699227912606182e-05,5.928253855747534e-07,1.8351621533833689e-06,1.1786887100107411e-33,5.950229861621729e-17,1.9286373808004155e-23
2.851166743256023e-08,0.05595639656,0.054,0.0,0.0,0.026529465825847493,0.8783935539847476,0.00011599134918872333,8.927896392542041e-06,1.1338180732802761e-13,0.06585067663913559,0.0,0.003072330296852644,2.157428536975888e-06,6.801106243081054e-07,6.143273452204944e-05,2.6585481155202243e-05,5.5143754785217556e-08,2.679402066074902e-08,1.191244484268705e-05,4.65018006922173e-06,1.983826650456354e-05,5.968884673025643e-07,1.8486277003085803e-06,1.2108619960145116e-33,5.996751231646953e-17,1.954769022673874e-23
2.8639376369868275e-08,0.05595639656,0.054,0.0,0.0,0.026517285561299567,0.8783871272666408,0.00011674801006366357,9.063201229496807e-06,1.1490891004547743e-13,0.06585016791622551,0.0,0.00308425773907486,2.158389404245494e-06,6.777517652340242e-07,6.143849125141528e-05,2.658136524482519e-05,5.518110668318883e-08,2.68402583172543e-08,1.1943862277668283e-05,4.680552348435472e-06,1.9977143750998134e-05,6.009228425515292e-07,1.8620156189434912e-06,1.2436990614592258e-33,6.043404242853522e-17,1.981083963743596e-23
2.8767085307176322e-08,0.05595639656,0.054,0.0,0.0,0.026505119689897275,0.878380706493299,0.00011750561367273242,9.199414351757935e-06,1.1644665237512602e-13,0.06584965919451156,0.0,0.003096172578625024,2.159343481425553e-06,6.754083518918808e-07,6.144380710998737e-05,2.6576682035219335e-05,5.521807658611292e-08,2.6886181681038863e-08,1.1974919695150842e-05,4.710859047927772e-06,2.0115857680991214e-05,6.049283947539011e-07,1.8753254141367661e-06,1.2772088239581545e-33,6.090188444211515e-17,2.0075819839183034e-23
2.889479424448437e-08,0.05595639656,0.054,0.0,0.0,0.02649296816449519,0.8783742916549283,0.00011826415070575864,9.336529203702437e-06,1.179950216073628e-13,0.06584915047105057,0.0,0.003108074846622953,2.1602908095005388e-06,6.730802290128653e-07,6.144868793406514e-05,2.657144153198667e-05,5.5254668193106744e-08,2.69317932098492e-08,1.200562062989688e-05,4.7410998259256545e-06,2.0254406408845795e-05,6.089050181118719e-07,1.8885566237989222e-06,1.3114002473089843e-33,6.137103386209334e-17,2.034262860570881e-23
2.9022503181792416e-08,0.05595639656,0.054,0.0,0.0,0.026480830938221976,0.8783678827417671,0.00011902361193009206,9.474539206596646e-06,1.1955400489126148e-13,0.06584864174296383,0.0,0.003119964573942718,2.1612314286323086e-06,6.707672435497618e-07,6.145313948198439e-05,2.6565653625715046e-05,5.529088516676806e-08,2.6977095346089203e-08,1.2035968603703486e-05,4.771274360716168e-06,2.039278813162048e-05,6.12852617348958e-07,1.9017088181791328e-06,1.346282341172911e-33,6.184148620850194e-17,2.0611263686495698e-23
2.9150212119100463e-08,0.05595639656,0.054,0.0,0.0,0.026468707964480614,0.8783614797440866,0.00011978398819009891,9.613437760959695e-06,1.2112358924087068e-13,0.0658481330074362,0.0,0.003131841791216069,2.1621653781892536e-06,6.684692446335717e-07,6.145716743530026e-05,2.6559328092128584e-05,5.5326731133493226e-08,2.702209051672507e-08,1.2065967124683337e-05,4.801382350152161e-06,2.0531001127089023e-05,6.167711074543144e-07,1.9147815991539793e-06,1.3818641607526507e-33,6.231323701641804e-17,2.0881722807864802e-23
2.927792105640851e-08,0.05595639656,0.054,0.0,0.0,0.026456599196949333,0.8783550826521902,0.00012054527040665537,9.753218248869934e-06,1.22703761541357e-13,0.0658476242617152,0.0,0.003143706528835739,2.163092696774525e-06,6.66186083531187e-07,6.146077739994446e-05,2.6552474592275038e-05,5.536220968381205e-08,2.7066781133491856e-08,1.2095619686522747e-05,4.83142351044927e-06,2.066904375250878e-05,6.206604134267399e-07,1.927774599522457e-06,1.4181548064757025e-33,6.278628183578105e-17,2.1154003674036043e-23
2.9405629993716557e-08,0.05595639656,0.054,0.0,0.0,0.02644450458958141,0.8783486914564136,0.00012130744957664048,9.893874036214596e-06,1.242945085550063e-13,0.06584711550311009,0.0,0.0031555588169584667,2.1640134222534337e-06,6.639176136041678e-07,6.146397490735862e-05,2.6545102672748793e-05,5.539732437268589e-08,2.71111695926599e-08,1.2124929767517036e-05,4.861397576368895e-06,2.0806914442305376e-05,6.245204700316399e-07,1.9406874822929366e-06,1.4551634236864272e-33,6.326061623136789e-17,2.1428103968163666e-23
2.9533338931024604e-08,0.05595639656,0.054,0.0,0.0,0.026432424096604845,0.8783423061471245,0.0001220705167724276,1.0035398474883347e-05,1.2589581692708061e-13,0.0658466067289911,0.0,0.0031673986855083784,2.164927591780043e-06,6.616636902685304e-07,6.146676541560339e-05,2.653722176594836e-05,5.5432078719811816e-08,2.715525827485128e-08,1.2153900830055907e-05,4.891304300967063e-06,2.0944611705817376e-05,6.283512215539254e-07,1.9535199399807964e-06,1.4928992023356581e-33,6.373623578272147e-17,2.1704021353346315e-23
2.966104786833265e-08,0.05595639656,0.054,0.0,0.0,0.026420357672523424,0.878335926714722,0.00012283446314137448,1.01777849049062e-05,1.2750767319153382e-13,0.06584609793678858,0.0,0.0031792261641801997,2.1658352418228945e-06,6.594241709554826e-07,6.146915431044507e-05,2.6528841190367292e-05,5.5466476209947745e-08,2.7199049545315566e-08,1.2182536319999878e-05,4.921143454175256e-06,2.10821341263902e-05,6.32152621546405e-07,1.966271693918881e-06,1.5313713766744744e-33,6.421313608394778e-17,2.1981753473613316e-23
2.9788756805640698e-08,0.05595639656,0.054,0.0,0.0,0.026408305272116295,0.8783295531496372,0.0001235992799053125,1.0321026656536123e-05,1.2913006377659107e-13,0.06584558912399201,0.0,0.003191041282442079,2.1667364081899534e-06,6.571989150730955e-07,6.14711469064195e-05,2.6519970150917305e-05,5.550052029320105e-08,2.7242545753763246e-08,1.2210839665753463e-05,4.950914822965402e-06,2.1219480359265224e-05,6.359246325923765e-07,1.9789424935602023e-06,1.5705892249596802e-33,6.469131274369016e-17,2.226129795488745e-23
2.9916465742948745e-08,0.05595639656,0.054,0.0,0.0,0.02639626685043726,0.8783231854423328,0.00012436495836003547,1.046511705227698e-05,1.3076297501019318e-13,0.0658450802881494,0.0,0.0032028440695388884,2.167631126052784e-06,6.549877839689548e-07,6.14727484478746e-05,2.6510617739282645e-05,5.553421438531693e-08,2.728574923407093e-08,1.2238814277880065e-05,4.980618211448909e-06,2.1356649129065594e-05,6.396672260688945e-07,1.9915321157879626e-06,1.610562069155495e-33,6.517076138510025e-17,2.2542652405923624e-23
3.0044174680256796e-08,0.05595639656,0.054,0.0,0.0,0.0263842423628157,0.878316823583302,0.00012513148987478652,1.0610049408857602e-05,1.324063931253058e-13,0.06584457142686632,0.0,0.0032146345544953494,2.1685194299699676e-06,6.527906408936992e-07,6.147396410999157e-05,2.650079293430444e-05,5.55675618679955e-08,2.7328662304603322e-08,1.2266463548613456e-05,5.010253439245157e-06,2.1493639229182965e-05,6.433803819016003e-07,2.0040403642444004e-06,1.651299274637332e-33,6.565147764561632e-17,2.2825814419224923e-23
3.0171883617564846e-08,0.05595639656,0.054,0.0,0.0,0.02637223176485632,0.87831046756307,0.00012589886589174526,1.0755817039152237e-05,1.3406030426509918e-13,0.06584406253780516,0.0,0.003226412766118707,2.169401353909771e-06,6.506073509653714e-07,6.147479899978612e-05,2.64905046023941e-05,5.560056608917495e-08,2.7371287268158977e-08,1.2293790850992538e-05,5.039820341499237e-06,2.1630449519964154e-05,6.470640883326962e-07,2.0164670686542547e-06,1.6928102499109453e-33,6.61334571769215e-17,2.3110781571936503e-23
