Time (s),Volume (m^3),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),OX(10),H2NX(28),HX(9),H3NX(29),HNX(49),HOX(13),H2OX(14),NX(59),NOX2(76),NOX(27),N2X2(25),N2X(26)
5.890606089065991e-08,0.05595639656,0.054,0.0,0.0,0.023961829413343017,0.8770132485486569,0.00030924720382265587,5.499418255572181e-05,7.478367829332058e-13,0.06572788219739167,0.0,0.005605516593866404,2.2498738497587003e-06,3.6381225851854585e-07,5.732956549011478e-05,2.08834479761995e-05,5.818177495691698e-08,3.255700043400506e-08,1.4379125763556372e-05,1.0242547747464232e-05,4.840581772570618e-05,9.742777921334526e-07,3.3452513061124323e-06
5.8992497727603174e-08,0.05595639656,0.054,0.0,0.0,0.023955323785758886,0.8770097049134709,0.0003098100090644388,5.514270159162504e-05,7.503489459614836e-13,0.06572752991109024,0.0,0.005611956613243299,2.249869125664664e-06,3.6330754471356096e-07,5.731228864435801e-05,2.0867025761608763e-05,5.818164530126839e-08,3.2564732568949795e-08,1.4380072263083436e-05,1.0254991357821474e-05,4.847781226416891e-05,9.744749548250032e-07,3.3468378250298136e-06
5.9078934564546435e-08,0.05595639656,0.054,0.0,0.0,0.02394882204328188,0.8770061632162078,0.0003103728016344539,5.529124884467252e-05,7.528648338874192e-13,0.06572717763260924,0.0,0.0056183928180969876,2.2498634450143162e-06,3.6280408511820974e-07,5.729500614987984e-05,2.0850623116887558e-05,5.8181490121444474e-08,3.257243618999883e-08,1.4381006848041236e-05,1.0267421036908524e-05,4.854977213631599e-05,9.746701658374835e-07,3.348417942047615e-06
5.9165371401489696e-08,0.05595639656,0.054,0.0,0.0,0.023942324181813107,0.8770026234551745,0.0003109355810676024,5.543982401936655e-05,7.553844448956908e-13,0.06572682536217114,0.0,0.005624825212167945,2.24985681135058e-06,3.6230187505995043e-07,5.7277718095296504e-05,2.083424003620361e-05,5.8181309522879936e-08,3.2580111392790106e-08,1.4381929592157059e-05,1.0279836815403878e-05,4.862169742315386e-05,9.748634372667078e-07,3.3499916934529262e-06
5.925180823843296e-08,0.05595639656,0.054,0.0,0.0,0.023935830197263246,0.8769990856286795,0.00031149834690073346,5.558842682207321e-05,7.579077771752742e-13,0.06572647309999795,0.0,0.005631253799191445,2.2498492282031095e-06,3.6180090988959644e-07,5.726042456856517e-05,2.08178765132906e-05,5.818110361043115e-08,3.258775827277385e-08,1.4382840568898193e-05,1.0292238722521098e-05,4.869358820603163e-05,9.750547811147378e-07,3.3515591152539712e-06
5.933824507537622e-08,0.05595639656,0.054,0.0,0.0,0.023929340085553773,0.8769955497350334,0.00031206109867263097,5.573705696100204e-05,7.604348289193965e-13,0.06572612084631119,0.0,0.005637678582896967,2.249840699088286e-06,3.613011849811315e-07,5.7243125656992e-05,2.0801532541459274e-05,5.818087248836846e-08,3.259537692527557e-08,1.438373985085774e-05,1.0304626785402858e-05,4.8765444567876e-05,9.752442092947725e-07,3.3531202431799225e-06
5.942468191231948e-08,0.05595639656,0.054,0.0,0.0,0.023922853842612918,0.8769920157725491,0.00031262383592400503,5.588571414619286e-05,7.629655983255236e-13,0.06572576860133185,0.0,0.0056440995670083574,2.2498312275092497e-06,3.6080269573161786e-07,5.722582144723738e-05,2.078520811360434e-05,5.818061626044119e-08,3.2602967444826125e-08,1.4384627509920919e-05,1.031700103289622e-05,4.883726658926631e-05,9.754317336248287e-07,3.3546751126866843e-06
5.951111874926274e-08,0.05595639656,0.054,0.0,0.0,0.023916371464375953,0.876988483739542,0.000313186558197486,5.603439808950707e-05,7.655000835953276e-13,0.06572541636528044,0.0,0.005650516755244248,2.2498208169559755e-06,3.6030543756102205e-07,5.720851202531949e-05,2.07689032222092e-05,5.818033502987312e-08,3.261052992530977e-08,1.4385503617669527e-05,1.0329361494908898e-05,4.8909054348675336e-05,9.756173658286725e-07,3.3562237589604445e-06
5.9597555586206e-08,0.05595639656,0.054,0.0,0.0,0.02390989294678917,0.8769849536343288,0.0003137492650376122,5.6183108504610374e-05,7.680382829346496e-13,0.06572506413837693,0.0,0.005656930151317789,2.249809470905252e-06,3.598094059121217e-07,5.7191197476620975e-05,2.0752617859354978e-05,5.818002889929786e-08,3.261806446059131e-08,1.438636824511117e-05,1.0341708198593127e-05,4.8980807926570774e-05,9.75801117542357e-07,3.3577662169141223e-06
5.968399242314926e-08,0.05595639656,0.054,0.0,0.0,0.02390341828580775,0.8769814254552292,0.000314311955990821,5.63318451069595e-05,7.705801945534702e-13,0.06572471192084087,0.0,0.005663339758936444,2.2497971928207533e-06,3.593145962502598e-07,5.717387788589437e-05,2.073635201672758e-05,5.817969797081281e-08,3.262557114410141e-08,1.438722146246503e-05,1.0354041170705008e-05,4.905252740327767e-05,9.759830003134708e-07,3.3593025211922675e-06
5.977042926009252e-08,0.05595639656,0.054,0.0,0.0,0.023896947477392128,0.8769778992005648,0.0003148746306054398,5.648060761378656e-05,7.731258166658846e-13,0.06572435971289123,0.0,0.005669745581802174,2.249783986153102e-06,3.588210040633035e-07,5.715655333726823e-05,2.0720105685625888e-05,5.8179342346030546e-08,3.2633050068350564e-08,1.4388063339339743e-05,1.0366360441021867e-05,4.912421285540129e-05,9.761630255954873e-07,3.3608327061769815e-06
5.985686609703578e-08,0.05595639656,0.054,0.0,0.0,0.02389048051751209,0.8769743748686595,0.0003154372884316763,5.6629395744088286e-05,7.756751474900657e-13,0.06572400751474647,0.0,0.0056761476236119055,2.2497698543399115e-06,3.58328624861463e-07,5.713922391425138e-05,2.070387885696732e-05,5.8178962126002605e-08,3.2640501325651595e-08,1.4388893945188836e-05,1.037866603771765e-05,4.9195864359999536e-05,9.763412047535864e-07,3.362356805986941e-06
5.994330293397905e-08,0.05595639656,0.054,0.0,0.0,0.023884017402148232,0.8769708524578387,0.00031599992902160684,5.677820921860684e-05,7.782281852482206e-13,0.06572365532662462,0.0,0.005682545888056801,2.249754800805793e-06,3.578374541771409e-07,5.7121889699740554e-05,2.0687671521297743e-05,5.8178557411222315e-08,3.264792500816112e-08,1.4389713348578157e-05,1.0390957986616974e-05,4.9267481996075154e-05,9.765175490696707e-07,3.363874854477051e-06
6.002973977092231e-08,0.05595639656,0.054,0.0,0.0,0.023877558127287462,0.8769673319664308,0.0003165625519291678,5.692704775981738e-05,7.807849281665803e-13,0.06572330314874313,0.0,0.005688940378822465,2.249738828962361e-06,3.5734748756486245e-07,5.7104550776025225e-05,2.0671483668797744e-05,5.8178128301696236e-08,3.2655321207311694e-08,1.439052161738749e-05,1.040323631550777e-05,4.9339065840079526e-05,9.766920697353805e-07,3.36538688524383e-06
6.011617660786557e-08,0.05595639656,0.054,0.0,0.0,0.02387110268892312,0.876963813392766,0.00031712515671015,5.707591109191981e-05,7.833453744753687e-13,0.06572295098131899,0.0,0.0056953310995894214,2.2497219422083405e-06,3.5685872060106326e-07,5.708720722479083e-05,2.0655315289286816e-05,5.8177674896934175e-08,3.2662690013944716e-08,1.4391318819276679e-05,1.041550105343614e-05,4.941061596615163e-05,9.768647778532427e-07,3.3668929316293016e-06
6.020261344480883e-08,0.05595639656,0.054,0.0,0.0,0.023864651083059733,0.8769602967351762,0.0003176877429221871,5.722479894082253e-05,7.859095224087663e-13,0.06572259882456859,0.0,0.0057017180540327944,2.2497041439295214e-06,3.5637114888405987e-07,5.706985912712511e-05,2.063916637223146e-05,5.817719729587362e-08,3.267003151883746e-08,1.4392105021355006e-05,1.0427752226339374e-05,4.94821324508303e-05,9.770356844434042e-07,3.3683930267167933e-06
6.028905028175209e-08,0.05595639656,0.054,0.0,0.0,0.02385820330571046,0.8769567819919962,0.0003182503101247473,5.737371103412989e-05,7.884773702048811e-13,0.06572224667870792,0.0,0.0057081012458220955,2.249685437498853e-06,3.5588476803373247e-07,5.7052506563523105e-05,2.062303690675156e-05,5.817669559694905e-08,3.267734581235133e-08,1.4392880289974012e-05,1.0439989859699161e-05,4.955361537061377e-05,9.772048004428862e-07,3.369887203336329e-06
6.037548711869535e-08,0.05595639656,0.054,0.0,0.0,0.023851759352893003,0.8769532691615624,0.0003188128578791238,5.7522647101127466e-05,7.910489161057284e-13,0.0657218945439524,0.0,0.005714480678621391,2.2496658262764933e-06,3.5539957369159425e-07,5.7035149613892874e-05,2.0606926881627676e-05,5.8176169898141124e-08,3.268463298401951e-08,1.4393644690874115e-05,1.0452213982497737e-05,4.962506479787666e-05,9.773721366992108e-07,3.371375494070143e-06
6.046192395563861e-08,0.05595639656,0.054,0.0,0.0,0.023845319220634268,0.8769497582422133,0.0003193753857484272,5.767160687277184e-05,7.936241583571927e-13,0.0657215424205169,0.0,0.005720856356089878,2.2496453136098717e-06,3.5491556152051265e-07,5.701778835755943e-05,2.0590836285306048e-05,5.8175620296890675e-08,3.269189312316973e-08,1.4394398289764273e-05,1.0464424621939801e-05,4.969648080556941e-05,9.775377039768562e-07,3.3728579312517982e-06
6.054836079258187e-08,0.05595639656,0.054,0.0,0.0,0.023838882904972106,0.8769462492322899,0.0003199378932975729,5.7820590081672556e-05,7.962030952089844e-13,0.06572119030861587,0.0,0.00572722828188102,2.2496239028336915e-06,3.5443272720462264e-07,5.700042287327193e-05,2.0574765105907517e-05,5.8175046890103194e-08,3.2699126318942674e-08,1.4395141151433248e-05,1.0476621802535137e-05,4.9767863469036865e-05,9.777015129624231e-07,3.3743345469657406e-06
6.063479762952513e-08,0.05595639656,0.054,0.0,0.0,0.023832450401950075,0.876942742130135,0.0003205003800932735,5.796959646208046e-05,7.98785724914637e-13,0.06572083820846311,0.0,0.005733596459642782,2.2496015972699136e-06,3.5395106644929017e-07,5.6983053239208065e-05,2.0558713331233114e-05,5.817444977422929e-08,3.270633265982117e-08,1.4395873340000394e-05,1.0488805551074037e-05,4.983921286081228e-05,9.778635742568202e-07,3.3758053730521457e-06
6.07212344664684e-08,0.05595639656,0.054,0.0,0.0,0.02382602170761768,0.8769392369340939,0.0003210628457040337,5.811862574987978e-05,8.013720457314724e-13,0.06572048612027204,0.0,0.005739960893018196,2.249578400227883e-06,3.534705749808288e-07,5.696567953297718e-05,2.05426809487678e-05,5.8173829045252845e-08,3.271351223375058e-08,1.4396594919457177e-05,1.0500975895847674e-05,4.991052905085335e-05,9.780238983767042e-07,3.3772704411112536e-06
6.080767130341166e-08,0.05595639656,0.054,0.0,0.0,0.023819596818035742,0.8769357336425134,0.00032162528970013863,5.826767768257287e-05,8.039620559205676e-13,0.06572013404425547,0.0,0.005746321585644954,2.24955431500427e-06,3.529912485465658e-07,5.694830183162608e-05,2.0526667945687763e-05,5.81731847985993e-08,3.272066512856854e-08,1.4397305953264198e-05,1.051313286159945e-05,4.998181211200862e-05,9.781824957614756e-07,3.3787297824984016e-06
6.089410814035492e-08,0.05595639656,0.054,0.0,0.0,0.02381317572927357,0.8769322322537428,0.0003221877116536467,5.841675199926839e-05,8.065557537467264e-13,0.0657197819806257,0.0,0.005752678541155225,2.249529344883201e-06,3.525130829144105e-07,5.693092021164375e-05,2.051067430886609e-05,5.8172517129221886e-08,3.272779143171429e-08,1.4398006504150742e-05,1.0525276472540443e-05,5.005306211720597e-05,9.783393767725295e-07,3.3801834283300717e-06
6.098054497729818e-08,0.05595639656,0.054,0.0,0.0,0.023806758437404228,0.8769287327661335,0.00032275011113837976,5.856584844066737e-05,8.091531374784645e-13,0.06571942992959454,0.0,0.005759031763175758,2.249503493136261e-06,3.5203607387309897e-07,5.6913534748966626e-05,2.0494700024879305e-05,5.8171826131649835e-08,3.273489122988439e-08,1.439869663422123e-05,1.0537406756973695e-05,5.012427913474357e-05,9.78494551686003e-07,3.381631409488923e-06
6.106698181424144e-08,0.05595639656,0.054,0.0,0.0,0.02380034493850981,0.8769252351780388,0.00032331248772991616,5.8714966749053675e-05,8.117542053879668e-13,0.06571907789137321,0.0,0.005765381255328639,2.2494767630226026e-06,3.5156021723173974e-07,5.68961455189823e-05,2.0478745080011885e-05,5.817111189989641e-08,3.274196460956595e-08,1.4399376405695047e-05,1.0549523741207654e-05,5.019546323363513e-05,9.786480307000458e-07,3.383073756623017e-06
6.11534186511847e-08,0.05595639656,0.054,0.0,0.0,0.023793935228683644,0.8769217394878145,0.0003238748410055795,5.886410666827694e-05,8.143589557510481e-13,0.0657187258661725,0.0,0.005771727021230207,2.2494491577889497e-06,3.5108550881984e-07,5.687875259653625e-05,2.0462809460264244e-05,5.817037452745277e-08,3.27490116570254e-08,1.4400045879817155e-05,1.0561627448425625e-05,5.026661448584091e-05,9.787998239401659e-07,3.3845105001453376e-06
6.123985548812796e-08,0.05595639656,0.054,0.0,0.0,0.02378752930402414,0.8769182456938177,0.0003244371705444299,5.901326794374155e-05,8.169673868471545e-13,0.06571837385420265,0.0,0.005778069064491367,2.249420680669524e-06,3.5061194448731896e-07,5.686135605593587e-05,2.0446893151357676e-05,5.8169614107388955e-08,3.27560324579346e-08,1.4400705117173172e-05,1.0573717904481358e-05,5.0337732960180095e-05,9.789499414503802e-07,3.385941670237953e-06
6.132629232507122e-08,0.05595639656,0.054,0.0,0.0,0.023781127160635032,0.8769147537944084,0.0003249994759272602,5.916245032239924e-05,8.195794969593278e-13,0.06571802185567331,0.0,0.005784407388718244,2.2493913348862244e-06,3.5013952010408917e-07,5.684395597095339e-05,2.0430996138737773e-05,5.816883073234352e-08,3.2763027097483175e-08,1.4401354178325379e-05,1.0585795137028885e-05,5.040881872256043e-05,9.790983931950516e-07,3.387367296856897e-06
6.141272916201448e-08,0.05595639656,0.054,0.0,0.0,0.0237747287946317,0.8769112637879484,0.0003255617567365846,5.9311653552734644e-05,8.221952843741748e-13,0.06571766987079362,0.0,0.005790741997511686,2.249361123648519e-06,3.496682315602929e-07,5.6826552414831314e-05,2.0415118407580948e-05,5.816802449439822e-08,3.2769995660706296e-08,1.4401993123318705e-05,1.0597859169629161e-05,5.047987184238078e-05,9.792451890662052e-07,3.3887874097263024e-06
6.149916599895775e-08,0.05595639656,0.054,0.0,0.0,0.023768334202137874,0.8769077756728014,0.00032612401255663196,5.9460877384754175e-05,8.248147473818377e-13,0.0657173178997723,0.0,0.005797072894467091,2.2493300501536604e-06,3.4919807476566493e-07,5.680914546028675e-05,2.039925994279945e-05,5.816719548519299e-08,3.277693823225756e-08,1.4402622011491805e-05,1.0609910025211045e-05,5.055089238925995e-05,9.793903388827928e-07,3.390202038345328e-06
6.158560283590101e-08,0.05595639656,0.054,0.0,0.0,0.023761943379280136,0.8769042894473332,0.00032668624297333586,5.9610121569972934e-05,8.274378842759846e-13,0.06571696594281738,0.0,0.005803400083174452,2.2492981175865954e-06,3.487290456500722e-07,5.679173517951639e-05,2.0383420729047282e-05,5.8166343795979307e-08,3.278385489612975e-08,1.4403240901524273e-05,1.062194773152857e-05,5.062188042755655e-05,9.795338523823347e-07,3.3916112119925417e-06
6.167203967284427e-08,0.05595639656,0.054,0.0,0.0,0.02375555632219397,0.876900805109912,0.000327248447574329,5.975938586140561e-05,8.30064693353766e-13,0.06571661400013648,0.0,0.005809723567219328,2.2492653291201556e-06,3.4826114016274587e-07,5.677432164419997e-05,2.036760075072419e-05,5.816546951751535e-08,3.279074573610754e-08,1.4403849852392396e-05,1.0633972314069693e-05,5.06928360225e-05,9.796757392292612e-07,3.3930149597253403e-06
6.175847650978753e-08,0.05595639656,0.054,0.0,0.0,0.023749173027026515,0.8768973226589076,0.000327810625948931,5.990867001355064e-05,8.326951729157728e-13,0.06571626207193665,0.0,0.005816043350181502,2.2492316879150606e-06,3.477943542725098e-07,5.6756904925506473e-05,2.0351799991982857e-05,5.8164572740035005e-08,3.2797610835712314e-08,1.440444892201269e-05,1.0645983794661606e-05,5.076375924295091e-05,9.79816009020469e-07,3.3944133103795523e-06
6.184491334673079e-08,0.05595639656,0.054,0.0,0.0,0.023742793489929317,0.8768938420926923,0.00032837277768814186,6.005797378237952e-05,8.353293212660488e-13,0.06571591015842441,0.0,0.005822359435635368,2.2491971971197496e-06,3.4732868396787275e-07,5.6739485094097934e-05,2.033601843673331e-05,5.816365355339319e-08,3.280445027793431e-08,1.4405038167645785e-05,1.0657982198282338e-05,5.083465015421273e-05,9.799546712751607e-07,3.395806292572621e-06
6.193135018367405e-08,0.05595639656,0.054,0.0,0.0,0.02373641770705853,0.8768903634096399,0.00032893490238463687,6.020729692533013e-05,8.379671367120504e-13,0.06571555825980573,0.0,0.005828671827150708,2.249161859870642e-06,3.4686412525635675e-07,5.672206222013222e-05,2.0320256068645965e-05,5.816271204705856e-08,3.2811264145343945e-08,1.4405617646649515e-05,1.0669967552081507e-05,5.090550881825034e-05,9.800917354372248e-07,3.397193934709226e-06
6.201778702061731e-08,0.05595639656,0.054,0.0,0.0,0.02373004567458244,0.8768868866081267,0.0003294969996327564,6.035663920129282e-05,8.406086175646177e-13,0.06571520637628608,0.0,0.0058349805282920855,2.249125679291954e-06,3.4640067416505034e-07,5.6704636373267915e-05,2.0304512871157416e-05,5.816174830992087e-08,3.2818052520299987e-08,1.4406187415873437e-05,1.0681939878436823e-05,5.0976335301254706e-05,9.802272108829497e-07,3.398576264974324e-06
6.210422385756057e-08,0.05595639656,0.054,0.0,0.0,0.023723677388677596,0.8768834116865313,0.0003300590690284995,6.050600037060017e-05,8.432537621379455e-13,0.06571485450807041,0.0,0.005841285542618689,2.249088658496055e-06,3.4593832673957877e-07,5.6687207622668543e-05,2.0288788827474985e-05,5.8160762430462254e-08,3.282481548479577e-08,1.4406747531481408e-05,1.069389919896514e-05,5.1047129669807004e-05,9.803611069203031e-07,3.3999533113412507e-06
6.219066069450384e-08,0.05595639656,0.054,0.0,0.0,0.02371731284552233,0.8768799386432333,0.0003306211101695142,6.065538019501445e-05,8.459025687495811e-13,0.0657145026553631,0.0,0.005847586873684285,2.2490508005832106e-06,3.45477079045183e-07,5.666977603700707e-05,2.0273083920581978e-05,5.815975449682397e-08,3.2831553120246245e-08,1.4407298048923098e-05,1.0705845541018622e-05,5.111789198443897e-05,9.80493432779215e-07,3.4013251015752902e-06
6.22770975314471e-08,0.05595639656,0.054,0.0,0.0,0.023710952041303808,0.8768764674766156,0.0003311831226550924,6.080477843771925e-05,8.485550357203739e-13,0.065714150818368,0.0,0.005853884525038483,2.2490121086419204e-06,3.4501692716536235e-07,5.665234168446917e-05,2.0257398133241245e-05,5.815872459667375e-08,3.2838265507868985e-08,1.4407839024166237e-05,1.0717778929346563e-05,5.118862230673038e-05,9.806241976212925e-07,3.4026916632333372e-06
6.236353436839036e-08,0.05595639656,0.054,0.0,0.0,0.023704594972221448,0.8768729981850621,0.0003317451060861584,6.0954194863304494e-05,8.512111613744351e-13,0.06571379899728844,0.0,0.0058601785002250426,2.2489725857489287e-06,3.445578672024828e-07,5.663490463275914e-05,2.0241731448001646e-05,5.8157672817126303e-08,3.284495272855422e-08,1.4408370511999516e-05,1.0729699384366583e-05,5.1259320702742186e-05,9.80753410545615e-07,3.4040530236637067e-06
6.244997120533362e-08,0.05595639656,0.054,0.0,0.0,0.02369824163447829,0.8768695307669596,0.00033230706006526223,6.110362923775634e-05,8.538709440391608e-13,0.0657134471923272,0.0,0.0058664688027823784,2.248932234968872e-06,3.440998952780044e-07,5.6617464949103276e-05,2.0226083847201984e-05,5.815659924497761e-08,3.285161486273027e-08,1.4408892566549278e-05,1.0741606930242381e-05,5.132998723445467e-05,9.808810805769334e-07,3.4054092100080546e-06
6.253640804227688e-08,0.05595639656,0.054,0.0,0.0,0.023691892024281198,0.8768660652206961,0.0003328689841965746,6.125308132845091e-05,8.565343820451866e-13,0.0657130954036866,0.0,0.005872755436244481,2.2488910593546875e-06,3.436430075313278e-07,5.6600022700252567e-05,2.0210455312973686e-05,5.8155503966702846e-08,3.285825199048673e-08,1.4409405242183232e-05,1.0753501593771579e-05,5.140062195996417e-05,9.810072166687822e-07,3.4067602492079244e-06
6.262284487922014e-08,0.05595639656,0.054,0.0,0.0,0.0236855461378498,0.8768626015446621,0.00033343087808587773,6.140255090414108e-05,8.592014737263604e-13,0.06571274363156829,0.0,0.005879038404140169,2.248849061947284e-06,3.431872001209499e-07,5.658257795248714e-05,2.019484582724597e-05,5.8154387068130936e-08,3.2864864191618586e-08,1.4409908592758677e-05,1.0765383396133539e-05,5.1471224942504004e-05,9.811318277116595e-07,3.4081061679964653e-06
6.270063803246907e-08,0.05595639656,0.054,0.0,0.0,0.023679838020763285,0.8768594858339492,0.0003339365564048067,6.15370882819112e-05,8.616049787571636e-13,0.06571242705095473,0.0,0.0058846899440993024,2.2488105641514408e-06,3.427778939782203e-07,5.656687559732976e-05,2.018081356146314e-05,5.815336344472018e-08,3.2870793926037445e-08,1.4410353679338841e-05,1.0776066038807674e-05,5.15347405391928e-05,9.81242681029901e-07,3.4093131388884737e-06
6.2778431185718e-08,0.05595639656,0.054,0.0,0.0,0.0236741329141221,0.8768563716356496,0.00033444220962456224,6.167163946966372e-05,8.640114407076938e-13,0.06571211048403351,0.0,0.005890338520368595,2.2487714053574647e-06,3.423694570353966e-07,5.6551171319023686e-05,2.016679669671856e-05,5.815232244022412e-08,3.2876703591836695e-08,1.4410791293921574e-05,1.0786738299747213e-05,5.159823051757e-05,9.81352312591973e-07,3.41051600295068e-06
6.285622433896694e-08,0.05595639656,0.054,0.0,0.0,0.02366843081518083,0.876853258948594,0.0003349478374610797,6.180620430163995e-05,8.664208583699064e-13,0.0657117939309506,0.0,0.005895984135510294,2.2487315877583025e-06,3.4196188652943226e-07,5.6535465164924564e-05,2.01527952194351e-05,5.8151264116454226e-08,3.2882593246421614e-08,1.4411221475150344e-05,1.0797400198261608e-05,5.166169491843744e-05,9.814607287375473e-07,3.4117147792656027e-06
6.293401749221587e-08,0.05595639656,0.054,0.0,0.0,0.023662731721205983,0.8768501477716144,0.0003354534396313328,6.19407826129585e-05,8.688332305378011e-13,0.0657114773918516,0.0,0.0059016267920832515,2.2486911135389633e-06,3.415551797094546e-07,5.651975718208909e-05,2.0138809115913575e-05,5.815018853481281e-08,3.2888462947045825e-08,1.4411644261318056e-05,1.0808051746398892e-05,5.172513378957881e-05,9.81567935770286e-07,3.4129094867796344e-06
6.30118106454648e-08,0.05595639656,0.054,0.0,0.0,0.023657035629463617,0.8768470381035446,0.00033595901585332873,6.207537423960832e-05,8.712485560074338e-13,0.06571116086688171,0.0,0.005907266492641912,2.248649984876785e-06,3.4114933383605955e-07,5.65040474172774e-05,2.0124838372335336e-05,5.814909575661335e-08,3.289431275064848e-08,1.4412059689349e-05,1.0818692962339e-05,5.178854717339853e-05,9.81673939945495e-07,3.4141001443125913e-06
6.308182448338884e-08,0.05595639656,0.054,0.0,0.0,0.023651911711546892,0.8768442406914361,0.0003364140120351289,6.21965179533441e-05,8.734248730096629e-13,0.065710876006609,0.0,0.005912339697862246,2.248612411325789e-06,3.407848064045108e-07,5.648990714376687e-05,2.0112277824350443e-05,5.814809760360171e-08,3.289956060882724e-08,1.4412427314854815e-05,1.0828261237892496e-05,5.1845597460545057e-05,9.817683203948678e-07,3.4151682888119e-06
6.315183832131289e-08,0.05595639656,0.054,0.0,0.0,0.023646790221241176,0.876841444499752,0.00033686898676713717,6.231767220200149e-05,8.756035803378985e-13,0.06571059115800366,0.0,0.005917410512636816,2.24857431101054e-06,3.4042097214957994e-07,5.647576549816725e-05,2.0099729696393514e-05,5.8147085615006014e-08,3.2904792437592476e-08,1.4412789038348738e-05,1.0837821170300555e-05,5.1902627167630315e-05,9.818617360633962e-07,3.4162331815129144e-06
6.322185215923693e-08,0.05595639656,0.054,0.0,0.0,0.023641671156565448,0.8768386495276446,0.00033732393984591447,6.243883686780532e-05,8.777846771186248e-13,0.06571030632117084,0.0,0.005922478938821503,2.248535685502838e-06,3.4005782909831697e-07,5.646162251395797e-05,2.0087193978150236e-05,5.814605983490689e-08,3.291000827802721e-08,1.4413144886717296e-05,1.0847372769647396e-05,5.195963632746558e-05,9.819541914285201e-07,3.417294835877812e-06
6.329186599716097e-08,0.05595639656,0.054,0.0,0.0,0.023636554515537374,0.8768358557742669,0.0003377788710686901,6.256001183353796e-05,8.799681624796492e-13,0.06571002149621541,0.0,0.005927544978269702,2.2484965363694786e-06,3.3969537528549585e-07,5.644747822442913e-05,2.007467065923325e-05,5.8145020307315685e-08,3.29152081710209e-08,1.4413494886357914e-05,1.0856916050619436e-05,5.2016624968363287e-05,9.820456909344986e-07,3.418353265286309e-06
6.336187983508501e-08,0.05595639656,0.054,0.0,0.0,0.023631440296179616,0.8768330632387729,0.0003382337802333581,6.268119698253439e-05,8.821540355500727e-13,0.0657097366832421,0.0,0.005932608632833695,2.248456865172311e-06,3.393336087533537e-07,5.643333266268302e-05,2.0062159729183888e-05,5.8143967075931164e-08,3.2920392157369555e-08,1.4413839064537901e-05,1.0866451024803579e-05,5.207359312047146e-05,9.82136238999931e-07,3.419408483035513e-06
6.343189367300905e-08,0.05595639656,0.054,0.0,0.0,0.02362632849652023,0.8768302719203176,0.0003386886671384751,6.28023921986791e-05,8.843422954602777e-13,0.06570945188235541,0.0,0.005937669904362851,2.248416673468322e-06,3.3897252755161896e-07,5.641918586163554e-05,2.004966117747351e-05,5.814290018426316e-08,3.2925560277725016e-08,1.4414177447584883e-05,1.0875977702089043e-05,5.213054081618175e-05,9.822258400184463e-07,3.420460502341125e-06
6.35019075109331e-08,0.05595639656,0.054,0.0,0.0,0.023621219114586787,0.8768274818180565,0.00033914353158325986,6.292359736640533e-05,8.865329413419263e-13,0.06570916709365951,0.0,0.005942728794704212,2.2483759628096748e-06,3.386121297372411e-07,5.64050378540162e-05,2.0037174993503573e-05,5.8141819675865446e-08,3.2930712572545945e-08,1.4414510061466966e-05,1.0885496095936653e-05,5.2187468084273145e-05,9.823144983575463e-07,3.4215093363424022e-06
6.357192134885714e-08,0.05595639656,0.054,0.0,0.0,0.023616112148411153,0.8768246929311464,0.0003395983733676607,6.304481237074918e-05,8.887259723280889e-13,0.06570888231725837,0.0,0.005947785305703245,2.2483347347432296e-06,3.382524133750401e-07,5.6390888672350226e-05,2.0024701166600296e-05,5.8140725593928596e-08,3.293584908222515e-08,1.4414836932763123e-05,1.089500621799306e-05,5.224437495429614e-05,9.82402218354054e-07,3.422554998092758e-06
6.364193518678118e-08,0.05595639656,0.054,0.0,0.0,0.023611007596029274,0.8768219052587448,0.00034005319229229357,6.316603709729508e-05,8.909213875531258e-13,0.0657085975532558,0.0,0.005952839439202609,2.248292990810945e-06,3.378933765378042e-07,5.6376738348977116e-05,2.0012239686022322e-05,5.813961798145865e-08,3.294096984694806e-08,1.4415158087263586e-05,1.0904508079356464e-05,5.230126145675534e-05,9.824890043175019e-07,3.4235975005630876e-06
6.371194902470522e-08,0.05595639656,0.054,0.0,0.0,0.02360590545547848,0.87681911880001,0.0003405079881582493,6.32872714320187e-05,8.93119186152305e-13,0.06570831280175529,0.0,0.0059578911970437735,2.2482507325515003e-06,3.375350173028001e-07,5.636258691610401e-05,1.9999790540981323e-05,5.8138496881444475e-08,3.294607490680672e-08,1.4415473550985432e-05,1.0914001691506948e-05,5.235812762125796e-05,9.82574860542044e-07,3.4246368566681676e-06
6.378196286262926e-08,0.05595639656,0.054,0.0,0.0,0.023600805724799098,0.8768163335541006,0.00034096276076734977,6.34085152614956e-05,8.953193672623164e-13,0.06570802806286018,0.0,0.005962940581065383,2.248207961497574e-06,3.371773337578059e-07,5.634843440573468e-05,1.9987353720616108e-05,5.813736233656894e-08,3.295116430166495e-08,1.4415783349342946e-05,1.0923487066585806e-05,5.241497347693989e-05,9.826597912884895e-07,3.4256730792331127e-06
