Time (s),Volume (m^3),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),OX(10),H2NX(28),HX(9),H3NX(29),HNX(49),HOX(13)
2.305012369085983e-10,0.05595639656,0.054,0.0,0.0,0.029700639053557798,0.8799854114266471,1.8562457527832328e-09,0.0,0.0,0.06599528672713431,0.0,2.9172743499312214e-05,1.5909959001529064e-06,2.2996745516986407e-06,2.7648079138023647e-06,3.574690517120619e-07,2.546960374061947e-09
2.34424537555475e-10,0.05595639656,0.054,0.0,0.0,0.02970007843321328,0.8799851634143377,1.947253768255279e-09,0.0,0.0,0.0659952344795733,0.0,2.966861920941284e-05,1.5869206027080045e-06,2.312113724208264e-06,2.8127535788241554e-06,3.658462451482092e-07,2.6048612608882198e-09
2.3834783820235176e-10,0.05595639656,0.054,0.0,0.0,0.029699518267246972,0.8799849154114571,2.0408095921278433e-09,0.0,0.0,0.06599518246922516,0.0,3.016447327805886e-05,1.5827418221049001e-06,2.324357136964213e-06,2.860608986667887e-06,3.7417996603940076e-07,2.6629980364727116e-09
2.422711388492285e-10,0.05595639656,0.054,0.0,0.0,0.029698958532233057,0.8799846674179976,2.1369358024862545e-09,0.0,0.0,0.0659951306843065,0.0,3.0660305695272875e-05,1.578473056927773e-06,2.3364164397771563e-06,2.908373322707573e-06,3.824693138512648e-07,2.7213732494130408e-09
2.4619443949610523e-10,0.05595639656,0.054,0.0,0.0,0.029698399206491234,0.8799844194339526,2.235655162604147e-09,0.0,0.0,0.06599507911390565,0.0,3.115611645028975e-05,1.5741266468527189e-06,2.3483024096695835e-06,2.9560459162786944e-06,3.907135312189761e-07,2.7799892971181435e-09
2.5011774014298197e-10,0.05595639656,0.054,0.0,0.0,0.029697840269959256,0.8799841714593145,2.3369906171279426e-09,0.0,0.0,0.06599502774791909,0.0,3.1651905531623534e-05,1.569713862257681e-06,2.3600250146492132e-06,3.0036262276171273e-06,3.98911991021743e-07,2.8388484189368053e-09
2.540410407898587e-10,0.05595639656,0.054,0.0,0.0,0.02969728170407378,0.8799839234940773,2.4409652871955194e-09,0.0,0.0,0.06599497657699206,0.0,3.214767292712911e-05,1.565244987673158e-06,2.3715934733110595e-06,3.0511138358039933e-06,4.0706418445121035e-07,2.8979526913678706e-09
2.5796434143673544e-10,0.05595639656,0.054,0.0,0.0,0.029696723491659204,0.8799836755382345,2.547602464687552e-09,0.0,0.0,0.06599492559246288,0.0,3.2643418624059034e-05,1.5607293994220055e-06,2.383016310482357e-06,3.0985084276485357e-06,4.1516971000686847e-07,2.957304025250099e-09
2.618876420836122e-10,0.05595639656,0.054,0.0,0.0,0.02969616561682392,0.8799834275917804,2.656925605756566e-09,0.0,0.0,0.06599487478631141,0.0,3.313914260911558e-05,1.5561756377369867e-06,2.394301409090885e-06,3.145809787454306e-06,4.23228263364491e-07,3.0169041648103896e-09
2.658109427304889e-10,0.05595639656,0.054,0.0,0.0,0.0296956080648639,0.8799831796547091,2.7689583237671462e-09,0.0,0.0,0.06599482415111065,0.0,3.363484486849858e-05,1.5515914736414678e-06,2.405456058437607e-06,3.1930177876156638e-06,4.312396280653329e-07,3.0767546882308846e-09
2.6973424337736565e-10,0.05595639656,0.054,0.0,0.0,0.029695050822172955,0.8799829317270151,2.8837243817799902e-09,0.0,0.0,0.06599477367998209,0.0,3.413052538794937e-05,1.5469839709014015e-06,2.4164869990707468e-06,3.240132379988303e-06,4.392036669705185e-07,3.1368570093710123e-09
2.736575440242424e-10,0.05595639656,0.054,0.0,0.0,0.02969449387615944,0.8799826838086934,3.0012476847024318e-09,0.0,0.0,0.06599472336655418,0.0,3.462618415279128e-05,1.5423595433682418e-06,2.4274004644675586e-06,3.2871535879763676e-06,4.471203144239551e-07,3.197212380427014e-09
2.775808446711191e-10,0.05595639656,0.054,0.0,0.0,0.029693937215168883,0.8799824358997388,3.1215522712077716e-09,0.0,0.0,0.0659946732049236,0.0,3.512182114796683e-05,1.5377240080190233e-06,2.4382022197234287e-06,3.334081499282195e-06,4.5498956907049945e-07,3.2578218954171e-09
2.8150414531799585e-10,0.05595639656,0.054,0.0,0.0,0.029693380828412313,0.8799821880001466,3.2446623055063256e-09,0.0,0.0,0.06599462318961946,0.0,3.5617436358071856e-05,1.5330826339766902e-06,2.4488975974346385e-06,3.380916259269758e-06,4.6281148728104357e-07,3.3186864943658073e-09
2.854274459648726e-10,0.05595639656,0.054,0.0,0.0,0.029692824705899727,0.8799819401099116,3.3706020690382485e-09,0.0,0.0,0.06599457331557014,0.0,3.6113029767386985e-05,1.5284401877758867e-06,2.459491530950796e-06,3.4276580648966235e-06,4.70586177139885e-07,3.379806968023982e-09
2.893507466117493e-10,0.05595639656,0.054,0.0,0.0,0.029692268838378555,0.87998169222903,3.499395952150026e-09,0.0,0.0,0.06599452357807271,0.0,3.6608601359906424e-05,1.5238009751292674e-06,2.4699885851670155e-06,3.47430715917142e-06,4.783137929518935e-07,3.4411839629786213e-09
2.9327404725862606e-10,0.05595639656,0.054,0.0,0.0,0.029691713217276705,0.8799814443574968,3.6310684458089354e-09,0.0,0.0,0.0659944739727642,0.0,3.710415111936461e-05,1.5191688794406338e-06,2.4803929850208907e-06,3.520863826095706e-06,4.859945302288451e-07,3.5028179870549054e-09
2.971973479055028e-10,0.05595639656,0.054,0.0,0.0,0.029691157834649845,0.8799811964953085,3.765644133401306e-09,0.0,0.0,0.0659944244955955,0.0,3.759967902926057e-05,1.5145473972990424e-06,2.4907086418519585e-06,3.5673283860515568e-06,4.936286211167088e-07,3.5647094149382317e-09
3.0112064855237953e-10,0.05595639656,0.054,0.0,0.0,0.0296906026831327,0.8799809486424602,3.903147682652052e-09,0.0,0.0,0.06599437514280697,0.0,3.809518507288046e-05,1.5099396711731165e-06,2.50093917777216e-06,3.6137011915991047e-06,5.012163302285255e-07,3.626858493942807e-09
3.0504394919925627e-10,0.05595639656,0.054,0.0,0.0,0.02969004775589398,0.8799807007989485,4.043603837695915e-09,0.0,0.0,0.06599432591090595,0.0,3.859066923331817e-05,1.5053485195100072e-06,2.5110879481865047e-06,3.659982623651025e-06,5.087579508502519e-07,3.6892653498539147e-09
3.08967249846133e-10,0.05595639656,0.054,0.0,0.0,0.029689493046594843,0.8799804529647693,4.1870374113254294e-09,0.0,0.0,0.06599427679664605,0.0,3.9086131493494456e-05,1.500776464430491e-06,2.5211580625948897e-06,3.7061730879933423e-06,5.162538014892979e-07,3.751929992785249e-09
3.1289055049300974e-10,0.05595639656,0.054,0.0,0.0,0.029688938549350483,0.8799802051399189,4.33347327743595e-09,0.0,0.0,0.06599422779700792,0.0,3.958157183617437e-05,1.4962257572000513e-06,2.53115240379852e-06,3.7522730121240395e-06,5.237042227375549e-07,3.8148523230088425e-09
3.1681385113988647e-10,0.05595639656,0.054,0.0,0.0,0.02968838425869464,0.8799799573243936,4.482936363683902e-09,0.0,0.0,0.06599417890918151,0.0,4.0076990243983526e-05,1.4916984016444558e-06,2.5410736456270387e-06,3.79828284238297e-06,5.311095744227166e-07,3.878032136722571e-09
3.207371517867632e-10,0.05595639656,0.054,0.0,0.0,0.029687830169546955,0.8799797095181898,4.635451644370443e-09,0.0,0.0,0.06599413013054994,0.0,4.057238669942283e-05,1.487196175666921e-06,2.5509242692950646e-06,3.8442030413485954e-06,5.384702330236835e-07,3.941469131722406e-09
3.2466045243363995e-10,0.05595639656,0.054,0.0,0.0,0.029687276277182734,0.8799794617213039,4.791044133559328e-09,0.0,0.0,0.06599408145867414,0.0,4.106776118488239e-05,1.4827206510128316e-06,2.5607065784895014e-06,3.890034085478993e-06,5.457865893277499e-07,4.005162912951145e-09
3.285837530805167e-10,0.05595639656,0.054,0.0,0.0,0.029686722577205206,0.8799792139337325,4.949738878434906e-09,0.0,0.0,0.06599403289127927,0.0,4.1563113682654e-05,1.4782732114175671e-06,2.5704227132821082e-06,3.935776462976357e-06,5.530590463090369e-07,4.069112997902611e-09
3.325070537273934e-10,0.05595639656,0.054,0.0,0.0,0.029686169065519796,0.8799789661554723,5.1115609529038154e-09,0.0,0.0,0.06599398442624163,0.0,4.205844417494288e-05,1.4738550692633846e-06,2.580074662955425e-06,3.981430671855894e-06,5.602880172092375e-07,4.133318821866303e-09
3.3643035437427015e-10,0.05595639656,0.054,0.0,0.0,0.02968561573831053,0.8799787183865202,5.276535451441879e-09,0.0,0.0,0.06599393606157711,0.0,4.25537526438785e-05,1.469467280862295e-06,2.5896642778241057e-06,4.026997218201402e-06,5.674739238032272e-07,4.197779743000389e-09
3.403536550211469e-10,0.05595639656,0.054,0.0,0.0,0.029685062592018245,0.8799784706268727,5.44468748318596e-09,0.0,0.0,0.06599388779543007,0.0,4.304903907152451e-05,1.4651107604733703e-06,2.5991932801280072e-06,4.072476614591386e-06,5.746171948334958e-07,4.26249504722298e-09
3.442769556680236e-10,0.05595639656,0.054,0.0,0.0,0.029684509623320504,0.8799782228765268,5.616042166268893e-09,0.0,0.0,0.06599383962606353,0.0,4.35443034398879e-05,1.4607862931548285e-06,2.6086632740679275e-06,4.117869378680749e-06,5.817182645986555e-07,4.327463952914515e-09
3.4820025631490036e-10,0.05595639656,0.054,0.0,0.0,0.0296839568291131,0.8799779751354792,5.790624622394499e-09,0.0,0.0,0.06599379155184983,0.0,4.403954573092756e-05,1.4564945465437162e-06,2.6180757550497537e-06,4.163176031924428e-06,5.887775716825064e-07,4.39268561542726e-09
3.521235569617771e-10,0.05595639656,0.054,0.0,0.0,0.02968340420649306,0.8799777274037269,5.9684599716485e-09,0.0,0.0,0.06599374357126207,0.0,4.4534765926562175e-05,1.4522360816489678e-06,2.62743211819801e-06,4.208397098430407e-06,5.957955578112495e-07,4.458159131400262e-09
3.5604685760865383e-10,0.05595639656,0.054,0.0,0.0,0.02968285175274293,0.8799774796812669,6.149573327540396e-09,0.0,0.0,0.06599369568286646,0.0,4.5029964008677475e-05,1.4480113627371182e-06,2.636733666195333e-06,4.253533103930622e-06,6.027726668274673e-07,4.5238835428794066e-09
3.5997015825553057e-10,0.05595639656,0.054,0.0,0.0,0.029682299465316354,0.8799772319680963,6.333989792270623e-09,0.0,0.0,0.06599364788531495,0.0,4.5525139959133064e-05,1.4438207663838755e-06,2.6459816165002187e-06,4.298584574859203e-06,6.097093437704438e-07,4.5898578412434034e-09
3.638934589024073e-10,0.05595639656,0.054,0.0,0.0,0.029681747341824768,0.879976984264212,6.521734452216779e-09,0.0,0.0,0.06599360017733862,0.0,4.6020293759768596e-05,1.4396645897591039e-06,2.6551771079915224e-06,4.343552037528413e-06,6.166060340532747e-07,4.6560809709378444e-09
3.6781675954928404e-10,0.05595639656,0.054,0.0,0.0,0.029681195380025192,0.8799767365696114,6.7128323736322504e-09,0.0,0.0,0.06599355255774163,0.0,4.651542539240969e-05,1.4355430582075116e-06,2.6643212070845047e-06,4.388436017393433e-06,6.234631827280193e-07,4.7225518330206875e-09
3.7174006019616077e-10,0.05595639656,0.054,0.0,0.0,0.029680643577808908,0.8799764888842913,6.907308598550286e-09,0.0,0.0,0.06599350502539555,0.0,4.701053483887329e-05,1.4314563321824549e-06,2.673414913359886e-06,4.433237038397935e-06,6.302812338309072e-07,4.7892692885234105e-09
3.756633608430375e-10,0.05595639656,0.054,0.0,0.0,0.029680091933191186,0.8799762412082491,7.105188140886258e-09,0.0,0.0,0.06599345757923417,0.0,4.7505622080972726e-05,1.4274045135857807e-06,2.682459164744176e-06,4.477955622393025e-06,6.370606298002795e-07,4.856232161632518e-09
3.7958666148991424e-10,0.05595639656,0.054,0.0,0.0,0.02967954044430165,0.8799759935414819,7.30649598273083e-09,0.0,0.0,0.06599341021824882,0.0,4.800068710052233e-05,1.4233876515624189e-06,2.6914548422766705e-06,4.522592288622821e-06,6.438018109605849e-07,4.923439242696645e-09
3.83509962136791e-10,0.05595639656,0.054,0.0,0.0,0.029678989109375577,0.879975745883987,7.511257070826542e-09,0.0,0.0,0.06599336294148384,0.0,4.849572987934188e-05,1.419405747794608e-06,2.700402774495768e-06,4.5671475532704905e-06,6.505052150663191e-07,4.990889291064862e-09
3.874332627836677e-10,0.05595639656,0.054,0.0,0.0,0.029678437926745772,0.8799754982357615,7.719496313220396e-09,0.0,0.0,0.06599331574803265,0.0,4.89907503992606e-05,1.4154587613370412e-06,2.7093037414747492e-06,4.611621929059109e-06,6.571712769003352e-07,5.058581037762185e-09
3.9135656343054445e-10,0.05595639656,0.054,0.0,0.0,0.029677886894835144,0.8799752505968027,7.931238576085017e-09,0.0,0.0,0.06599326863703409,0.0,4.9485748642121045e-05,1.4115466130309258e-06,2.718158478534845e-06,4.656015924902194e-06,6.638004279214286e-07,5.1265131880084525e-09
3.952798640774212e-10,0.05595639656,0.054,0.0,0.0,0.029677336012149887,0.8799750029671083,8.146508680701007e-09,0.0,0.0,0.06599322160766886,0.0,4.998072458978248e-05,1.4076691895318918e-06,2.726967679661251e-06,4.700330045599221e-06,6.703930959565538e-07,5.1946844235868805e-09
3.992031647242979e-10,0.05595639656,0.054,0.0,0.0,0.029676785277273177,0.8799747553466752,8.365331400593317e-09,0.0,0.0,0.06599317465915647,0.0,5.047567822412438e-05,1.403826346983886e-06,2.735732000645736e-06,4.7445647915718465e-06,6.769497049334323e-07,5.263093405068585e-09
4.0312646537117466e-10,0.05595639656,0.054,0.0,0.0,0.029676234688859385,0.879974507735501,8.587731458814486e-09,0.0,0.0,0.06599312779075232,0.0,5.09706095270494e-05,1.4000179143685835e-06,2.7444520619776753e-06,4.788720658636927e-06,6.834706746496899e-07,5.331738773899459e-09
4.070497660180514e-10,0.05595639656,0.054,0.0,0.0,0.029675684245628754,0.8799742601335829,8.813733525367794e-09,0.0,0.0,0.06599308100174502,0.0,5.146551848048639e-05,1.3962436965574567e-06,2.7531284515035987e-06,4.8327981378127764e-06,6.899564205749964e-07,5.400619154355736e-09
4.1097306666492813e-10,0.05595639656,0.054,0.0,0.0,0.029675133946362488,0.8799740125409187,9.043362214763634e-09,0.0,0.0,0.065993034291454,0.0,5.1960405066393036e-05,1.3925034770914398e-06,2.761761726873787e-06,4.876797715155412e-06,6.964073536830042e-07,5.469733155374459e-09
4.1489636731180487e-10,0.05595639656,0.054,0.0,0.0,0.029674583789898273,0.8799737649575056,9.276642083702462e-09,0.0,0.0,0.06599298765922733,0.0,5.2455269266758445e-05,1.3887970207111002e-06,2.7703524177929785e-06,4.920719871621855e-06,7.028238803101538e-07,5.539079372265024e-09
4.188196679586816e-10,0.05595639656,0.054,0.0,0.0,0.0296740337751261,0.8799735173833408,9.513597628878022e-09,0.0,0.0,0.06599294110443929,0.0,5.295011106360566e-05,1.3851240756583458e-06,2.77890102809091e-06,4.964565082957789e-06,7.092064020386938e-07,5.608656388307785e-09
4.2274296860555834e-10,0.05595639656,0.054,0.0,0.0,0.02967348390098447,0.879973269818422,9.75425328489467e-09,0.0,0.0,0.06599289462648898,0.0,5.3444930438993774e-05,1.3814843757689829e-06,2.7874080376271563e-06,5.008333819607111e-06,7.155553156014844e-07,5.6784627762455805e-09
4.2666626925243507e-10,0.05595639656,0.054,0.0,0.0,0.029672934166456853,0.8799730222627469,9.99863342229288e-09,0.0,0.0,0.06599284822479813,0.0,5.393972737502022e-05,1.3778776423738602e-06,2.795873904043615e-06,5.052026546641179e-06,7.218710128063872e-07,5.748497099673857e-09
4.305895698993118e-10,0.05595639656,0.054,0.0,0.0,0.029672384570568516,0.8799727747163125,1.0246762345677272e-08,0.0,0.0,0.06599280189880977,0.0,5.443450185382271e-05,1.3743035860248672e-06,2.8042990643768784e-06,5.09564372370572e-06,7.281538804782306e-07,5.818757914334894e-09
4.3451287054618854e-10,0.05595639656,0.054,0.0,0.0,0.02967183511238349,0.8799725271791168,1.0498664291941635e-08,0.0,0.0,0.06599275564798648,0.0,5.4929253857581185e-05,1.370761908060714e-06,2.8126839365418173e-06,5.139185804983547e-06,7.344043004165343e-07,5.8892437693214566e-09
4.384361711930653e-10,0.05595639656,0.054,0.0,0.0,0.029671285791001846,0.8799722796511572,1.0754363428585747e-08,0.0,0.0,0.0659927094718094,0.0,5.542398336851964e-05,1.3672523020261973e-06,2.8210289206967384e-06,5.18265323917143e-06,7.406226493673331e-07,5.959953208194951e-09
4.42359471839942e-10,0.05595639656,0.054,0.0,0.0,0.02967073660555723,0.8799720321324309,1.1013883852118953e-08,0.0,0.0,0.06599266336977651,0.0,5.5918690368907775e-05,1.3637744549575157e-06,2.829334400499693e-06,5.226046469469603e-06,7.468092990075994e-07,6.030884770023032e-09
4.502060731336955e-10,0.05595639656,0.054,0.0,0.0,0.029669638639167897,0.8799715371226696,1.1544484582092084e-08,0.0,0.0,0.06599257138621455,0.0,5.690803676735073e-05,1.3569127599081336e-06,2.845828305800052e-06,5.3126120637548326e-06,7.590889617282625e-07,6.173408401661863e-09
4.572680142980736e-10,0.05595639656,0.054,0.0,0.0,0.02966865092623911,0.8799710916454387,1.2035334270989484e-08,0.0,0.0,0.06599248884985745,0.0,5.779837136299077e-05,1.3508426158343547e-06,2.8605412656205106e-06,5.390271655194148e-06,7.700358714708128e-07,6.302424614730968e-09
4.6432995546245176e-10,0.05595639656,0.054,0.0,0.0,0.029667663641578506,0.8799706461980872,1.253893628141553e-08,0.0,0.0,0.065992406546589,0.0,5.868863275096337e-05,1.344870317778534e-06,2.8751315567694256e-06,5.4676974685282046e-06,7.808856246135063e-07,6.432137674529884e-09
4.713918966268299e-10,0.05595639656,0.054,0.0,0.0,0.029666676781079617,0.879970200780601,1.305542839468498e-08,0.0,0.0,0.06599232447396632,0.0,5.9578820829718226e-05,1.3389939347317414e-06,2.8896009528767336e-06,5.5448918919108336e-06,7.916402069714792e-07,6.562539009836226e-09
4.78453837791208e-10,0.05595639656,0.054,0.0,0.0,0.02966569034084552,0.8799697553929666,1.3584947544762085e-08,0.0,0.0,0.06599224262965434,0.0,6.0468935498297044e-05,1.3332115345858846e-06,2.903951125375511e-06,5.621857258023279e-06,8.02301552969867e-07,6.693620061823402e-09
4.855157789555862e-10,0.05595639656,0.054,0.0,0.0,0.02966470431716591,0.8799693100351703,1.4127629799134488e-08,0.0,0.0,0.06599216101141459,0.0,6.135897665635536e-05,1.3275211936949373e-06,2.9181836549314894e-06,5.6985958450872664e-06,8.128715465635001e-07,6.825372293420115e-09
4.925777201199643e-10,0.05595639656,0.054,0.0,0.0,0.029663718706497255,0.8799688647071987,1.468361034132289e-08,0.0,0.0,0.06599207961709504,0.0,6.224894420418223e-05,1.3219210046421327e-06,2.9323000413032106e-06,5.775109877989948e-06,8.233520222700722e-07,6.957787197660826e-09
4.996396612843424e-10,0.05595639656,0.054,0.0,0.0,0.029662733505445658,0.8799684194090384,1.5253023454833126e-08,0.0,0.0,0.06599199844462164,0.0,6.313883804271898e-05,1.3164090825022204e-06,2.9463017118684176e-06,5.851401529493407e-06,8.337447662896413e-07,7.090856304659659e-09
5.067016024487206e-10,0.05595639656,0.054,0.0,0.0,0.02966174871075216,0.8799679741406761,1.5836002508457336e-08,0.0,0.0,0.06599191749199096,0.0,6.40286580735766e-05,1.3109835697663501e-06,2.9601900289474774e-06,5.92747292151017e-06,8.440515176920416e-07,7.224571187281626e-09
5.137635436130987e-10,0.05595639656,0.054,0.0,0.0,0.02966076431927991,0.8799675289020983,1.6432679942711684e-08,0.0,0.0,0.06599183675726368,0.0,6.491840419905264e-05,1.305642640204941e-06,2.9739662961466286e-06,6.003326126418203e-06,8.542739696458468e-07,7.358923465824146e-09
5.208254847774768e-10,0.05595639656,0.054,0.0,0.0,0.02965978032800308,0.8799670836932926,1.7043187257281023e-08,0.0,0.0,0.06599175623855898,0.0,6.580807632214648e-05,1.3003845018624706e-06,2.9876317638770697e-06,6.078963168396375e-06,8.644137706699536e-07,7.493904811986279e-09
5.27887425941855e-10,0.05595639656,0.054,0.0,0.0,0.02965879673399715,0.8799666385142453,1.766765499936071e-08,0.0,0.0,0.06599167593404993,0.0,6.669767434657439e-05,1.2952073993302333e-06,3.0011876341704806e-06,6.154386024767485e-06,8.744725258949243e-07,7.629506952120666e-09
5.349493671062331e-10,0.05595639656,0.054,0.0,0.0,0.02965781353443045,0.879966193364944,1.830621275282097e-08,0.0,0.0,0.06599159584195885,0.0,6.758719817678352e-05,1.2901096153968281e-06,3.0146350648741067e-06,6.229596627340473e-06,8.84451798325737e-07,7.765721669794543e-09
5.420113082706112e-10,0.05595639656,0.054,0.0,0.0,0.02965683072655675,0.8799657482453757,1.8958989128108996e-08,0.0,0.0,0.0659915159605539,0.0,6.84766477179654e-05,1.2850894721719876e-06,3.0279751733059116e-06,6.3045968637442556e-06,8.943531100983417e-07,7.902540807781973e-09
5.490732494349894e-10,0.05595639656,0.054,0.0,0.0,0.029655848307708812,0.8799653031555277,1.9626111752807946e-08,0.0,0.0,0.06599143628814566,0.0,6.936602287606888e-05,1.2801453317767695e-06,3.0412090394480864e-06,6.3793885787457525e-06,9.041779437226493e-07,8.039956269605335e-09
5.561351905993675e-10,0.05595639656,0.054,0.0,0.0,0.029654866275292728,0.879964858095387,2.0307707262777164e-08,0.0,0.0,0.0659913568230844,0.0,7.025532355781227e-05,1.275275596683425e-06,3.0543377087498953e-06,6.4539735755459575e-06,9.139277433057249e-07,8.177960020665208e-09
5.631971317637456e-10,0.05595639656,0.054,0.0,0.0,0.029653884626782888,0.8799644130649416,2.1003901293811168e-08,0.0,0.0,0.06599127756375735,0.0,7.114454967069544e-05,1.2704787097702588e-06,3.067362194596499e-06,6.528353617049662e-06,9.236039157508085e-07,8.316544088993688e-09
5.702590729281238e-10,0.05595639656,0.054,0.0,0.0,0.0296529033597176,0.8799639680641786,2.171481847376514e-08,0.0,0.0,0.06599119850858674,0.0,7.2033701123011e-05,1.2657531541418491e-06,3.0802834804884722e-06,6.602530427106018e-06,9.332078319293065e-07,8.455700565699181e-09
5.773210140925019e-10,0.05595639656,0.054,0.0,0.0,0.029651922471695118,0.8799635230930856,2.2440582415101517e-08,0.0,0.0,0.06599111965602762,0.0,7.292277782385539e-05,1.2610974527566642e-06,3.0931025219699046e-06,6.676505691717944e-06,9.427408278236846e-07,8.595421605165236e-09
5.8438295525688e-10,0.05595639656,0.054,0.0,0.0,0.02965094196037018,0.8799630781516505,2.3181315707816318e-08,0.0,0.0,0.06599104100456615,0.0,7.381177968313963e-05,1.2565101678998275e-06,3.1058202483395418e-06,6.750281060218721e-06,9.522042056395698e-07,8.735699425032518e-09
5.914448964212582e-10,0.05595639656,0.054,0.0,0.0,0.02964996182345092,0.8799626332398607,2.3937139912706696e-08,0.0,0.0,0.0659909625527181,0.0,7.47007066115992e-05,1.2519899005344035e-06,3.1184375641757843e-06,6.823858146414504e-06,9.615992348857699e-07,8.876526305985059e-09
5.985068375856363e-10,0.05595639656,0.054,0.0,0.0,0.02964898205869607,0.8799621883577041,2.4708175554945763e-08,0.0,0.0,0.06599088429902726,0.0,7.558955852080446e-05,1.2475352895588632e-06,3.130955350701715e-06,6.8972385296920845e-06,9.709271534214396e-07,9.01789459137526e-09
6.055687787500144e-10,0.05595639656,0.054,0.0,0.0,0.029648002663912418,0.8799617435051686,2.5494542117935386e-08,0.0,0.0,0.06599080624206438,0.0,7.647833532316997e-05,1.2431450109928806e-06,3.143374467011765e-06,6.970423756091651e-06,9.801891684701194e-07,9.159796686723262e-09
6.196926610787707e-10,0.05595639656,0.054,0.0,0.0,0.029646044975713493,0.8799608538889124,2.7113740696287887e-08,0.0,0.0,0.06599065071273313,0.0,7.825566326131652e-05,1.234552335428198e-06,3.167920020983448e-06,7.116214761788452e-06,9.985201695912282e-07,9.445172235870278e-09
6.33816543407527e-10,0.05595639656,0.054,0.0,0.0,0.029644088742189267,0.8799599643909964,2.8795670461195082e-08,0.0,0.0,0.06599049595378616,0.0,8.003268974258864e-05,1.226201990633399e-06,3.1920806957697715e-06,7.261242903423209e-06,1.0166013197365461e-06,9.73259341557006e-09
6.479404257362833e-10,0.05595639656,0.054,0.0,0.0,0.029642133947318204,0.8799590750113254,3.054124920246161e-08,0.0,0.0,0.06599034195465091,0.0,8.180941409761434e-05,1.2180846289723137e-06,3.2158626683626064e-06,7.405519450330389e-06,1.0344412697156623e-06,1.002200163734829e-08
6.620643080650395e-10,0.05595639656,0.054,0.0,0.0,0.029640180575673917,0.8799581857498056,3.235137752681038e-08,0.0,0.0,0.06599018870509606,0.0,8.358583567136332e-05,1.2101914078328483e-06,3.2392718464287856e-06,7.549055229622437e-06,1.0520482664403938e-06,1.0313339232469218e-08
