Time (s),Volume (m^3),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),OX(10),H2NX(28),HX(9),H3NX(29),HNX(49),HOX(13),H2OX(14),NX(59),NOX2(76)
9.445188013579755e-14,0.05595639656,0.054,0.0,0.0,0.029736810392081363,0.8799999940144362,3.1711442751192454e-24,0.0,0.0,0.06599999702677853,0.0,1.1971127862858293e-08,1.955003870033594e-09,1.9550041675783433e-09,1.018217445046289e-09,1.547163560291251e-16,1.1884440815201532e-17,1.468561187636357e-29,3.8954268833412928e-25,2.3584037578708298e-32
1.2593584462927796e-13,0.05595639656,0.054,0.0,0.0,0.029736804758974177,0.8799999920192494,1.0477576296954013e-23,0.0,0.0,0.06599999603571152,0.0,1.5961501160476686e-08,2.6066703885946056e-09,2.606671035792224e-09,1.357617754020209e-09,3.36522027507064e-16,2.583800178093726e-17,6.126160938134398e-29,1.2694769601793488e-24,1.0667542421593488e-31
1.889037736162388e-13,0.05595639656,0.054,0.0,0.0,0.029736793492773993,0.8799999880288778,6.090728219500744e-23,0.0,0.0,0.06599999405358599,0.0,2.3942244164966302e-08,3.910000733221911e-09,3.910002608534554e-09,2.0364123278197705e-09,9.750273629039136e-16,7.472998300111192e-17,6.536182947614989e-28,7.250393697293575e-24,1.2618492099644948e-30
2.5187170260319963e-13,0.05595639656,0.054,0.0,0.0,0.02973678222659702,0.8799999840385092,2.0221267171559066e-22,0.0,0.0,0.06599999207147414,0.0,3.192298153784171e-08,5.213326204936199e-09,5.213330302221803e-09,2.715197517158542e-09,2.130105736369753e-15,1.6290408567743206e-16,2.9114627948073683e-27,2.392576444001404e-23,5.745692513065689e-30
3.1483963159016045e-13,0.05595639656,0.054,0.0,0.0,0.029736770960446673,0.8799999800481435,5.439232876677181e-22,0.0,0.0,0.0659999900893779,0.0,3.990371286546423e-08,6.516645274172713e-09,6.516652956974021e-09,3.393972806984998e-09,3.993720440051904e-15,3.046008691080245e-16,1.066091675329145e-26,6.415398182171223e-23,2.0807234716065892e-29
3.7780756057712127e-13,0.05595639656,0.054,0.0,0.0,0.029736759694325463,0.8799999760577808,1.2704672697270135e-21,0.0,0.0,0.06599998810729858,0.0,4.788443802443341e-08,7.819956462523065e-09,7.81996946368756e-09,4.07273819586355e-09,6.757503263965664e-15,5.137828888394334e-16,3.33773937224695e-26,1.496605642642759e-22,6.573836422765703e-29
4.407754895640821e-13,0.05595639656,0.054,0.0,0.0,0.029736748428235392,0.8799999720674211,2.6534012576989204e-21,0.0,0.0,0.0659999861252371,0.0,5.586515699598711e-08,9.12325842009437e-09,9.123278813931824e-09,4.751493851723702e-09,1.0598503390878693e-14,8.030987085793534e-16,9.103091633525845e-26,3.1266220709030703e-22,1.8889935547387342e-28
5.667113475380037e-13,0.05595639656,0.054,0.0,0.0,0.029736725896156967,0.8799999640867111,9.159491121588052e-21,0.0,0.0,0.06599998216117195,0.0,7.182657637994986e-08,1.1729828976480057e-08,1.1729871816458865e-08,6.108976804122892e-09,2.2257002997965087e-14,1.6739308407333113e-15,5.139704868519979e-25,1.0828347675424953e-21,1.1282957462309823e-27
6.926472055119254e-13,0.05595639656,0.054,0.0,0.0,0.029736703364227787,0.8799999561060132,2.4521848164834274e-20,0.0,0.0,0.06599997819719053,0.0,8.778797094552492e-08,1.4336345850287384e-08,1.4336423684626006e-08,7.466423171394746e-09,4.042571190088043e-14,3.0169534779561505e-15,1.9672432699773374e-24,2.9115171816372664e-21,4.374066958165218e-27
8.18583063485847e-13,0.05595639656,0.054,0.0,0.0,0.02973668083246421,0.8799999481253273,5.551946797888662e-20,0.0,0.0,0.065999974233301,0.0,1.0374934060879924e-07,1.6942797980754012e-08,1.694292616522089e-08,8.823834428052137e-09,6.655652771813083e-14,4.928397879713413e-15,5.973365156748843e-24,6.6240503590417156e-21,1.3280585552805076e-26
1e-12,0.05595639656,0.054,0.0,0.0,0.02973664837464979,0.8799999366287695,1.5145297893846375e-19,0.0,0.0,0.06599996852329675,0.0,1.2674245232102446e-07,2.0697387313470517e-08,2.069762067447266e-08,1.077919480296866e-08,1.211124042537626e-13,8.863453263013057e-15,2.497870022966991e-23,1.8246182700261523e-20,5.631822401264089e-26
1.0704547794336904e-12,0.05595639656,0.054,0.0,0.0,0.029736635769499312,0.8799999321639923,2.1163285763868555e-19,0.0,0.0,0.06599996630583017,0.0,1.3567200486488519e-07,2.215546391449713e-08,2.215575007923185e-08,1.1538557398352663e-08,1.4849173419128033e-13,1.0818282851541557e-14,3.8998714516455524e-23,2.5578576488129157e-20,8.826712965867167e-26
1.3223264953815337e-12,0.05595639656,0.054,0.0,0.0,0.029736590707393065,0.8799999162027059,5.970057653778067e-19,0.0,0.0,0.06599995837882447,0.0,1.6759456845567552e-07,2.7367738557573162e-08,2.7368277788528394e-08,1.4253157325959063e-08,2.796407695333671e-13,2.0049503217902177e-14,1.6009151507205854e-22,7.304198600038126e-20,3.6078738240519334e-25
1.8260699272772202e-12,0.05595639656,0.054,0.0,0.0,0.029736500586278986,0.8799998842802791,2.9899958866731717e-18,0.0,0.0,0.06599994252646833,0.0,2.314393911078586e-07,3.779076147237642e-08,3.779218208709208e-08,1.968203432824391e-08,7.358392767690348e-13,5.105889003267439e-14,1.5191749648685017e-21,3.7679848545196417e-19,3.47881061769278e-24
2.3298133591729068e-12,0.05595639656,0.054,0.0,0.0,0.029736410470166407,0.8799998523580469,9.73346900172462e-18,0.0,0.0,0.06599992667675243,0.0,2.952838037989935e-07,4.82111618477308e-08,4.8214114387155686e-08,2.5110558037382595e-08,1.5276516233588385e-12,1.027479217037371e-13,7.429581546473717e-21,1.2575834009808196e-18,1.6792676864651673e-23
2.8335567910685933e-12,0.05595639656,0.054,0.0,0.0,0.02973632036009824,0.8799998204360093,2.4884957808753753e-17,0.0,0.0,0.06599991083019609,0.0,3.59127802359785e-07,5.862823546423692e-08,5.863355108455033e-08,3.05388209347626e-08,2.747482305589172e-12,1.793038736234277e-13,2.6177886601343967e-20,3.2922639282376382e-18,5.857184869071594e-23
3.33730022296428e-12,0.05595639656,0.054,0.0,0.0,0.029736230257115713,0.8799997885141664,5.439333561247313e-17,0.0,0.0,0.06599989498731806,0.0,4.229713831797504e-07,6.904127891611368e-08,6.904996970838855e-08,3.596691537405545e-08,4.487617858262849e-12,2.843557381892833e-13,7.469718142389692e-20,7.367836422123662e-18,1.6762339348128788e-22
3.841043654859967e-12,0.05595639656,0.054,0.0,0.0,0.02973614016225816,0.8799997565925181,1.0635185766965911e-16,0.0,0.0,0.0659998791486364,0.0,4.868145431350334e-07,7.944958977916416e-08,7.946284896379413e-08,4.1394933559505446e-08,6.8402023632448786e-12,4.2105000871247287e-13,1.833264470788232e-19,1.474878662612929e-17,4.1564856968893866e-22
4.84853051865134e-12,0.05595639656,0.054,0.0,0.0,0.029735960001065126,0.879999692749805,3.2169719688744743e-16,0.0,0.0,0.06599984748593038,0.0,6.144995897786316e-07,1.0024921003223268e-07,1.0027591023245916e-07,5.2251109074479753e-08,1.3750424817789862e-11,8.001430439642292e-13,8.095853190858584e-19,4.678462024942573e-17,1.8961026099103446e-21
5.856017382442713e-12,0.05595639656,0.054,0.0,0.0,0.029735779884789575,0.8799996289078702,7.854566524724575e-16,0.0,0.0,0.06599981584620421,0.0,7.421829247616882e-07,1.2102150298183155e-07,1.2106859041530907e-07,6.310808114094384e-08,2.4211504989784642e-11,1.334357230306175e-12,2.644993636169727e-18,1.1955528003895267e-16,6.3794041461577774e-21
6.863504246234086e-12,0.05595639656,0.054,0.0,0.0,0.02973559982166001,0.8799995650667133,1.656229365095478e-15,0.0,0.0,0.06599978423356542,0.0,8.698645350594339e-07,1.4176090190348773e-07,1.4183676826408844e-07,7.396657941663003e-08,3.8952946365024807e-11,2.0369941466082486e-12,7.042894907894174e-18,2.6339120809934704e-16,1.7561110439286414e-20
7.87099111002546e-12,0.05595639656,0.054,0.0,0.0,0.029735419819856477,0.8799995012263341,3.1397009227681117e-15,0.0,0.0,0.06599975265209902,0.0,9.97544410930019e-07,1.6246187203660562e-07,1.6257634840973695e-07,8.482732876564873e-08,5.869960820647913e-11,2.9180926305474723e-12,1.6203649363132484e-17,5.208840386366251e-16,4.193392329728444e-20
8.878477973816833e-12,0.05595639656,0.054,0.0,0.0,0.029735239887503782,0.8799994373867324,5.4904424440479716e-15,0.0,0.0,0.06599972110586365,0.0,1.1252225451331455e-06,1.8311891595112302e-07,1.832832643924444e-07,9.569104848522348e-08,8.417092503723016e-11,3.985206533951239e-12,3.3387045642877376e-17,9.489347299945732e-16,8.993988811701367e-20
9.885964837608207e-12,0.05595639656,0.054,0.0,0.0,0.029735060032664525,0.8799993735479075,9.013088286770222e-15,0.0,0.0,0.06599968959888788,0.0,1.252898932420886e-06,2.0372657875610575e-07,2.0395348184948913e-07,1.0655845155530685e-07,1.1608014954393571e-10,5.243914379006381e-12,6.310071871770393e-17,1.6207275703054403e-15,1.7729400072406576e-19
1e-11,0.05595639656,0.054,0.0,0.0,0.029735039680540316,0.879999366322184,9.500905360757816e-15,0.0,0.0,0.06599968603533546,0.0,1.2673502240717515e-06,2.060557621013616e-07,2.0629060724107376e-07,1.077887718134731e-07,1.2012888729811523e-10,5.398644924506304e-12,6.750073514912485e-17,1.7159816301589241e-15,1.905819853339962e-19
1.0893451701399581e-11,0.05595639656,0.054,0.0,0.0,0.029734880263332923,0.8799993097098594,1.4063022002829904e-14,0.0,0.0,0.06599965813516695,0.0,1.3805735691657477e-06,2.2427945274795362e-07,2.2458300144448414e-07,1.174302439681654e-07,1.5513367741999388e-10,6.698191505694762e-12,1.1125002231129538e-16,2.6274764330384004e-15,3.264678827605546e-19
1.1900938565190955e-11,0.05595639656,0.054,0.0,0.0,0.029734700587426815,0.8799992458725877,2.1046708545820218e-14,0.0,0.0,0.06599962671865851,0.0,1.5082464529411057e-06,2.447721832985571e-07,2.451678626331469e-07,1.2830712387922288e-07,2.0203019262135086e-10,8.350828562286329e-12,1.852921465450445e-16,4.0806207642855495e-15,5.684176155636542e-19
1.2908425428982329e-11,0.05595639656,0.054,0.0,0.0,0.02973452101278116,0.879999182036092,3.042193622169727e-14,0.0,0.0,0.0659995953532793,0.0,1.635917582250962e-06,2.651994736461521e-07,2.6570414680054165e-07,1.3918978091721856e-07,2.5745997275387904e-10,1.0203700513975581e-11,2.9434332383918433e-16,6.1135887441574865e-15,9.445745262472012e-19
1.3915912292773703e-11,0.05595639656,0.054,0.0,0.0,0.02973434154714171,0.8799991182003715,4.269763627436138e-14,0.0,0.0,0.06599956404290187,0.0,1.763586956348332e-06,2.855560894401283e-07,2.8618798031440013e-07,1.5007889553103555e-07,3.221042309398939e-10,1.2257947072075606e-11,4.492437103502782e-16,8.88344690428724e-15,1.5087453275727057e-18
1.4923399156565075e-11,0.05595639656,0.054,0.0,0.0,0.02973416219815881,0.8799990543654261,5.843369484552769e-14,0.0,0.0,0.06599953279135139,0.0,1.8912545750964964e-06,3.0583686321176935e-07,3.066155375696454e-07,1.6097513834833554e-07,3.966344692502578e-10,1.4514110854217002e-11,6.626111495159301e-16,1.257250002778207e-14,2.3293616333376818e-18
1.6938372884147823e-11,0.05595639656,0.054,0.0,0.0,0.029733803880247885,0.879998926697858,1.0277890943105798e-13,0.0,0.0,0.06599947047977495,0.0,2.1465845483269706e-06,3.4615057714281895e-07,3.472867801916106e-07,1.8279163800029286e-07,5.779863086214335e-10,1.963209582874212e-11,1.3243115587254648e-15,2.3573395024553225e-14,5.1015200267077145e-18
1.8751849238972296e-11,0.05595639656,0.054,0.0,0.0,0.029733481867662313,0.8799988117996914,1.611707522358206e-13,0.0,0.0,0.06599941463783329,0.0,2.376375528024631e-06,3.8212323051183755e-07,3.8366114946175633e-07,2.0245736971779148e-07,7.81527427344541e-10,2.4926082087113465e-11,2.2838645039279423e-15,3.901986397011495e-14,9.546557669687496e-18
2.056532559379677e-11,0.05595639656,0.054,0.0,0.0,0.029733160346995805,0.8799986969040267,2.4176754821616157e-13,0.0,0.0,0.0659993590434762,0.0,2.6061608351333353e-06,4.1777332239617054e-07,4.19796210008638e-07,2.2215610969596125e-07,1.0270300690420717e-09,3.086640724642845e-11,3.712869588277981e-15,6.159789447401117e-14,1.6820646803881735e-17
2.237880194862124e-11,0.05595639656,0.054,0.0,0.0,0.02973283935860875,0.8799985820108597,3.496162058925734e-13,0.0,0.0,0.06599930371688999,0.0,2.8359404793995008e-06,4.530737076815161e-07,4.5567178483065775e-07,2.4189133205600054e-07,1.3179767366354648e-09,3.7446110465651413e-11,5.750756139880575e-15,9.347911526828543e-14,2.819505228329428e-17
2.4192278303445714e-11,0.05595639656,0.054,0.0,0.0,0.029732518941400502,0.8799984671201861,4.902533724369447e-13,0.0,0.0,0.06599924867753149,0.0,3.0657144721201395e-06,4.879982683180795e-07,4.912684283499231e-07,2.6166636158615794e-07,1.6577013388565853e-09,4.465678435676616e-11,8.554958256191688e-15,1.3720695469348354e-13,4.531605645423393e-17
2.6005754658270187e-11,0.05595639656,0.054,0.0,0.0,0.029732199132722032,0.8799983522320017,6.696898999137538e-13,0.0,0.0,0.06599919394408413,0.0,3.2954828258129783e-06,5.225219743187295e-07,5.265674698930548e-07,2.814843651960697e-07,2.0493805512799913e-09,5.24888980840405e-11,1.2299991163036503e-14,1.9571349942973367e-13,7.02653274592663e-17
2.781923101309466e-11,0.05595639656,0.054,0.0,0.0,0.029731879968296886,0.8799982373463012,8.943940281668106e-13,0.0,0.0,0.06599913953441838,0.0,3.5252455539541527e-06,5.566209388064645e-07,5.615510530846384e-07,3.0134834426984745e-07,2.4960260787685676e-09,6.093205302845948e-11,1.717642157718551e-14,2.7233312062621874e-13,1.0562237992857887e-16
2.963270736791913e-11,0.05595639656,0.054,0.0,0.0,0.029731561482151093,0.8799981224630795,1.1712730084989163e-12,0.0,0.0,0.06599908546555652,0.0,3.755002670808368e-06,5.902724666054968e-07,5.962021708169406e-07,3.212611279892728e-07,3.0004778915909672e-09,6.997514644628351e-11,2.3389661273813752e-14,3.70812709489889e-13,1.5452802390655929e-16
3.14461837227436e-11,0.05595639656,0.054,0.0,0.0,0.029731243706552238,0.8799980075823318,1.507653417941025e-12,0.0,0.0,0.06599903175364215,0.0,3.984754191337053e-06,6.234550961559804e-07,6.305046956238579e-07,3.412253676583535e-07,3.5653984667730565e-09,7.960645746466941e-11,3.115865197955228e-14,4.953184520524843e-13,2.2074782912074163e-16
3.325966007756807e-11,0.05595639656,0.054,0.0,0.0,0.029730926671958303,0.8799978927040515,1.9112603537350463e-12,0.0,0.0,0.06599897841391458,0.0,4.214500131131989e-06,6.561486345622308e-07,6.644434052673519e-07,3.612435320544825e-07,4.19326806041033e-09,8.981370789858024e-11,4.071450368047919e-14,6.504391234579493e-13,3.087353040345602e-16
3.507313643239254e-11,0.05595639656,0.054,0.0,0.0,0.029730610406975836,0.8799977778282335,2.3901957480440042e-12,0.0,0.0,0.06599892546068771,0.0,4.444240506342097e-06,6.883341858652539e-07,6.980040035642021e-07,3.813179037907375e-07,4.88638099571231e-09,1.0058413012964179e-10,5.2299123399945836e-14,8.411859918523131e-13,4.236941751097486e-16
3.688661278721701e-11,0.05595639656,0.054,0.0,0.0,0.029730294938327604,0.8799976629548714,2.952915843568496e-12,0.0,0.0,0.06599887290733415,0.0,4.673975333595793e-06,7.199941726612063e-07,7.311731365367213e-07,4.0145057666878784e-07,5.646842946486867e-09,1.1190453974923887e-10,6.61638115653262e-14,1.0729894487827748e-12,5.716388848375146e-16
3.8700089142041476e-11,0.05595639656,0.054,0.0,0.0,0.029729980290829353,0.8799975480839588,3.60820793427987e-12,0.0,0.0,0.06599882076627316,0.0,4.9037046299333065e-06,7.51112351202656e-07,7.639384039933786e-07,4.2164345399950024e-07,6.476569193305507e-09,1.2376139856131632e-10,8.256782017248329e-14,1.3516924955592693e-12,7.594526315550656e-16
4.0513565496865946e-11,0.05595639656,0.054,0.0,0.0,0.029729666487375492,0.8799974332154894,4.365166555189868e-12,0.0,0.0,0.06599876904896364,0.0,5.1334284127520805e-06,7.816738201111051e-07,7.962883666270631e-07,4.418982478692098e-07,7.377283830423064e-09,1.3614086480115347e-10,1.0177690418993275e-13,1.683541222350339e-12,9.949425577554449e-16
4.2327041851690415e-11,0.05595639656,0.054,0.0,0.0,0.029729353548933607,0.8799973183494567,5.23316935282788e-12,0.0,0.0,0.06599871776590142,0.0,5.363146699757015e-06,8.116650228815975e-07,8.282125487440777e-07,4.622164793217856e-07,8.350519893622063e-09,1.4902883859179736e-10,1.2406190622042778e-13,2.0751724446842217e-12,1.2868916061421252e-15
4.4140518206514885e-11,0.05595639656,0.054,0.0,0.0,0.029729041494547356,0.8799972034858536,6.221852798621668e-12,0.0,0.0,0.06599866692662053,0.0,5.592859508908655e-06,8.410737444220302e-07,8.597014367816179e-07,4.825994794174197e-07,9.397620369905557e-09,1.6241100959057198e-10,1.4969738454964877e-13,2.5335986922689067e-12,1.6451064765341505e-15
4.5953994561339354e-11,0.05595639656,0.054,0.0,0.0,0.029728730341347362,0.8799970886246737,7.341087849365024e-12,0.0,0.0,0.06599861653969863,0.0,5.822566858369673e-06,8.698891019215539e-07,8.90746473815421e-07,5.030483911214325e-07,1.0519740042276519e-08,1.762729064661597e-10,1.7896027383611125e-13,3.0661907685710775e-12,2.0804612514257904e-15
4.7767470916163824e-11,0.05595639656,0.054,0.0,0.0,0.029728420104569712,0.8799969737659094,8.600955664255192e-12,0.0,0.0,0.06599856661276626,0.0,6.0522687664535676e-06,8.981015303691108e-07,9.213400502815406e-07,5.235641719724752e-07,1.1717848118876826e-08,1.9059994432186077e-10,2.1212857791853898e-13,3.680658111999928e-12,2.604936408687037e-15
4.9580947270988294e-11,0.05595639656,0.054,0.0,0.0,0.029728110797581562,0.8799968589095536,1.0011723530679175e-11,0.0,0.0,0.0659985171525196,0.0,6.2819652515773e-06,9.257027630601244e-07,9.514754911460006e-07,5.441475974770556e-07,1.2992731593263489e-08,2.0537746824691758e-10,2.494801144778191e-13,4.385027196901879e-12,3.2316529514165577e-15
5.139442362581276e-11,0.05595639656,0.054,0.0,0.0,0.029727802431913312,0.8799967440555994,1.1583821160355992e-11,0.0,0.0,0.0659984681647365,0.0,6.511656332216653e-06,9.526858074459915e-07,9.811470397649208e-07,5.647992651749513e-07,1.4344999280195804e-08,2.205907941725669e-10,2.912913328304008e-13,5.1876182185098975e-12,3.974901396750443e-15
5.320789998063723e-11,0.05595639656,0.054,0.0,0.0,0.029727495017297007,0.879996629204039,1.332781748438672e-11,0.0,0.0,0.06599841965429562,0.0,6.7413420268626725e-06,9.790449166994865e-07,1.0103498386906322e-06,5.855195993174706e-07,1.57750864686855e-08,2.3622524860202853e-10,3.3783621068068196e-13,6.097020311067701e-12,4.8501654587684545e-15
5.50213763354617e-11,0.05595639656,0.054,0.0,0.0,0.029727188561710163,0.8799965143548654,1.525439803870116e-11,0.0,0.0,0.06599837162519843,0.0,6.971022353979156e-06,1.0047755573839855e-06,1.0390799076916282e-06,6.063088560985182e-07,1.7283260132028544e-08,2.5226620729747704e-10,3.893852247323702e-13,7.1220655505940276e-12,5.874140348739089e-15
5.683485269028617e-11,0.05595639656,0.054,0.0,0.0,0.029726883071424723,0.8799963995080708,1.737434302138803e-11,0.0,0.0,0.06599832408059349,0.0,7.200697331962062e-06,1.0298743736222899e-06,1.0673341192611419e-06,6.271671293774588e-07,1.886962463356212e-08,2.6869913199183925e-10,4.462043939562863e-13,8.271801992118625e-12,7.064745650914087e-15
5.864832904511064e-11,0.05595639656,0.054,0.0,0.0,0.029726578551060492,0.8799962846636483,1.9698506110906435e-11,0.0,0.0,0.06599827702280321,0.0,7.430366979101518e-06,1.0543391481621648e-06,1.0951101718901601e-06,6.480943568328236e-07,2.0534127866911118e-08,2.8550960449255093e-10,5.085544030045279e-13,9.555465986020813e-12,8.44113277129731e-15
6.046180539993511e-11,0.05595639656,0.054,0.0,0.0,0.02972627500364238,0.8799961698215896,2.2237794133876783e-11,0.0,0.0,0.06599823045335251,0.0,7.66003131354624e-06,1.078168760732902e-06,1.122406561378424e-06,6.690903264865495e-07,2.2276567770138194e-08,3.0268335828729303e-10,5.766898140889535e-13,1.0982454010424153e-11,1.002368702456496e-14
6.227528175475958e-11,0.05595639656,0.054,0.0,0.0,0.02972597243066122,0.8799960549818875,2.5003147654445263e-11,0.0,0.0,0.06599818437299908,0.0,7.889690353269993e-06,1.1013631440817822e-06,1.1492225504534256e-06,6.901546835395247e-07,2.4096599154272803e-08,3.202063080077555e-10,6.508583688035879e-13,1.256229424717909e-11,1.1834024481495669e-14
6.408875810958405e-11,0.05595639656,0.054,0.0,0.0,0.029725670832137244,0.8799959401445346,2.800552253602659e-11,0.0,0.0,0.06599813878176514,0.0,8.119344116040013e-06,1.123923238071282e-06,1.1755581369625714e-06,7.112869374606562e-07,2.599374078815556e-08,3.3806457683978904e-10,7.313003758505248e-13,1.4304618117959201e-11,1.3894983731421876e-14
6.590223446440852e-11,0.05595639656,0.054,0.0,0.0,0.029725370206686037,0.8799958253095231,3.1255872513155535e-11,0.0,0.0,0.06599809367897046,0.0,8.348992619387604e-06,1.1458509422067858e-06,1.201414020896732e-06,7.324864692736088e-07,2.7967382683455745e-08,3.5624452170432167e-10,8.182481812213891e-13,1.6219131984358163e-11,1.623061274702208e-14
6.771571081923299e-11,0.05595639656,0.054,0.0,0.0,0.029725070551586307,0.8799957104768455,3.476513280614134e-11,0.0,0.0,0.06599804906326605,0.0,8.578635880580985e-06,1.1671490669505352e-06,1.2267915704939942e-06,7.537525389877263e-07,3.001679352608837e-08,3.7473275605946423e-10,9.119257205602416e-13,1.8315589201774998e-11,1.8866151080164835e-14
6.952918717405746e-11,0.05595639656,0.054,0.0,0.0,0.029724771862848963,0.8799955956464945,3.8544204806194705e-11,0.0,0.0,0.0659980049326689,0.0,8.808273916600417e-06,1.1878212841610536e-06,1.2516927876612109e-06,7.75084293122357e-07,3.214112820298313e-08,3.9351617035325446e-10,1.0125481539672421e-12,2.0603762701705946e-11,2.1828007650534366e-14
7.134266352888193e-11,0.05595639656,0.054,0.0,0.0,0.029724474135287192,0.8799954808184626,4.2603941849077855e-11,0.0,0.0,0.06599796128459677,0.0,9.037906744115475e-06,1.207872076979084e-06,1.2761202729385674e-06,7.964807722767857e-07,3.4339435376136875e-08,4.125819502538109e-10,1.1203215809040658e-12,2.3093418261220978e-11,2.51437344086721e-14
7.31561398837064e-11,0.05595639656,0.054,0.0,0.0,0.02972417736258694,0.8799953659927421,4.6955136083497435e-11,0.0,0.0,0.06599791811590362,0.0,9.267534379464357e-06,1.2273066894615748e-06,1.3000771902192167e-06,8.179409187011134e-07,3.661066505904368e-08,4.3191759274968516e-10,1.235442830381292e-12,2.579428860217065e-11,2.884199617267229e-14
7.496961623853087e-11,0.05595639656,0.054,0.0,0.0,0.029723881537377594,0.8799952511693258,5.160850643078496e-11,0.0,0.0,0.06599787542291476,0.0,9.497156838635218e-06,1.2461310762447187e-06,1.3235672314221523e-06,8.394635838267258e-07,3.895367615390235e-08,4.5151092015291115e-10,1.3580993213828493e-12,2.8716048446244142e-11,3.295253695582977e-14
7.85965689481798e-11,0.05595639656,0.054,0.0,0.0,0.029723292695086802,0.8799950215293764,6.186422303769246e-11,0.0,0.0,0.06599779144691838,0.0,9.956386290550851e-06,1.2819762453037239e-06,1.3691638830389484e-06,8.826914661893244e-07,4.385006705656306e-08,4.914236116733135e-10,1.626720385075656e-12,3.526050615587176e-11,4.2534604322047334e-14
8.168836451290843e-11,0.05595639656,0.054,0.0,0.0,0.029722793644029962,0.8799948257800299,7.165759925193544e-11,0.0,0.0,0.0659977213216193,0.0,1.03478401942395e-05,1.310671369942146e-06,1.406600740837788e-06,9.197265468039529e-07,4.823878783806131e-08,5.261557847392634e-10,1.8810465256021398e-12,4.16238028944221e-11,5.229626469140105e-14
8.409312238731818e-11,0.05595639656,0.054,0.0,0.0,0.02972240730159886,0.8799946735333302,7.997816326590659e-11,0.0,0.0,0.0659976676895652,0.0,1.0652297620653543e-05,1.3318340927018872e-06,1.434826039267572e-06,9.486450848250201e-07,5.178409301798337e-08,5.535848139876628e-10,2.095480523042685e-12,4.7103194359216344e-11,6.101662311018218e-14
8.649788026172794e-11,0.05595639656,0.054,0.0,0.0,0.02972202251453802,0.8799945212906068,8.894003847033008e-11,0.0,0.0,0.06599761483874068,0.0,1.0956746100277551e-05,1.3520085630162666e-06,1.462285790728959e-06,9.776587120877667e-07,5.5440844174841626e-08,5.813509382937812e-10,2.3248002908249507e-12,5.306917981866775e-11,7.081367748794345e-14
8.890263813613769e-11,0.05595639656,0.054,0.0,0.0,0.02972163925264633,0.879994369051844,9.85663859847127e-11,0.0,0.0,0.06599756275406393,0.0,1.126118566364067e-05,1.3712172485483124e-06,1.4889951060379133e-06,1.0067637189879137e-06,5.920534482626201e-08,6.094317708599731e-10,2.5692881720593463e-12,5.954188063598727e-11,8.17720019967832e-14
9.130739601054745e-11,0.05595639656,0.054,0.0,0.0,0.02972125748416134,0.8799942168170257,1.088799521432532e-10,0.0,0.0,0.06599751141967128,0.0,1.156561633992312e-05,1.3894836089234517e-06,1.5149698756483804e-06,1.0359562915711027e-06,6.307379347127381e-08,6.378060747545693e-10,2.8292003422579395e-12,6.654074289901349e-11,9.397835781694046e-14
9.37121538849572e-11,0.05595639656,0.054,0.0,0.0,0.029720877175996016,0.8799940645861374,1.1990305509050528e-10,0.0,0.0,0.0659974608190354,0.0,1.1870038156946456e-05,1.406831929988876e-06,1.5402266512748913e-06,1.065232535240665e-06,6.704230733545994e-08,6.664537538583989e-10,3.104768110868143e-12,7.408448420188844e-11,1.0752147149959087e-13
9.611691175936696e-11,0.05595639656,0.054,0.0,0.0,0.029720498293960344,0.8799939123591637,1.3165757985950326e-10,0.0,0.0,0.06599741093507623,0.0,1.2174451141174103e-05,1.4232871695180315e-06,1.5647825350757587e-06,1.0945884965074497e-06,7.110694415926995e-08,6.95355833856977e-10,3.3961994606688375e-12,8.219105262083063e-11,1.2249182866162687e-13
9.828119384633573e-11,0.05595639656,0.054,0.0,0.0,0.02972015849048683,0.8799937753582229,1.428797553682791e-10,0.0,0.0,0.06599736663779175,0.0,1.2448415295717586e-05,1.4373543551986888e-06,1.5862980641949253e-06,1.1210737211579232e-06,7.484401222738792e-08,7.215704249341085e-10,3.672205299498865e-12,8.998236830585297e-11,1.372614921019788e-13
9.999999999999999e-11,0.05595639656,0.054,0.0,0.0,0.029719889414494927,0.8799936665585403,1.5223671350216071e-10,0.0,0.0,0.06599733185308025,0.0,1.2665984115516929e-05,1.4480379140930386e-06,1.6029993364676705e-06,1.1421492294675806e-06,7.786311363298421e-08,7.425175589030092e-10,3.900743720249573e-12,9.651261492825855e-11,1.4991296335933393e-13
1.004454759333045e-10,0.05595639656,0.054,0.0,0.0,0.029719819787701426,0.8799936383604307,1.5472709757585216e-10,0.0,0.0,0.06599732289379703,0.0,1.272237233341617e-05,1.450737637144194e-06,1.6072731180990621e-06,1.1476173590852378e-06,7.865279798075682e-08,7.479643120951756e-10,3.961333122904499e-12,9.825539302151538e-11,1.5332981541902805e-13
1.0260975802027328e-10,0.05595639656,0.054,0.0,0.0,0.02971948215918773,0.8799935013657774,1.6721465522666425e-10,0.0,0.0,0.06599727968989202,0.0,1.2996322270752956e-05,1.4634560510221713e-06,1.6277209080541846e-06,1.1742164832281779e-06,8.253038144244328e-08,7.745259119348894e-10,4.263691846497431e-12,1.0702148600772293e-10,1.7076561612688753e-13
