Time (s),Volume (m^3),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),OX(10),H2NX(28),HX(9),H3NX(29),HNX(49),HOX(13),H2OX(14),NX(59),NOX2(76)
1.5359684894136197e-17,0.05595639656,0.054,0.0,0.0,0.029736827288686714,0.8799999999990267,5.792711009225371e-43,0.0,0.0,0.0659999999995165,0.0,1.946736095309037e-12,3.1792150295648647e-13,3.1792150295655856e-13,1.655841157169906e-13,3.607522040850613e-26,5.880746435943098e-29,1.682622902008802e-48,1.1884873280360167e-39,3.26172688038436e-54
3.073271443196843e-17,0.05595639656,0.054,0.0,0.0,0.029736827285936164,0.8799999999980525,1.8564382406771145e-41,0.0,0.0,0.06599999999903257,0.0,3.895163533397464e-12,6.361192191267968e-13,6.36119219127091e-13,3.3131209166944525e-13,1.474017123585374e-25,4.709356230233541e-28,5.37812786829508e-47,9.726819660323072e-39,1.0679174978087504e-52
6.14787735076329e-17,0.05595639656,0.054,0.0,0.0,0.02973682728043506,0.879999999996104,5.945019893800136e-40,0.0,0.0,0.06599999999806472,0.0,7.792018408123904e-12,1.2725146512225716e-12,1.2725146512237954e-12,6.627680410067125e-13,6.138612089914573e-25,3.769377040101793e-27,1.7200206031203515e-45,8.125766143675348e-38,3.5670173510855185e-51
1.2297089165896185e-16,0.05595639656,0.054,0.0,0.0,0.02973682726943286,0.8799999999922071,1.9031010439206733e-38,0.0,0.0,0.06599999999612902,0.0,1.5585728151775132e-11,2.545305514433776e-12,2.545305514439043e-12,1.3256799294108061e-12,2.648374772400494e-24,3.0162386267451176e-26,5.502647018184675e-44,7.0561654298072804e-37,1.2376488548537646e-49
2.4595512796161975e-16,0.05595639656,0.054,0.0,0.0,0.029736827247428453,0.8799999999844135,6.090955520211883e-37,0.0,0.0,0.06599999999225761,0.0,3.117314761587088e-11,5.090887236927104e-12,5.090887236951132e-12,2.6515036651382423e-12,1.2134728329832728e-23,2.413253714816959e-25,1.760718779988047e-42,6.558215454944858e-36,4.592235812767876e-48
4.919236005669355e-16,0.05595639656,0.054,0.0,0.0,0.02973682720341964,0.879999999968826,1.9492200268654396e-35,0.0,0.0,0.0659999999845148,0.0,6.234798645123494e-11,1.0182050666135808e-11,1.0182050666255605e-11,5.303150972278213e-12,6.086432630879503e-23,1.9306568729485532e-24,5.634760016939802e-41,6.789703582351004e-35,1.896125937058213e-46
9.838605457775669e-16,0.05595639656,0.054,0.0,0.0,0.029736827115402015,0.8799999999376512,6.237361146702233e-34,0.0,0.0,0.06599999996902918,0.0,1.2469766375064823e-10,2.0364377460948433e-11,2.0364377461617096e-11,1.0606444929363342e-11,3.420517659093525e-22,1.5444650992885473e-23,1.8036643710304016e-39,8.164303848072389e-34,9.085755413279147e-45
1.9677344361988297e-15,0.05595639656,0.054,0.0,0.0,0.02973682693936677,0.8799999998753015,1.9957242534029333e-32,0.0,0.0,0.06599999993805794,0.0,2.4939701686417494e-10,4.072903079221078e-11,4.0729030796401125e-11,2.1213030215272877e-11,2.1569450457694657e-21,1.235416813764769e-22,5.776119772863743e-38,1.1747416229052887e-32,5.207500633854903e-43
3.935482217041356e-15,0.05595639656,0.054,0.0,0.0,0.029736826587296296,0.8799999997506022,6.384614095289389e-31,0.0,0.0,0.06599999987611548,0.0,4.987957171497052e-10,8.145833638973317e-11,8.14583364186204e-11,4.242619027819681e-11,1.4937648362369183e-20,9.88061674661364e-22,1.8520036260314777e-36,2.044423738761082e-31,3.6089766673621205e-41
7.870977778726409e-15,0.05595639656,0.054,0.0,0.0,0.02973682588315543,0.8799999995012034,2.0419513331316153e-29,0.0,0.0,0.06599999975223059,0.0,9.975930939520876e-10,1.6291694307236465e-10,1.629169432849235e-10,8.485246840164676e-11,1.1022946292830374e-19,7.900054766306194e-21,5.979815217500348e-35,4.2671963930922605e-30,2.9975258006485714e-39
1.5741968902096514e-14,0.05595639656,0.054,0.0,0.0,0.029736824474873996,0.8799999990024061,6.526997681449408e-28,0.0,0.0,0.065999999504461,0.0,1.9951877524614894e-09,3.2583413636874115e-10,3.258341379951091e-10,1.6970485690441476e-10,8.447485735396315e-19,6.312916128081743e-20,1.967026705274719e-33,1.039000755816087e-28,2.898406264838303e-37
3.148395114883672e-14,0.05595639656,0.054,0.0,0.0,0.029736821658312353,0.8799999980048117,2.0840072596725354e-26,0.0,0.0,0.0659999990089226,0.0,3.990376688934342e-09,6.51668426532092e-10,6.51668439247473e-10,3.3940896505709264e-10,6.609638015302172e-18,5.038950792438299e-19,6.919244516157723e-32,2.832391470150723e-27,3.1228398408110553e-35
6.296791564231714e-14,0.05595639656,0.054,0.0,0.0,0.02973681602519418,0.8799999960096235,6.639354151388921e-25,0.0,0.0,0.06599999801784893,0.0,7.980753038391442e-09,1.3033364919105854e-09,1.3033365924648502e-09,6.7881452294021e-10,5.228366365294999e-17,4.013061415047084e-18,2.9679631538714778e-30,8.299781314411414e-26,3.580528617541995e-33
