Time (s),Volume (m^3),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),OX(10),H2NX(28),HX(9),H3NX(29),HNX(49),HOX(13),H2OX(14),NX(59),NOX2(76),NOX(27)
1.7378403898681844e-11,0.05595639656,0.054,0.0,0.0,0.029733725702519948,0.8799988988181593,1.151609639556218e-13,0.0,3.863038592056221e-30,0.06599945690836859,0.0,2.2023427076893625e-06,3.5490730425124634e-07,3.561337172898424e-07,1.875605888883006e-07,6.237115226007378e-10,2.085697356442654e-11,1.5208377568609527e-15,2.676782822281992e-14,5.287564856069748e-18,2.982837880756959e-18
1.923899138075005e-11,0.05595639656,0.054,0.0,0.0,0.029733395449670172,0.8799987809357843,1.8043981210088294e-13,0.0,8.779779188999284e-30,0.06599939967871704,0.0,2.4381017897468637e-06,3.9173251089361036e-07,3.933922307657029e-07,2.0774552195520546e-07,8.432058140137895e-10,2.645858281251386e-11,2.6161650174522224e-15,4.4296187451336773e-14,9.88204848127583e-18,6.1003168249060435e-18
2.1099578862818253e-11,0.05595639656,0.054,0.0,0.0,0.029733065726181496,0.8799986630560418,2.704700735927967e-13,0.0,1.8441104246866574e-29,0.06599934271545826,0.0,2.6738549032583145e-06,4.2821040565894894e-07,4.303930653577178e-07,2.279661971565402e-07,1.1078690181745822e-09,3.273872367035094e-11,4.243243931483548e-15,6.990775700304815e-14,1.7397082143674914e-17,1.1640843014354792e-17
2.2960166344886458e-11,0.05595639656,0.054,0.0,0.0,0.029732736575207412,0.8799985451789272,3.9085278116038493e-13,0.0,3.627615327976636e-29,0.06599928604017588,0.0,2.9096020592417432e-06,4.643119781410729e-07,4.6711464805507745e-07,2.4822632198444333e-07,1.4214179137539702e-09,3.9689417533421254e-11,6.558226566326803e-15,1.0605779083989147e-13,2.9146285584479013e-17,2.0973455484690545e-17
2.4820753826954663e-11,0.05595639656,0.054,0.0,0.0,0.02973240803825293,0.8799984273044356,5.477267156633097e-13,0.0,6.753607213009118e-29,0.06599922967363044,0.0,3.145343270316426e-06,5.000093766590986e-07,5.035362310290941e-07,2.685294355573045e-07,1.7874016934057474e-09,4.730119707224982e-11,9.736928469529974e-15,1.556189159963101e-13,4.6832598516935565e-17,3.600502596543408e-17
2.6681341309022867e-11,0.05595639656,0.054,0.0,0.0,0.02973208015507832,0.8799983094325622,7.477502169005964e-13,0.0,1.1996556640307805e-28,0.06599917363571091,0.0,3.381078550368434e-06,5.352759753980554e-07,5.396379395634059e-07,2.888788992367266e-07,2.2091924756390825e-09,5.5563433095579554e-11,1.3973722019993941e-14,2.218990008251744e-13,7.261179719540131e-17,5.93113432966209e-17
2.8541928791091072e-11,0.05595639656,0.054,0.0,0.0,0.0297317529636127,0.8799981915633017,9.98081521237801e-13,0.0,2.0463190435686084e-28,0.0659991179453915,0.0,3.6168079142817913e-06,5.700864345172189e-07,5.754008151386299e-07,3.092778883057555e-07,2.689976881283818e-09,6.446459570083185e-11,1.948031813540791e-14,3.08655206374036e-13,1.0915847812075312e-16,9.428255762570928e-17
3.0402516273159277e-11,0.05595639656,0.054,0.0,0.0,0.029731426499878116,0.8799980736966485,1.3063573399827309e-12,0.0,3.369228736732524e-28,0.0659990626206934,0.0,3.852531377764823e-06,6.044167526729825e-07,6.108068533047362e-07,3.297293847860552e-07,3.232748753241098e-09,7.399242084851904e-11,2.6484354767117627e-14,4.2010405899810626e-13,1.5973313413342265e-16,1.4528183954945595e-16
3.226310375522748e-11,0.05595639656,0.054,0.0,0.0,0.029731100797924424,0.8799979558325963,1.6806699707608928e-12,0.0,5.3772973227822735e-28,0.06599900767865248,0.0,4.088248957256376e-06,6.382443117201569e-07,6.458390361561646e-07,3.502361714272801e-07,3.840303053112839e-09,8.413399745195424e-11,3.522787046557569e-14,5.609274773775406e-13,2.28249403723781e-16,2.1781627446596024e-16
3.4123691237295686e-11,0.05595639656,0.054,0.0,0.0,0.029730775889775515,0.8799978379711392,2.1295431719119103e-12,0.0,8.348269351795006e-28,0.06599895313529186,0.0,4.32396066985603e-06,6.715479134029711e-07,6.804813592142512e-07,3.7080082689300973e-07,4.5152309596167375e-09,9.48758308607699e-11,4.59657346612856e-14,7.362747530434486e-13,3.1934129624360317e-16,3.187182896785444e-16
3.598427871936389e-11,0.05595639656,0.054,0.0,0.0,0.029730451805386443,0.8799977201122706,2.661907079224995e-12,0.0,1.2644601899829134e-27,0.06599889900560094,0.0,4.559666533244744e-06,7.043078081664873e-07,7.147188527707118e-07,3.91425722121335e-07,5.259916147128012e-09,1.0620391612558741e-10,5.896407486777978e-14,9.517606083491729e-13,4.384296038864916e-16,4.563360104053765e-16
3.7844866201432095e-11,0.05595639656,0.054,0.0,0.0,0.029730128572611553,0.879997602255984,3.2870722241153252e-12,0.0,1.873151624595506e-27,0.06599884530351903,0.0,4.7953665655999336e-06,7.36505716258749e-07,7.485375978105754e-07,4.12113017831735e-07,6.0765322162462625e-09,1.1810381717141083e-10,7.449867300600226e-14,1.2134594886900975e-12,5.917864400052151e-16,6.407308654331303e-16
3.97054536835003e-11,0.05595639656,0.054,0.0,0.0,0.029729806217183043,0.8799974844022724,4.014702783603882e-12,0.0,2.719729223135405e-27,0.06599879204192477,0.0,5.031060785521121e-06,7.681248413130278e-07,7.819247366580021e-07,4.3286466314694783e-07,6.967041245233857e-09,1.3056073577649037e-10,9.28533246562546e-14,1.5278962605339973e-12,7.865972984341222e-16,8.838806221490555e-16
