Time (s),Volume (m^3),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),OX(10),H2NX(28),HX(9),H3NX(29),HNX(49),HOX(13),H2OX(14),NX(59),NOX2(76),NOX(27),N2X2(25),N2X(26),N2O2(46)
3.3813337399852633e-17,0.05595639656,0.054,0.0,0.0,0.029736827285384976,0.8799999999978572,2.9930633154909617e-41,5.316319255973982e-73,8.169375981814835e-75,0.06599999999893559,0.0,4.285611642624416e-12,6.998833061077841e-13,6.998833061081421e-13,3.6452255329644763e-13,1.7916309514200963e-25,6.272240510854508e-28,8.668858536886243e-47,1.3011518423310337e-38,1.7291681867877865e-52,7.973491247581937e-58,1.948085482439012e-65,3.506156344697568e-71,8.980828650914246e-105
6.764135709992232e-17,0.05595639656,0.054,0.0,0.0,0.02973682727933245,0.8799999999957134,9.584920629556174e-40,1.7983310588627766e-71,1.0953167701828446e-72,0.06599999999787072,0.0,8.573084165080547e-12,1.4000705125178854e-12,1.4000705125193782e-12,7.292033840619014e-13,7.489336509084528e-25,5.02031015171114e-27,2.7727963636305425e-45,1.0914119286888592e-37,5.798881928118755e-51,5.346144761404195e-56,3.2975506098735425e-64,1.1860132946252219e-69,1.3375212889583032e-102
1.3529739650006168e-16,0.05595639656,0.054,0.0,0.0,0.029736827267227393,0.879999999991426,3.0682919258347614e-38,6.385116615452764e-70,1.5298586630149717e-70,0.06599999999574098,0.0,1.7148029202969746e-11,2.8004449241511206e-12,2.8004449241575854e-12,1.4585650331602006e-12,3.252647210198577e-24,4.01722613877238e-26,8.871233426697695e-44,9.547600573212466e-37,2.026711397182203e-49,3.7346769629292365e-54,5.862540077121835e-63,4.211027926093741e-68,1.9788554422465185e-100
2.706094753003404e-16,0.05595639656,0.054,0.0,0.0,0.029736827243017284,0.8799999999828511,9.820181166187314e-37,2.4602739299184795e-68,2.294951465881739e-68,0.06599999999148151,0.0,3.429791925065581e-11,5.601193742659464e-12,5.601193742689268e-12,2.9172882816277146e-12,1.5063214130654178e-23,3.2141252441079844e-25,2.8386964340235022e-42,8.983887068580568e-36,7.612154114669241e-48,2.8025993447061665e-52,1.1320288546435118e-61,1.6225627678541502e-66,3.062170252885238e-98
5.412336329008978e-16,0.05595639656,0.054,0.0,0.0,0.02973682719459706,0.8799999999657012,3.142631222161491e-35,1.0718589700605978e-66,3.8512936558529553e-66,0.06599999998296256,0.0,6.85976992336577e-11,1.120269136056157e-11,1.1202691360712335e-11,5.834734579657191e-12,7.666850717976345e-23,2.5713628657073506e-24,9.084862908766227e-41,9.472561680997277e-35,3.20049401329105e-46,2.3532781852909354e-50,2.473527476969892e-60,7.068922170645513e-65,5.228301468775848e-96
1.0824819481020127e-15,0.05595639656,0.054,0.0,0.0,0.02973682709775662,0.8799999999314014,1.005611927060905e-33,5.4778743728686715e-65,7.535682943979815e-64,0.06599999996592468,0.0,1.3719725875017393e-10,2.2405686519250892e-11,2.2405686520106303e-11,1.1669626380180272e-11,4.379885287264952e-22,2.056995262076329e-23,2.9081659287394406e-39,1.1659714542374884e-33,1.5696283076753201e-44,2.3042503468388887e-48,6.342539742418399e-59,3.612623098877131e-63,1.0335085429680177e-93
2.1649785785042426e-15,0.05595639656,0.054,0.0,0.0,0.029736826904075742,0.8799999998628019,3.217540329425917e-32,3.353786254935952e-63,1.7682354326645024e-61,0.06599999993184891,0.0,2.7439637598520213e-10,4.4811676522917317e-11,4.4811676528357684e-11,2.3339406799773472e-11,2.802448679897003e-21,1.6453660872339179e-22,9.31419503224707e-38,1.7219060332768004e-32,9.23177610457805e-43,2.705749639639156e-46,1.9479842297125348e-57,2.2117500641608852e-61,2.4407185771990935e-91
4.3299718393087016e-15,0.05595639656,0.054,0.0,0.0,0.02973682651671401,0.8799999997256027,1.0293095430482788e-30,2.4691573903212293e-61,5.017534969480363e-59,0.06599999986369738,0.0,5.487946032628094e-10,8.962365523338012e-11,8.962365527129162e-11,4.6678954918672305e-11,1.961370796956233e-20,1.3158936050906242e-21,2.987295058316482e-36,3.075563189943363e-31,6.564101228786131e-41,3.841753659368054e-44,7.190835848888848e-56,1.6282820251599887e-59,6.954622021912769e-89
8.659958360917621e-15,0.05595639656,0.054,0.0,0.0,0.029736825741990634,0.8799999994512044,3.2917930125267416e-29,7.338390231728734e-61,1.701752070291854e-56,0.06599999972739438,0.0,1.0975910290447863e-09,1.7924760713065622e-10,1.7924760741150764e-10,9.335800031951496e-11,1.456860445195357e-19,1.0520641481927888e-20,9.66120465637273e-35,6.570707501083574e-30,5.576234337517773e-39,6.518628260778681e-42,7.187729631272317e-56,4.8387052337845e-59,6.685300813985045e-92
1.7319931404135457e-14,0.05595639656,0.054,0.0,0.0,0.029736824192544246,0.8799999989024082,1.0520884199011015e-27,1.7329000231265278e-60,6.681698046433755e-54,0.06599999945478861,0.0,2.1951837654882975e-09,3.584954861412574e-10,3.584954882983839e-10,1.8671588812693708e-10,1.1205935696973828e-18,8.406070213964699e-20,3.1943798687209834e-33,1.6291846082780916e-28,5.481881389939362e-37,1.2802407783096945e-39,7.373540307400388e-56,1.142345262671278e-58,-7.284015965559021e-91
3.4639877490571135e-14,0.05595639656,0.054,0.0,0.0,0.029736821093652974,0.8799999978048157,3.358471182089145e-26,8.324576199209668e-59,2.9016780577252365e-51,0.06599999890957801,0.0,4.390368777674651e-09,7.169911235118471e-10,7.169911404113612e-10,3.734308545931744e-10,8.785166389531594e-18,6.708187352055614e-19,1.1429925568409434e-31,4.4958290990813306e-27,5.959598049547236e-35,2.7805476807310418e-37,3.0079791807242034e-54,5.4860956633156e-57,-7.427908551495288e-88
5.1959823577006807e-14,0.05595639656,0.054,0.0,0.0,0.029736817994763236,0.8799999967072235,1.6052888956658104e-25,7.029496124228418e-55,2.461577312247393e-50,0.06599999836436833,0.0,6.5855533288656645e-09,1.07548661154542e-09,1.0754866614151823e-09,5.601450156808974e-10,2.5929436500925708e-17,1.988784939278262e-18,5.552092309724601e-31,2.0807350304863848e-26,3.892700503293502e-34,2.0855665839594482e-36,2.593714588796534e-50,4.632650043195654e-53,2.6407117188467667e-80
8.659971574987816e-14,0.05595639656,0.054,0.0,0.0,0.029736811796990156,0.8799999945120398,2.4097577107426324e-24,3.471565250648667e-54,3.7805378367812696e-48,0.0659999972739529,0.0,1.0975920585562786e-08,1.7924768181467904e-09,1.7924770503233162e-09,9.335701389694338e-10,1.20726312531573e-16,9.275769601733468e-18,1.3006584850678903e-29,2.9502411640515664e-25,1.9218434657466434e-32,1.803719090232436e-34,5.107748214481858e-50,2.285871868052071e-52,1.5474515699047472e-84
1.1777561870546238e-13,0.05595639656,0.054,0.0,0.0,0.029736806218999823,0.8799999925363754,8.773734014578e-24,5.338082776413041e-54,2.305920688078212e-47,0.06599999629258231,0.0,1.492724962396381e-08,2.4377672064440003e-09,2.4377677411526346e-09,1.2696501891508624e-09,2.7803209985123357e-16,2.1355762119688582e-17,6.030202741014874e-29,1.0591688373050061e-24,1.016968443274643e-31,1.0328254242576177e-33,2.7992155688128824e-49,3.524768362470692e-52,-9.696555817836434e-79
1.489515216610466e-13,0.05595639656,0.054,0.0,0.0,0.0297368006410155,0.8799999905607117,2.3488852679428358e-23,3.0216093979569557e-52,1.0545648915665008e-46,0.06599999531121532,0.0,1.8878577080630758e-08,3.0830565743485626e-09,3.083057602620566e-09,1.6057275519473623e-09,5.346489016256773e-16,4.101924259369499e-17,1.7793820551908935e-28,2.817251859735357e-24,3.459136789915708e-31,4.104945306146574e-33,5.504807603704537e-48,1.98993022298785e-50,8.847717815966984e-77
1.801274246166308e-13,0.05595639656,0.054,0.0,0.0,0.029736795063037114,0.8799999885850487,5.386884111915727e-23,1.2868478891617214e-51,3.644797123143355e-46,0.06599999432985187,0.0,2.282990304150817e-08,3.728344801796433e-09,3.7283465486993156e-09,1.9418023994296375e-09,9.082516568972288e-16,6.958631000782984e-17,5.013125417056839e-28,6.42695828974713e-24,1.0109548193825126e-30,1.3025162445050814e-32,1.901916698180266e-47,8.472177735736639e-50,2.5724664210128502e-76
