Time (s),Volume (m^3),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),OX(10),H2NX(28),HX(9),H3NX(29),HNX(49),HOX(13),H2OX(14)
2.978084770926899e-13,0.05595639656,0.054,0.0,0.0,0.029736774007637353,0.8799999811274312,4.1233847696530984e-22,0.0,0.0,0.06599999062547995,0.0,3.774513768003351e-08,6.164133025655963e-09,6.164139528686593e-09,3.2103836431928542e-09,3.3805934989269726e-15,2.5812544217132934e-16,7.373075590549843e-27
3.5737017503578174e-13,0.05595639656,0.054,0.0,0.0,0.029736763350945133,0.8799999773529249,9.632630125157066e-22,0.0,0.0,0.0659999887506157,0.0,4.529414965842649e-08,7.396944371511203e-09,7.396955375836278e-09,3.8524341764692905e-09,5.719923437060232e-15,4.35474381071921e-16,2.2991202865791974e-26
4.169318729788736e-13,0.05595639656,0.054,0.0,0.0,0.029736752694280198,0.8799999735784217,2.0121543338322645e-21,0.0,0.0,0.0659999868757672,0.0,5.284315610507498e-08,8.629747855156247e-09,8.629765116245951e-09,4.4944759490965996e-09,8.970987724330503e-15,6.808288681089432e-16,6.254312368206161e-26
5.360552688650572e-13,0.05595639656,0.054,0.0,0.0,0.029736731381039144,0.8799999660294232,6.948665671530571e-21,0.0,0.0,0.06599998312612076,0.0,6.794115240633045e-08,1.1095326440499136e-08,1.1095362698179423e-08,5.778533927658539e-09,1.8838718165803813e-14,1.4196772634434111e-15,3.5216023895283166e-25
6.551786647512409e-13,0.05595639656,0.054,0.0,0.0,0.029736710067928055,0.8799999584804354,1.860970643253477e-20,0.0,0.0,0.06599997937654752,0.0,8.303912652354972e-08,1.3560859393333018e-08,1.356092526639199e-08,7.062558856879304e-09,3.421648671733781e-14,2.5597937120064013e-15,1.3466849982609696e-24
8.934254565236081e-13,0.05595639656,0.054,0.0,0.0,0.029736667442151213,0.8799999433824929,8.821557438010708e-20,0.0,0.0,0.06599997187764804,0.0,1.1323500790987293e-07,1.8491750990620574e-08,1.8491917450158235e-08,9.630514528629473e-09,8.641256869954094e-14,6.36525143087924e-15,1.1937051541042104e-23
1e-12,0.05595639656,0.054,0.0,0.0,0.029736648374648397,0.8799999366287693,1.6055127203920302e-19,0.0,0.0,0.06599996852329595,0.0,1.267424526302204e-07,2.0697387662124954e-08,2.069762095660577e-08,1.0779195301350948e-08,1.210733042925704e-13,8.851593042014623e-15,3.1054172415163206e-23
1.3699190400683426e-12,0.05595639656,0.054,0.0,0.0,0.029736582192766123,0.8799999131867383,7.660487230383654e-19,0.0,0.0,0.06599995688102991,0.0,1.7362650120608723e-07,2.8352575784384653e-08,2.8353175295908745e-08,1.4766083446862473e-08,3.1084232337195754e-13,2.217136754914144e-14,2.452031698431859e-22
1.8464126236130773e-12,0.05595639656,0.054,0.0,0.0,0.02973649694700999,0.879999882991158,3.224951012593727e-18,0.0,0.0,0.06599994188635297,0.0,2.3401763151959795e-07,3.821162510242835e-08,3.821309369834782e-08,1.9901261280039076e-08,7.60627227925699e-13,5.26519741872615e-14,1.6741613736751818e-21
2.322906207157812e-12,0.05595639656,0.054,0.0,0.0,0.029736411705766675,0.8799998527957518,9.644941047878653e-18,0.0,0.0,0.06599992689405716,0.0,2.944083948402663e-07,4.80683024197207e-08,4.8071228666432117e-08,2.5036126385076392e-08,1.5140479004582116e-12,1.018300106229427e-13,7.280664021387175e-21
2.7993997907025467e-12,0.05595639656,0.054,0.0,0.0,0.029736326469918785,0.8799998226005196,2.3484889564671694e-17,0.0,0.0,0.0659999119045819,0.0,3.5479878765537763e-07,5.792201176577036e-08,5.792713710443336e-08,3.017075701134412e-08,2.649305140786671e-12,1.7322528694624185e-13,2.407101051199416e-20
3.2758933742472814e-12,0.05595639656,0.054,0.0,0.0,0.029736241240347586,0.8799997924054617,4.971599295210771e-17,0.0,0.0,0.06599989691836636,0.0,4.1518880690277445e-07,6.777215780780546e-08,6.778037681026531e-08,3.530523131503075e-08,4.2445074983623575e-12,2.699141283715293e-13,6.591508840526753e-20
4.2288805413367504e-12,0.05595639656,0.054,0.0,0.0,0.029736070803552873,0.8799997320158679,1.6783394190667167e-16,0.0,0.0,0.06599986695746772,0.0,5.359677141555497e-07,8.745938267889708e-08,8.747708574649036e-08,4.557402298732433e-08,9.12659827711125e-12,5.497943049011145e-13,3.4101755833225347e-19
5.18186770842622e-12,0.05595639656,0.054,0.0,0.0,0.02973590040240054,0.8799996716269706,4.4045973402099715e-16,0.0,0.0,0.06599983701486123,0.0,6.567450990625816e-07,1.0712523212360288e-07,1.0715783728215015e-07,5.5843124004115765e-08,1.678261876794879e-11,9.591973908078629e-13,1.2328394787120393e-18
6.134854875515689e-12,0.05595639656,0.054,0.0,0.0,0.029735730043878205,0.8799996112387695,9.774015687960326e-16,0.0,0.0,0.06599980709403387,0.0,7.775209483308222e-07,1.267649797713673e-07,1.26819130542291e-07,6.611315416062688e-08,2.783218317255899e-11,1.5116349731598765e-12,3.525965101741059e-18
7.0878420426051586e-12,0.05595639656,0.054,0.0,0.0,0.029735559734938244,0.8799995508512644,1.9247864776060924e-15,0.0,0.0,0.06599977719845657,0.0,8.982952518060116e-07,1.4637392199670586e-07,1.4645748385784956e-07,7.638472981363886e-08,4.289161145218023e-11,2.217495944539848e-12,8.563869869083205e-18
8.040829209694627e-12,0.05595639656,0.054,0.0,0.0,0.02973538948249268,0.879999490464455,3.466900166492799e-15,0.0,0.0,0.06599974733158134,0.0,1.0190680017601655e-06,1.6594738202559557e-07,1.660694369642356e-07,8.665846328727134e-08,6.257333377806169e-11,3.08475874497234e-12,1.8416810127641605e-17
8.993816376784096e-12,0.05595639656,0.054,0.0,0.0,0.02973521929340803,0.8799994300783412,5.827420384086642e-15,0.0,0.0,0.06599971749683846,0.0,1.1398391924169822e-06,1.85480713912928e-07,1.856515533472091e-07,9.6934962303046e-08,8.748531384354456e-11,4.119466690172758e-12,3.6037706519637e-17
9.946803543873564e-12,0.05595639656,0.054,0.0,0.0,0.029735049174500563,0.8799993696929226,9.270183679633861e-15,0.0,0.0,0.06599968769763387,0.0,1.260608819599563e-06,2.0496930610528666e-07,2.0520042242017184e-07,1.0721482946673188e-07,1.1823053259723377e-10,5.32607926005077e-12,6.539107141495696e-17
1e-11,0.05595639656,0.054,0.0,0.0,0.029735039680540764,0.8799993663221838,9.500206896040767e-15,0.0,0.0,0.06599968603533561,0.0,1.2673502243393879e-06,2.0605576294828175e-07,2.062906067255428e-07,1.0778877067270315e-07,1.201307410694542e-10,5.398569616927006e-12,6.747273014317047e-17
1.0899790710963033e-11,0.05595639656,0.054,0.0,0.0,0.02973487913253026,0.8799993093081988,1.4099685052463356e-14,0.0,0.0,0.06599965793734607,0.0,1.3813768803312195e-06,2.244085859708384e-07,2.2471266234302897e-07,1.1749866161322832e-07,1.5540633216579725e-10,6.707869667533321e-12,1.1159129375646922e-16
1.1852777878052502e-11,0.05595639656,0.054,0.0,0.0,0.02973470917419584,0.8799992489241697,2.0661441747293372e-14,0.0,0.0,0.06599962821932331,0.0,1.502143372574757e-06,2.4379402350377334e-07,2.441849223948401e-07,1.27787049270317e-07,1.9960387987229953e-10,8.267183895656853e-12,1.8100229931601e-16
1.280576504514197e-11,0.05595639656,0.054,0.0,0.0,0.029734539306129914,0.8799991885408348,2.934197280158573e-14,0.0,0.0,0.06599959854688132,0.0,1.622908295054091e-06,2.6312113485176217e-07,2.636138853036836e-07,1.3808057614908886e-07,2.51407658354109e-10,1.0005618375100657e-11,2.8130470210263133e-16
1.3758752212231439e-11,0.05595639656,0.054,0.0,0.0,0.029734369534894146,0.8799991281581938,4.0568761169569394e-14,0.0,0.0,0.06599956892330057,0.0,1.7436716471156707e-06,2.8238548579682905e-07,2.8299626958412705e-07,1.4837981864277872e-07,3.113949629386217e-10,1.1924158121215346e-11,4.215538848082771e-16
1.5664726546410376e-11,0.05595639656,0.054,0.0,0.0,0.029734030308774795,0.8799990073949917,7.257465417144447e-14,0.0,0.0,0.0659995098356538,0.0,1.9851936397595734e-06,3.2070843961509057e-07,3.2160837006961213e-07,1.6899771632219187e-07,4.581902465519332e-10,1.630315893465476e-11,8.652427665421063e-16
1.7570700880589313e-11,0.05595639656,0.054,0.0,0.0,0.029733691546724804,0.87999888663456,1.209106511943352e-13,0.0,0.0,0.06599945098182858,0.0,2.226709353451703e-06,3.587285387893156e-07,3.599957794485088e-07,1.8964518772310643e-07,6.444449040836466e-10,2.140410083536568e-11,1.6134636431460395e-15
1.9286077781350357e-11,0.05595639656,0.054,0.0,0.0,0.02973338709855615,0.8799987779525364,1.823875885037398e-13,0.0,0.0,0.06599939823375545,0.0,2.444068132984975e-06,3.926601165718769e-07,3.943318895061975e-07,2.0825675199190714e-07,8.493759954393626e-10,2.660898128376119e-11,2.6500955288023926e-15
2.10014546821114e-11,0.05595639656,0.054,0.0,0.0,0.029733083101305312,0.8799986692727504,2.650123141487132e-13,0.0,0.0,0.06599934571259664,0.0,2.6614218394006027e-06,4.2629583922149175e-07,4.2844849208455087e-07,2.268987732848785e-07,1.0927908527253777e-09,3.239053453182473e-11,4.1416789472223656e-15
2.2716831582872443e-11,0.05595639656,0.054,0.0,0.0,0.029732779588808603,0.8799985605951983,3.7316815209035685e-13,0.0,0.0,0.06599929343527579,0.0,2.878770481404651e-06,4.5961296117748206e-07,4.623286719785824e-07,2.4557415702345703e-07,1.3776059976952603e-09,3.8742437500847674e-11,6.210317442564119e-15
2.4432208483633487e-11,0.05595639656,0.054,0.0,0.0,0.029732476593715616,0.8799984519198766,5.116277682088129e-13,0.0,0.0,0.06599924141812395,0.0,3.0961140688403483e-06,4.925895713667143e-07,4.959561080097089e-07,2.6428568710019687e-07,1.7066175976888668e-09,4.5657312194323e-11,8.992400536437648e-15
2.614758538439453e-11,0.05595639656,0.054,0.0,0.0,0.029732174147423913,0.8799983432467813,6.855411639751856e-13,0.0,0.0,0.06599918967684666,0.0,3.3134526124268353e-06,5.252046388254274e-07,5.293151055394485e-07,2.830360194864658e-07,2.0824950269862106e-09,5.312698198540762e-11,1.2637886936325677e-14
2.7862962285155574e-11,0.05595639656,0.054,0.0,0.0,0.029731872280020086,0.879998234575908,9.004226471593044e-13,0.0,0.0,0.06599913822649464,0.0,3.5307861236158716e-06,5.574380536838783e-07,5.623906258620157e-07,3.018276765405831e-07,2.5077751260969754e-09,6.114260997560603e-11,1.730945700074049e-14
2.957833918591662e-11,0.05595639656,0.054,0.0,0.0,0.029731571020227436,0.8799981259072527,1.162136673175871e-12,0.0,0.0,0.06599908708143741,0.0,3.748114614510302e-06,5.892706633934242e-07,5.951683123305216e-07,3.2066304203158034e-07,2.984857174689413e-09,6.96947759384538e-11,2.318156198391481e-14
3.129371608667766e-11,0.05595639656,0.054,0.0,0.0,0.02973127039536042,0.8799980172408107,1.4768829591191583e-12,0.0,0.0,0.06599903625534044,0.0,3.965438097793486e-06,6.206843040737618e-07,6.276345130772171e-07,3.395443568956897e-07,3.515998595286346e-09,7.877354242510766e-11,3.0439452560693874e-14
3.3009092987438704e-11,0.05595639656,0.054,0.0,0.0,0.029730970431285895,0.8799979085765771,1.851180809043216e-12,0.0,0.0,0.06599898576114589,0.0,4.182756586654014e-06,6.516618270345273e-07,6.597763003488169e-07,3.5847371571678547e-07,4.103311378989895e-09,8.836852585264301e-11,3.927817614681342e-14
3.472446988819975e-11,0.05595639656,0.054,0.0,0.0,0.029730671152391117,0.8799977999145472,2.291852709257799e-12,0.0,0.0,0.06599893561105635,0.0,4.400070094717853e-06,6.821871204968287e-07,6.915814864850414e-07,3.774530639257948e-07,4.748759228494766e-09,9.846896043358005e-11,4.990152834532946e-14
3.643984678896079e-11,0.05595639656,0.054,0.0,0.0,0.029730372581558327,0.8799976912547156,2.8060072480562056e-12,0.0,0.0,0.06599888581652233,0.0,4.617378635996572e-06,7.122451265514197e-07,7.230386365716249e-07,3.9648419571169554e-07,5.454155411391839e-09,1.0906374628547547e-10,6.252096345449333e-14
3.8155223689721835e-11,0.05595639656,0.054,0.0,0.0,0.02973007474014601,0.8799975825970774,3.4010215496927707e-12,0.0,0.0,0.06599883638823266,0.0,4.834682224846181e-06,7.418218533977293e-07,7.541370777893729e-07,4.155687526353312e-07,6.2211613153442046e-09,1.201414870751539e-10,7.735449986515312e-14
3.987060059048288e-11,0.05595639656,0.054,0.0,0.0,0.029729777647976668,0.8799974739416271,4.084523363258355e-12,0.0,0.0,0.06599878733610844,0.0,5.051980875926626e-06,7.709043829585156e-07,7.848669055118929e-07,4.3470822292982736e-07,7.051285689190589e-09,1.3169052712181665e-10,9.462564248644211e-14
4.158597749124392e-11,0.05595639656,0.054,0.0,0.0,0.029729481323330857,0.8799973652883589,4.86437289172287e-12,0.0,0.0,0.06599873866929999,0.0,5.269274604158424e-06,7.994808740076093e-07,8.152189862413725e-07,4.539039414651647e-07,7.945884547761023e-09,1.4369899146640566e-10,1.1456231952401403e-13
4.3301354392004965e-11,0.05595639656,0.054,0.0,0.0,0.02972918578294739,0.8799972566372671,5.748644418202558e-12,0.0,0.0,0.06599869039618696,0.0,5.4865634246794615e-06,8.275405609797576e-07,8.451849575004273e-07,4.731570903497603e-07,8.906161713497709e-09,1.5615482596832938e-10,1.3739582561056346e-13
4.501673129276601e-11,0.05595639656,0.054,0.0,0.0,0.029728891042029273,0.8799971479883462,6.745607827358686e-12,0.0,0.0,0.06599864252438126,0.0,5.703847352805038e-06,8.550737486485555e-07,8.747572248099667e-07,4.924687001393006e-07,9.933169965379224e-09,1.6904583426340113e-10,1.6335977970780318e-13
4.673210819352705e-11,0.05595639656,0.054,0.0,0.0,0.029728597114255295,0.8799970393415898,7.8637101500366e-12,0.0,0.0,0.06599859506073275,0.0,5.92112640399101e-06,8.820718028743274e-07,9.039289558906876e-07,5.118396516206581e-07,1.1027812763236333e-08,1.8235971170812316e-10,1.9268911709128674e-13
4.8447485094288095e-11,0.05595639656,0.054,0.0,0.0,0.029728304011796814,0.8799969306969924,9.111557248289435e-12,0.0,0.0,0.0659985480113377,0.0,6.138400593798052e-06,9.085271376412613e-07,9.326940722363651e-07,5.312706781361702e-07,1.2190846512967966e-08,1.960840782098142e-10,2.2561912777533002e-13
5.016286199504914e-11,0.05595639656,0.054,0.0,0.0,0.029728011745339494,0.8799968220545475,1.049789572316888e-11,0.0,0.0,0.06599850138154964,0.0,6.3556699378561255e-06,9.344331986207892e-07,9.610472382207103e-07,5.507623684110117e-07,1.342288333560599e-08,2.1020651089222545e-10,2.6238454107605545e-13
5.187823889581018e-11,0.05595639656,0.054,0.0,0.0,0.029727720324109645,0.8799967134142492,1.2031595110339938e-11,0.0,0.0,0.06599845517599236,0.0,6.572934451829694e-06,9.597844435118774e-07,9.889838479109424e-07,5.703151698444673e-07,1.472439430123412e-08,2.2471457600555552e-10,3.0321865342898274e-13
5.3593615796571226e-11,0.05595639656,0.054,0.0,0.0,0.029727429755904745,0.8799966047760911,1.372163043493215e-11,0.0,0.0,0.06599840939857525,0.0,6.790194151384639e-06,9.845763194177014e-07,1.0165000097678841e-06,5.899293922247046e-07,1.609571308755084e-08,2.395958591717722e-10,3.4835250339551074e-13
5.530899269733227e-11,0.05595639656,0.054,0.0,0.0,0.02972714004712789,0.8799964961400671,1.5577065205916427e-11,0.0,0.0,0.06599836405251061,0.0,7.00744905215703e-06,1.0088052375232578e-06,1.0435925294154607e-06,6.09605211826018e-07,1.7537040022214865e-08,2.5483799373940067e-10,3.9801410257445524e-13
5.702436959809331e-11,0.05595639656,0.054,0.0,0.0,0.029726851202825682,0.8799963875061709,1.7607034924174604e-11,0.0,0.0,0.06599831914033233,0.0,7.224699169723432e-06,1.0324685453413337e-06,1.070258890664196e-06,6.293426758472051e-07,1.904844646780391e-08,2.704286875703897e-10,4.5242772815293676e-13
5.873974649885436e-11,0.05595639656,0.054,0.0,0.0,0.029726563226729275,0.8799962788743959,1.9820731161824398e-11,0.0,0.0,0.06599827466391656,0.0,7.441944519572466e-06,1.055564496795298e-06,1.0964972349744501e-06,6.49141707149759e-07,2.0629879508201515e-08,2.8635574850260826e-10,5.118132770125444e-13
6.04551233996154e-11,0.05595639656,0.054,0.0,0.0,0.029726276121298165,0.8799961702447359,2.2227386257071576e-11,0.0,0.0,0.06599823062450344,0.0,7.659185117077756e-06,1.0780922204060545e-06,1.122306339545014e-06,6.690021092548755e-07,2.228116689554716e-08,3.026071083911675e-10,5.763856793262914e-13
6.217050030037644e-11,0.05595639656,0.054,0.0,0.0,0.029725989887766334,0.8799960616171845,2.4836258664304278e-11,0.0,0.0,0.06599818702272038,0.0,7.876420977472453e-06,1.1000516858469286e-06,1.1476855942106347e-06,6.889235715589924e-07,2.4002022217575576e-08,3.1917084550225697e-10,6.463543717297766e-13
6.388587720113749e-11,0.05595639656,0.054,0.0,0.0,0.029725704526190458,0.8799959529917349,2.7656618997683873e-11,0.0,0.0,0.06599814385860589,0.0,8.093652115825446e-06,1.1214436691244462e-06,1.1726349773281521e-06,7.089056747286238e-07,2.5792050246200264e-08,3.3603520516469135e-10,7.219228320221455e-13
6.560125410189853e-11,0.05595639656,0.054,0.0,0.0,0.029725420035499783,0.8799958443683815,3.0697736801462733e-11,0.0,0.0,0.06599810113163468,0.0,8.310878547019163e-06,1.142269716635331e-06,1.1971550308257583e-06,7.289478962365613e-07,2.7650752429496623e-08,3.5318861873968167e-10,8.032881763106542e-13
6.731663100265957e-11,0.05595639656,0.054,0.0,0.0,0.029725136413547324,0.8799957357471173,3.3968868071336643e-11,0.0,0.0,0.06599805884074317,0.0,8.52810028572894e-06,1.1625321083409597e-06,1.221246834583835e-06,7.490496160030473e-07,2.9577532490757296e-08,3.706197209912842e-10,8.906408170662206e-13
6.903200790342062e-11,0.05595639656,0.054,0.0,0.0,0.029724853657162098,0.8799956271279364,3.747924354236296e-11,0.0,0.0,0.06599801698435549,0.0,8.745317346403877e-06,1.1822338202902125e-06,1.2449119803090095e-06,7.692101221072469e-07,3.15717020999934e-08,3.8831736587559814e-10,9.84164179325611e-13
7.074738480418166e-11,0.05595639656,0.054,0.0,0.0,0.02972457176220203,0.8799955185108319,4.123805775300427e-11,0.0,0.0,0.06599797556041018,0.0,8.96252974324921e-06,1.2013784867102106e-06,1.2681525450553997e-06,7.894286165362162e-07,3.363248658512044e-08,4.062706407293999e-10,1.0840344727220148e-12
7.24627617049427e-11,0.05595639656,0.054,0.0,0.0,0.02972429072360732,0.8799954098957978,4.525445889080755e-11,0.0,0.0,0.06599793456638653,0.0,9.179737490210268e-06,1.219970361872035e-06,1.2909710645386196e-06,8.097042209405795e-07,3.575903065206816e-08,4.2446887886375996e-10,1.190420517672643e-12
7.417813860570375e-11,0.05595639656,0.054,0.0,0.0,0.02972401053545397,0.8799953012828281,4.953753942096193e-11,0.0,0.0,0.0659978939993316,0.0,9.396940600957898e-06,1.2380142819254242e-06,1.3133705063791677e-06,8.300359823682533e-07,3.795040408515759e-08,4.429016706110311e-10,1.303483623763623e-12
7.760889240722583e-11,0.05595639656,0.054,0.0,0.0,0.029723452682773478,0.8799950840630562,5.893978107721266e-11,0.0,0.0,0.0659978141323139,0.0,9.831332967048854e-06,1.2724802834296806e-06,1.3569260273510964e-06,8.708638253691012e-07,4.252357729751198e-08,4.804306147860138e-10,1.5502483982783844e-12
8.069657082859571e-11,0.05595639656,0.054,0.0,0.0,0.02972295344862418,0.8799948885722589,6.84036302899056e-11,0.0,0.0,0.06599774367469312,0.0,1.022227037177061e-05,1.3016847720870595e-06,1.3947304254046697e-06,9.077900528709233e-07,4.6850481913907565e-08,5.149099795669907e-10,1.7966350935849566e-12
8.312760854781002e-11,0.05595639656,0.054,0.0,0.0,0.029722562236975038,0.8799947346601256,7.655741074087999e-11,0.0,0.0,0.06599768913147522,0.0,1.0530058694850359e-05,1.3234959860373147e-06,1.4235827437953559e-06,9.369793505979203e-07,5.039318814426203e-08,5.424890439024863e-10,2.0073326137828727e-12
8.555864626702433e-11,0.05595639656,0.054,0.0,0.0,0.02972217262691321,0.8799945807520626,8.535687656665156e-11,0.0,0.0,0.06599763539266236,0.0,1.0837837863133923e-05,1.344288691817729e-06,1.4516466659469665e-06,9.662668578475068e-07,5.405178795804351e-08,5.704218070923694e-10,2.2331133761379847e-12
8.798968398623863e-11,0.05595639656,0.054,0.0,0.0,0.029721784587960924,0.8799944268480531,9.482610928137923e-11,0.0,0.0,0.06599758244303536,0.0,1.1145607908817993e-05,1.3640856543064392e-06,1.4789374415342943e-06,9.956487739762324e-07,5.782253633356704e-08,5.986846619308469e-10,2.4742794572151305e-12
9.042072170545294e-11,0.05595639656,0.054,0.0,0.0,0.029721398087910415,0.8799942729480812,1.0498876304052313e-10,0.0,0.0,0.06599753026650873,0.0,1.1453368862702003e-05,1.3829107432807364e-06,1.5054711841469036e-06,1.0251211800798505e-06,6.170156790211621e-08,6.272552017944362e-10,2.731105159489325e-12
9.285175942466725e-11,0.05595639656,0.054,0.0,0.0,0.029721013093078192,0.8799941190521308,1.1586804926114738e-10,0.0,0.0,0.06599747884625771,0.0,1.1761120754173807e-05,1.4007887552239695e-06,1.5312647441522777e-06,1.0546800645811105e-06,6.568492245901064e-08,6.561122147159672e-10,3.0038383018507593e-12
9.528279714388155e-11,0.05595639656,0.054,0.0,0.0,0.02972062956854467,0.8799939651601869,1.2748672870999116e-10,0.0,0.0,0.06599742816483826,0.0,1.206886361120598e-05,1.4177452461424932e-06,1.5563355888666898e-06,1.084321346946162e-06,6.97685686261077e-08,6.852356672163263e-10,3.292701755751914e-12
9.747073109117443e-11,0.05595639656,0.054,0.0,0.0,0.029720285623891743,0.8799938266608502,1.3859416657218427e-10,0.0,0.0,0.06599738316843451,0.0,1.2345824480067517e-05,1.4322397971123675e-06,1.578296271965815e-06,1.1110655406452964e-06,7.352622770757398e-08,7.116589575150528e-10,3.5666355851596965e-12
9.965866503846732e-11,0.05595639656,0.054,0.0,0.0,0.029719942814335012,0.8799936881647353,1.503345309851174e-10,0.0,0.0,0.06599733874258255,0.0,1.2622778070943155e-05,1.4460284883888739e-06,1.5996994877207256e-06,1.1378701060237027e-06,7.735882301986032e-08,7.382697921179498e-10,3.853926954758719e-12
9.999999999999999e-11,0.05595639656,0.054,0.0,0.0,0.029719889433938607,0.8799936665585385,1.52224211435742e-10,0.0,0.0,0.06599733186237033,0.0,1.2665984361522639e-05,1.4481172518505716e-06,1.602989167677967e-06,1.1420570770313757e-06,7.796330078440657e-08,7.424374008642568e-10,3.899958905467331e-12
1.018465989857602e-10,0.05595639656,0.054,0.0,0.0,0.029719601112714225,0.8799935496718323,1.627234668098974e-10,0.0,0.0,0.0659972948737108,0.0,1.289972440129132e-05,1.459130928131231e-06,1.6205588195004425e-06,1.164732009246749e-06,8.126335181079834e-08,7.650559337872836e-10,4.1546925535096266e-12
1.0403453293305308e-10,0.05595639656,0.054,0.0,0.0,0.02971926049157275,0.8799934111821305,1.7577632149734216e-10,0.0,0.0,0.0659972515480986,0.0,1.3176663487656537e-05,1.4715668662177765e-06,1.6408879981389904e-06,1.1916482209261765e-06,8.523681424797274e-08,7.920058586536729e-10,4.4690366061820754e-12
1.0622246688034596e-10,0.05595639656,0.054,0.0,0.0,0.02971892092325975,0.8799932726956202,1.8950814949181676e-10,0.0,0.0,0.06599720875192723,0.0,1.3453595345680742e-05,1.483356124192728e-06,1.6607008508880496e-06,1.218615725618346e-06,8.927622291663815e-08,8.191087353573305e-10,4.7970518715608156e-12
1.0841040082763885e-10,0.05595639656,0.054,0.0,0.0,0.029718582380023565,0.8799931342122914,2.039337178700907e-10,0.0,0.0,0.06599716647132679,0.0,1.3730519990115745e-05,1.4945185314706636e-06,1.680011254724511e-06,1.2456315303671638e-06,9.337861136715465e-08,8.463544036602036e-10,5.138820595503675e-12
1.1059833477493173e-10,0.05595639656,0.054,0.0,0.0,0.029718244834098056,0.879992995732135,2.1906751264041045e-10,0.0,0.0,0.06599712469241902,0.0,1.4007437434836829e-05,1.5050738665809349e-06,1.6988330931917437e-06,1.2726926724910758e-06,9.75410419096274e-08,8.737333524136786e-10,5.494415440548305e-12
1.1278626872222461e-10,0.05595639656,0.054,0.0,0.0,0.02971790825778265,0.8799928572551414,2.349237459500049e-10,0.0,0.0,0.06599708340135764,0.0,1.4284347692858207e-05,1.51504180293029e-06,1.7171802163938475e-06,1.29979622668389e-06,1.0176061272619688e-07,9.01236696234174e-10,5.863900415620462e-12
1.149742026695175e-10,0.05595639656,0.054,0.0,0.0,0.029717572623515445,0.8799927187813019,2.5151636444952626e-10,0.0,0.0,0.06599704258436485,0.0,1.456125077635016e-05,1.5244418595263027e-06,1.7350664044423913e-06,1.3269393113574173e-06,1.0603446422973865e-07,9.288561510401094e-10,6.24733178929822e-12
1.1716213661681036e-10,0.05595639656,0.054,0.0,0.0,0.029717237903939122,0.8799925803106077,2.6885905853116597e-10,0.0,0.0,0.06599700222776425,0.0,1.4838146696657205e-05,1.5332933569003882e-06,1.752505334543554e-06,1.3541190942013231e-06,1.1035978464360266e-07,9.565840091888302e-10,6.644758958797358e-12
1.1935007056410325e-10,0.05595639656,0.054,0.0,0.0,0.02971690407196009,0.8799924418430506,2.8696527201819203e-10,0.0,0.0,0.0659969623180103,0.0,1.5115035464316862e-05,1.5416153777416002e-06,1.76951055140852e-06,1.381332797047028e-06,1.1473381488800565e-07,9.844131146429634e-10,7.056225271001846e-12
1.2153800451139613e-10,0.05595639656,0.054,0.0,0.0,0.02971657110080192,0.8799923033786221,3.0584821220775686e-10,0.0,0.0,0.06599692284171534,0.0,1.5391917089079013e-05,1.5494267316517538e-06,1.7860954405792582e-06,1.408577700126648e-06,1.1915385286374985e-07,1.0123368380940276e-09,7.481768807575375e-12
1.23725938458689e-10,0.05595639656,0.054,0.0,0.0,0.029716238964053104,0.8799921649173144,3.2552086036253153e-10,0.0,0.0,0.0659968837856732,0.0,1.5668791579926037e-05,1.5567459238679033e-06,1.8022732045573325e-06,1.4358511457476114e-06,1.2361725715412664e-07,1.0403490519561005e-09,7.921423136123038e-12
1.259138724059819e-10,0.05595639656,0.054,0.0,0.0,0.029715907635709148,0.87999202645912,3.459959825974469e-10,0.0,0.0,0.06599684513688046,0.0,1.5945658945093413e-05,1.563591127980698e-06,1.8180568417608118e-06,1.4631505413814292e-06,1.2812145014332372e-07,1.0684441054333916e-09,8.375218017049054e-12
1.2810180635327478e-10,0.05595639656,0.054,0.0,0.0,0.029715577090209357,0.8799918880040309,3.672861409498643e-10,0.0,0.0,0.06599680688255476,0.0,1.6222519192090563e-05,1.5699801624364052e-06,1.8334591281735808e-06,1.4904733622054234e-06,1.3266392058951506e-07,1.0966167999644448e-09,8.843180059640716e-12
1.3028974030056766e-10,0.05595639656,0.054,0.0,0.0,0.029715247302468707,0.8799917495520404,3.8940370448859567e-10,0.0,0.0,0.0659967690101507,0.0,1.6499372327721743e-05,1.5759304704184485e-06,1.8484926014116655e-06,1.5178171531621826e-06,1.3724222571695e-07,1.1248623651727538e-09,9.325333331145923e-12
1.3247767424786054e-10,0.05595639656,0.054,0.0,0.0,0.0297149182479041,0.8799916111031415,4.123608604461683e-10,0.0,0.0,0.06599673150737313,0.0,1.677621835810716e-05,1.5814591036613843e-06,1.8631695476095518e-06,1.5451795304616204e-06,1.418539927520423e-07,1.1531764353178558e-09,9.8216999180302e-12
1.3466560819515342e-10,0.05595639656,0.054,0.0,0.0,0.02971458990246103,0.8799914726573271,4.361696254082995e-10,0.0,0.0,0.06599669436219034,0.0,1.705305728870341e-05,1.5865827060338397e-06,1.8775019881371607e-06,1.5725581831139636e-06,1.4649692049067247e-07,1.181555026402787e-09,1.0332300466852344e-11
