Time (s),Volume (m^3),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),OX(10),H2NX(28),HX(9),H3NX(29),HNX(49),HOX(13),H2OX(14),NX(59),NOX2(76),NOX(27),N2X2(25)
1.2384248681318654e-10,0.05595639656,0.054,0.0,0.0,0.02971622123568302,0.8799921575417563,3.2663296497686367e-10,1.098183963564416e-19,1.0704710656531208e-23,0.06599688168806599,0.0,1.5683538551830863e-05,1.5569539462808737e-06,1.8031549077799422e-06,1.4375127116235611e-06,1.2362369406116943e-07,1.0420116037000842e-09,7.947656938694954e-12,2.2023830360584736e-10,3.9891349589677175e-13,9.448456627071317e-13,5.659048766764339e-18
1.2614249118830892e-10,0.05595639656,0.054,0.0,0.0,0.029715872996158032,0.8799920119917098,3.4822852186423423e-10,1.319081241894271e-19,1.2077136882466818e-23,0.06599684108997737,0.0,1.5974586886002646e-05,1.5641008193365066e-06,1.819717943287099e-06,1.4662268173018908e-06,1.2834516162962723e-07,1.0715631428409418e-09,8.426107493492359e-12,2.357471156374534e-10,4.356402256552169e-13,1.0415944375658319e-12,6.641114911301437e-18
1.284424955634313e-10,0.05595639656,0.054,0.0,0.0,0.029715525618443282,0.8799918664450945,3.7072656222075624e-10,1.5777991413994052e-19,1.3588244071313905e-23,0.06599680092616138,0.0,1.6265627344443908e-05,1.5707452979991846e-06,1.8358612131404799e-06,1.49496710049759e-06,1.3310791137439828e-07,1.1012003524541793e-09,8.920233663829288e-12,2.519085159442691e-10,4.747419777538702e-13,1.1455046908917663e-12,7.76373830675583e-18
1.307424999385537e-10,0.05595639656,0.054,0.0,0.0,0.02971517907346192,0.8799917209019018,3.9414144967010935e-10,1.879674688226859e-19,1.5248146096789643e-23,0.06599676118207616,0.0,1.655665993452638e-05,1.576907592311993e-06,1.851599250401667e-06,1.5237307223044043e-06,1.3790910889390136e-07,1.1309177610287068e-09,9.43006385968789e-12,2.68727159861303e-10,5.163007725199376e-13,1.2568837735718256e-12,9.04265349781691e-18
1.3304250431367608e-10,0.05595639656,0.054,0.0,0.0,0.029714833332756537,0.879991575362124,4.184873288107554e-10,2.230633224110533e-19,1.7067382301953814e-23,0.06599672184348869,0.0,1.6847684662789072e-05,1.5826074307521447e-06,1.8669462777884955e-06,1.5525149306762363e-06,1.427460063585403e-07,1.1607103866526034e-09,9.955624199372911e-12,2.862070775691767e-10,5.60398131363307e-13,1.3760397267110848e-12,1.0494834661852285e-17
1.3534250868879846e-10,0.05595639656,0.054,0.0,0.0,0.02971448836851803,0.8799914298257533,4.4377813953157964e-10,2.6372339147033967e-19,1.9056918169072338e-23,0.06599668289648919,0.0,1.7138701534965693e-05,1.587864042813227e-06,1.8819161932710134e-06,1.5813170619005605e-06,1.4761594398518976e-07,1.190573707586365e-09,1.0496939169080806e-11,3.043516963344586e-10,6.071150008864746e-13,1.5032808735284858e-12,1.2138545721619898e-17
1.3764251306392085e-10,0.05595639656,0.054,0.0,0.0,0.02971414415360923,0.8799912842927818,4.700276312013334e-10,3.1067170434323045e-19,2.122814543898201e-23,0.0659966443275029,0.0,1.7429710556011818e-05,1.5926961452061696e-06,1.8965225582793981e-06,1.6101345415680903e-06,1.5251635100736034e-07,1.2205036336930644e-09,1.105403222381783e-11,3.2316386350914824e-10,6.565316838938694e-13,1.638915431182845e-12,1.3993389471227105e-17
1.3994251743904323e-10,0.05595639656,0.054,0.0,0.0,0.02971380066158373,0.8799911387632027,4.972493766629527e-10,3.647053053795301e-19,2.3592881707887648e-23,0.06599660612329948,0.0,1.7720711730131838e-05,1.5971219313783194e-06,1.9107785883163052e-06,1.638964885085388e-06,1.5744474618785674e-07,1.2504964787989495e-09,1.1626926331788492e-11,3.426458700915528e-10,7.087277772137232e-13,1.783251143105855e-12,1.6080355597368607e-17
1.4224252181416562e-10,0.05595639656,0.054,0.0,0.0,0.029713457866700273,0.879990993237009,5.254567859716933e-10,4.266993298322183e-19,2.616336953029718e-23,0.06599656827100038,0.0,1.8011705060805476e-05,1.6011590640582085e-06,1.924697145771177e-06,1.6678056977755268e-06,1.6239873791915168e-07,1.2805489340488083e-09,1.2215644463990502e-11,3.6279947466574745e-10,7.637821150974483e-13,1.9365949324478005e-12,1.8421867487895227e-17
1.44542526189288e-10,0.05595639656,0.054,0.0,0.0,0.02971311574393316,0.8799908477141936,5.546631198238962e-10,4.976122448452427e-19,2.8952275057450595e-23,0.06599653075808389,0.0,1.8302690550813833e-05,1.604824670545036e-06,1.9382907347413776e-06,1.6966546746098475e-06,1.673760239546097e-07,1.3106580422997493e-09,1.282021003090337e-11,3.83625927551661e-10,8.217727182007792e-13,2.099252576861812e-12,2.104182773068991e-17
1.4684253056441039e-10,0.05595639656,0.054,0.0,0.0,0.029712774268979062,0.8799907021947502,5.848815026316511e-10,5.784912516448913e-19,3.1972686240859085e-23,0.06599649357238875,0.0,1.8593668202264956e-05,1.6081353404769026e-06,1.951571497674816e-06,1.7255095996112296e-06,1.7237439081108372e-07,1.340821173577405e-09,1.3440647268820204e-11,4.0512599501489754e-10,8.827767485811216e-13,2.271528404592998e-12,2.396566221727218e-17
1.4914253493953277e-10,0.05595639656,0.054,0.0,0.0,0.0297124334182604,0.8799905566786724,6.161249352067964e-10,6.70477843782113e-19,3.523811063045242e-23,0.06599645670211568,0.0,1.8884638016618813e-05,1.6111071258278274e-06,1.964551213659368e-06,1.7543683449665987e-06,1.7739171288068228e-07,1.3710360016076508e-09,1.407698157885105e-11,4.2729998340321804e-10,9.468704700947895e-13,2.453725011841807e-12,2.722036277678662e-17
1.5144253931465516e-10,0.05595639656,0.054,0.0,0.0,0.029712093168925917,0.8799904111659547,6.48406307024864e-10,7.748135160318293e-19,3.876247279657439e-23,0.06599642013582782,0.0,1.917559999471166e-05,1.6137555428987676e-06,1.9772412981944758e-06,1.7832288698838418e-06,1.8242595128695094e-07,1.401300481431436e-09,1.472923982162386e-11,4.5014776309185574e-10,1.0141292135371205e-12,2.6461430012361257e-12,3.083452827662626e-17
1.5374254368977754e-10,0.05595639656,0.054,0.0,0.0,0.029711753498848473,0.8799902656565904,6.817384080456267e-10,8.928456183367481e-19,4.256011140471143e-23,0.0659963838624496,0.0,1.946655413677977e-05,1.616095576082145e-06,1.9896528042898675e-06,1.8120892192259212e-06,1.8747515251832754e-07,1.431612828104237e-09,1.5397450570469476e-11,4.73668792132983e-10,1.0846273466187044e-12,2.8490807410054988e-12,3.483840413597302e-17
1.5604254806489993e-10,0.05595639656,0.054,0.0,0.0,0.029711414386620526,0.8799901201505747,7.161339400721907e-10,1.026033348999484e-18,4.6645775971298785e-23,0.0659963478712645,0.0,1.975750044248251e-05,1.6181416831935107e-06,2.0017964247458542e-06,1.8409475219526625e-06,1.9253744686939263e-07,1.461971496473407e-09,1.6081644325781268e-11,4.978621395178356e-10,1.158438248681126e-12,3.0628341443833877e-12,3.92639202082713e-17
1.583425524400223e-10,0.05595639656,0.054,0.0,0.0,0.02971107581154757,0.8799899746479016,7.51605527635477e-10,1.175953881184292e-18,5.103462332825288e-23,0.06599631215191176,0.0,2.004843891092469e-05,1.6199078021783691e-06,2.0136824954793377e-06,1.869801989398337e-06,1.9761104671808612e-07,1.492375162018774e-09,1.678185369333772e-11,5.227265079729641e-10,1.235634289566018e-12,3.28769646875704e-12,4.414472699811154e-17
1.606425568151447e-10,0.05595639656,0.054,0.0,0.0,0.0297107377536396,0.8799898291485663,7.881657283955076e-10,1.3443086166849618e-18,5.574221382310226e-23,0.06599627669438231,0.0,2.0339369540678263e-05,1.6214073590164896e-06,2.025320999769416e-06,1.8986509134108487e-06,2.0269424466474207e-07,1.5228227027362303e-09,1.749811352946347e-11,5.482602562237048e-10,1.3162868123235801e-12,3.5239581339602676e-12,4.9516230186963685e-17
1.6294256119026708e-10,0.05595639656,0.054,0.0,0.0,0.029710400193601126,0.8799896836525636,8.258270430550112e-10,1.5329295608414296e-18,6.078450728070757e-23,0.06599624148901351,0.0,2.063029232980328e-05,1.6226532766598912e-06,2.036721573305862e-06,1.927492664376135e-06,2.0778541155657242e-07,1.5533131820404887e-09,1.8230461055830513e-11,5.744614206686242e-10,1.4004661197246304e-12,3.7719065589922246e-12,5.5415623450547545e-17
1.6524256556538947e-10,0.05595639656,0.054,0.0,0.0,0.02971006311281968,0.8799895381598888,8.646019247844099e-10,1.7437858124399676e-18,6.617785875156717e-23,0.06599620652648366,0.0,2.0921207275868146e-05,1.6236579848538044e-06,2.047893509932772e-06,1.956325689149292e-06,2.128829944191411e-07,1.5838458326601989e-09,1.8978935946519382e-11,6.013277364187543e-10,1.4882414642752582e-12,4.031826016439952e-12,6.188191955839825e-17
1.6754256994051185e-10,0.05595639656,0.054,0.0,0.0,0.029709726493353173,0.879989392670537,9.045027881602358e-10,1.978990162409702e-18,7.193901407066288e-23,0.0659961717978056,0.0,2.1212114375969192e-05,1.6244334307024027e-06,2.0588457679882043e-06,1.985148508911977e-06,2.1798551431440136e-07,1.6144200414956495e-09,1.974358038980306e-11,6.288566576644974e-10,1.5796810413202084e-12,4.3039975038650624e-12,6.895597975341098e-17
1.6984257431563424e-10,0.05595639656,0.054,0.0,0.0,0.02970939031791627,0.879989247184504,9.455420176216125e-10,2.24080579513145e-18,7.808510524973597e-23,0.06599613729431995,0.0,2.1503013626749493e-05,1.6249910898529769e-06,2.069586977148833e-06,2.0139597169737953e-06,2.2309156414300203e-07,1.6450353354066107e-09,2.0524439127026796e-11,6.570453773410601e-10,1.6748519850570638e-12,4.588698631348162e-12,7.668054141580586e-17
1.7214257869075662e-10,0.05595639656,0.054,0.0,0.0,0.029709054569865816,0.8799891017017855,9.877319754516982e-10,2.5316530862021923e-18,8.463364572477381e-23,0.06599610300768782,0.0,2.1793905024417075e-05,1.6253419781835975e-06,2.080125445696492e-06,2.042757976533574e-06,2.28199806406801e-07,1.67569136789604e-09,2.1321559470882095e-11,6.858908460706983e-10,1.7738203673141976e-12,4.886203524360085e-12,8.510024402205231e-17
1.74442583065879e-10,0.05595639656,0.054,0.0,0.0,0.029708719233185733,0.8799889562223768,1.0310850092929476e-09,2.8541164905470707e-18,9.160252547934008e-23,0.06599606892988331,0.0,2.2084788564762317e-05,1.6254966638900288e-06,2.090469168130882e-06,2.0715420184148396e-06,2.333089709458669e-07,1.7063879066542568e-09,2.213499130525503e-11,7.15389790366884e-10,1.8766511987855894e-12,5.196782741145247e-12,9.426165341484188e-17
1.767425874410014e-10,0.05595639656,0.054,0.0,0.0,0.02970838429247121,0.8799888107462748,1.075613459206712e-09,3.210951514838155e-18,9.901000606323489e-23,0.0659960350531856,0.0,2.23756642431748e-05,1.6254652798777232e-06,2.1006258330597428e-06,2.1003106387881966e-06,2.3841785266270738e-07,1.7371248219275627e-09,2.2964787068674704e-11,7.455387300914315e-10,1.9834084324575306e-12,5.520703203792659e-12,1.0421328440519181e-16
1.7904259181612378e-10,0.05595639656,0.054,0.0,0.0,0.02970804973291253,0.879988665273475,1.1213296642890204e-09,3.605091768263115e-18,1.06874715524827e-22,0.06599600137017088,0.0,2.266653205465943e-05,1.6252575363741195e-06,2.1106028313043148e-06,2.129062696891954e-06,2.435253092450299e-07,1.7679020756748333e-09,2.3811001723236783e-11,7.763339951607952e-10,2.094154969085316e-12,5.858228142153534e-12,1.1500562173220079e-16
1.8134259619124616e-10,0.05595639656,0.054,0.0,0.0,0.02970771554027856,0.879988519803974,1.1682459688554771e-09,4.039656085785837e-18,1.1521564327425487e-22,0.06599596787370408,0.0,2.2957391993851913e-05,1.6248827336852292e-06,2.120407264164054e-06,2.157797112760967e-06,2.486302588970215e-07,1.7987197114754296e-09,2.467369271075177e-11,8.077717415024338e-10,2.208952664534703e-12,6.209617049781538e-12,1.2669113940992306e-16
1.8364260056636855e-10,0.05595639656,0.054,0.0,0.0,0.02970738170090007,0.8799883743377682,1.2163747282090359e-09,4.517955718153372e-18,1.2405213489356312e-22,0.06599593455693066,0.0,2.324824405503368e-05,1.6243497750286196e-06,2.13004595179025e-06,2.1865128649724707e-06,2.537316780879093e-07,1.829577845151902e-09,2.5552919897754512e-11,8.398479662662696e-10,2.3278623387484473e-12,6.575125651095931e-12,1.393243184942934e-16
1.8824260931661335e-10,0.05595639656,0.054,0.0,0.0,0.02970671502994048,0.8799880834152284,1.3163191182526695e-09,5.6200117087774835e-18,1.4329094147884404e-22,0.06599586843639728,0.0,2.3829924518803126e-05,1.6228430942885924e-06,2.148852016979096e-06,2.2438845721659585e-06,2.639201090295325e-07,1.891416380189796e-09,2.7361234064102188e-11,9.058991300712809e-10,2.5782557845548856e-12,7.349505883071277e-12,1.6766171222539583e-16
1.9284261806685814e-10,0.05595639656,0.054,0.0,0.0,0.029706049621276546,0.8799877925058296,1.4212620904428503e-09,6.941874975621075e-18,1.6475282428916363e-22,0.06599580295902327,0.0,2.441157339366057e-05,1.6208012648103657e-06,2.1670702859226002e-06,2.30117073411477e-06,2.740834954218848e-07,1.9534197371500937e-09,2.923646901342928e-11,9.744528193126822e-10,2.8458015719942898e-12,8.183338633945369e-12,2.0049436923892421e-16
1.9744262681710294e-10,0.05595639656,0.054,0.0,0.0,0.029705385384063816,0.8799875016095475,1.5313033819447982e-09,8.517708634792934e-18,1.8860483515918504e-22,0.06599573807921086,0.0,2.4993190622484058e-05,1.618282518334437e-06,2.184746058636575e-06,2.3583650641120278e-06,2.842155240471457e-07,2.0155906343079055e-09,3.1179183423945266e-11,1.0454726804187532e-09,3.1309501876965937e-12,9.07853287325423e-12,2.3833185770416197e-16
2.0204263556734773e-10,0.05595639656,0.054,0.0,0.0,0.02970472223484086,0.8799872107263599,1.64654333056794e-09,1.0385462447413292e-17,2.150192209869202e-22,0.06599567375504739,0.0,2.5574776143711962e-05,1.6153399426639341e-06,2.201920941304848e-06,2.41546200755977e-06,2.943106097054761e-07,2.077932258841408e-09,3.3189966942625077e-11,1.1189210358914886e-09,3.4341368122682658e-12,1.0036937247669392e-11,2.817170594771752e-16
2.0664264431759253e-10,0.05595639656,0.054,0.0,0.0,0.029704060097014266,0.8799869198562459,1.7670829740127519e-09,1.2587113566263669e-17,2.441732579742614e-22,0.06599560994804846,0.0,2.6156329891687543e-05,1.6120218625537259e-06,2.2186331040453248e-06,2.4724566797967418e-06,3.04363833184373e-07,2.1404481032515082e-09,3.526943706824586e-11,1.1947592051759864e-09,3.755781851706341e-12,1.1060340982192502e-11,3.3122639812613953e-16
2.1078265219281285e-10,0.05595639656,0.054,0.0,0.0,0.02970346497955175,0.8799866580843051,1.880184029613128e-09,1.4892212349394697e-17,2.729047359121062e-22,0.0659955529346844,0.0,2.66797010414214e-05,1.6087509249212716e-06,2.2333074001457303e-06,2.523660899102502e-06,3.133723667089901e-07,2.196864343224004e-09,3.720021754554336e-11,1.265024297110848e-09,4.0613803121198725e-12,1.2038410631791751e-11,3.8152450866306695e-16
2.1492266006803318e-10,0.05595639656,0.054,0.0,0.0,0.029702870577275487,0.879986396322925,1.9977351132556647e-09,1.7541999924553754e-17,3.0413885440206927e-22,0.06599549628790068,0.0,2.7203046345580206e-05,1.6052406644263335e-06,2.2476587169015135e-06,2.574776081951959e-06,3.2234073359137757e-07,2.2534273726137532e-09,3.918763709997987e-11,1.33716417656218e-09,4.382545886141528e-12,1.30717551087707e-11,4.3774510463398995e-16
2.1864866715573146e-10,0.05595639656,0.054,0.0,0.0,0.0297023361906979,0.8799861607467018,2.1073981684571587e-09,2.025445678306315e-17,3.3450417868926545e-22,0.06599544560109322,0.0,2.76740349757967e-05,1.6018989570711044e-06,2.260316682287678e-06,2.6207016353886122e-06,3.303759093039399e-07,2.304461825573856e-09,4.102515017739764e-11,1.4036688542969266e-09,4.68513471122784e-12,1.405000625247309e-11,4.938121839968163e-16
2.2237467424342974e-10,0.05595639656,0.054,0.0,0.0,0.029701802318779363,0.8799859251790143,2.2207822024016463e-09,2.330977267181954e-17,3.6711261159115e-22,0.06599539517866641,0.0,2.814500258482875e-05,1.5984029923875363e-06,2.272745207756898e-06,2.6665515942985867e-06,3.383750230997491e-07,2.35561926875829e-09,4.290931009944127e-11,1.4716470765773276e-09,5.000755070959086e-12,1.507483159616403e-11,5.554461903988861e-16
2.2610068133112802e-10,0.05595639656,0.054,0.0,0.0,0.029701268934200095,0.8799856896198542,2.3379430175910595e-09,2.6741519113498738e-17,4.0206939050739724e-22,0.0659953450068493,0.0,2.861594912984983e-05,1.5947692828855203e-06,2.284957882574653e-06,2.7123246114507345e-06,3.463367009483238e-07,2.4069015496157325e-09,4.484049077942375e-11,1.541077505341554e-09,5.329598634118471e-12,1.614704896785534e-11,6.230344526083387e-16
2.298266884188263e-10,0.05595639656,0.054,0.0,0.0,0.029700736011560657,0.8799854540692137,2.4589368362592008e-09,3.058556753228127e-17,4.394815601619408e-22,0.06599529507282947,0.0,2.908687456688294e-05,1.5910130431304711e-06,2.2969673354572415e-06,2.758019509952049e-06,3.5425973783519677e-07,2.458310431481458e-09,4.6819070795551073e-11,1.6119388719719054e-09,5.671852023957251e-12,1.7267454412998642e-11,6.969787698698143e-16
2.335526955065246e-10,0.05595639656,0.054,0.0,0.0,0.029700203527253385,0.8799852185270858,2.5838203060475137e-09,3.488017348103668e-17,4.79457924337174e-22,0.06599524536468898,0.0,2.9557778850869654e-05,1.5871482816078958e-06,2.3087852989035195e-06,2.803635269348174e-06,3.621430839210871e-07,2.5098475784538794e-09,4.8845432447186535e-11,1.6842100241482508e-09,6.027697001669936e-12,1.8436822877828006e-11,7.776953590332184e-16
2.372787025942229e-10,0.05595639656,0.054,0.0,0.0,0.029699671459342866,0.879984982993463,2.7126505021317746e-09,3.966606044182909e-17,5.2210899969983995e-22,0.06599519587134453,0.0,3.0028661935733725e-05,1.5831878856441304e-06,2.3204226690031567e-06,2.8491710129448577e-06,3.69985831921973e-07,2.561514543913663e-09,5.091996082662106e-11,1.7578699643689863e-09,6.397310676649231e-12,1.9655908911090625e-11,8.656147857125917e-16
2.410047096819212e-10,0.05595639656,0.054,0.0,0.0,0.02969913978745141,0.8799847474683392,2.8454849284452973e-09,4.498650326179178e-17,5.675469706740651e-22,0.06599514658249035,0.0,3.049952377444135e-05,1.5791437026557386e-06,2.3318895627441546e-06,2.894625995720048e-06,3.777872050788667e-07,2.6133127608882057e-09,5.304304295450732e-11,1.8328978856344551e-09,6.780865679934963e-12,2.0925447353540145e-11,9.611818882667707e-16
2.4473071676961946e-10,0.05595639656,0.054,0.0,0.0,0.029698608492652472,0.8799845119517081,2.982381516148968e-09,5.0887411061285296e-17,6.1588564624973335e-22,0.06599509748854508,0.0,3.097036431905662e-05,1.5750266153811947e-06,2.343195371351688e-06,2.939999593269763e-06,3.855465461607138e-07,2.6652435355353855e-09,5.5215066930342087e-11,1.909273200615003e-09,7.178530323509057e-12,2.2246154043045226e-11,1.0648556895694014e-15
2.4845672385731774e-10,0.05595639656,0.054,0.0,0.0,0.029698077557369452,0.8799842764435634,3.1233986211444745e-09,5.741740966372307e-17,6.672404179890547e-22,0.06599504858060116,0.0,3.144118352079378e-05,1.570846613137669e-06,2.3543488109152685e-06,2.9852912913911775e-06,3.9326330710334754e-07,2.7173080420989302e-09,5.743642116874785e-11,1.9869755677587442e-09,7.590468785507882e-12,2.3618726493320497e-11,1.1771093012041017e-15
2.52182730945016e-10,0.05595639656,0.054,0.0,0.0,0.029697546965281756,0.8799840409438996,3.2685950194735668e-09,6.46279233900513e-17,7.217282198964646e-22,0.06599499985037795,0.0,3.191198133006549e-05,1.5666128576534138e-06,2.3653579693884634e-06,3.0305006765722423e-06,4.0093703955378505e-07,2.769507320223414e-09,5.970749366204755e-11,2.0659849122224007e-09,8.016841293551737e-12,2.5043844574279153e-11,1.298429818132673e-15
2.559087380327143e-10,0.05595639656,0.054,0.0,0.0,0.02969701670123616,0.8799838054527112,3.4180299019722546e-09,7.257325625842638e-17,7.794674895245262e-22,0.06599495129017742,0.0,3.2382757696528494e-05,1.5623337450704994e-06,2.376230350955247e-06,3.0756274270845473e-06,4.085673860163989e-07,2.821842273103741e-09,6.20286713247096e-11,2.146281444220557e-09,8.457804252960867e-12,2.652217117346572e-11,1.4293182066502061e-15
2.596347451204126e-10,0.05595639656,0.054,0.0,0.0,0.029696486751164358,0.879983569969993,3.571762867414925e-09,8.131067246943805e-17,8.405781307855932e-22,0.06599490289284331,0.0,3.285351256912597e-05,1.5580169633154056e-06,2.386972917258043e-06,3.1206713048297993e-06,4.161540717511676e-07,2.8743136673751208e-09,6.440033934980578e-11,2.2278456735071352e-09,8.91351039611467e-12,2.805435284661833e-11,1.5702891854192735e-15
2.6336075220811086e-10,0.05595639656,0.054,0.0,0.0,0.02969595710200549,0.87998333449574,3.7298539150885154e-09,9.090047621316548e-17,9.051814779686477e-22,0.06599485465172193,0.0,3.332424589612761e-05,1.553669545961108e-06,2.3975921261985464e-06,3.165632147731588e-06,4.2369689721571995e-07,2.9269221336109364e-09,6.682288064263179e-11,2.310658421632278e-09,9.384108961781602e-12,2.9641020433908784e-11,1.7218711007915524e-15
2.6708675929580915e-10,0.05595639656,0.054,0.0,0.0,0.029695427741633997,0.879983099029947,3.892363436236473e-09,1.0140609070763932e-16,9.73400261316882e-22,0.06599480656062673,0.0,3.379495762516682e-05,1.5492979220532883e-06,2.408093967977105e-06,3.210509862770167e-06,4.3119573114865086e-07,2.9796681681975853e-09,6.92966752676845e-11,2.3947008312671487e-09,9.869745823343592e-12,3.128278967311206e-11,1.884605796902458e-15
2.7081276638350743e-10,0.05595639656,0.054,0.0,0.0,0.02969489865879222,0.8799828635726097,4.059352205059024e-09,1.1289413648953997e-16,1.0453585737770362e-21,0.0659947586138041,0.0,3.4265647703275974e-05,1.5449079626865762e-06,2.418483998873333e-06,3.255304419517116e-06,4.386505041511343e-07,3.0325521355811584e-09,7.182209997222887e-11,2.479954373663989e-09,1.0370563585948464e-11,3.2980261789183225e-11,2.0590484809119844e-15
2.745387734712057e-10,0.05595639656,0.054,0.0,0.0,0.029694369843027677,0.8799826281237235,4.230881368894443e-09,1.2543450888843764e-16,1.1211818391933177e-21,0.06599471080590262,0.0,3.4736316076919264e-05,1.5405050240496636e-06,2.4287673725879397e-06,3.3000158442211608e-06,4.460612028178212e-07,3.085574271467552e-09,7.439952772067593e-11,2.566400853781144e-09,1.0886701747678162e-11,3.473402405769244e-11,2.24576758433098e-15
2.78264780558904e-10,0.05595639656,0.054,0.0,0.0,0.029693841284634516,0.8799823926832843,4.407012438107397e-09,1.3910045469534165e-16,1.2009967816184639e-21,0.0659946631319433,0.0,3.52069626920238e-05,1.536093987549909e-06,2.438948869542482e-06,3.3446442143370105e-06,4.534278643091472e-07,3.1387346861910206e-09,7.702932729730387e-11,2.6540224138961192e-09,1.1418296844453646e-11,3.6544650342297716e-11,2.4453446204340147e-15
2.8199078764660227e-10,0.05595639656,0.054,0.0,0.0,0.02969331297459922,0.8799821572512876,4.5878072754097725e-09,1.5396864797882152e-16,1.2849313959274603e-21,0.06599461558729286,0.0,3.5677587494008856e-05,1.5316792968959582e-06,2.4490329240593094e-06,3.389189653519559e-06,4.607505713870822e-07,3.192033368759612e-09,7.971186291723547e-11,2.742801535584954e-09,1.1965482515125618e-11,3.8412701627997306e-11,2.658374038878553e-15
2.8571679473430055e-10,0.05595639656,0.054,0.0,0.0,0.02969278490454987,0.8799819218277295,4.773328085007368e-09,1.701192650537242e-16,1.3731149194791455e-21,0.06599456816763831,0.0,3.614819042781349e-05,1.527264992593958e-06,2.4590236497227078e-06,3.433652327005274e-06,4.680294478364551e-07,3.2454701909684517e-09,8.244749389902013e-11,2.8327210404599023e-09,1.2528389608508207e-11,4.033872652057527e-11,2.8854630773069156e-15
2.8944280182199884e-10,0.05595639656,0.054,0.0,0.0,0.029692257066709162,0.8799816864126064,4.963637401360172e-09,1.87636058571785e-16,1.4656778049659929e-21,0.06599452086896342,0.0,3.661877143792255e-05,1.5228547438125885e-06,2.468924862892416e-06,3.4780324373890255e-06,4.752646542798415e-07,3.2990449119705253e-09,8.52365743448948e-11,2.923764089585491e-09,1.310714635018202e-11,4.2323261717389425e-11,3.1272316109402783e-15
2.931688089096971e-10,0.05595639656,0.054,0.0,0.0,0.029691729453850645,0.879981451005914,5.158798077863858e-09,2.0660643073386862e-16,1.5627516942324865e-21,0.06599447368752692,0.0,3.708933046839126e-05,1.5184518779619852e-06,2.4787401046008342e-06,3.5223302207388356e-06,4.82456384328768e-07,3.3527571828156274e-09,8.807945287547369e-11,3.0159141820292624e-09,1.370187841334708e-11,4.436683246928458e-11,3.3843119999163673e-15
2.968948159973954e-10,0.05595639656,0.054,0.0,0.0,0.02969120205925815,0.8799812156076491,5.358873275288858e-09,2.271215056044678e-16,1.6644693931636796e-21,0.06599442661984234,0.0,3.755986746286873e-05,1.5140594079996093e-06,2.4884726608424402e-06,3.5665459430464047e-06,4.896048610688803e-07,3.4066065512663083e-09,9.09764723712708e-11,3.1091551525052626e-09,1.4312708956235897e-11,4.64699530297144e-11,3.657348935328004e-15
3.006208230850937e-10,0.05595639656,0.054,0.0,0.0,0.029690674876688097,0.8799809802178078,5.563926450222364e-09,2.49276200525784e-16,1.7709648474815418e-21,0.06599437966265903,0.0,3.803038236461988e-05,1.5096800577370717e-06,2.49812558144169e-06,3.6106798969690586e-06,4.967103338349769e-07,3.4605924665192058e-09,9.392796976141892e-11,3.2034711682089012e-09,1.4939758775227335e-11,4.863312706141134e-11,3.946999283669126e-15
3.0434683017279196e-10,0.05595639656,0.054,0.0,0.0,0.02969014790033452,0.8799807448363868,5.774021343379477e-09,2.731692966210225e-16,1.882373119506035e-21,0.06599433281294492,0.0,3.8500875116546456e-05,1.5053162851936056e-06,2.5077016975295496e-06,3.654732398855397e-06,5.037730752680231e-07,3.514714284077695e-09,9.693427581842336e-11,3.2988467250114037e-09,1.5583146426375833e-11,5.085684802979926e-11,4.253931930473499e-15
3.0807283726049024e-10,0.05595639656,0.054,0.0,0.0,0.02968962112479664,0.8799805094633827,5.989221967979181e-09,2.9890350838355024e-16,1.9988303657354488e-21,0.06599428606787017,0.0,3.8971345661207106e-05,1.5009703042118361e-06,2.5172036377773037e-06,3.698703786020743e-06,5.10793378620492e-07,3.5689712704882256e-09,9.999571499327332e-11,3.3952666432432014e-09,1.6242988214539292e-11,5.314159959806043e-11,4.578827623001772e-15
3.117988443481885e-10,0.05595639656,0.054,0.0,0.0,0.029689094545048846,0.879980274098792,6.209592598072757e-09,3.265855523477421e-16,2.1204738153026667e-21,0.06599423942479223,0.0,3.944179394083627e-05,1.4966441043950222e-06,2.5266338434269484e-06,3.742594414262494e-06,5.177715552999809e-07,3.623362608131025e-09,1.0311260525601547e-10,3.4927160629352596e-09,1.6919398276612844e-11,5.54878559892599e-11,4.922378812587393e-15
3.155248514358868e-10,0.05595639656,0.054,0.0,0.0,0.02968856815641276,0.8799800387426118,6.4351977569835505e-09,3.563262148384093e-16,2.2474417491959916e-21,0.06599419288124198,0.0,3.991221989736227e-05,1.4923394695380732e-06,2.5359945822382848e-06,3.7864046555889686e-06,5.24707932624922e-07,3.67788739984572e-09,1.0628525797071609e-10,3.5911804386141506e-09,1.761248876099821e-11,5.7896082313095147e-11,5.2852894964357186e-15
3.192508585235851e-10,0.05595639656,0.054,0.0,0.0,0.029688041954531473,0.8799798033948388,6.666102205763077e-09,3.8824041879873257e-16,2.379873480253792e-21,0.06599414643491072,0.0,4.0382623472424574e-05,1.488057994618534e-06,2.5452879613970465e-06,3.8301348961507654e-06,5.316028517813258e-07,3.732544673542404e-09,1.0951397777541394e-10,3.6906455339327488e-09,1.8322369837333158e-11,6.036673490482942e-11,5.668275059445712e-15
