Time (s),Volume (m^3),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),OX(10),H2NX(28),HX(9),H3NX(29),HNX(49),HOX(13),H2OX(14),NX(59),NOX2(76),NOX(27),N2X2(25)
6.392403472151133e-10,0.05595639656,0.054,0.0,0.0,0.029643370939847223,0.8799596228226165,5.3513529381069116e-08,3.619400082781532e-14,5.1295172252625604e-20,0.06599041750089821,0.0,8.069078572461428e-05,1.22745508972466e-06,3.173553533411891e-06,7.331307123796543e-06,1.0081098979930927e-06,8.749478437748134e-09,6.128929166094341e-10,1.493335093486115e-08,1.5092886135202359e-10,5.422119891564473e-10,2.1303542140715495e-13
6.452764786971845e-10,0.05595639656,0.054,0.0,0.0,0.029642536794898765,0.8799592427320033,5.504625886513924e-08,3.824989917892141e-14,5.328927930051444e-20,0.06599035116231639,0.0,8.14493042897128e-05,1.2242079233189146e-06,3.182726166108432e-06,7.393222345127048e-06,1.0155112154799138e-06,8.8468234532795e-09,6.267229600762157e-10,1.5183780519756058e-08,1.5492676307478287e-10,5.569709071582016e-10,2.2247708669218676e-13
6.513126101792558e-10,0.05595639656,0.054,0.0,0.0,0.029641702939970156,0.8799588626629415,5.660778590916597e-08,4.039633903216109e-14,5.533734939889525e-20,0.06599028495051835,0.0,8.220775053222175e-05,1.2210067364492067e-06,3.191807690079933e-06,7.4550051036676205e-06,1.022870836154392e-06,8.944151655614316e-09,6.407056266116283e-10,1.543531930391306e-08,1.5898426114017793e-10,5.719565621247208e-10,2.3221466989649353e-13
6.57348741661327e-10,0.05595639656,0.054,0.0,0.0,0.02964086937416896,0.8799584826154231,5.8198345705949694e-08,4.263613941356175e-14,5.744020680394449e-20,0.06599021886461975,0.0,8.296612423846928e-05,1.217850880983957e-06,3.2007983333532463e-06,7.516656257506352e-06,1.0301894438345414e-06,9.04145748305277e-09,6.548400416075992e-10,1.568795678053187e-08,1.6310158183208782e-10,5.871697506712968e-10,2.422534841621702e-13
6.633848731433982e-10,0.05595639656,0.054,0.0,0.0,0.029640036096618114,0.87995810258944,5.981817115977164e-08,4.4972169547213925e-14,5.959867849964231e-20,0.06599015290374803,0.0,8.372442519730324e-05,1.2147397220347153e-06,3.2096983180487937e-06,7.5781766517804255e-06,1.037467710008656e-06,9.138735430932699e-09,6.691253063353225e-10,1.5941683057746845e-08,1.6727863122192528e-10,6.026112884444888e-10,2.5259885386657196e-13
6.694210046254695e-10,0.05595639656,0.054,0.0,0.0,0.02963920310645105,0.8799577225849844,6.146749286631736e-08,4.74073489331974e-14,6.181359419039516e-20,0.06599008706703993,0.0,8.448265319897188e-05,1.2116726404972048e-06,3.2185078627704236e-06,7.63956711859881e-06,1.0447062937575827e-06,9.235980063163923e-09,6.835604996673962e-10,1.6196487737439706e-08,1.7151625176161893e-10,6.182818677372786e-10,2.6325612272646507e-13
6.754571361075407e-10,0.05595639656,0.054,0.0,0.0,0.02963837040281079,0.879957342602048,6.314653910992129e-08,4.9944647602617525e-14,6.408578649740355e-20,0.06599002135364095,0.0,8.524080803709643e-05,1.2086490337974867e-06,3.2272271832420895e-06,7.700828476994345e-06,1.051905841689949e-06,9.33318600543905e-09,6.98144672860046e-10,1.6452361875595593e-08,1.758138878231222e-10,6.341824306923564e-10,2.742306559513457e-13
6.814932675896119e-10,0.05595639656,0.054,0.0,0.0,0.029637537984852823,0.8799569626406231,6.485553582114356e-08,5.258708641830378e-14,6.641609132671942e-20,0.06598995576270704,0.0,8.599888950604213e-05,1.2056683128765842e-06,3.2358564905984675e-06,7.761961533544283e-06,1.0590669885507652e-06,9.43034793125443e-09,7.128768457671877e-10,1.6709295286412692e-08,1.8017282824022882e-10,6.503136167826512e-10,2.85527841009921e-13
6.875293990716831e-10,0.05595639656,0.054,0.0,0.0,0.029636705851747266,0.8799565827007014,6.659470650248488e-08,5.533773720044725e-14,6.880534731417208e-20,0.06598989029340552,0.0,8.675689740501931e-05,1.2027298997473167e-06,3.244395990686157e-06,7.822967083187744e-06,1.0661903580464625e-06,9.527460561665078e-09,7.277560133331068e-10,1.6967280539118603e-08,1.8459149588962357e-10,6.666764625932772e-10,2.971530712298807e-13
6.935655305537544e-10,0.05595639656,0.054,0.0,0.0,0.029635874002673385,0.8799562027822755,6.836427219580356e-08,5.81997226678365e-14,7.125439577607754e-20,0.06598982494491276,0.0,8.751483153265194e-05,1.1998332295643733e-06,3.2528458863173543e-06,7.883845909308436e-06,1.0732765629355393e-06,9.624518683070515e-09,7.4278115329227e-10,1.722630752378607e-08,1.8907181345360026e-10,6.832714603331352e-10,3.091117567977455e-13
6.989980488876184e-10,0.05595639656,0.054,0.0,0.0,0.02963512558068218,0.8799558608740643,6.998304976474234e-08,6.087332283413323e-14,7.351035943528465e-20,0.06598976623388658,0.0,8.819690900965034e-05,1.1972614613253236e-06,3.2603743465220366e-06,7.938529142269888e-06,1.0796228691187024e-06,9.711820128587357e-09,7.564277209937132e-10,1.7460315512711025e-08,1.9315697317671908e-10,6.984061250642356e-10,3.201641663044989e-13
7.044305672214825e-10,0.05595639656,0.054,0.0,0.0,0.029634377387512584,0.8799555189832524,7.162678200807356e-08,6.36420235254567e-14,7.581605598790748e-20,0.0659897076194666,0.0,8.887892643014211e-05,1.1947226664661716e-06,3.267830534087345e-06,7.993110909096751e-06,1.0859399906038302e-06,9.799069526908638e-09,7.70190894492309e-10,1.769515526790878e-08,1.9729146409968425e-10,7.137302418423281e-10,3.3149504656458035e-13
7.098630855553466e-10,0.05595639656,0.054,0.0,0.0,0.02963362942258586,0.8799551771098338,7.329562489267064e-08,6.650820790199e-14,7.817210493690204e-20,0.06598964910107089,0.0,8.956088365337556e-05,1.1922164598432989e-06,3.275214590963557e-06,8.04759175737925e-06,1.0922283518082858e-06,9.886263188181288e-09,7.84069872397115e-10,1.793082100884715e-08,2.0147548262637704e-10,7.292443488303736e-10,3.4310837668793965e-13
7.152956038892107e-10,0.05595639656,0.054,0.0,0.0,0.029632881685329425,0.8799548352538032,7.498973269145175e-08,6.947429294279285e-14,8.057912747474776e-20,0.0659895906781237,0.0,9.024278053999681e-05,1.1897424634738762e-06,3.282526657202144e-06,8.101972227856455e-06,1.0984883706829922e-06,9.973397459151621e-09,7.980638427199818e-10,1.816730687121674e-08,2.0570954973121582e-10,7.449489102483806e-10,3.5500814041887754e-13
7.207281222230747e-10,0.05595639656,0.054,0.0,0.0,0.02963213417517548,0.8799544934151549,7.670925797926422e-08,7.25427294599054e-14,8.303774639367397e-20,0.06598953235005436,0.0,9.092461695232202e-05,1.1873003073074835e-06,3.2897668717058944e-06,8.156252854407527e-06,1.104720458701168e-06,1.0060468727398539e-08,8.121719806852967e-10,1.8404607188796536e-08,2.0999407753041921e-10,7.60844465465098e-10,3.6719833647173583e-13
7.261606405569388e-10,0.05595639656,0.054,0.0,0.0,0.0296313868915611,0.8799541515938828,7.845435162917006e-08,7.571600228784667e-14,8.554858642456708e-20,0.06598947411629759,0.0,9.160639275480493e-05,1.1848896291542056e-06,3.2969353722312e-06,8.210434164086045e-06,1.1109250208840838e-06,1.0147473414961515e-08,8.263934435994057e-10,1.864271694709426e-08,2.143288577305179e-10,7.769316864505145e-10,3.7968297958280365e-13
7.315931588908029e-10,0.05595639656,0.054,0.0,0.0,0.0296306398339288,0.8799538097899813,8.022516278636728e-08,7.899663047017293e-14,8.811227446068632e-20,0.06598941597629368,0.0,9.228810781330709e-05,1.1825100737576158e-06,3.3040322949929006e-06,8.264516677367078e-06,1.117102456044501e-06,1.023440797527444e-08,8.407273709166995e-10,1.8881631010315417e-08,2.1871406558849088e-10,7.932111434857953e-10,3.924660928940614e-13
7.37025677224667e-10,0.05595639656,0.054,0.0,0.0,0.02962989300172642,0.879953468003445,8.202183883771057e-08,8.23871672760541e-14,9.072943922509697e-20,0.06598935792948867,0.0,9.296976199557525e-05,1.1801612923171869e-06,3.31105777474919e-06,8.318500908410982e-06,1.1232531570530485e-06,1.0321268894340208e-08,8.551728908463105e-10,1.9121344561788792e-08,2.23149740955348e-10,8.096833780981127e-10,4.055517014997401e-13
7.42458195558531e-10,0.05595639656,0.054,0.0,0.0,0.029629146394406104,0.8799531262342681,8.384452540100455e-08,8.589020016122814e-14,9.340071103676054e-20,0.06598929997533363,0.0,9.365135517069509e-05,1.1778429428203574e-06,3.318011945308071e-06,8.372387365148547e-06,1.1293775109232832e-06,1.0408052696378876e-08,8.69729120819217e-10,1.9361852560383142e-08,2.276363346848348e-10,8.263488966974999e-10,4.189438411482152e-13
7.478907138923951e-10,0.05595639656,0.054,0.0,0.0,0.029628400011424062,0.8799527844824448,8.569336632285275e-08,8.950835087838065e-14,9.612672197877893e-20,0.06598924211328469,0.0,9.4332887209928e-05,1.1755546902435709e-06,3.324894939760203e-06,8.426176549296436e-06,1.1354758988212747e-06,1.0494755941195278e-08,8.843951631518499e-10,1.9603150573202024e-08,2.3217370422346248e-10,8.43208341298146e-10,4.326465618512526e-13
7.533232322262592e-10,0.05595639656,0.054,0.0,0.0,0.02962765385224064,0.8799524427479698,8.756850366128093e-08,9.324427567565356e-14,9.890810625476463e-20,0.06598918434280301,0.0,9.501435798582521e-05,1.173296206080803e-06,3.331706890311549e-06,8.47986895649638e-06,1.1415486961997878e-06,1.0581375221730198e-08,8.991701027524127e-10,1.9845233863026704e-08,2.367622500280564e-10,8.602622636471663e-10,4.4666392663584314e-13
7.587557505601232e-10,0.05595639656,0.054,0.0,0.0,0.029626907916320597,0.8799521010308374,8.947007765816588e-08,9.710066539304873e-14,1.0174550001931787e-19,0.06598912666335498,0.0,9.569576737328218e-05,1.1710671678003095e-06,3.3384479282275176e-06,8.533465076541763e-06,1.1475962730249908e-06,1.0667907161593933e-08,9.140530124926077e-10,2.0088098400933913e-08,2.4140176060165343e-10,8.775112632908585e-10,4.610000018296854e-13
7.641882688939873e-10,0.05595639656,0.054,0.0,0.0,0.029626162203132387,0.8799517593310421,9.139822672382716e-08,1.010802454351933e-13,1.0463954113613687e-19,0.06598906907441197,0.0,9.637711524828948e-05,1.168867258822498e-06,3.3451181841084633e-06,8.586965393520618e-06,1.1536189939200726e-06,1.0754348419793655e-08,9.290429552471104e-10,2.0331739610808818e-08,2.4609283256598526e-10,8.949558191090883e-10,4.756588625721661e-13
7.696207872278514e-10,0.05595639656,0.054,0.0,0.0,0.02962541671214791,0.879951417648578,9.335308743391494e-08,1.0518577581184036e-13,1.0759086911602173e-19,0.06598901157545001,0.0,9.705840148939622e-05,1.1666961687027382e-06,3.3517177881551495e-06,8.640370385857098e-06,1.1596172182032363e-06,1.0840695689576852e-08,9.441389817015285e-10,2.0576153827373532e-08,2.5083511536271714e-10,9.125965848832508e-10,4.906445936000544e-13
7.750533055617155e-10,0.05595639656,0.054,0.0,0.0,0.029624671442842254,0.8799510759834397,9.533479451879285e-08,1.094200512937839e-13,1.1060012549835368e-19,0.06598895416594988,0.0,9.773962597602e-05,1.1645535929631716e-06,3.358246870169305e-06,8.69368052638873e-06,1.165591299959994e-06,1.092694569887442e-08,9.593401265713166e-10,2.0821336597363997e-08,2.5562933038541735e-10,9.304340675785027e-10,5.059612953962323e-13
7.804858238955795e-10,0.05595639656,0.054,0.0,0.0,0.029623926394694054,0.8799507343356217,9.73434808410381e-08,1.1378590156238675e-13,1.1366795380555875e-19,0.06598889684539719,0.0,9.84207885905222e-05,1.162439232673685e-06,3.364705559497484e-06,8.746896282533139e-06,1.1715415882081126e-06,1.1013095205671034e-08,9.746454123378425e-10,2.106728471479172e-08,2.6047492428484916e-10,9.484689357429354e-10,5.216130728885758e-13
7.859183422294436e-10,0.05595639656,0.054,0.0,0.0,0.029623181567184863,0.8799503927051183,9.937927737762808e-08,1.1828619123147684e-13,1.167949994386501e-19,0.06598883961328215,0.0,9.910188921581368e-05,1.1603527942495105e-06,3.371093985161066e-06,8.800018116445707e-06,1.1774684270555047e-06,1.1099141002279563e-08,9.900538511786957e-10,2.1313993816797427e-08,2.653728686176141e-10,9.6670162036517e-10,5.376040419072632e-13
7.913508605633077e-10,0.05595639656,0.054,0.0,0.0,0.02962243695979927,0.8799500510919241,1.0144231321431257e-07,1.229238198624405e-13,1.1998190940473027e-19,0.06598878246909952,0.0,9.978292773816364e-05,1.1582939895121437e-06,3.377412276071917e-06,8.853046485095776e-06,1.1833721557745785e-06,1.1185079912628998e-08,1.005564445521032e-09,2.15614611774839e-08,2.7032234518736856e-10,9.851328334446012e-10,5.539383224817423e-13
7.967833788971718e-10,0.05595639656,0.054,0.0,0.0,0.029621692572024128,0.8799497094960336,1.0353271553922569e-07,1.2770172205716766e-13,1.23229332677068e-19,0.06598872541234849,0.0,0.00010046390404386794,1.156262535656033e-06,3.383660561116945e-06,8.90598184032284e-06,1.1892531088543275e-06,1.1270908796444382e-08,1.0211761835144453e-09,2.1809682382518636e-08,2.7532464190070944e-10,1.0037629961847345e-09,5.706200527915492e-13
8.022158972310358e-10,0.05595639656,0.054,0.0,0.0,0.029620948403349202,0.879949367917441,1.0565060962419042e-07,1.3262286763784947e-13,1.2653792016961582e-19,0.06598866844253266,0.0,0.00010114481802292557,1.1542581549487304e-06,3.3898389691397307e-06,8.95882462896477e-06,1.195111616125639e-06,1.135662454285767e-08,1.036888041896889e-09,2.2058654966766816e-08,2.803789150828285e-10,1.0225928366719886e-09,5.876533756246397e-13
8.076484155648999e-10,0.05595639656,0.054,0.0,0.0,0.02962020445326647,0.8799490263561414,1.0779611881371935e-07,1.3769026166959313e-13,1.2990832476583127e-19,0.06598861155916012,0.0,0.00010182566956596842,1.152280574606679e-06,3.3959476290231175e-06,9.011575292956816e-06,1.2009480028600684e-06,1.1442224073879054e-08,1.0526989872044082e-09,2.230837534044386e-08,2.8548580753314947e-10,1.0416228433739394e-09,6.050424444336663e-13
8.13080933898764e-10,0.05595639656,0.054,0.0,0.0,0.02961946072127027,0.8799486848121286,1.0996936451316937e-07,1.429069445153332e-13,1.3334120107092733e-19,0.06598855476174308,0.0,0.00010250645856642189,1.15032952667494e-06,3.4019866698201113e-06,9.064234269451667e-06,1.2067625898880846e-06,1.1527704343775386e-08,1.068607976330655e-09,2.2558840930080444e-08,2.9064490417561554e-10,1.0608536656953702e-09,6.227914180576621e-13
8.185134522326281e-10,0.05595639656,0.054,0.0,0.0,0.029618717206856694,0.8799483432853978,1.1217046617903312e-07,1.482759919145422e-13,1.3683720558011322e-19,0.06598849804979806,0.0,0.00010318718491827492,1.1484047479309846e-06,3.40795622085333e-06,9.116801990912515e-06,1.2125556936893816e-06,1.1613062339989848e-08,1.084613955024249e-09,2.2810047944549053e-08,2.9585734385336406e-10,1.080285733984191e-09,6.409044695938997e-13
8.239459705664921e-10,0.05595639656,0.054,0.0,0.0,0.02961797390952408,0.8799480017759429,1.143995413097139e-07,1.538005150947835e-13,1.4039699662068015e-19,0.06598844142284574,0.0,0.00010386784851912661,1.1465059797834931e-06,3.4138564117695286e-06,9.169278885186063e-06,1.2183276264633212e-06,1.1698295080809732e-08,1.1007158584693516e-09,2.3061994402870998e-08,3.011222576150464e-10,1.099919791858764e-09,6.593857789632297e-13
8.293784889003562e-10,0.05595639656,0.054,0.0,0.0,0.0296172308287722,0.8799476602837588,1.1665670543566646e-07,1.5948366085799727e-13,1.4402123459322134e-19,0.06598838488041081,0.0,0.00010454844926671848,1.1446329681525273e-06,3.4196873725893697e-06,9.221665375583004e-06,1.2240786962076568e-06,1.1783399616803696e-08,1.1169126117186084e-09,2.3314676663050674e-08,3.064408715099184e-10,1.11975626281e-09,6.782395408973671e-13
8.348110072342203e-10,0.05595639656,0.054,0.0,0.0,0.02961648796410285,0.87994731880884,1.1894207210953494e-07,1.6532861166010353e-13,1.4771058168992616e-19,0.06598832842202208,0.0,0.0001052289870627987,1.14278546334695e-06,3.4254492337836868e-06,9.27396188097274e-06,1.2298092068116691e-06,1.1868373029052703e-08,1.1332031309449631e-09,2.3568093262543837e-08,3.118119867167173e-10,1.1397959274838826e-09,6.974699525484918e-13
8.402435255680844e-10,0.05595639656,0.054,0.0,0.0,0.029615745315018864,0.8799469773511811,1.212557528970317e-07,1.7133858566484718e-13,1.514657021008122e-19,0.06598827204721237,0.0,0.00010590946180858483,1.140963219955312e-06,3.431142126360057e-06,9.326168815877618e-06,1.2355194581484865e-06,1.1953212431479886e-08,1.1495863226160485e-09,2.3822240382819826e-08,3.172373056413961e-10,1.1600391308286527e-09,7.170812269339537e-13
8.456760439019484e-10,0.05595639656,0.054,0.0,0.0,0.029615002881024886,0.8799466359107768,1.2359785736843496e-07,1.7751683683655306e-13,1.5528726173075452e-19,0.06598821575551828,0.0,0.00010658987341006077,1.1391659967476935e-06,3.436766181938029e-06,9.37828659055558e-06,1.241209746155522e-06,1.2037914968159973e-08,1.1660610842693602e-09,2.407711712224843e-08,3.227152153128354e-10,1.180486723955215e-09,7.370775790506071e-13
8.511085622358125e-10,0.05595639656,0.054,0.0,0.0,0.029614260661626247,0.8799462944876214,1.2596849309038693e-07,1.8386665502010394e-13,1.5917592860354823e-19,0.06598815954648043,0.0,0.00010727022177190474,1.137393556577814e-06,3.44232153280693e-06,9.430315611075143e-06,1.2468803629073548e-06,1.212247781600516e-08,1.1826263038852096e-09,2.4332719431691655e-08,3.2824792519144763e-10,1.2011389890286963e-09,7.57463244000688e-13
8.565410805696766e-10,0.05595639656,0.054,0.0,0.0,0.029613518656329975,0.8799459530817099,1.2836776542500346e-07,1.9039136949075326e-13,1.631323727012258e-19,0.0659881034196435,0.0,0.00010795050680426747,1.1356456666521436e-06,3.4478083120774242e-06,9.482256279015364e-06,1.252531596344707e-06,1.2206898183510729e-08,1.1992808608744349e-09,2.4589046685678952e-08,3.3383374232951926e-10,1.2219968007658362e-09,7.782424593178203e-13
8.614303470701543e-10,0.05595639656,0.054,0.0,0.0,0.02961285103421388,0.8799456458311283,1.305516805325113e-07,1.9641592513025068e-13,1.6675167706844834e-19,0.06598805297539834,0.0,0.00010856270911202676,1.134093366383953e-06,3.452687895213204e-06,9.528927667853102e-06,1.2576013691492165e-06,1.2282752407730751e-08,1.214345413788759e-09,2.482035884876995e-08,3.38907059849693e-10,1.2409449684641263e-09,7.972837499214246e-13
8.66319613570632e-10,0.05595639656,0.054,0.0,0.0,0.029612183584763353,0.8799453385945059,1.3275894957338636e-07,2.0258733970215942e-13,1.7042691592872712e-19,0.06598800259704242,0.0,0.00010917485998535826,1.1325606009186487e-06,3.457512141738702e-06,9.575528101435507e-06,1.2626558775314741e-06,1.235848699253539e-08,1.2294805868863283e-09,2.5052254400173116e-08,3.4402440366594745e-10,1.2600604102012945e-09,8.166503611933792e-13
8.712088800711097e-10,0.05595639656,0.054,0.0,0.0,0.029611516307620538,0.8799450313718385,1.3498964528787463e-07,2.0890811281770002e-13,1.7415858160496694e-19,0.06598795228425126,0.0,0.0001097869593617191,1.1310472082179672e-06,3.462281150420211e-06,9.62205786454008e-06,1.2676953240724426e-06,1.2434099964252213e-08,1.2446855478932872e-09,2.528473207013088e-08,3.49185731978465e-10,1.279343587947625e-09,8.363454046779104e-13
8.760981465715874e-10,0.05595639656,0.054,0.0,0.0,0.029610849202428086,0.8799447241631225,1.372438389722413e-07,2.1538076982939595e-13,1.7794716782281416e-19,0.06598790203670299,0.0,0.00011039900717983924,1.1295530287998888e-06,3.4669950206691443e-06,9.668517239220443e-06,1.2727199088542074e-06,1.2509589372534774e-08,1.2599594582169428e-09,2.5517790521398506e-08,3.543911632174144e-10,1.2987949406482607e-09,8.563719996702159e-13
8.809874130720652e-10,0.05595639656,0.054,0.0,0.0,0.029610182268829013,0.8799444169683541,1.39521600622881e-07,2.2200785924294098e-13,1.81793169559156e-19,0.06598785185407799,0.0,0.00011101100337979879,1.1280779054151106e-06,3.4716538525343842e-06,9.714906505144861e-06,1.2777298297740862e-06,1.2584953285604779e-08,1.275301474490894e-09,2.5751428556271373e-08,3.596407265253948e-10,1.3184149181274587e-09,8.767332713061266e-13
8.858766795725429e-10,0.05595639656,0.054,0.0,0.0,0.029609515506466618,0.8799441097875291,1.4182299892902378e-07,2.2879195283927165e-13,1.8569708304929355e-19,0.06598780173605888,0.0,0.00011162294790283974,1.1266216829916916e-06,3.476257746723527e-06,9.761225939629805e-06,1.2827252825774213e-06,1.2660189790394044e-08,1.2907107492843101e-09,2.5985644921631835e-08,3.649345881220926e-10,1.3382039490035642e-09,8.974323513268438e-13
8.956552125734982e-10,0.05595639656,0.054,0.0,0.0,0.02960818249402545,0.8799434954676941,1.4649697371541962e-07,2.4284155615220093e-13,1.936806364758192e-19,0.06598770169257978,0.0,0.00011284668168970117,1.1237653316646702e-06,3.4853011288380347e-06,9.85365641209177e-06,1.2926735563576393e-06,1.281027303782999e-08,1.3217276536220407e-09,2.6455808101118314e-08,3.7565564627545865e-10,1.378290933856309e-09,9.39856497154695e-13
9.054337455744535e-10,0.05595639656,0.054,0.0,0.0,0.029606850162253503,0.8799428812035871,1.5126628622815233e-07,2.575506275764117e-13,2.0190182345683093e-19,0.06598760190377105,0.0,0.00011407020809663813,1.1209827777145771e-06,3.49412598804514e-06,9.945810828758164e-06,1.3025662538106272e-06,1.2959824223424604e-08,1.3530032949850684e-09,2.692827150676796e-08,3.8655528294331647e-10,1.4190594287955355e-09,9.836696281795282e-13
9.152122785754089e-10,0.05595639656,0.054,0.0,0.0,0.0296055185083004,0.8799422669951767,1.5613143764827149e-07,2.7294060160032593e-13,2.1036466025499628e-19,0.06598750236717317,0.0,0.00011529352670111726,1.1182728577883108e-06,3.5027331585225488e-06,1.0037691325193446e-05,1.3124048652079778e-06,1.3108828771393727e-08,1.3845307324371232e-09,2.7403027562688562e-08,3.9763436700995465e-10,1.460513011371658e-09,1.0288970490626393e-12
9.249908115763642e-10,0.05595639656,0.054,0.0,0.0,0.029604187529314624,0.8799416528424328,1.610929073311966e-07,2.890333019159894e-13,2.190731842742053e-19,0.06598740308036123,0.0,0.00011651663710184141,1.1156344408019155e-06,3.511123488471256e-06,1.0129300001516497e-05,1.3221908485892578e-06,1.3257272420717733e-08,1.416302964556005e-09,2.7880069522584876e-08,4.0889383838803604e-10,1.5026552777426426e-09,1.0755641807011226e-12
9.347693445773195e-10,0.05595639656,0.054,0.0,0.0,0.029602857222441836,0.8799410387453245,1.66151152802863e-07,3.058509422920893e-13,2.280314541808648e-19,0.06598730404094381,0.0,0.00011773953891880558,1.1130664264516237e-06,3.5192978409460737e-06,1.0220638923644701e-05,1.3319256309643103e-06,1.3405141225673298e-08,1.4483129324890164e-09,2.8359391495840946e-08,4.203346425062619e-10,1.5454898533686035e-09,1.1236965623289667e-12
9.44547877578275e-10,0.05595639656,0.054,0.0,0.0,0.029601527584823168,0.8799404247038215,1.713066097546327e-07,3.2341612770410415e-13,2.3724355003866987e-19,0.06598720524656225,0.0,0.00011896223179330648,1.1105677439128677e-06,3.527257094647757e-06,1.0311710124415246e-05,1.341610609397709e-06,1.355242155335849e-08,1.4805535251163354e-09,2.884098842843955e-08,4.31957719820492e-10,1.5890203965326618e-09,1.1733198540563194e-12
9.543264105792304e-10,0.05595639656,0.054,0.0,0.0,0.029600198613593826,0.8799398107178935,1.76559692018117e-07,3.417518559695439e-13,2.46713573470958e-19,0.0659871066948897,0.0,0.00012018471538794916,1.1081373507741212e-06,3.5350021446026082e-06,1.040251560449622e-05,1.3512471518920052e-06,1.3699100081596897e-08,1.5130175841059484e-09,2.9324856066921347e-08,4.43764022050069e-10,1.6332505971148274e-09,1.2244598394597901e-12
9.641049435801859e-10,0.05595639656,0.054,0.0,0.0,0.029598870305881354,0.8799391967875103,1.819107915322872e-07,3.608815201398111e-13,2.5644564789150015e-19,0.06598700838363061,0.0,0.00012140698938667366,1.1057742317273625e-06,3.54253390298665e-06,1.0493057333496741e-05,1.3608365984645139e-06,1.3845163797181776e-08,1.545697909323515e-09,2.9810990930694244e-08,4.557545130260174e-10,1.678184177896679e-09,1.2771424291114155e-12
9.738834765811413e-10,0.05595639656,0.054,0.0,0.0,0.029597542658804352,0.8799385829126418,1.8736027833190354e-07,3.8082891054908693e-13,2.6644391870637714e-19,0.06598691031051979,0.0,0.00012262905349476677,1.1034773975210267e-06,3.549853299758938e-06,1.0583337250857768e-05,1.3703802620105555e-06,1.399059999554634e-08,1.5785872628355826e-09,3.0299390296323165e-08,4.679301619013559e-10,1.7238248965194532e-09,1.3313936636725777e-12
9.836620095820967e-10,0.05595639656,0.054,0.0,0.0,0.029596215669471227,0.8799379690932584,1.9290850055594617e-07,4.016182167642625e-13,2.767125535119751e-19,0.0659868124733218,0.0,0.00012385090743884496,1.1012458839839453e-06,3.5569612832244818e-06,1.0673357266689873e-05,1.379879429114004e-06,1.4135396279348681e-08,1.6116783731668806e-09,3.079005217285136e-08,4.802919485379483e-10,1.7701765453848553e-09,1.3872397170235409e-12
9.999999999999999e-10,0.05595639656,0.054,0.0,0.0,0.029593999992942266,0.879936943646451,2.0239965843669513e-07,4.382988205160076e-13,2.9448408975989553e-19,0.06598664952711274,0.0,0.0001258919135983864,1.097660654219584e-06,3.568368260676131e-06,1.0823188104565928e-05,1.3956548059552764e-06,1.437586152464539e-08,1.6673972767872104e-09,3.1614895831050486e-08,5.013640625766742e-10,1.8492176519078838e-09,1.4841776406718298e-12
1.0032190755840074e-09,0.05595639656,0.054,0.0,0.0,0.02959356365241266,0.8799367416208267,2.043024345407159e-07,4.458213429196435e-13,2.980776976537269e-19,0.06598661749786783,0.0,0.00012629398384785196,1.096975081861231e-06,3.5705468982223165e-06,1.0852625092515781e-05,1.3987492935600229e-06,1.4423021038376566e-08,1.6784366408244234e-09,3.177815903445277e-08,5.05577909470559e-10,1.8650279834851636e-09,1.5038216619530407e-12
1.022776141585918e-09,0.05595639656,0.054,0.0,0.0,0.0295909142313267,0.8799355143699783,2.1609494183690834e-07,4.936924772458239e-13,3.2057487280662415e-19,0.06598642343995656,0.0,0.00012873621685187997,1.0929545770867614e-06,3.5832987207395128e-06,1.103087553667346e-05,1.4174559885993548e-06,1.4707944977853188e-08,1.7459140522590065e-09,3.27753094791695e-08,5.316204356713151e-10,1.962769568612296e-09,1.6271004495628733e-12
1.0423332075878287e-09,0.05595639656,0.054,0.0,0.0,0.029588267382602725,0.8799342873404783,2.282880230312517e-07,5.454397218055676e-13,3.4423824033380607e-19,0.06598623028271167,0.0,0.0001311776050274899,1.0891774629073528e-06,3.5952250479283433e-06,1.120812290729492e-05,1.4360089399830806e-06,1.4990079825060253e-08,1.814051709611889e-09,3.378151192836665e-08,5.58427729881741e-10,2.063433000801881e-09,1.7572906257204281e-12
1.0618902735897394e-09,0.05595639656,0.054,0.0,0.0,0.02958562308237025,0.8799330605320937,2.408833333082147e-07,6.012777766592534e-13,3.6910233801055133e-19,0.06598603800967397,0.0,0.0001336181472870801,1.085637147865978e-06,3.6063345131891033e-06,1.1384381118121596e-05,1.4544172247505877e-06,1.5269342091807998e-08,1.882790616097226e-09,3.479678468011235e-08,5.860081694901784e-10,2.1670506297072335e-09,1.8946092228148725e-12
1.08144733959165e-09,0.05595639656,0.054,0.0,0.0,0.029582981306475697,0.8799318339445937,2.5388218556753826e-07,6.614280180585035e-13,3.952020878370165e-19,0.065985846604784,0.0,0.00013605784287560026,1.0823273322157914e-06,3.616636095261977e-06,1.1559663709625285e-05,1.472689591549956e-06,1.5545653032099734e-08,1.952071814687526e-09,3.5821155382926814e-08,6.143703098478257e-10,2.273655479501771e-09,2.039275892196045e-12
