Time (s),Volume (m^3),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),OX(10),H2NX(28),HX(9),H3NX(29),HNX(49)
6.058962261340068e-11,0.05595639656,0.054,0.0,0.0,0.029726253321258986,0.8799961617274213,0.0,0.0,0.0,0.06599822721471321,0.0,7.67654515756247e-06,1.0798133941875394e-06,1.1246397315240201e-06,6.705587239476938e-07,2.241316866824035e-08
6.192567681313582e-11,0.05595639656,0.054,0.0,0.0,0.029726030345933477,0.8799960771207186,0.0,0.0,0.0,0.06599819324582246,0.0,7.845758562935426e-06,1.0969293559088834e-06,1.1444327609104264e-06,6.860731191414015e-07,2.3751702500771484e-08
6.326173101287096e-11,0.05595639656,0.054,0.0,0.0,0.02972580789929654,0.8799959925152918,0.0,0.0,0.0,0.0659981595425941,0.0,8.014969416524775e-06,1.1137008483160586e-06,1.1639653159066773e-06,7.016243238003475e-07,2.51322337953091e-08
6.45977852126061e-11,0.05595639656,0.054,0.0,0.0,0.029725585980972812,0.8799959079111379,0.0,0.0,0.0,0.06599812610484934,0.0,8.184177724367426e-06,1.1301285098373352e-06,1.1832375870258868e-06,7.172121022362708e-07,2.655453859427547e-08
6.593383941234125e-11,0.05595639656,0.054,0.0,0.0,0.029725364590183868,0.8799958233082539,0.0,0.0,0.0,0.0659980929322078,0.0,8.353383492493577e-06,1.1462132538999137e-06,1.2022499663149805e-06,7.328361820946873e-07,2.8018356207533204e-08
6.726989361207639e-11,0.05595639656,0.054,0.0,0.0,0.029725143725762952,0.8799957387066367,0.0,0.0,0.0,0.06599806002409492,0.0,8.522586726922204e-06,1.1619562582645229e-06,1.2210030399253375e-06,7.484962559850456e-07,2.9523390830407134e-08
6.860594781181153e-11,0.05595639656,0.054,0.0,0.0,0.029724923386170107,0.8799956541062832,0.0,0.0,0.0,0.06599802737974948,0.0,8.691787433656715e-06,1.1773589542352362e-06,1.2394975805847791e-06,7.641919831234264e-07,3.1069313174771434e-08
7.127805621128182e-11,0.05595639656,0.054,0.0,0.0,0.0297244842735342,0.879995484909356,0.0,0.0,0.0,0.06599796287842832,0.0,9.030181287954919e-06,1.2071503484281262e-06,1.2757150410386077e-06,7.956888769534413e-07,3.4282346305240366e-08
7.39501646107521e-11,0.05595639656,0.054,0.0,0.0,0.029724047233071132,0.8799953157174486,0.0,0.0,0.0,0.0659978994187105,0.0,9.368565102950824e-06,1.2356035435180285e-06,1.3109119712813203e-06,8.273235321101232e-07,3.7654213881645763e-08
7.662227301022239e-11,0.05595639656,0.054,0.0,0.0,0.029723612240581943,0.8799951465305372,0.0,0.0,0.0,0.06599783698856387,0.0,9.706938925709485e-06,1.2627380049288515e-06,1.3451004910977148e-06,8.590921881138485e-07,4.118124308443145e-08
