Distance (mm),T (C),P (Pa),V (M^3/s),X_nh3 initial,X_o2 initial,X_he initial,(NH3/O2),T (C) final,Rtol,Atol,reactor type,energy on?,He,Ar,Ne,O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NOX,OX,NX,OHX,NH3X,X(N),NH2_X(8),NH_X(9),H2O_X(11),X(H),He ROP [kmol/m^3 s],Ar ROP [kmol/m^3 s],Ne ROP [kmol/m^3 s],O2(2) ROP [kmol/m^3 s],H2O(3) ROP [kmol/m^3 s],N2(4) ROP [kmol/m^3 s],NO(5) ROP [kmol/m^3 s],NH3(6) ROP [kmol/m^3 s],N2O(7) ROP [kmol/m^3 s],He surface ROP [kmol/m^2 s],Ar surface ROP [kmol/m^2 s],Ne surface ROP [kmol/m^2 s],O2(2) surface ROP [kmol/m^2 s],H2O(3) surface ROP [kmol/m^2 s],N2(4) surface ROP [kmol/m^2 s],NO(5) surface ROP [kmol/m^2 s],NH3(6) surface ROP [kmol/m^2 s],N2O(7) surface ROP [kmol/m^2 s],NOX ROP [kmol/m^2 s],OX ROP [kmol/m^2 s],NX ROP [kmol/m^2 s],OHX ROP [kmol/m^2 s],NH3X ROP [kmol/m^2 s],X(N) ROP [kmol/m^2 s],NH2_X(8) ROP [kmol/m^2 s],NH_X(9) ROP [kmol/m^2 s],H2O_X(11) ROP [kmol/m^2 s],X(H) ROP [kmol/m^2 s],NX + OX <=> NOX + X(N) ROP [kmol/m^2 s],O2(2) + 2 X(H) <=> 2 OX ROP [kmol/m^2 s],2 NX <=> N2(4) + 2 X(N) ROP [kmol/m^2 s],NOX <=> NO(5) + X(N) ROP [kmol/m^2 s],NH3(6) + X(N) <=> NH3X ROP [kmol/m^2 s],NOX + NX <=> N2O(7) + 2 X(N) ROP [kmol/m^2 s],N2O(7) + X(H) <=> N2(4) + OX ROP [kmol/m^2 s],NH3X + OX <=> NH2_X(8) + OHX ROP [kmol/m^2 s],NH2_X(8) + OX <=> NH_X(9) + OHX ROP [kmol/m^2 s],NH_X(9) + OX <=> NX + OHX ROP [kmol/m^2 s],NH_X(9) + OHX <=> H2O_X(11) + NX ROP [kmol/m^2 s],H2O_X(11) + OX <=> 2 OHX ROP [kmol/m^2 s],H2O_X(11) <=> H2O(3) + X(H) ROP [kmol/m^2 s]
6.173999999999999,700,101324.99999999999,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.0539999999999999,0.0,0.0,0.879999999999998,3.1384221754683962e-15,1.0461429134004575e-15,3.1472097327327966e-25,0.06599999999999814,4.623794468487266e-29,4.263777327770269e-19,1.4340116817711064e-12,2.229363899541759e-08,3.361429596404549e-14,0.0009467281986035806,0.9990532308759896,4.783402815251604e-10,1.6990719158668306e-08,6.7701553910712615e-22,1.1612406664143901e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264962999e-20,1.6534389410758497e-19,5.51147466354622e-20,2.648714163932601e-32,-8.021361352916756e-15,3.4593196747358045e-36,4.830915568593565e-27,6.215468872306876e-27,-2.10078603311168e-25,1.4528967536976967e-28,8.021251123665269e-15,-8.021251123418654e-15,2.6378404871991258e-27,-3.91736107192446e-26,-2.5566720011740556e-32,-1.1191675010738452e-26,4.830942059194524e-27,8.267195264962999e-20,5.51147466354622e-20,2.648714163932601e-32,8.021361352916756e-15,3.4593196836435025e-36,8.90769815006564e-45,1.102292514874929e-19,1.1022924884965242e-19,5.779910234211587e-20,5.243018568114726e-20,-1.1291370842641214e-19,1.6534389410758497e-19
6.173999999999999,700,101324.99999999996,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.0539999999999999,0.0,0.0,0.879999999999998,3.142997135105738e-15,1.0476679031355802e-15,3.147216161307858e-25,0.06599999999999814,4.62380397671696e-29,4.2637860337387237e-19,1.4340116817722248e-12,2.229363899541755e-08,3.3614295964071656e-14,0.0009467281986035484,0.9990532308759897,4.783402815251604e-10,1.6990719158668306e-08,6.7701554226012935e-22,1.161240666414389e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264962983e-20,1.653438941078083e-19,5.5114746635462e-20,2.3833472693236294e-32,-1.6403545188836688e-14,3.4557424482924764e-36,4.825215237341216e-27,6.2208741391405446e-27,-2.100728133157502e-25,1.4537043803828134e-28,1.64034349595852e-14,-1.6403434959338592e-14,2.6375776218358412e-27,-3.917335221731635e-26,-3.230747481709588e-32,-1.119145136212366e-26,4.8252390742696515e-27,8.267195264962983e-20,5.5114746635462e-20,2.3833472693236294e-32,1.6403545188836688e-14,3.455742457200193e-36,8.907716432401995e-45,1.1022925148757516e-19,1.1022924884999754e-19,5.779910234216169e-20,5.243018568118807e-20,-1.1291370842658793e-19,1.653438941078083e-19
6.182999999999999,700,101324.99999999996,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.0539999999999999,0.0,0.0,0.879999999999998,3.142997135105738e-15,1.0476679031355802e-15,3.147216161307858e-25,0.06599999999999814,4.62380397671696e-29,4.2637860337387237e-19,1.4340116817722248e-12,2.229363899541755e-08,3.3614295964071656e-14,0.0009467281986035484,0.9990532308759897,4.783402815251604e-10,1.6990719158668306e-08,6.7701554226012935e-22,1.161240666414389e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264962983e-20,1.653438941078083e-19,5.5114746635462e-20,2.3833472693236294e-32,-1.6403545188836688e-14,3.4557424482924764e-36,4.825215237341216e-27,6.2208741391405446e-27,-2.100728133157502e-25,1.4537043803828134e-28,1.64034349595852e-14,-1.6403434959338592e-14,2.6375776218358412e-27,-3.917335221731635e-26,-3.230747481709588e-32,-1.119145136212366e-26,4.8252390742696515e-27,8.267195264962983e-20,5.5114746635462e-20,2.3833472693236294e-32,1.6403545188836688e-14,3.455742457200193e-36,8.907716432401995e-45,1.1022925148757516e-19,1.1022924884999754e-19,5.779910234216169e-20,5.243018568118807e-20,-1.1291370842658793e-19,1.653438941078083e-19
6.182999999999999,700,101324.99999999999,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05399999999999991,0.0,0.0,0.879999999999998,3.1475720948789513e-15,1.0491928929159917e-15,3.147222562778936e-25,0.06599999999999814,4.6238134716161105e-29,4.2637947063399904e-19,1.4340116817733436e-12,2.2293638995417517e-08,3.3614295964097834e-14,0.0009467281986036649,0.9990532308759896,4.783402815251604e-10,1.6990719158668306e-08,6.770155454131259e-22,1.161240666414388e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264962969e-20,1.6534389410802995e-19,5.511474663546182e-20,2.3845620692668073e-32,1.099120794378905e-14,3.450945531227895e-36,4.819534097998072e-27,6.226240381818715e-27,-2.1006704530000674e-25,1.4546842574273311e-28,-1.0991318173040538e-14,1.0991318173287141e-14,2.6373320416938076e-27,-3.917309363112866e-26,-3.7314892672502695e-32,-1.1191229422771694e-26,4.81955794706971e-27,8.267195264962969e-20,5.511474663546182e-20,2.3845620692668073e-32,-1.099120794378905e-14,3.45094554013563e-36,8.907734689057112e-45,1.102292514876747e-19,1.1022924885034267e-19,5.77991023422074e-20,5.2430185681228896e-20,-1.1291370842676374e-19,1.6534389410802995e-19
6.191999999999998,700,101324.99999999999,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05399999999999991,0.0,0.0,0.879999999999998,3.1475720948789513e-15,1.0491928929159917e-15,3.147222562778936e-25,0.06599999999999814,4.6238134716161105e-29,4.2637947063399904e-19,1.4340116817733436e-12,2.2293638995417517e-08,3.3614295964097834e-14,0.0009467281986036649,0.9990532308759896,4.783402815251604e-10,1.6990719158668306e-08,6.770155454131259e-22,1.161240666414388e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264962969e-20,1.6534389410802995e-19,5.511474663546182e-20,2.3845620692668073e-32,1.099120794378905e-14,3.450945531227895e-36,4.819534097998072e-27,6.226240381818715e-27,-2.1006704530000674e-25,1.4546842574273311e-28,-1.0991318173040538e-14,1.0991318173287141e-14,2.6373320416938076e-27,-3.917309363112866e-26,-3.7314892672502695e-32,-1.1191229422771694e-26,4.81955794706971e-27,8.267195264962969e-20,5.511474663546182e-20,2.3845620692668073e-32,-1.099120794378905e-14,3.45094554013563e-36,8.907734689057112e-45,1.102292514876747e-19,1.1022924885034267e-19,5.77991023422074e-20,5.2430185681228896e-20,-1.1291370842676374e-19,1.6534389410802995e-19
6.191999999999998,700,101324.99999999999,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05399999999999991,0.0,0.0,0.879999999999998,3.1521470544822602e-15,1.050717882639766e-15,3.1472289670811464e-25,0.06599999999999814,4.62382295559377e-29,4.26380338346298e-19,1.4340116817744636e-12,2.229363899541748e-08,3.3614295964124037e-14,0.0009467281986035724,0.9990532308759896,4.783402815251604e-10,1.6990719158668306e-08,6.770155485660801e-22,1.1612406664143872e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264962956e-20,1.653438941082413e-19,5.511474663546164e-20,2.4403343538307308e-32,-9.880984919163893e-15,3.446993159275322e-36,4.813849451053144e-27,6.2316340930727174e-27,-2.100612742027762e-25,1.4554156293237122e-28,9.880874689912405e-15,-9.880874689665808e-15,2.637062218908599e-27,-3.9172835147256e-26,-3.170562170947487e-32,-1.1191017811219055e-26,4.813873857843675e-27,8.267195264962956e-20,5.511474663546164e-20,2.4403343538307308e-32,9.880984919163893e-15,3.4469931681830746e-36,8.907752924672018e-45,1.1022925148775001e-19,1.102292488506878e-19,5.779910234225317e-20,5.2430185681269774e-20,-1.1291370842693982e-19,1.653438941082413e-19
6.200999999999999,700,101324.99999999999,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05399999999999991,0.0,0.0,0.879999999999998,3.1521470544822602e-15,1.050717882639766e-15,3.1472289670811464e-25,0.06599999999999814,4.62382295559377e-29,4.26380338346298e-19,1.4340116817744636e-12,2.229363899541748e-08,3.3614295964124037e-14,0.0009467281986035724,0.9990532308759896,4.783402815251604e-10,1.6990719158668306e-08,6.770155485660801e-22,1.1612406664143872e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264962956e-20,1.653438941082413e-19,5.511474663546164e-20,2.4403343538307308e-32,-9.880984919163893e-15,3.446993159275322e-36,4.813849451053144e-27,6.2316340930727174e-27,-2.100612742027762e-25,1.4554156293237122e-28,9.880874689912405e-15,-9.880874689665808e-15,2.637062218908599e-27,-3.9172835147256e-26,-3.170562170947487e-32,-1.1191017811219055e-26,4.813873857843675e-27,8.267195264962956e-20,5.511474663546164e-20,2.4403343538307308e-32,9.880984919163893e-15,3.4469931681830746e-36,8.907752924672018e-45,1.1022925148775001e-19,1.102292488506878e-19,5.779910234225317e-20,5.2430185681269774e-20,-1.1291370842693982e-19,1.653438941082413e-19
6.200999999999999,700,101324.99999999996,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05399999999999991,0.0,0.0,0.879999999999998,3.1567220141654985e-15,1.0522428723901817e-15,3.1472353590258206e-25,0.06599999999999813,4.623832427654646e-29,4.2638120412583377e-19,1.4340116817755865e-12,2.229363899541744e-08,3.361429596415028e-14,0.0009467281986036736,0.9990532308759896,4.783402815251604e-10,1.6990719158668306e-08,6.770155517190446e-22,1.161240666414386e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264962936e-20,1.6534389410845518e-19,5.511474663546145e-20,2.2904994521243894e-32,1.1907141939104804e-14,3.442558180044054e-36,4.8081795210665446e-27,6.2368193946326126e-27,-2.100555152629779e-25,1.458101398816471e-28,-1.1907252168356292e-14,1.1907252168602882e-14,2.636642655070214e-27,-3.9172404575524275e-26,-2.838339255540689e-32,-1.1190803551512742e-26,4.808202429503624e-27,8.267195264962936e-20,5.511474663546145e-20,2.2904994521243894e-32,-1.1907141939104804e-14,3.442558188951825e-36,8.907771137329282e-45,1.1022925148784814e-19,1.1022924885120549e-19,5.779910234229937e-20,5.2430185681310694e-20,-1.129137084271161e-19,1.6534389410845518e-19
6.209999999999999,700,101324.99999999996,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05399999999999991,0.0,0.0,0.879999999999998,3.1567220141654985e-15,1.0522428723901817e-15,3.1472353590258206e-25,0.06599999999999813,4.623832427654646e-29,4.2638120412583377e-19,1.4340116817755865e-12,2.229363899541744e-08,3.361429596415028e-14,0.0009467281986036736,0.9990532308759896,4.783402815251604e-10,1.6990719158668306e-08,6.770155517190446e-22,1.161240666414386e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264962936e-20,1.6534389410845518e-19,5.511474663546145e-20,2.2904994521243894e-32,1.1907141939104804e-14,3.442558180044054e-36,4.8081795210665446e-27,6.2368193946326126e-27,-2.100555152629779e-25,1.458101398816471e-28,-1.1907252168356292e-14,1.1907252168602882e-14,2.636642655070214e-27,-3.9172404575524275e-26,-2.838339255540689e-32,-1.1190803551512742e-26,4.808202429503624e-27,8.267195264962936e-20,5.511474663546145e-20,2.2904994521243894e-32,-1.1907141939104804e-14,3.442558188951825e-36,8.907771137329282e-45,1.1022925148784814e-19,1.1022924885120549e-19,5.779910234229937e-20,5.2430185681310694e-20,-1.129137084271161e-19,1.6534389410845518e-19
6.209999999999999,700,101324.99999999999,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.0539999999999999,0.0,0.0,0.879999999999998,3.161296973856951e-15,1.053767862143333e-15,3.147241743931643e-25,0.06599999999999813,4.6238418879919343e-29,4.2638206939964537e-19,1.4340116817767121e-12,2.2293638995417408e-08,3.3614295964176594e-14,0.0009467281986036645,0.9990532308759896,4.783402815251604e-10,1.6990719158668306e-08,6.77015554872046e-22,1.161240666414385e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264962924e-20,1.6534389410867805e-19,5.511474663546126e-20,2.4967840170143156e-32,1.0907941216942163e-14,3.438456174200957e-36,4.8025093427196975e-27,6.242088787108705e-27,-2.1004975966948327e-25,1.459907198880577e-28,-1.0908051446193651e-14,1.0908051446440237e-14,2.6362843839523095e-27,-3.9172047941446823e-26,-3.343895865942338e-32,-1.1190580432528684e-26,4.8025343139983235e-27,8.267195264962924e-20,5.511474663546126e-20,2.4967840170143156e-32,-1.0907941216942163e-14,3.4384561831087465e-36,8.907789327401109e-45,1.102292514879336e-19,1.1022924885164922e-19,5.779910234234542e-20,5.243018568135174e-20,-1.1291370842729287e-19,1.6534389410867805e-19
6.2189999999999985,700,101324.99999999999,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.0539999999999999,0.0,0.0,0.879999999999998,3.161296973856951e-15,1.053767862143333e-15,3.147241743931643e-25,0.06599999999999813,4.6238418879919343e-29,4.2638206939964537e-19,1.4340116817767121e-12,2.2293638995417408e-08,3.3614295964176594e-14,0.0009467281986036645,0.9990532308759896,4.783402815251604e-10,1.6990719158668306e-08,6.77015554872046e-22,1.161240666414385e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264962924e-20,1.6534389410867805e-19,5.511474663546126e-20,2.4967840170143156e-32,1.0907941216942163e-14,3.438456174200957e-36,4.8025093427196975e-27,6.242088787108705e-27,-2.1004975966948327e-25,1.459907198880577e-28,-1.0908051446193651e-14,1.0908051446440237e-14,2.6362843839523095e-27,-3.9172047941446823e-26,-3.343895865942338e-32,-1.1190580432528684e-26,4.8025343139983235e-27,8.267195264962924e-20,5.511474663546126e-20,2.4967840170143156e-32,-1.0907941216942163e-14,3.4384561831087465e-36,8.907789327401109e-45,1.102292514879336e-19,1.1022924885164922e-19,5.779910234234542e-20,5.243018568135174e-20,-1.1291370842729287e-19,1.6534389410867805e-19
6.2189999999999985,700,101324.99999999999,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05399999999999991,0.0,0.0,0.879999999999998,3.1658719334546285e-15,1.0552928518652243e-15,3.1472481213528034e-25,0.06599999999999814,4.6238513367484366e-29,4.263829333128813e-19,1.4340116817778386e-12,2.2293638995417368e-08,3.361429596420292e-14,0.0009467281986036183,0.9990532308759896,4.783402815251603e-10,1.6990719158668302e-08,6.770155580250054e-22,1.1612406664143837e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264962912e-20,1.6534389410889068e-19,5.511474663546107e-20,2.427507432942955e-32,4.440892098500626e-16,3.434184780012561e-36,4.796850832658716e-27,6.24737832962684e-27,-2.100440129593403e-25,1.4614214011140407e-28,-4.441994391015506e-16,4.441994393481304e-16,2.635946503617691e-27,-3.917171601343944e-26,-2.804635481513912e-32,-1.1190367569121581e-26,4.7968751111672305e-27,8.267195264962912e-20,5.511474663546107e-20,2.427507432942955e-32,-4.440892098500626e-16,3.4341847889203686e-36,8.90780749516259e-45,1.102292514880148e-19,1.102292488520683e-19,5.77991023423915e-20,5.243018568139282e-20,-1.1291370842746981e-19,1.6534389410889068e-19
6.227999999999999,700,101324.99999999999,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05399999999999991,0.0,0.0,0.879999999999998,3.1658719334546285e-15,1.0552928518652243e-15,3.1472481213528034e-25,0.06599999999999814,4.6238513367484366e-29,4.263829333128813e-19,1.4340116817778386e-12,2.2293638995417368e-08,3.361429596420292e-14,0.0009467281986036183,0.9990532308759896,4.783402815251603e-10,1.6990719158668302e-08,6.770155580250054e-22,1.1612406664143837e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264962912e-20,1.6534389410889068e-19,5.511474663546107e-20,2.427507432942955e-32,4.440892098500626e-16,3.434184780012561e-36,4.796850832658716e-27,6.24737832962684e-27,-2.100440129593403e-25,1.4614214011140407e-28,-4.441994391015506e-16,4.441994393481304e-16,2.635946503617691e-27,-3.917171601343944e-26,-2.804635481513912e-32,-1.1190367569121581e-26,4.7968751111672305e-27,8.267195264962912e-20,5.511474663546107e-20,2.427507432942955e-32,-4.440892098500626e-16,3.4341847889203686e-36,8.90780749516259e-45,1.102292514880148e-19,1.102292488520683e-19,5.77991023423915e-20,5.243018568139282e-20,-1.1291370842746981e-19,1.6534389410889068e-19
6.227999999999999,700,101324.99999999999,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05399999999999991,0.0,0.0,0.879999999999998,3.170446893054043e-15,1.056817841587692e-15,3.1472544957007234e-25,0.06599999999999813,4.6238607747767945e-29,4.263837968971753e-19,1.4340116817789665e-12,2.2293638995417332e-08,3.36142959642293e-14,0.0009467281986037001,0.9990532308759895,4.783402815251604e-10,1.6990719158668306e-08,6.770155611780181e-22,1.1612406664143827e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264962897e-20,1.653438941091163e-19,5.511474663546091e-20,2.4277354053786175e-32,1.8957058145474548e-14,3.430295547065544e-36,4.791193782344605e-27,6.252675383271758e-27,-2.100382681992018e-25,1.462835274434464e-28,-1.8957168374726036e-14,1.895716837497261e-14,2.6356483215140513e-27,-3.917140894798393e-26,-3.531674035520094e-32,-1.119014163346498e-26,4.7912180631289545e-27,8.267195264962897e-20,5.511474663546091e-20,2.4277354053786175e-32,-1.8957058145474548e-14,3.43029555597337e-36,8.907825642256342e-45,1.1022925148811105e-19,1.1022924885246273e-19,5.779910234243772e-20,5.243018568143396e-20,-1.1291370842764702e-19,1.653438941091163e-19
6.236999999999998,700,101324.99999999999,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05399999999999991,0.0,0.0,0.879999999999998,3.170446893054043e-15,1.056817841587692e-15,3.1472544957007234e-25,0.06599999999999813,4.6238607747767945e-29,4.263837968971753e-19,1.4340116817789665e-12,2.2293638995417332e-08,3.36142959642293e-14,0.0009467281986037001,0.9990532308759895,4.783402815251604e-10,1.6990719158668306e-08,6.770155611780181e-22,1.1612406664143827e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264962897e-20,1.653438941091163e-19,5.511474663546091e-20,2.4277354053786175e-32,1.8957058145474548e-14,3.430295547065544e-36,4.791193782344605e-27,6.252675383271758e-27,-2.100382681992018e-25,1.462835274434464e-28,-1.8957168374726036e-14,1.895716837497261e-14,2.6356483215140513e-27,-3.917140894798393e-26,-3.531674035520094e-32,-1.119014163346498e-26,4.7912180631289545e-27,8.267195264962897e-20,5.511474663546091e-20,2.4277354053786175e-32,-1.8957058145474548e-14,3.43029555597337e-36,8.907825642256342e-45,1.1022925148811105e-19,1.1022924885246273e-19,5.779910234243772e-20,5.243018568143396e-20,-1.1291370842764702e-19,1.653438941091163e-19
6.236999999999998,700,101324.99999999999,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05399999999999989,0.0,0.0,0.8799999999999978,3.175021852795637e-15,1.0583428313575512e-15,3.1472608601441623e-25,0.06599999999999812,4.623870201619997e-29,4.263846590595543e-19,1.4340116817800936e-12,2.22936389954173e-08,3.361429596425567e-14,0.0009467281986036858,0.9990532308759895,4.783402815251604e-10,1.6990719158668306e-08,6.770155643309748e-22,1.1612406664143818e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264962881e-20,1.6534389410932822e-19,5.511474663546075e-20,2.3642943426067233e-32,1.5792922525292852e-14,3.4261803121329236e-36,4.785546683206065e-27,6.257999135120531e-27,-2.1003253292426807e-25,1.4638891192259084e-28,-1.579303275454434e-14,1.579303275479091e-14,2.635363524623525e-27,-3.91711263779499e-26,-2.893709741441822e-32,-1.1189929395985108e-26,4.785570329575671e-27,8.267195264962881e-20,5.511474663546075e-20,2.3642943426067233e-32,-1.5792922525292852e-14,3.426180321040767e-36,8.907843767801937e-45,1.1022925148819604e-19,1.102292488528325e-19,5.77991023424838e-20,5.243018568147509e-20,-1.1291370842782418e-19,1.6534389410932822e-19
6.245999999999999,700,101324.99999999999,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05399999999999989,0.0,0.0,0.8799999999999978,3.175021852795637e-15,1.0583428313575512e-15,3.1472608601441623e-25,0.06599999999999812,4.623870201619997e-29,4.263846590595543e-19,1.4340116817800936e-12,2.22936389954173e-08,3.361429596425567e-14,0.0009467281986036858,0.9990532308759895,4.783402815251604e-10,1.6990719158668306e-08,6.770155643309748e-22,1.1612406664143818e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264962881e-20,1.6534389410932822e-19,5.511474663546075e-20,2.3642943426067233e-32,1.5792922525292852e-14,3.4261803121329236e-36,4.785546683206065e-27,6.257999135120531e-27,-2.1003253292426807e-25,1.4638891192259084e-28,-1.579303275454434e-14,1.579303275479091e-14,2.635363524623525e-27,-3.91711263779499e-26,-2.893709741441822e-32,-1.1189929395985108e-26,4.785570329575671e-27,8.267195264962881e-20,5.511474663546075e-20,2.3642943426067233e-32,-1.5792922525292852e-14,3.426180321040767e-36,8.907843767801937e-45,1.1022925148819604e-19,1.102292488528325e-19,5.77991023424838e-20,5.243018568147509e-20,-1.1291370842782418e-19,1.6534389410932822e-19
6.245999999999999,700,101324.99999999999,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05399999999999989,0.0,0.0,0.8799999999999978,3.179596812400183e-15,1.0598678210817251e-15,3.147267219091547e-25,0.06599999999999812,4.6238796176566253e-29,4.263855206554618e-19,1.434011681781223e-12,2.229363899541726e-08,3.361429596428206e-14,0.0009467281986036225,0.9990532308759897,4.783402815251604e-10,1.6990719158668306e-08,6.770155674839898e-22,1.1612406664143808e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264962867e-20,1.6534389410955445e-19,5.511474663546053e-20,2.442481026920523e-32,1.4710455076283324e-15,3.4223139545951065e-36,4.7799018785554745e-27,6.2632012885674394e-27,-2.100268008993413e-25,1.4661193461015088e-28,-1.4711557368798206e-15,1.4711557371263833e-15,2.6349499070938436e-27,-3.917072092154836e-26,-3.6713039564881683e-32,-1.1189702882549524e-26,4.779926306788057e-27,8.267195264962867e-20,5.511474663546053e-20,2.442481026920523e-32,-1.4710455076283324e-15,3.422313963502968e-36,8.907861872528706e-45,1.1022925148827546e-19,1.1022924885332555e-19,5.779910234253021e-20,5.243018568151626e-20,-1.129137084280015e-19,1.6534389410955445e-19
6.254999999999999,700,101324.99999999999,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05399999999999989,0.0,0.0,0.8799999999999978,3.179596812400183e-15,1.0598678210817251e-15,3.147267219091547e-25,0.06599999999999812,4.6238796176566253e-29,4.263855206554618e-19,1.434011681781223e-12,2.229363899541726e-08,3.361429596428206e-14,0.0009467281986036225,0.9990532308759897,4.783402815251604e-10,1.6990719158668306e-08,6.770155674839898e-22,1.1612406664143808e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264962867e-20,1.6534389410955445e-19,5.511474663546053e-20,2.442481026920523e-32,1.4710455076283324e-15,3.4223139545951065e-36,4.7799018785554745e-27,6.2632012885674394e-27,-2.100268008993413e-25,1.4661193461015088e-28,-1.4711557368798206e-15,1.4711557371263833e-15,2.6349499070938436e-27,-3.917072092154836e-26,-3.6713039564881683e-32,-1.1189702882549524e-26,4.779926306788057e-27,8.267195264962867e-20,5.511474663546053e-20,2.442481026920523e-32,-1.4710455076283324e-15,3.422313963502968e-36,8.907861872528706e-45,1.1022925148827546e-19,1.1022924885332555e-19,5.779910234253021e-20,5.243018568151626e-20,-1.129137084280015e-19,1.6534389410955445e-19
