Distance (mm),T (C),P (Pa),V (M^3/s),X_nh3 initial,X_o2 initial,X_he initial,(NH3/O2),T (C) final,Rtol,Atol,reactor type,energy on?,He,Ar,Ne,O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NOX,OX,NX,OHX,NH3X,X(N),NH2_X(8),NH_X(9),H2O_X(11),X(H),He ROP [kmol/m^3 s],Ar ROP [kmol/m^3 s],Ne ROP [kmol/m^3 s],O2(2) ROP [kmol/m^3 s],H2O(3) ROP [kmol/m^3 s],N2(4) ROP [kmol/m^3 s],NO(5) ROP [kmol/m^3 s],NH3(6) ROP [kmol/m^3 s],N2O(7) ROP [kmol/m^3 s],He surface ROP [kmol/m^2 s],Ar surface ROP [kmol/m^2 s],Ne surface ROP [kmol/m^2 s],O2(2) surface ROP [kmol/m^2 s],H2O(3) surface ROP [kmol/m^2 s],N2(4) surface ROP [kmol/m^2 s],NO(5) surface ROP [kmol/m^2 s],NH3(6) surface ROP [kmol/m^2 s],N2O(7) surface ROP [kmol/m^2 s],NOX ROP [kmol/m^2 s],OX ROP [kmol/m^2 s],NX ROP [kmol/m^2 s],OHX ROP [kmol/m^2 s],NH3X ROP [kmol/m^2 s],X(N) ROP [kmol/m^2 s],NH2_X(8) ROP [kmol/m^2 s],NH_X(9) ROP [kmol/m^2 s],H2O_X(11) ROP [kmol/m^2 s],X(H) ROP [kmol/m^2 s],NX + OX <=> NOX + X(N) ROP [kmol/m^2 s],O2(2) + 2 X(H) <=> 2 OX ROP [kmol/m^2 s],2 NX <=> N2(4) + 2 X(N) ROP [kmol/m^2 s],NOX <=> NO(5) + X(N) ROP [kmol/m^2 s],NH3(6) + X(N) <=> NH3X ROP [kmol/m^2 s],NOX + NX <=> N2O(7) + 2 X(N) ROP [kmol/m^2 s],N2O(7) + X(H) <=> N2(4) + OX ROP [kmol/m^2 s],NH3X + OX <=> NH2_X(8) + OHX ROP [kmol/m^2 s],NH2_X(8) + OX <=> NH_X(9) + OHX ROP [kmol/m^2 s],NH_X(9) + OX <=> NX + OHX ROP [kmol/m^2 s],NH_X(9) + OHX <=> H2O_X(11) + NX ROP [kmol/m^2 s],H2O_X(11) + OX <=> 2 OHX ROP [kmol/m^2 s],H2O_X(11) <=> H2O(3) + X(H) ROP [kmol/m^2 s]
2.178,700,101324.99999999999,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05399999999999985,0.0,0.0,0.8799999999999994,1.1117150807141104e-15,3.705724687689077e-16,3.1434723871635344e-25,0.06599999999999928,4.6182590646485123e-29,4.2587140647323125e-19,1.4340116813900627e-12,2.2293638995433816e-08,3.361429595513992e-14,0.0009467281986037211,0.9990532308759894,4.783402815251627e-10,1.6990719158668385e-08,6.770141424299178e-22,1.1612406664148537e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264969536e-20,1.6534389403385799e-19,5.511474663554198e-20,4.1258360305404686e-32,1.9984014443252818e-14,5.836370719495592e-36,8.14767336221547e-27,3.0468361461259247e-27,-2.134250912404513e-25,7.100183286785916e-29,-1.9984124672504275e-14,1.9984124672754236e-14,2.7714654789712225e-27,-3.930695469978222e-26,-1.986115255149337e-32,-1.1265532738917002e-26,8.147714626412146e-27,8.267195264969536e-20,5.511474663554198e-20,4.1258360305404686e-32,-1.9984014443252818e-14,5.8363707283926415e-36,8.897049823432088e-45,1.1022925145821812e-19,1.1022924868675264e-19,5.779910232645089e-20,5.243018566725645e-20,-1.1291370836658168e-19,1.6534389403385799e-19
2.187,700,101324.99999999999,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05399999999999985,0.0,0.0,0.8799999999999994,1.1117150807141104e-15,3.705724687689077e-16,3.1434723871635344e-25,0.06599999999999928,4.6182590646485123e-29,4.2587140647323125e-19,1.4340116813900627e-12,2.2293638995433816e-08,3.361429595513992e-14,0.0009467281986037211,0.9990532308759894,4.783402815251627e-10,1.6990719158668385e-08,6.770141424299178e-22,1.1612406664148537e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264969536e-20,1.6534389403385799e-19,5.511474663554198e-20,4.1258360305404686e-32,1.9984014443252818e-14,5.836370719495592e-36,8.14767336221547e-27,3.0468361461259247e-27,-2.134250912404513e-25,7.100183286785916e-29,-1.9984124672504275e-14,1.9984124672754236e-14,2.7714654789712225e-27,-3.930695469978222e-26,-1.986115255149337e-32,-1.1265532738917002e-26,8.147714626412146e-27,8.267195264969536e-20,5.511474663554198e-20,4.1258360305404686e-32,-1.9984014443252818e-14,5.8363707283926415e-36,8.897049823432088e-45,1.1022925145821812e-19,1.1022924868675264e-19,5.779910232645089e-20,5.243018566725645e-20,-1.1291370836658168e-19,1.6534389403385799e-19
2.187,700,101325.0,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05399999999999986,0.0,0.0,0.8799999999999994,1.1162900401777588e-15,3.720974584468162e-16,3.143483215611614e-25,0.06599999999999928,4.6182751036503334e-29,4.2587287333229805e-19,1.4340116813906143e-12,2.2293638995433783e-08,3.3614295955152776e-14,0.0009467281986036588,0.9990532308759895,4.783402815251627e-10,1.6990719158668385e-08,6.77014145582509e-22,1.1612406664148525e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264969522e-20,1.653438940339807e-19,5.511474663554182e-20,4.0005325939098345e-32,5.856426454897701e-15,5.829346051150509e-36,8.138065715973565e-27,3.05610323953583e-27,-2.134154389851196e-25,7.123695280288239e-29,-5.856536684149159e-15,5.85653668439911e-15,2.771130824569261e-27,-3.930662795373009e-26,-3.613526058156551e-32,-1.1265409744215928e-26,8.13810572712885e-27,8.267195264969522e-20,5.511474663554182e-20,4.0005325939098345e-32,-5.856426454897701e-15,5.8293460600475895e-36,8.897080687275919e-45,1.1022925145825324e-19,1.1022924868712242e-19,5.779910232647386e-20,5.2430185667276515e-20,-1.1291370836666804e-19,1.653438940339807e-19
2.1959999999999997,700,101325.0,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05399999999999986,0.0,0.0,0.8799999999999994,1.1162900401777588e-15,3.720974584468162e-16,3.143483215611614e-25,0.06599999999999928,4.6182751036503334e-29,4.2587287333229805e-19,1.4340116813906143e-12,2.2293638995433783e-08,3.3614295955152776e-14,0.0009467281986036588,0.9990532308759895,4.783402815251627e-10,1.6990719158668385e-08,6.77014145582509e-22,1.1612406664148525e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264969522e-20,1.653438940339807e-19,5.511474663554182e-20,4.0005325939098345e-32,5.856426454897701e-15,5.829346051150509e-36,8.138065715973565e-27,3.05610323953583e-27,-2.134154389851196e-25,7.123695280288239e-29,-5.856536684149159e-15,5.85653668439911e-15,2.771130824569261e-27,-3.930662795373009e-26,-3.613526058156551e-32,-1.1265409744215928e-26,8.13810572712885e-27,8.267195264969522e-20,5.511474663554182e-20,4.0005325939098345e-32,-5.856426454897701e-15,5.8293460600475895e-36,8.897080687275919e-45,1.1022925145825324e-19,1.1022924868712242e-19,5.779910232647386e-20,5.2430185667276515e-20,-1.1291370836666804e-19,1.653438940339807e-19
2.1959999999999997,700,101324.99999999999,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05399999999999985,0.0,0.0,0.8799999999999993,1.1208649996662883e-15,3.73622448133017e-16,3.1434940365852754e-25,0.06599999999999928,4.6182911245871953e-29,4.258743390203199e-19,1.4340116813911668e-12,2.2293638995433746e-08,3.3614295955165656e-14,0.0009467281986036643,0.9990532308759895,4.783402815251627e-10,1.6990719158668385e-08,6.770141487349687e-22,1.1612406664148515e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264969505e-20,1.6534389403407128e-19,5.511474663554165e-20,3.749263403050275e-32,7.105427357601002e-15,5.822607728863009e-36,8.128467000511868e-27,3.0652807049809484e-27,-2.13405794240915e-25,7.155370809342332e-29,-7.10553758685246e-15,7.105537587102401e-15,2.770730207066704e-27,-3.930622742048697e-26,-2.0101893794541774e-32,-1.1265318816248429e-26,8.128504498968505e-27,8.267195264969505e-20,5.511474663554165e-20,3.749263403050275e-32,-7.105427357601002e-15,5.82260773776012e-36,8.89711151631767e-45,1.1022925145829636e-19,1.1022924868756615e-19,5.779910232649697e-20,5.2430185667296605e-20,-1.1291370836675458e-19,1.6534389403407128e-19
2.2049999999999996,700,101324.99999999999,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05399999999999985,0.0,0.0,0.8799999999999993,1.1208649996662883e-15,3.73622448133017e-16,3.1434940365852754e-25,0.06599999999999928,4.6182911245871953e-29,4.258743390203199e-19,1.4340116813911668e-12,2.2293638995433746e-08,3.3614295955165656e-14,0.0009467281986036643,0.9990532308759895,4.783402815251627e-10,1.6990719158668385e-08,6.770141487349687e-22,1.1612406664148515e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264969505e-20,1.6534389403407128e-19,5.511474663554165e-20,3.749263403050275e-32,7.105427357601002e-15,5.822607728863009e-36,8.128467000511868e-27,3.0652807049809484e-27,-2.13405794240915e-25,7.155370809342332e-29,-7.10553758685246e-15,7.105537587102401e-15,2.770730207066704e-27,-3.930622742048697e-26,-2.0101893794541774e-32,-1.1265318816248429e-26,8.128504498968505e-27,8.267195264969505e-20,5.511474663554165e-20,3.749263403050275e-32,-7.105427357601002e-15,5.82260773776012e-36,8.89711151631767e-45,1.1022925145829636e-19,1.1022924868756615e-19,5.779910232649697e-20,5.2430185667296605e-20,-1.1291370836675458e-19,1.6534389403407128e-19
2.2049999999999996,700,101324.99999999999,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05399999999999985,0.0,0.0,0.8799999999999994,1.1254399591563671e-15,3.7514743781973337e-16,3.1435048408774867e-25,0.06599999999999927,4.6183071266565465e-29,4.2587580278265103e-19,1.43401168139172e-12,2.2293638995433707e-08,3.361429595517857e-14,0.0009467281986036846,0.9990532308759895,4.783402815251627e-10,1.6990719158668385e-08,6.770141518875738e-22,1.1612406664148504e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.26719526496949e-20,1.6534389403419743e-19,5.511474663554146e-20,3.763783550082013e-32,1.174060848541103e-14,5.815761835285826e-36,8.118878241710038e-27,3.074542766898874e-27,-2.1339616218377377e-25,7.177316179205517e-29,-1.1740718714662489e-14,1.174071871491242e-14,2.7704299786624984e-27,-3.930592536846785e-26,-3.9385267362718973e-32,-1.126519237894758e-26,8.1189158853613e-27,8.26719526496949e-20,5.511474663554146e-20,3.763783550082013e-32,-1.174060848541103e-14,5.8157618441829685e-36,8.897142309011234e-45,1.1022925145834126e-19,1.1022924868791128e-19,5.779910232651991e-20,5.2430185667316737e-20,-1.129137083668413e-19,1.6534389403419743e-19
2.214,700,101324.99999999999,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05399999999999985,0.0,0.0,0.8799999999999994,1.1254399591563671e-15,3.7514743781973337e-16,3.1435048408774867e-25,0.06599999999999927,4.6183071266565465e-29,4.2587580278265103e-19,1.43401168139172e-12,2.2293638995433707e-08,3.361429595517857e-14,0.0009467281986036846,0.9990532308759895,4.783402815251627e-10,1.6990719158668385e-08,6.770141518875738e-22,1.1612406664148504e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.26719526496949e-20,1.6534389403419743e-19,5.511474663554146e-20,3.763783550082013e-32,1.174060848541103e-14,5.815761835285826e-36,8.118878241710038e-27,3.074542766898874e-27,-2.1339616218377377e-25,7.177316179205517e-29,-1.1740718714662489e-14,1.174071871491242e-14,2.7704299786624984e-27,-3.930592536846785e-26,-3.9385267362718973e-32,-1.126519237894758e-26,8.1189158853613e-27,8.26719526496949e-20,5.511474663554146e-20,3.763783550082013e-32,-1.174060848541103e-14,5.8157618441829685e-36,8.897142309011234e-45,1.1022925145834126e-19,1.1022924868791128e-19,5.779910232651991e-20,5.2430185667316737e-20,-1.129137083668413e-19,1.6534389403419743e-19
2.214,700,101324.99999999999,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05399999999999984,0.0,0.0,0.8799999999999992,1.1300149186715763e-15,3.7667242751482563e-16,3.1435156340273133e-25,0.06599999999999925,4.61832311021824e-29,4.258772652924402e-19,1.4340116813922749e-12,2.229363899543367e-08,3.3614295955191506e-14,0.0009467281986036744,0.9990532308759895,4.783402815251627e-10,1.6990719158668385e-08,6.770141550400411e-22,1.1612406664148496e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264969475e-20,1.6534389403428988e-19,5.511474663554128e-20,3.982652737086652e-32,9.492406860545088e-15,5.809178747440905e-36,8.109295644402644e-27,3.0837508064818595e-27,-2.133865381192421e-25,7.203806743737456e-29,-9.492517089796547e-15,9.492517090046469e-15,2.770077003851941e-27,-3.9305574205235145e-26,-2.474819978537598e-32,-1.1265099621346633e-26,8.109335476739194e-27,8.267195264969475e-20,5.511474663554128e-20,3.982652737086652e-32,-9.492406860545088e-15,5.8091787563380785e-36,8.897173066049867e-45,1.1022925145838271e-19,1.102292486883057e-19,5.7799102326543e-20,5.2430185667336917e-20,-1.129137083669282e-19,1.6534389403428988e-19
2.223,700,101324.99999999999,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05399999999999984,0.0,0.0,0.8799999999999992,1.1300149186715763e-15,3.7667242751482563e-16,3.1435156340273133e-25,0.06599999999999925,4.61832311021824e-29,4.258772652924402e-19,1.4340116813922749e-12,2.229363899543367e-08,3.3614295955191506e-14,0.0009467281986036744,0.9990532308759895,4.783402815251627e-10,1.6990719158668385e-08,6.770141550400411e-22,1.1612406664148496e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264969475e-20,1.6534389403428988e-19,5.511474663554128e-20,3.982652737086652e-32,9.492406860545088e-15,5.809178747440905e-36,8.109295644402644e-27,3.0837508064818595e-27,-2.133865381192421e-25,7.203806743737456e-29,-9.492517089796547e-15,9.492517090046469e-15,2.770077003851941e-27,-3.9305574205235145e-26,-2.474819978537598e-32,-1.1265099621346633e-26,8.109335476739194e-27,8.267195264969475e-20,5.511474663554128e-20,3.982652737086652e-32,-9.492406860545088e-15,5.8091787563380785e-36,8.897173066049867e-45,1.1022925145838271e-19,1.102292486883057e-19,5.7799102326543e-20,5.2430185667336917e-20,-1.129137083669282e-19,1.6534389403428988e-19
2.223,700,101324.99999999999,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05399999999999984,0.0,0.0,0.8799999999999992,1.1345898781733078e-15,3.78197417205424e-16,3.1435264082545475e-25,0.06599999999999924,4.618339074035746e-29,4.2587872584608746e-19,1.4340116813928307e-12,2.2293638995433634e-08,3.361429595520449e-14,0.0009467281986036509,0.9990532308759895,4.783402815251627e-10,1.6990719158668385e-08,6.770141581926344e-22,1.1612406664148486e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264969462e-20,1.653438940344131e-19,5.51147466355411e-20,4.6845158020496696e-32,4.246603069191224e-15,5.8025172507286434e-36,8.099721031186674e-27,3.0930959000545124e-27,-2.1337692691029273e-25,7.215277462115605e-29,-4.246713298442682e-15,4.246713298692595e-15,2.7698704478654053e-27,-3.930537095342217e-26,-4.0468602956436793e-32,-1.126497612108895e-26,8.099767882147211e-27,8.267195264969462e-20,5.51147466355411e-20,4.6845158020496696e-32,-4.246603069191224e-15,5.8025172596258475e-36,8.897203785051398e-45,1.1022925145842268e-19,1.1022924868855223e-19,5.779910232656601e-20,5.243018566735717e-20,-1.1291370836701547e-19,1.653438940344131e-19
2.2319999999999998,700,101324.99999999999,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05399999999999984,0.0,0.0,0.8799999999999992,1.1345898781733078e-15,3.78197417205424e-16,3.1435264082545475e-25,0.06599999999999924,4.618339074035746e-29,4.2587872584608746e-19,1.4340116813928307e-12,2.2293638995433634e-08,3.361429595520449e-14,0.0009467281986036509,0.9990532308759895,4.783402815251627e-10,1.6990719158668385e-08,6.770141581926344e-22,1.1612406664148486e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264969462e-20,1.653438940344131e-19,5.51147466355411e-20,4.6845158020496696e-32,4.246603069191224e-15,5.8025172507286434e-36,8.099721031186674e-27,3.0930959000545124e-27,-2.1337692691029273e-25,7.215277462115605e-29,-4.246713298442682e-15,4.246713298692595e-15,2.7698704478654053e-27,-3.930537095342217e-26,-4.0468602956436793e-32,-1.126497612108895e-26,8.099767882147211e-27,8.267195264969462e-20,5.51147466355411e-20,4.6845158020496696e-32,-4.246603069191224e-15,5.8025172596258475e-36,8.897203785051398e-45,1.1022925145842268e-19,1.1022924868855223e-19,5.779910232656601e-20,5.243018566735717e-20,-1.1291370836701547e-19,1.653438940344131e-19
2.2319999999999998,700,101325.0,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05399999999999984,0.0,0.0,0.8799999999999992,1.1391648378799869e-15,3.797224069643374e-16,3.143537161884411e-25,0.06599999999999924,4.618355016730615e-29,4.258801820561782e-19,1.4340116813933884e-12,2.22936389954336e-08,3.3614295955217494e-14,0.000946728198603717,0.9990532308759894,4.783402815251627e-10,1.6990719158668385e-08,6.77014161345101e-22,1.1612406664148475e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264969444e-20,1.6534389403450534e-19,5.511474663554093e-20,4.1515164678757077e-32,1.9206858326015208e-14,5.7944692061013894e-36,8.090187219777e-27,3.1022538173106952e-27,-2.1336734396436387e-25,7.242605806173352e-29,-1.9206968555266668e-14,1.920696855551657e-14,2.7695266212220836e-27,-3.930501998278246e-26,-2.5085237525643747e-32,-1.1264883532006873e-26,8.090228740736148e-27,8.267195264969444e-20,5.511474663554093e-20,4.1515164678757077e-32,-1.9206858326015208e-14,5.7944692149986235e-36,8.897234463360252e-45,1.1022925145847328e-19,1.1022924868894666e-19,5.77991023265892e-20,5.2430185667377446e-20,-1.1291370836710281e-19,1.6534389403450534e-19
2.2409999999999997,700,101325.0,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05399999999999984,0.0,0.0,0.8799999999999992,1.1391648378799869e-15,3.797224069643374e-16,3.143537161884411e-25,0.06599999999999924,4.618355016730615e-29,4.258801820561782e-19,1.4340116813933884e-12,2.22936389954336e-08,3.3614295955217494e-14,0.000946728198603717,0.9990532308759894,4.783402815251627e-10,1.6990719158668385e-08,6.77014161345101e-22,1.1612406664148475e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264969444e-20,1.6534389403450534e-19,5.511474663554093e-20,4.1515164678757077e-32,1.9206858326015208e-14,5.7944692061013894e-36,8.090187219777e-27,3.1022538173106952e-27,-2.1336734396436387e-25,7.242605806173352e-29,-1.9206968555266668e-14,1.920696855551657e-14,2.7695266212220836e-27,-3.930501998278246e-26,-2.5085237525643747e-32,-1.1264883532006873e-26,8.090228740736148e-27,8.267195264969444e-20,5.511474663554093e-20,4.1515164678757077e-32,-1.9206858326015208e-14,5.7944692149986235e-36,8.897234463360252e-45,1.1022925145847328e-19,1.1022924868894666e-19,5.77991023265892e-20,5.2430185667377446e-20,-1.1291370836710281e-19,1.6534389403450534e-19
2.2409999999999997,700,101325.0,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05399999999999983,0.0,0.0,0.8799999999999992,1.1437397974364332e-15,3.8124739667317207e-16,3.1435479125267586e-25,0.06599999999999924,4.6183709404767986e-29,4.2588163848154793e-19,1.434011681393947e-12,2.229363899543356e-08,3.361429595523053e-14,0.000946728198603589,0.9990532308759895,4.783402815251627e-10,1.6990719158668385e-08,6.770141644976989e-22,1.1612406664148463e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.26719526496943e-20,1.6534389403462968e-19,5.511474663554075e-20,4.1115042564784494e-32,-9.797718192317006e-15,5.7875569972567286e-36,8.080647068276064e-27,3.1115100292164147e-27,-2.1335775950176636e-25,7.260220842927204e-29,9.797607963065548e-15,-9.797607962815654e-15,2.769234144685904e-27,-3.9304743058130583e-26,-4.147971617724009e-32,-1.1264758924339471e-26,8.080688189106186e-27,8.26719526496943e-20,5.511474663554075e-20,4.1115042564784494e-32,9.797718192317006e-15,5.7875570061539934e-36,8.897265105164535e-45,1.1022925145850128e-19,1.1022924868926713e-19,5.77991023266124e-20,5.243018566739779e-20,-1.1291370836719042e-19,1.6534389403462968e-19
2.25,700,101325.0,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05399999999999983,0.0,0.0,0.8799999999999992,1.1437397974364332e-15,3.8124739667317207e-16,3.1435479125267586e-25,0.06599999999999924,4.6183709404767986e-29,4.2588163848154793e-19,1.434011681393947e-12,2.229363899543356e-08,3.361429595523053e-14,0.000946728198603589,0.9990532308759895,4.783402815251627e-10,1.6990719158668385e-08,6.770141644976989e-22,1.1612406664148463e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.26719526496943e-20,1.6534389403462968e-19,5.511474663554075e-20,4.1115042564784494e-32,-9.797718192317006e-15,5.7875569972567286e-36,8.080647068276064e-27,3.1115100292164147e-27,-2.1335775950176636e-25,7.260220842927204e-29,9.797607963065548e-15,-9.797607962815654e-15,2.769234144685904e-27,-3.9304743058130583e-26,-4.147971617724009e-32,-1.1264758924339471e-26,8.080688189106186e-27,8.26719526496943e-20,5.511474663554075e-20,4.1115042564784494e-32,9.797718192317006e-15,5.7875570061539934e-36,8.897265105164535e-45,1.1022925145850128e-19,1.1022924868926713e-19,5.77991023266124e-20,5.243018566739779e-20,-1.1291370836719042e-19,1.6534389403462968e-19
2.25,700,101324.99999999999,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.053999999999999826,0.0,0.0,0.8799999999999992,1.1483147570399796e-15,3.827723863977054e-16,3.143558648958653e-25,0.06599999999999924,4.6183868450031045e-29,4.2588309261205096e-19,1.4340116813945072e-12,2.2293638995433528e-08,3.361429595524361e-14,0.0009467281986037605,0.9990532308759894,4.783402815251627e-10,1.6990719158668385e-08,6.770141676501617e-22,1.1612406664148453e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264969415e-20,1.6534389403472104e-19,5.511474663554057e-20,3.777568792739297e-32,2.9032332093947844e-14,5.780342363636953e-36,8.0711248889126e-27,3.1207162873142017e-27,-2.133481899410515e-25,7.281282090575294e-29,-2.9032442323199304e-14,2.903244232344918e-14,2.7689767200747124e-27,-3.930446626588639e-26,-2.4555606790937257e-32,-1.1264667250074118e-26,8.071162670380871e-27,8.267195264969415e-20,5.511474663554057e-20,3.777568792739297e-32,-2.9032332093947844e-14,5.7803423725342484e-36,8.897295709941797e-45,1.1022925145856433e-19,1.102292486895876e-19,5.779910232663568e-20,5.243018566741819e-20,-1.129137083672783e-19,1.6534389403472104e-19
2.259,700,101324.99999999999,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.053999999999999826,0.0,0.0,0.8799999999999992,1.1483147570399796e-15,3.827723863977054e-16,3.143558648958653e-25,0.06599999999999924,4.6183868450031045e-29,4.2588309261205096e-19,1.4340116813945072e-12,2.2293638995433528e-08,3.361429595524361e-14,0.0009467281986037605,0.9990532308759894,4.783402815251627e-10,1.6990719158668385e-08,6.770141676501617e-22,1.1612406664148453e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264969415e-20,1.6534389403472104e-19,5.511474663554057e-20,3.777568792739297e-32,2.9032332093947844e-14,5.780342363636953e-36,8.0711248889126e-27,3.1207162873142017e-27,-2.133481899410515e-25,7.281282090575294e-29,-2.9032442323199304e-14,2.903244232344918e-14,2.7689767200747124e-27,-3.930446626588639e-26,-2.4555606790937257e-32,-1.1264667250074118e-26,8.071162670380871e-27,8.267195264969415e-20,5.511474663554057e-20,3.777568792739297e-32,-2.9032332093947844e-14,5.7803423725342484e-36,8.897295709941797e-45,1.1022925145856433e-19,1.102292486895876e-19,5.779910232663568e-20,5.243018566741819e-20,-1.129137083672783e-19,1.6534389403472104e-19
2.259,700,101325.0,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05399999999999983,0.0,0.0,0.8799999999999992,1.1528897165688613e-15,3.842973760973501e-16,3.143569382239298e-25,0.06599999999999924,4.618402732233316e-29,4.25884546669663e-19,1.4340116813950695e-12,2.2293638995433488e-08,3.361429595525672e-14,0.0009467281986037746,0.9990532308759895,4.783402815251627e-10,1.6990719158668388e-08,6.77014170802642e-22,1.1612406664148444e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264969403e-20,1.6534389403481667e-19,5.511474663554038e-20,3.725129989749115e-32,3.216871213851391e-14,5.774008594157946e-36,8.061600372067822e-27,3.129891056457398e-27,-2.1333862064515284e-25,7.305435057637233e-29,-3.216882236776537e-14,3.2168822368015244e-14,2.7686518156930943e-27,-3.930414035641008e-26,-1.1700024412152458e-32,-1.1264571386911136e-26,8.061637629141728e-27,8.267195264969403e-20,5.511474663554038e-20,3.725129989749115e-32,-3.216871213851391e-14,5.774008603055272e-36,8.897326281398201e-45,1.102292514586092e-19,1.1022924868995739e-19,5.779910232665911e-20,5.2430185667438636e-20,-1.1291370836736633e-19,1.6534389403481667e-19
